request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1873.16,1873.13,0.02,5.99,1867.15,True,,0.0,3.9,0.0,2.08,5.99,1
1,genmatrix,small,cold,200,1321.49,1321.15,0.34,6.2,1314.95,True,,0.0,0.03,,6.17,6.2,2
2,fetchdata,small,cold,200,1586.09,1586.07,0.02,125.97,1460.1,True,125.94,0.0,0.02,0.0,,125.97,2
3,fastfouriertransform,large,warm,200,25.0,25.0,0.01,4.8,20.2,False,,0.0,3.9,0.01,0.88,4.8,2
4,linpack,small,cold,200,1401.37,1401.35,0.02,5.22,1396.13,True,,0.0,0.35,4.02,0.84,5.22,1
5,linpack,medium,warm,200,1042.11,1042.1,0.01,640.52,401.58,False,,0.0,0.36,4.01,636.14,640.51,2
6,fastfouriertransform,small,warm,200,24.3,24.29,0.01,4.57,19.72,False,,0.0,3.82,0.0,0.74,4.57,2
7,fastfouriertransform,small,warm,200,26.93,26.92,0.01,7.33,19.59,False,,0.0,6.17,0.0,1.14,7.33,1
8,fetchdata,large,warm,200,88.63,88.61,0.02,81.96,6.65,False,81.92,0.0,0.03,0.0,,81.96,1
9,linpack,small,warm,200,17.33,17.27,0.05,5.11,12.16,False,,0.0,0.35,4.0,0.75,5.11,1
10,linpack,small,warm,200,20.27,20.25,0.02,8.01,12.24,False,,0.0,0.52,6.34,1.14,8.0,1
11,linpack,medium,warm,200,677.45,677.43,0.02,664.66,12.76,False,,0.0,0.52,6.3,657.84,664.66,1
12,fetchdata,medium,warm,200,86.94,86.92,0.02,80.58,6.34,False,80.54,0.0,0.03,0.0,,80.58,1
13,linpack,medium,warm,200,655.01,654.99,0.02,642.48,12.5,False,,0.0,0.34,3.96,638.17,642.48,1
14,fastfouriertransform,small,warm,200,41.3,41.28,0.02,7.24,34.05,False,,0.0,6.09,0.0,1.13,7.24,1
15,matrixmul,medium,cold,200,2386.16,2383.94,2.22,505.99,1877.95,True,,0.0,0.33,4.0,501.64,505.98,1
16,genmatrix,small,warm,200,9.54,8.96,0.58,0.12,8.84,False,,0.0,0.03,,0.08,0.12,2
17,fetchdata,medium,warm,200,87.82,87.8,0.02,81.39,6.41,False,81.35,0.0,0.03,0.0,,81.39,2
18,fastfouriertransform,small,warm,200,27.59,27.57,0.02,7.24,20.33,False,,0.0,6.1,0.0,1.13,7.24,1
19,matrixmul,small,warm,200,232.63,230.46,2.17,4.87,225.59,False,,0.0,0.35,3.95,0.56,4.87,1
20,genmatrix,medium,warm,200,12.73,10.19,2.54,0.22,9.97,False,,0.0,0.02,,0.19,0.22,1
21,linpack,medium,warm,200,693.88,693.86,0.02,680.85,13.01,False,,0.0,0.58,6.4,673.86,680.85,1
