request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1990.23,1990.19,0.04,6.06,1984.14,True,,0.0,3.88,0.0,2.17,6.06,1
1,genmatrix,small,cold,200,1262.97,1261.71,1.25,6.17,1255.54,True,,0.0,0.02,,6.14,6.17,2
2,fetchdata,small,cold,200,1598.89,1598.87,0.02,124.1,1474.77,True,124.07,0.0,0.02,0.0,,124.1,2
3,fastfouriertransform,large,warm,200,31.73,31.72,0.01,4.84,26.88,False,,0.0,3.96,0.01,0.87,4.84,2
4,linpack,small,cold,200,1391.24,1391.22,0.02,5.22,1386.0,True,,0.0,0.37,4.0,0.85,5.22,1
5,linpack,medium,warm,200,1035.55,1035.54,0.01,644.77,390.77,False,,0.0,0.33,4.0,640.44,644.77,2
6,fastfouriertransform,small,warm,200,25.91,25.9,0.01,4.68,21.22,False,,0.0,3.87,0.0,0.8,4.68,2
7,fastfouriertransform,small,warm,200,41.53,41.51,0.02,7.29,34.22,False,,0.0,6.09,0.0,1.19,7.28,1
8,fetchdata,large,warm,200,90.32,90.29,0.03,83.61,6.68,False,83.57,0.0,0.03,0.0,,83.6,1
9,linpack,small,warm,200,16.84,16.82,0.02,5.11,11.71,False,,0.0,0.35,4.0,0.76,5.1,1
10,linpack,small,warm,200,150.3,150.28,0.02,8.27,142.02,False,,0.0,0.53,6.38,1.34,8.26,1
11,linpack,medium,warm,200,694.37,694.35,0.02,681.91,12.44,False,,0.0,0.52,6.4,674.99,681.91,1
12,fetchdata,medium,warm,200,97.82,97.8,0.02,91.38,6.43,False,91.34,0.0,0.03,0.0,,91.37,1
13,linpack,medium,warm,200,654.74,654.73,0.01,642.69,12.05,False,,0.0,0.34,3.97,638.37,642.68,1
14,fastfouriertransform,small,warm,200,29.57,29.57,0.01,7.45,22.12,False,,0.0,6.14,0.01,1.29,7.44,1
15,matrixmul,medium,cold,200,2589.77,2587.32,2.45,506.44,2080.88,True,,0.0,0.36,3.96,502.11,506.43,1
16,genmatrix,small,warm,200,12.69,12.02,0.67,0.17,11.85,False,,0.0,0.04,,0.12,0.17,2
17,fetchdata,medium,warm,200,87.68,87.66,0.02,81.25,6.42,False,81.21,0.0,0.03,0.0,,81.24,2
18,fastfouriertransform,small,warm,200,25.32,25.31,0.01,7.29,18.02,False,,0.0,6.09,0.0,1.19,7.29,1
19,matrixmul,small,warm,200,24.01,21.66,2.35,4.88,16.78,False,,0.0,0.36,3.95,0.56,4.87,1
20,genmatrix,medium,warm,200,12.82,10.13,2.69,0.23,9.9,False,,0.0,0.02,,0.2,0.23,1
21,linpack,medium,warm,200,681.92,681.91,0.01,670.1,11.82,False,,0.0,0.52,6.34,663.23,670.1,1
22,fastfouriertransform,large,warm,200,43.22,43.2,0.02,7.33,35.87,False,,0.0,6.1,0.0,1.22,7.33,1
23,matrixmul,large,warm,200,29.56,27.41,2.15,7.76,19.65,False,,0.0,0.54,6.36,0.86,7.76,1
24,fastfouriertransform,medium,warm,200,663.16,663.14,0.02,625.35,37.79,False,,0.0,6.09,0.0,619.25,625.35,1
25,fastfouriertransform,large,warm,200,40.14,40.12,0.02,4.63,35.49,False,,0.0,3.81,0.0,0.81,4.63,1
26,genmatrix,large,warm,200,50.88,32.0,18.88,0.88,31.12,False,,0.0,0.02,,0.85,0.88,1
27,linpack,medium,warm,200,892.16,892.14,0.02,673.91,218.23,False,,0.0,0.55,6.4,666.95,673.91,1
28,linpack,small,warm,200,17.2,17.18,0.02,5.04,12.14,False,,0.0,0.34,3.97,0.73,5.03,1
29,fastfouriertransform,small,warm,200,234.02,234.0,0.02,7.67,226.34,False,,0.0,6.42,0.0,1.24,7.66,1
30,fetchdata,medium,warm,200,87.6,87.58,0.02,80.82,6.75,False,80.78,0.0,0.03,0.0,,80.82,1
31,fastfouriertransform,small,warm,200,42.89,42.87,0.02,7.28,35.59,False,,0.0,6.1,0.0,1.18,7.28,1
32,fastfouriertransform,medium,warm,200,658.84,658.82,0.02,638.37,20.45,False,,0.0,6.12,0.0,632.24,638.37,1
33,genmatrix,medium,warm,200,12.58,10.51,2.06,0.21,10.3,False,,0.0,0.03,,0.18,0.21,1
34,genmatrix,small,warm,200,8.31,7.71,0.6,0.16,7.55,False,,0.0,0.03,,0.12,0.15,1
35,genmatrix,medium,warm,200,12.67,10.36,2.31,0.21,10.15,False,,0.0,0.02,,0.18,0.21,1
36,fetchdata,large,warm,200,135.3,135.28,0.02,128.33,6.94,False,128.3,0.0,0.03,0.0,,128.33,1
37,genmatrix,large,warm,200,43.9,31.08,12.83,0.79,30.28,False,,0.0,0.03,,0.76,0.79,1
38,fastfouriertransform,large,warm,200,28.96,28.96,0.01,7.28,21.67,False,,0.0,6.1,0.0,1.18,7.28,1
39,fetchdata,large,warm,200,90.4,90.38,0.02,84.27,6.11,False,84.23,0.0,0.03,0.0,,84.26,1
40,fetchdata,small,warm,200,88.71,88.69,0.02,82.17,6.52,False,82.12,0.0,0.04,0.0,,82.17,1
41,matrixmul,medium,warm,200,551.8,549.55,2.25,534.92,14.64,False,,0.0,0.52,6.3,528.09,534.92,1
42,genmatrix,large,warm,200,53.34,31.33,22.01,0.8,30.53,False,,0.0,0.02,,0.78,0.8,1
43,linpack,small,warm,200,20.54,20.52,0.02,8.03,12.48,False,,0.0,0.52,6.36,1.15,8.03,1
44,genmatrix,small,warm,200,7.67,7.15,0.52,0.13,7.03,False,,0.0,0.02,,0.1,0.12,1
45,fetchdata,small,warm,200,87.65,87.63,0.02,81.47,6.16,False,81.43,0.0,0.03,0.0,,81.47,1
46,genmatrix,medium,warm,200,13.15,10.32,2.84,0.21,10.11,False,,0.0,0.02,,0.18,0.2,1
47,genmatrix,small,warm,200,7.2,6.54,0.66,0.11,6.43,False,,0.0,0.02,,0.09,0.11,1
48,fetchdata,large,warm,200,87.51,87.49,0.02,81.39,6.1,False,81.36,0.0,0.02,0.0,,81.39,1
49,genmatrix,small,warm,200,7.13,6.47,0.67,0.11,6.36,False,,0.0,0.02,,0.09,0.11,1
50,matrixmul,medium,warm,200,566.53,564.33,2.19,546.72,17.61,False,,0.0,0.56,6.31,539.84,546.72,1
51,matrixmul,small,warm,200,23.12,21.28,1.85,4.91,16.36,False,,0.0,0.35,3.98,0.58,4.91,1
52,genmatrix,small,warm,200,7.01,6.45,0.56,0.11,6.34,False,,0.0,0.02,,0.09,0.11,1
53,fetchdata,large,warm,200,87.1,87.08,0.02,81.24,5.83,False,81.21,0.0,0.02,0.0,,81.24,1
54,linpack,large,warm,200,228.16,228.14,0.02,8.08,220.06,False,,0.0,0.58,6.36,1.13,8.08,1
55,genmatrix,large,warm,200,48.5,31.31,17.19,0.79,30.52,False,,0.0,0.02,,0.77,0.79,1
56,linpack,medium,warm,200,692.62,692.6,0.02,680.26,12.33,False,,0.0,0.51,6.4,673.35,680.26,1
57,linpack,medium,warm,200,657.32,657.3,0.02,644.74,12.56,False,,0.0,0.34,3.99,640.4,644.74,1
58,genmatrix,small,warm,200,7.17,6.56,0.62,0.11,6.45,False,,0.0,0.02,,0.09,0.11,1
59,fetchdata,large,warm,200,87.88,87.86,0.02,81.37,6.49,False,81.34,0.0,0.02,0.0,,81.37,1
60,matrixmul,small,warm,200,30.78,27.92,2.86,7.99,19.93,False,,0.0,0.53,6.58,0.88,7.99,1
61,fastfouriertransform,small,warm,200,39.7,39.69,0.01,7.41,32.28,False,,0.0,6.19,0.0,1.2,7.4,1
62,fetchdata,large,warm,200,87.16,87.14,0.02,81.01,6.13,False,80.97,0.0,0.02,0.0,,81.01,1
63,fetchdata,large,warm,200,87.75,87.73,0.02,81.45,6.28,False,81.42,0.0,0.02,0.0,,81.44,1
64,matrixmul,large,warm,200,29.32,26.64,2.68,7.7,18.94,False,,0.0,0.52,6.29,0.88,7.7,1
65,fastfouriertransform,medium,warm,200,653.16,653.15,0.01,633.49,19.66,False,,0.0,6.11,0.0,627.37,633.49,1
66,matrixmul,large,warm,200,29.66,27.45,2.21,7.74,19.71,False,,0.0,0.52,6.34,0.88,7.74,1
67,matrixmul,large,warm,200,30.26,27.84,2.42,7.7,20.14,False,,0.0,0.52,6.31,0.87,7.7,1
68,genmatrix,large,warm,200,59.53,39.75,19.78,1.01,38.74,False,,0.0,0.02,,0.98,1.01,1
69,fastfouriertransform,large,warm,200,24.47,24.47,0.01,4.6,19.86,False,,0.0,3.84,0.0,0.75,4.6,1
70,fastfouriertransform,large,warm,200,25.31,25.3,0.01,4.56,20.74,False,,0.0,3.82,0.0,0.73,4.56,1
71,linpack,medium,warm,200,684.5,684.49,0.02,671.99,12.5,False,,0.0,0.55,6.36,665.07,671.98,1
72,genmatrix,small,warm,200,7.06,6.45,0.61,0.11,6.34,False,,0.0,0.02,,0.09,0.11,1
73,genmatrix,medium,warm,200,12.93,10.22,2.71,0.21,10.01,False,,0.0,0.02,,0.19,0.21,1
74,fetchdata,medium,warm,200,134.23,134.21,0.02,128.23,5.98,False,128.2,0.0,0.02,0.0,,128.23,1
75,fastfouriertransform,large,warm,200,27.0,26.99,0.01,7.21,19.78,False,,0.0,6.08,0.0,1.12,7.21,1
76,genmatrix,large,warm,200,55.37,32.05,23.32,0.89,31.16,False,,0.0,0.03,,0.86,0.89,1
77,fetchdata,large,warm,200,88.02,88.0,0.02,81.38,6.61,False,81.35,0.0,0.02,0.0,,81.38,1
78,fastfouriertransform,large,warm,200,235.97,235.95,0.02,7.55,228.39,False,,0.0,6.09,0.0,1.45,7.55,1
79,genmatrix,large,warm,200,48.44,30.85,17.58,0.83,30.03,False,,0.0,0.02,,0.8,0.82,1
80,linpack,large,warm,200,19.76,19.75,0.01,8.04,11.71,False,,0.0,0.52,6.37,1.15,8.04,1
81,fetchdata,small,warm,200,87.25,87.23,0.02,81.27,5.96,False,81.24,0.0,0.02,0.0,,81.27,1
82,genmatrix,small,warm,200,7.25,6.59,0.66,0.11,6.48,False,,0.0,0.02,,0.09,0.11,1
83,linpack,large,warm,200,20.27,20.25,0.02,8.04,12.21,False,,0.0,0.52,6.38,1.14,8.04,1
84,fastfouriertransform,large,warm,200,27.57,27.56,0.01,7.26,20.3,False,,0.0,6.08,0.0,1.16,7.26,1
85,genmatrix,medium,warm,200,13.27,10.3,2.98,0.21,10.09,False,,0.0,0.02,,0.18,0.21,1
86,fastfouriertransform,small,warm,200,41.6,41.58,0.02,7.44,34.14,False,,0.0,6.22,0.0,1.21,7.44,1
87,genmatrix,medium,warm,200,16.72,13.7,3.02,0.29,13.42,False,,0.0,0.02,,0.26,0.28,1
88,fetchdata,small,warm,200,91.07,91.05,0.02,84.73,6.31,False,84.7,0.0,0.02,0.0,,84.73,1
89,fetchdata,large,warm,200,90.78,90.76,0.02,85.09,5.67,False,85.06,0.0,0.02,0.0,,85.09,1
90,fastfouriertransform,small,warm,200,41.94,41.92,0.02,7.23,34.69,False,,0.0,6.09,0.0,1.12,7.22,1
91,matrixmul,small,warm,200,28.51,26.46,2.06,7.73,18.73,False,,0.0,0.51,6.34,0.87,7.73,1
92,linpack,small,warm,200,69.39,69.37,0.02,8.05,61.32,False,,0.0,0.52,6.39,1.15,8.05,1
93,fetchdata,large,warm,200,87.41,87.39,0.02,81.09,6.3,False,81.05,0.0,0.02,0.0,,81.08,1
94,matrixmul,large,warm,200,31.07,27.63,3.45,7.74,19.89,False,,0.0,0.52,6.35,0.87,7.74,1
95,fetchdata,medium,warm,200,87.33,87.31,0.02,81.34,5.97,False,81.31,0.0,0.02,0.0,,81.34,1
96,linpack,large,warm,200,225.78,225.76,0.02,8.11,217.65,False,,0.0,0.56,6.38,1.16,8.11,1
97,matrixmul,small,warm,200,29.75,27.53,2.23,7.7,19.82,False,,0.0,0.52,6.31,0.87,7.7,1
98,linpack,large,warm,200,20.2,20.18,0.02,7.9,12.28,False,,0.0,0.52,6.29,1.09,7.9,1
99,fetchdata,large,warm,200,87.15,87.14,0.01,81.33,5.8,False,81.3,0.0,0.02,0.0,,81.33,1
100,genmatrix,medium,warm,200,13.31,10.42,2.9,0.2,10.21,False,,0.0,0.02,,0.18,0.2,1
101,genmatrix,medium,warm,200,13.37,10.69,2.69,0.22,10.47,False,,0.0,0.02,,0.19,0.22,1
102,linpack,medium,warm,200,690.48,690.48,0.01,678.69,11.78,False,,0.0,0.52,6.36,671.81,678.69,1
103,fastfouriertransform,small,warm,200,27.38,27.38,0.01,7.22,20.15,False,,0.0,6.08,0.0,1.13,7.22,1
104,fetchdata,small,warm,200,86.26,86.25,0.01,80.57,5.68,False,80.54,0.0,0.02,0.0,,80.57,1
105,genmatrix,small,warm,200,8.26,7.65,0.61,0.15,7.5,False,,0.0,0.03,,0.12,0.15,1
106,linpack,large,warm,200,16.92,16.9,0.02,5.06,11.84,False,,0.0,0.34,3.97,0.74,5.06,1
107,fetchdata,large,warm,200,132.02,132.0,0.02,125.81,6.2,False,125.77,0.0,0.02,0.0,,125.8,1
108,fetchdata,small,warm,200,86.94,86.92,0.02,80.66,6.26,False,80.63,0.0,0.02,0.0,,80.66,1
109,fastfouriertransform,large,warm,200,44.14,44.12,0.02,7.35,36.78,False,,0.0,6.14,0.0,1.2,7.34,1
110,fastfouriertransform,small,warm,200,28.27,28.26,0.01,7.24,21.02,False,,0.0,6.1,0.0,1.14,7.24,1
111,fastfouriertransform,small,warm,200,44.51,44.49,0.02,7.31,37.19,False,,0.0,6.08,0.0,1.21,7.3,1
112,genmatrix,small,warm,200,8.51,7.85,0.67,0.14,7.71,False,,0.0,0.03,,0.11,0.14,1
113,linpack,small,warm,200,25.42,25.4,0.02,8.03,17.38,False,,0.0,0.53,6.34,1.15,8.02,1
114,genmatrix,large,warm,200,276.82,256.35,20.47,1.27,255.08,False,,0.0,0.03,,1.24,1.27,1
115,matrixmul,small,warm,200,28.74,26.48,2.26,7.73,18.75,False,,0.0,0.51,6.3,0.91,7.73,1
116,linpack,small,warm,200,17.1,17.09,0.01,7.99,9.1,False,,0.0,0.53,6.3,1.15,7.99,1
117,linpack,large,warm,200,157.03,157.01,0.02,8.02,149.0,False,,0.0,0.52,6.34,1.15,8.01,1
118,matrixmul,small,warm,200,29.2,26.91,2.29,7.75,19.16,False,,0.0,0.51,6.35,0.88,7.75,1
119,matrixmul,medium,warm,200,587.29,585.21,2.08,568.47,16.74,False,,0.0,0.52,6.34,561.6,568.47,1
120,fetchdata,small,warm,200,87.85,87.83,0.02,81.24,6.6,False,81.2,0.0,0.02,0.0,,81.24,1
121,fastfouriertransform,large,warm,200,27.88,27.87,0.01,7.22,20.65,False,,0.0,6.08,0.0,1.13,7.22,1
122,matrixmul,medium,warm,200,529.29,527.48,1.81,510.19,17.3,False,,0.0,0.34,4.0,505.83,510.19,1
123,matrixmul,medium,warm,200,529.97,527.76,2.21,510.11,17.65,False,,0.0,0.34,3.97,505.79,510.11,1
124,matrixmul,large,warm,200,23.34,20.88,2.46,4.89,15.99,False,,0.0,0.35,3.96,0.58,4.89,1
125,fastfouriertransform,large,warm,200,28.44,28.43,0.01,7.22,21.21,False,,0.0,6.09,0.0,1.12,7.22,1
126,fastfouriertransform,small,warm,200,232.38,232.36,0.02,7.23,225.13,False,,0.0,6.09,0.0,1.14,7.23,1
127,matrixmul,large,warm,200,30.63,27.96,2.67,7.74,20.22,False,,0.0,0.52,6.35,0.87,7.74,1
128,genmatrix,small,warm,200,8.26,7.59,0.67,0.13,7.47,False,,0.0,0.02,,0.1,0.12,1
129,fetchdata,small,warm,200,89.48,89.46,0.02,82.57,6.89,False,82.54,0.0,0.03,0.0,,82.57,1
130,fetchdata,large,warm,200,87.36,87.34,0.02,80.86,6.48,False,80.83,0.0,0.03,0.0,,80.86,1
131,matrixmul,small,warm,200,30.53,27.74,2.79,7.73,20.01,False,,0.0,0.51,6.34,0.87,7.73,1
132,matrixmul,small,warm,200,31.09,27.79,3.3,7.75,20.05,False,,0.0,0.52,6.35,0.87,7.75,1
133,genmatrix,medium,warm,200,13.41,10.76,2.66,0.21,10.55,False,,0.0,0.02,,0.18,0.21,1
134,fetchdata,small,warm,200,89.57,89.55,0.02,83.54,6.01,False,83.5,0.0,0.03,0.0,,83.54,1
135,matrixmul,large,warm,200,28.88,26.58,2.3,7.7,18.88,False,,0.0,0.52,6.3,0.88,7.7,1
136,fastfouriertransform,small,warm,200,30.21,30.2,0.01,7.28,22.92,False,,0.0,6.1,0.0,1.17,7.28,1
137,linpack,small,warm,200,20.34,20.32,0.02,8.01,12.31,False,,0.0,0.54,6.32,1.15,8.01,1
138,fastfouriertransform,small,warm,200,28.63,28.62,0.01,7.21,21.41,False,,0.0,6.07,0.0,1.13,7.21,1
139,fetchdata,medium,warm,200,138.5,138.48,0.02,132.22,6.26,False,132.19,0.0,0.02,0.0,,132.22,1
140,matrixmul,medium,warm,200,565.15,562.93,2.23,546.62,16.31,False,,0.0,0.52,6.34,539.76,546.61,1
141,fetchdata,medium,warm,200,88.49,88.47,0.02,82.14,6.33,False,82.11,0.0,0.02,0.0,,82.14,1
142,fastfouriertransform,small,warm,200,27.92,27.91,0.01,7.21,20.7,False,,0.0,6.06,0.0,1.13,7.21,1
143,matrixmul,small,warm,200,66.3,63.4,2.9,4.9,58.5,False,,0.0,0.35,3.98,0.57,4.9,1
144,matrixmul,medium,warm,200,737.22,734.5,2.72,508.95,225.55,False,,0.0,0.37,3.96,504.61,508.95,1
