status,duration_ms,upstream_ms
200,1784,1784
200,2,2
200,1093,1093
200,3,3
200,1886,1886
200,4,3
200,1429,1429
200,2,2
200,1266,1266
200,3,3
200,1358,1358
200,2,2
200,1570,1570
200,2,2
200,1805,1805
200,2,2
200,1545,1545
200,2,2
200,1948,1948
200,2,2
200,1293,1293
200,2,2
200,1305,1305
200,2,2
200,1593,1593
200,2,2
200,1583,1583
200,2,2
200,2261,2261
200,2,2
200,1729,1729
200,2,2
200,1807,1807
200,2,2
200,1619,1618
200,2,2
200,1403,1403
200,2,2
200,1390,1390
200,2,2
200,1534,1534
200,2,2
200,1305,1304
200,2,2
200,1742,1742
200,2,2
200,1594,1594
200,2,2
200,1360,1360
200,2,2
200,1413,1413
200,2,2
200,1504,1504
200,1,1
200,1435,1435
200,2,2
200,1317,1316
200,2,1
200,1362,1362
200,2,2
200,1192,1192
200,2,2
200,1628,1628
200,2,1
200,1620,1620
200,2,2
200,1248,1247
200,2,2
200,1515,1515
200,3,2
200,1303,1302
200,2,2
200,2358,2358
200,2,1
200,1446,1446
200,2,2
200,1389,1389
200,2,2
200,958,957
200,2,2
200,1051,1050
200,3,3
200,1502,1502
200,2,2
200,1861,1861
200,1,1
200,1563,1563
200,2,1
200,2027,2027
200,3,3
200,2230,2229
200,2,1
200,1702,1701
200,2,1
200,1191,1191
200,2,2
200,1044,1044
200,2,2
200,1871,1871
200,2,1
200,2197,2197
200,2,1
200,1976,1975
200,2,1
200,1556,1555
200,2,2
200,1696,1696
200,2,1
200,1348,1348
200,2,2
200,1234,1234
200,2,2
200,1537,1537
200,1,1
200,1349,1349
200,3,3
200,1160,1159
200,2,2
200,1990,1990
200,3,3
200,1218,1218
200,2,2
200,1660,1660
200,2,2
200,1602,1601
200,3,2
200,2016,2016
200,2,2
200,1507,1506
200,2,2
200,1776,1776
200,2,2
200,1471,1471
200,3,2
200,1493,1492
200,2,2
200,1844,1843
200,2,2
200,1245,1244
200,2,1
200,1518,1518
200,2,2
200,1504,1504
200,2,2
200,1310,1309
200,2,2
200,1515,1515
200,2,1
200,1467,1466
200,2,2
200,1627,1626
200,3,3
200,1813,1812
200,2,2
200,1628,1628
200,2,1
200,1656,1656
200,2,2
200,1477,1476
200,2,2
200,1375,1375
200,2,2
200,1145,1144
200,2,2
200,1592,1591
200,2,2
200,2009,2009
200,2,2
200,1286,1286
200,2,2
200,1600,1599
200,2,1
200,1497,1497
200,2,2
200,1071,1070
200,2,2
200,1530,1530
200,2,2
200,2018,2017
200,2,2
200,1147,1147
200,2,2
200,1340,1339
200,1,1
200,1259,1259
200,3,2
200,1790,1790
200,2,2
200,999,999
200,2,1
200,1117,1117
200,2,2
