status,duration_ms,upstream_ms
200,3628,3627
200,3619,3619
200,3612,3612
200,3603,3603
200,3595,3594
200,3,2
200,3578,3577
200,3570,3570
200,3560,3560
200,2,2
200,3545,3545
200,3539,3539
200,3530,3530
200,3522,3522
200,3512,3512
200,3507,3507
200,3500,3499
200,3491,3490
200,3483,3483
200,3474,3474
200,3465,3465
200,3,3
200,3451,3450
200,3445,3445
200,10,10
200,3435,3435
200,3426,3425
200,3420,3420
200,3408,3408
200,3403,3403
200,3398,3398
200,3374,3374
200,3376,3376
200,3376,3376
200,3368,3368
200,3362,3362
200,3355,3355
200,3348,3348
200,3343,3343
200,3335,3335
200,3330,3330
200,3321,3321
200,3315,3314
200,3,3
200,3,3
200,3292,3292
200,3284,3283
200,3278,3278
200,4,4
200,3263,3262
200,3255,3255
200,3247,3247
200,4,3
200,3234,3234
200,3217,3217
200,3233,3233
200,7,7
200,3208,3208
200,3204,3204
200,3195,3194
200,3188,3188
200,3179,3179
200,3173,3173
200,3164,3164
200,3158,3158
200,3150,3149
200,4,3
200,3136,3136
200,3,3
200,3,3
200,5,4
200,3107,3106
200,3100,3100
200,3091,3091
200,3085,3085
200,3077,3077
200,3071,3071
200,3062,3062
200,4,4
200,3047,3047
200,3039,3039
200,3033,3033
200,3024,3024
200,3019,3019
200,3010,3010
200,3001,3001
200,3,3
200,2981,2981
200,2979,2979
200,2971,2971
200,2963,2962
200,2959,2959
200,2952,2952
200,2945,2945
200,2937,2937
200,2892,2891
200,2895,2895
200,2898,2898
200,2901,2901
200,7,6
200,265,265
200,265,265
200,267,266
200,3853,3853
200,268,267
200,268,268
200,3820,3820
200,271,271
200,272,272
200,3,2
200,271,271
200,271,271
200,275,275
200,273,273
200,276,276
200,5,5
200,272,272
200,279,278
200,3736,3736
200,288,288
200,289,288
200,288,287
200,3721,3721
200,287,287
200,282,282
200,283,283
200,284,284
200,285,284
200,3,3
200,285,285
200,5,5
200,284,284
200,285,285
200,282,282
200,283,283
200,283,283
200,281,281
200,282,282
200,279,279
200,282,282
200,281,281
200,3587,3587
200,3579,3579
200,288,288
200,288,288
200,288,288
200,3553,3553
200,286,286
200,285,285
200,285,285
200,3521,3521
200,284,283
200,276,276
200,278,278
200,3487,3487
200,275,275
200,275,275
200,275,275
200,273,272
200,273,273
200,272,271
200,272,271
200,271,271
200,271,271
200,3409,3409
200,269,269
200,3392,3391
200,3386,3386
200,3377,3377
200,269,269
200,267,267
200,264,263
200,264,264
200,264,264
200,262,262
200,262,261
200,3312,3312
200,260,260
200,258,258
200,259,259
200,257,257
200,256,256
200,256,255
200,255,254
200,3247,3247
200,255,255
200,254,254
200,254,253
200,3,3
200,252,251
200,251,251
200,249,248
200,246,246
200,246,245
200,246,246
200,248,247
200,247,247
200,244,243
200,3143,3143
200,241,241
200,241,240
200,242,241
200,239,239
200,238,238
200,239,239
200,235,235
200,504,504
200,234,234
200,234,234
200,236,236
200,4,3
200,4,3
200,230,230
200,498,498
200,230,230
200,228,228
200,228,227
200,225,224
200,224,224
200,220,219
200,218,217
200,219,219
200,219,219
200,4,4
200,217,217
200,4,3
200,222,222
200,217,216
200,498,498
200,218,218
200,216,216
200,216,215
200,215,215
200,217,216
200,216,215
200,214,214
200,214,214
200,213,213
200,213,213
200,209,209
200,213,213
200,212,212
200,211,211
200,206,206
200,207,207
200,3,3
200,207,207
200,207,207
200,208,208
200,210,210
200,209,209
200,210,209
200,4,4
200,213,212
200,212,211
200,214,214
200,215,214
200,4,3
200,215,215
200,6,5
200,222,221
200,223,223
200,225,225
200,225,225
200,226,226
200,223,223
200,226,225
200,227,227
200,228,228
200,227,226
200,227,227
200,228,227
200,228,228
200,229,229
200,231,230
200,230,230
200,231,231
200,232,232
200,232,232
200,234,233
200,234,234
200,235,235
200,236,235
200,235,235
200,234,234
200,484,483
200,237,236
200,238,237
200,239,239
200,238,238
200,242,242
200,243,243
200,243,242
200,244,244
200,5,5
200,243,242
200,243,242
200,244,244
200,246,246
200,245,245
200,247,246
200,244,243
200,245,244
200,246,246
200,248,248
200,249,248
200,252,251
200,483,483
200,485,484
200,254,254
200,256,256
200,258,257
200,257,257
200,258,257
200,258,258
200,258,258
200,259,259
200,259,259
200,258,258
200,258,257
200,258,258
200,473,472
200,258,258
200,752,752
200,257,257
200,257,257
200,259,259
200,259,258
200,258,258
200,258,258
200,257,256
200,261,261
200,259,258
200,258,257
200,257,257
200,259,259
200,259,259
200,261,260
200,259,259
200,261,260
200,258,258
200,257,257
200,256,256
200,460,460
200,256,255
200,252,252
200,253,253
200,255,254
200,254,253
200,253,253
200,460,459
200,11,10
200,263,262
200,264,263
200,263,263
200,474,474
200,264,263
200,476,476
200,263,263
200,261,260
200,258,258
200,257,257
200,255,255
200,251,250
200,251,251
200,249,248
200,248,248
200,247,247
200,246,245
200,244,244
200,240,240
200,241,241
200,241,241
200,238,238
200,238,238
200,237,237
200,235,235
200,234,233
200,234,233
200,229,229
200,229,229
200,228,228
200,226,226
200,225,225
200,224,224
200,223,223
200,219,219
200,218,217
200,217,217
200,216,215
200,211,211
200,210,210
200,448,448
200,209,208
200,205,204
200,203,203
200,201,201
200,200,200
200,200,200
200,198,198
200,197,196
200,195,195
200,194,194
200,193,192
200,190,190
200,190,189
200,186,186
200,187,186
200,185,185
200,183,183
200,181,181
200,179,178
200,179,179
200,179,179
