status,duration_ms,upstream_ms
200,3430,3430
200,3332,3332
200,3235,3235
200,3139,3139
200,3040,3040
200,2943,2942
200,2843,2843
200,2746,2746
200,2648,2647
200,2549,2549
200,2451,2450
200,2352,2352
200,2254,2253
200,2156,2156
200,2058,2057
200,1960,1960
200,1863,1863
200,1765,1765
200,1667,1666
200,1568,1568
200,1471,1471
200,1371,1371
200,1274,1273
200,1176,1176
200,1078,1078
200,880,880
200,980,980
200,782,782
200,682,682
200,481,481
200,584,583
200,373,373
200,286,285
200,186,186
200,88,88
200,3,3
200,1,1
200,2,2
200,2,2
200,2,2
200,2,2
200,4,4
200,2,2
200,2,2
200,1,1
200,2,2
200,2,2
200,2,1
200,5,4
200,2,1
200,3,2
200,2,1
200,2,1
200,2,1
200,2,1
200,2,2
200,2,2
200,1,1
200,1,1
200,2,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,1,1
200,1,1
200,2,1
200,2,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,1,1
200,1,1
200,2,2
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,2
200,2,2
200,1,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,1,1
200,1,1
200,2,1
200,2,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,4,4
200,2,2
200,2,2
200,5,5
200,3,3
200,3,2
200,3,3
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,2,1
200,2,1
200,1,1
200,3,2
200,2,1
200,2,2
200,1,1
200,1,1
200,1,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,3,3
200,2,2
200,2,2
200,2,2
200,3,3
200,2,2
200,2,2
200,2,1
200,2,2
200,3,2
200,2,2
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,1,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,1,1
200,2,1
200,2,1
200,2,2
200,2,1
200,2,2
200,2,1
200,1,1
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,1,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,1
200,2,2
200,5,5
200,2,2
200,2,2
200,2,2
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,3,3
200,2,1
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,1,1
200,2,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,3,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,2,1
200,2,1
200,2,1
200,2,2
200,2,2
200,1,1
200,2,1
200,1,1
200,2,2
200,1,1
200,2,1
200,2,2
200,2,2
200,3,3
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,1
200,2,1
200,1,1
200,1,1
200,1,1
200,2,1
200,2,2
200,1,1
200,2,1
200,2,1
200,2,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,1,1
200,2,2
200,2,2
200,2,1
200,2,1
200,2,1
200,2,2
200,2,1
200,2,1
200,2,1
200,1,1
200,2,1
200,1,1
200,2,2
200,1,1
200,2,2
200,2,2
200,1117,1116
200,1018,1018
200,915,915
200,821,821
200,722,722
200,624,624
200,524,524
200,426,426
200,327,327
200,230,230
200,132,132
200,33,32
200,1,1
200,2,2
200,2,2
200,2,1
200,2,1
200,2,2
200,1,1
200,1,1
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,1
200,2,2
200,1,1
200,2,2
200,2,1
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,2,1
200,2,2
200,2,1
200,2,2
200,3,3
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,1
200,1,1
200,2,1
200,1,1
200,1,1
200,2,1
200,2,1
200,1,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,2,1
200,1,1
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,4,4
200,2,1
200,1,1
200,1,1
200,2,1
200,2,1
200,2,2
200,2,1
200,2,2
200,2,1
200,2,1
200,2,2
200,2,2
200,1,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,3,3
200,2,2
200,2,1
200,1,1
200,1,1
200,2,1
200,2,1
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,1
200,2,1
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,2
200,2,2
200,2,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,2
200,2,2
200,1,1
200,1,1
200,2,1
200,1,1
200,1,1
200,1,1
200,2,2
200,1,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,2
200,2,1
200,1,1
200,1,1
200,2,1
200,2,2
200,2,2
200,2,2
200,2,1
200,1,1
200,2,2
200,2,2
200,2,1
200,2,1
200,2,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,1
200,3,2
200,1,1
200,1,1
200,2,1
200,1,1
200,2,2
200,2,1
200,2,2
200,2,1
200,2,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,2,1
200,1,1
200,2,1
200,2,2
200,2,1
200,2,2
200,1,1
200,1,1
200,1,1
200,1,1
200,1,1
200,2,2
200,2,1
200,2,2
200,2,1
200,2,2
200,1,1
200,2,1
200,2,2
200,2,1
200,2,1
200,2,1
200,2,1
200,2,1
200,1,1
200,2,1
200,2,1
200,1,1
200,1,1
200,2,1
