iteration,latency_s,warm_ms,overhead_ms
55,1397.5741863250732,4.633903503417969,1392.9402828216553
56,1372.8291988372805,5.695104598999023,1367.1340942382812
57,1208.53853225708,4.693031311035156,1203.845500946045
58,1465.2371406555176,5.860805511474609,1459.376335144043
59,1722.6088047027588,5.422353744506836,1717.186450958252
60,2008.7502002716064,6.069183349609375,2002.681016921997
61,2074.840545654297,6.252050399780273,2068.5884952545166
62,1583.9083194732666,5.895853042602539,1578.012466430664
63,1976.8004417419436,5.137443542480469,1971.662998199463
64,1696.4678764343262,5.250692367553711,1691.2171840667725
65,2064.5885467529297,5.912542343139648,2058.67600440979
66,1561.001539230347,5.141973495483398,1555.8595657348633
67,1406.3565731048584,5.055427551269531,1401.3011455535889
68,2043.4553623199463,5.345821380615234,2038.109540939331
69,2128.3721923828125,6.013631820678711,2122.358560562134
70,1309.645175933838,4.444360733032227,1305.2008152008057
71,1406.118392944336,4.602193832397461,1401.5161991119385
72,2695.554494857788,4.800319671630859,2690.754175186157
73,1901.343584060669,6.793022155761719,1894.5505619049072
74,1140.756368637085,4.653215408325195,1136.1031532287598
75,1788.5870933532717,5.549907684326172,1783.0371856689453
76,1347.7129936218262,4.854917526245117,1342.858076095581
77,2254.1298866271973,4.741668701171875,2249.3882179260254
78,1823.88973236084,5.066156387329102,1818.8235759735107
79,1656.5272808074951,5.910396575927734,1650.6168842315674
80,1399.5482921600342,5.174160003662109,1394.374132156372
81,1842.4310684204104,4.579782485961914,1837.851285934448
82,2274.008274078369,5.226850509643555,2268.7814235687256
83,1597.316026687622,4.670619964599609,1592.6454067230225
84,1605.1020622253418,4.805326461791992,1600.2967357635498
85,1234.6296310424805,5.268335342407227,1229.3612957000732
86,2042.4718856811523,4.868507385253906,2037.6033782958984
87,1205.5728435516355,4.554510116577148,1201.0183334350586
88,1727.5593280792236,4.665613174438477,1722.8937149047852
89,1717.4482345581057,5.052804946899414,1712.395429611206
90,1624.8230934143066,4.853248596191406,1619.9698448181152
91,1424.4825839996338,5.06138801574707,1419.4211959838867
92,1299.4580268859863,5.299568176269531,1294.1584587097168
93,1725.2771854400637,5.327939987182617,1719.9492454528809
94,1358.7548732757568,5.501747131347656,1353.2531261444092
95,1592.6973819732666,4.837512969970703,1587.859869003296
96,1255.1860809326172,5.321741104125977,1249.8643398284912
97,1909.998178482056,4.768133163452148,1905.2300453186035
98,1951.7006874084475,4.987716674804688,1946.7129707336424
99,1640.8133506774902,5.873203277587891,1634.9401473999023
100,1412.4774932861328,5.847930908203125,1406.6295623779297
101,1441.396713256836,5.967378616333008,1435.429334640503
102,2313.3983612060547,5.448341369628906,2307.950019836426
103,1603.1856536865234,4.8732757568359375,1598.3123779296875
104,1284.9915027618408,4.224777221679688,1280.7667255401611
105,1296.5047359466553,4.500150680541992,1292.0045852661133
106,1354.7101020812988,4.698276519775391,1350.0118255615234
107,1362.278699874878,4.808664321899414,1357.4700355529783
108,1755.335569381714,5.083799362182617,1750.2517700195312
109,1623.7130165100098,5.3348541259765625,1618.3781623840332
110,1489.3004894256592,5.705595016479492,1483.5948944091797
111,1721.5149402618408,5.202531814575195,1716.3124084472656
112,1064.6991729736328,4.708766937255859,1059.990406036377
113,1355.46612739563,6.03485107421875,1349.4312763214111
114,1514.8122310638428,5.760669708251953,1509.0515613555908
115,1724.9705791473389,5.066871643066406,1719.9037075042725
116,1309.9963665008545,5.753993988037109,1304.2423725128174
117,1258.589506149292,6.662607192993164,1251.9268989562988
118,1439.9526119232178,4.955530166625977,1434.9970817565918
119,2235.036849975586,5.425691604614258,2229.611158370972
120,1194.204330444336,3.985404968261719,1190.2189254760742
121,1704.6747207641602,4.572868347167969,1700.1018524169922
122,1533.4792137145996,4.944086074829102,1528.5351276397705
123,1159.3725681304932,4.906892776489258,1154.465675354004
124,2021.2373733520508,5.224704742431641,2016.0126686096191
125,1468.433856964111,5.359411239624023,1463.0744457244873
126,1780.1904678344729,5.851507186889648,1774.338960647583
127,1547.7521419525146,6.180047988891602,1541.572093963623
128,1800.159931182861,5.355358123779297,1794.804573059082
129,1353.7397384643557,4.842042922973633,1348.8976955413818
130,2467.909812927246,4.656553268432617,2463.253259658813
131,1642.2946453094482,4.893779754638672,1637.4008655548096
132,3432.4090480804443,4.485130310058594,3427.9239177703857
133,1026.4816284179688,5.009174346923828,1021.4724540710448
134,1964.1358852386477,4.934549331665039,1959.2013359069824
135,2370.5976009368896,5.486965179443359,2365.1106357574463
136,1753.164529800415,4.453420639038086,1748.711109161377
137,2039.268016815185,4.173755645751953,2035.0942611694336
138,1577.1362781524658,5.264759063720703,1571.8715190887451
139,1096.7037677764893,5.037784576416016,1091.6659832000732
140,2231.4252853393555,6.683349609375,2224.7419357299805
141,1372.9491233825684,5.554914474487305,1367.394208908081
142,1440.3748512268066,6.139993667602539,1434.234857559204
143,1811.0246658325195,5.47027587890625,1805.5543899536133
144,1909.6274375915527,5.293846130371094,1904.3335914611816
145,1737.807035446167,5.3558349609375,1732.4512004852295
146,1266.6149139404297,6.450653076171875,1260.1642608642578
147,1405.461311340332,4.781246185302734,1400.6800651550293
148,1575.4480361938477,4.765987396240234,1570.6820487976074
149,1958.791255950928,5.467653274536133,1953.323602676392
150,1913.8195514678955,4.929065704345703,1908.8904857635496
151,1949.5375156402588,4.757165908813477,1944.7803497314453
152,1430.8102130889893,5.64885139465332,1425.161361694336
153,1365.6113147735596,4.8980712890625,1360.713243484497
154,1092.2234058380127,5.066633224487305,1087.1567726135254
155,1596.2979793548584,3.9718151092529297,1592.3261642456057
156,1291.968822479248,4.563331604003906,1287.405490875244
157,1536.780595779419,6.060361862182617,1530.7202339172363
158,1086.1766338348389,4.693031311035156,1081.4836025238037
159,1474.564790725708,4.673004150390625,1469.8917865753174
160,1143.3210372924805,5.59687614440918,1137.7241611480713
161,1321.1195468902588,5.604028701782227,1315.5155181884766
162,1449.6726989746094,4.777193069458008,1444.8955059051514
163,1343.810796737671,4.858493804931641,1338.9523029327393
164,1786.135196685791,5.098581314086914,1781.036615371704
165,1484.457015991211,4.914045333862305,1479.5429706573486
166,1286.346435546875,4.851341247558594,1281.4950942993164
167,1019.8967456817628,4.801034927368164,1015.0957107543944
168,1235.3992462158203,4.773139953613281,1230.626106262207
169,1172.0235347747805,4.107475280761719,1167.9160594940186
170,1600.5454063415527,4.494190216064453,1596.0512161254885
171,1612.9727363586426,4.863977432250977,1608.1087589263916
172,2101.4091968536377,5.058050155639648,2096.351146697998
173,1993.5052394866943,4.65083122253418,1988.85440826416
174,1280.637502670288,5.131244659423828,1275.5062580108645
175,1228.907823562622,5.258798599243164,1223.649024963379
176,1165.363311767578,5.190610885620117,1160.172700881958
177,1350.1918315887451,4.759550094604492,1345.4322814941406
178,1381.8140029907229,5.279302597045898,1376.5347003936768
179,1283.1408977508545,4.754304885864258,1278.3865928649902
180,1437.4377727508545,4.646539688110352,1432.791233062744
181,1921.2446212768557,5.034685134887695,1916.209936141968
182,1294.4941520690918,5.1326751708984375,1289.3614768981934
183,1619.4751262664795,5.111932754516602,1614.363193511963
184,1986.3574504852293,5.048274993896484,1981.309175491333
185,1717.7321910858154,4.965782165527344,1712.766408920288
186,1960.1566791534424,4.166841506958008,1955.9898376464844
187,1129.120111465454,4.553079605102539,1124.5670318603516
188,1663.0144119262695,4.520654678344727,1658.4937572479248
189,1513.53120803833,5.204677581787109,1508.326530456543
190,1886.4455223083496,4.485607147216797,1881.9599151611328
191,1821.3958740234373,5.367755889892578,1816.028118133545
192,2218.700408935547,4.692792892456055,2214.007616043091
193,1852.0786762237549,5.248069763183594,1846.8306064605715
194,1315.079689025879,6.06083869934082,1309.018850326538
195,1213.679313659668,4.545927047729492,1209.1333866119385
196,1226.4208793640137,5.826473236083984,1220.5944061279297
197,1200.366497039795,4.776954650878906,1195.589542388916
198,2118.4353828430176,4.823446273803711,2113.611936569214
199,1781.0752391815186,4.567146301269531,1776.508092880249
200,1019.2203521728516,3.890514373779297,1015.3298377990724
201,1699.1033554077148,4.742145538330078,1694.3612098693848
202,1690.4525756835938,4.791021347045898,1685.661554336548
203,1354.8061847686768,5.352258682250977,1349.4539260864258
204,1029.000997543335,5.287647247314453,1023.7133502960204
205,1473.6135005950928,4.900932312011719,1468.712568283081
206,2462.3491764068604,4.314422607421875,2458.0347537994385
207,1203.5460472106934,4.946708679199219,1198.599338531494
208,2026.6196727752688,5.142450332641602,2021.477222442627
209,1544.109582901001,4.960536956787109,1539.149045944214
210,1554.1982650756836,4.568576812744141,1549.6296882629397
211,1178.4372329711914,5.331516265869141,1173.1057167053225
212,1446.563482284546,4.921913146972656,1441.6415691375732
213,1813.6436939239504,4.685640335083008,1808.9580535888672
214,1531.0120582580566,4.953622817993164,1526.0584354400637
215,1481.6501140594482,4.613161087036133,1477.036952972412
216,1338.4156227111816,4.7607421875,1333.6548805236816
217,1866.6555881500244,5.470037460327148,1861.1855506896973
218,1407.8912734985352,4.562854766845703,1403.3284187316897
219,1808.2070350646973,5.073308944702148,1803.1337261199951
220,1758.211612701416,5.218267440795898,1752.99334526062
221,1263.775110244751,4.594087600708008,1259.181022644043
222,1763.7293338775637,5.593776702880859,1758.1355571746826
223,2232.0775985717773,5.445003509521484,2226.632595062256
224,1512.9995346069336,5.019664764404297,1507.9798698425293
225,1649.160623550415,4.846811294555664,1644.3138122558594
226,1392.831802368164,5.274534225463867,1387.5572681427002
227,1015.8333778381348,4.668712615966797,1011.164665222168
228,1100.2295017242432,5.186319351196289,1095.0431823730469
229,1250.9214878082275,4.814863204956055,1246.1066246032717
230,1616.835355758667,5.726099014282227,1611.1092567443848
231,1549.220323562622,5.920886993408203,1543.299436569214
232,1179.782152175903,4.754066467285156,1175.0280857086182
233,1097.109317779541,6.124973297119141,1090.984344482422
234,2249.307870864868,5.290985107421875,2244.0168857574463
235,1244.783639907837,4.981040954589844,1239.802598953247
236,1589.7767543792725,5.2947998046875,1584.481954574585
237,2003.9739608764648,5.136728286743164,1998.8372325897217
238,1818.641662597656,5.865335464477539,1812.7763271331787
239,1238.9919757843018,4.827737808227539,1234.1642379760742
240,1362.8778457641602,4.751682281494141,1358.126163482666
241,1015.737771987915,4.53948974609375,1011.1982822418212
242,1853.3730506896973,4.868268966674805,1848.5047817230225
243,1717.3686027526855,7.086277008056641,1710.282325744629
244,1932.755708694458,5.645990371704102,1927.109718322754
245,1961.64870262146,4.800319671630859,1956.848382949829
246,1270.9486484527588,4.591226577758789,1266.357421875
247,1506.272792816162,4.677772521972656,1501.5950202941897
248,1192.7769184112549,5.125045776367188,1187.6518726348877
249,1965.5632972717283,4.977703094482422,1960.585594177246
250,1816.5349960327148,4.765510559082031,1811.7694854736328
251,1302.804708480835,4.680871963500977,1298.123836517334
252,1679.2933940887451,4.429340362548828,1674.8640537261963
253,1474.1973876953125,4.578351974487305,1469.6190357208252
254,1802.3231029510496,4.952907562255859,1797.370195388794
255,1100.2988815307615,4.554510116577148,1095.7443714141846
256,1448.8089084625244,4.85992431640625,1443.9489841461182
257,1229.7909259796145,4.578828811645508,1225.2120971679688
258,1609.4985008239746,4.762411117553711,1604.736089706421
259,1017.1897411346436,5.3577423095703125,1011.8319988250732
260,1017.3461437225342,4.696369171142578,1012.6497745513916
261,1619.063377380371,4.891395568847656,1614.1719818115234
262,1615.5171394348145,4.942655563354492,1610.57448387146
263,1042.3948764801023,4.752159118652344,1037.6427173614502
264,1263.9076709747314,5.254268646240234,1258.6534023284912
265,2308.1111907958984,4.514455795288086,2303.5967350006104
266,1460.9482288360596,5.223274230957031,1455.7249546051023
267,1541.4752960205078,4.683256149291992,1536.7920398712158
268,1581.2008380889893,5.096197128295898,1576.1046409606934
269,1556.7688941955566,3.9772987365722656,1552.7915954589844
270,1310.983419418335,5.342721939086914,1305.640697479248
271,1732.100486755371,5.405187606811523,1726.6952991485596
272,1917.731523513794,4.636526107788086,1913.0949974060056
273,1482.5770854949951,5.259275436401367,1477.3178100585938
274,1892.3873901367188,5.275487899780273,1887.1119022369385
275,1270.1866626739502,5.268573760986328,1264.918088912964
276,2015.5174732208247,5.190134048461914,2010.3273391723635
277,1355.9882640838623,4.959583282470703,1351.0286808013916
278,1719.7916507720947,5.14984130859375,1714.641809463501
279,1755.5053234100342,5.008697509765625,1750.4966259002686
280,1954.8635482788088,5.019426345825195,1949.8441219329836
281,1683.7458610534668,4.605531692504883,1679.140329360962
282,1811.579704284668,5.421638488769531,1806.1580657958984
283,1154.2704105377195,5.208492279052734,1149.061918258667
284,1189.1961097717283,4.869937896728516,1184.326171875
285,1869.234323501587,5.519390106201172,1863.7149333953855
286,1745.0494766235352,5.096197128295898,1739.9532794952393
287,2201.221466064453,4.463672637939453,2196.7577934265137
288,1569.9639320373535,4.565238952636719,1565.3986930847168
289,2023.4816074371336,6.047725677490234,2017.433881759644
290,1763.1218433380127,6.107807159423828,1757.0140361785889
291,2027.3633003234863,5.699634552001953,2021.6636657714844
292,1854.1691303253172,5.1136016845703125,1849.055528640747
293,2023.4744548797607,5.205631256103516,2018.2688236236568
294,1030.3304195404053,5.524873733520508,1024.8055458068848
295,2357.776403427124,5.203723907470703,2352.5726795196533
296,1525.061845779419,5.392313003540039,1519.669532775879
297,1934.8649978637693,4.6558380126953125,1930.2091598510744
298,1331.4988613128662,5.179405212402344,1326.319456100464
299,1270.165205001831,5.436420440673828,1264.7287845611572
300,1574.143648147583,4.457950592041016,1569.685697555542
301,1018.8136100769044,4.23431396484375,1014.5792961120604
302,1889.125108718872,4.808902740478516,1884.3162059783936
303,1140.2208805084229,5.445003509521484,1134.7758769989014
304,1986.5219593048096,4.937648773193359,1981.584310531616
305,1370.0945377349854,4.694700241088867,1365.3998374938965
306,1686.2647533416748,4.774808883666992,1681.4899444580078
307,1013.0105018615724,4.66609001159668,1008.3444118499756
308,1345.7629680633545,5.526304244995117,1340.2366638183594
309,1810.826539993286,4.714250564575195,1806.112289428711
310,1225.900650024414,5.108833312988281,1220.7918167114258
311,2186.8720054626465,4.751920700073242,2182.120084762573
312,1596.1008071899414,4.628419876098633,1591.4723873138428
313,1251.2593269348145,4.834890365600586,1246.424436569214
314,1988.1353378295896,4.526376724243164,1983.608961105347
315,1368.539571762085,4.550695419311523,1363.9888763427734
316,1544.2709922790527,4.915475845336914,1539.3555164337158
317,1616.7612075805664,5.225181579589844,1611.5360260009766
318,1240.3414249420166,5.028963088989258,1235.3124618530271
319,1839.9107456207275,4.76384162902832,1835.1469039916992
320,3174.6339797973637,4.676580429077148,3169.957399368286
321,1278.947353363037,4.949808120727539,1273.9975452423096
322,1096.513271331787,5.055665969848633,1091.4576053619385
323,1282.8338146209717,5.451440811157227,1277.3823738098145
324,1400.7391929626465,5.389213562011719,1395.3499794006348
325,1569.4084167480469,5.125284194946289,1564.2831325531006
326,1828.9599418640137,5.122184753417969,1823.837757110596
327,1292.2728061676023,4.7512054443359375,1287.5216007232666
328,2467.4324989318848,4.625797271728516,2462.806701660156
329,1251.5647411346436,4.979848861694336,1246.5848922729492
330,1579.7274112701416,4.985570907592773,1574.7418403625488
331,1828.3450603485107,4.930973052978516,1823.414087295532
332,1095.6215858459473,4.218816757202148,1091.4027690887451
333,1267.8604125976562,4.400491714477539,1263.4599208831787
334,2476.818084716797,5.716562271118164,2471.1015224456787
335,1299.7679710388184,5.421161651611328,1294.346809387207
336,1418.4954166412354,5.062341690063477,1413.433074951172
337,1688.8797283172607,5.642175674438477,1683.2375526428225
338,1600.290298461914,5.506515502929688,1594.7837829589844
339,2293.468236923218,5.582809448242188,2287.885427474976
340,1500.9727478027344,5.527973175048828,1495.4447746276855
341,1638.32688331604,4.671335220336914,1633.6555480957031
342,2025.176286697388,5.045652389526367,2020.130634307861
343,1310.701608657837,4.825115203857422,1305.8764934539795
344,2121.579647064209,5.228757858276367,2116.3508892059326
345,1485.5988025665283,4.607677459716797,1480.9911251068115
346,1722.8469848632812,4.580974578857422,1718.2660102844238
347,2269.432306289673,4.812479019165039,2264.619827270508
348,1907.5279235839844,4.326820373535156,1903.2011032104488
349,1013.5300159454346,4.7473907470703125,1008.7826251983644
350,2016.8051719665527,4.805326461791992,2011.9998455047607
351,1811.934232711792,4.548788070678711,1807.3854446411133
352,2482.689142227173,4.774093627929688,2477.915048599243
353,1658.0493450164795,4.7206878662109375,1653.3286571502686
354,2019.9179649353027,5.22613525390625,2014.6918296813965
355,2015.324354171753,4.390716552734375,2010.9336376190183
356,1439.0630722045898,4.892349243164063,1434.1707229614258
357,1756.870985031128,4.744768142700195,1752.1262168884275
358,1578.5374641418457,5.049467086791992,1573.4879970550537
359,2682.036161422729,4.792690277099609,2677.24347114563
360,1458.0137729644775,5.150556564331055,1452.8632164001465
361,1027.8096199035645,4.61125373840332,1023.1983661651612
362,1608.8263988494873,4.793882369995117,1604.0325164794922
363,1471.111297607422,4.761457443237305,1466.3498401641846
364,1752.040147781372,4.584550857543945,1747.455596923828
365,1673.9866733551023,4.71806526184082,1669.2686080932615
366,1561.6905689239502,4.878520965576172,1556.812047958374
367,2122.605562210083,5.527019500732422,2117.0785427093506
368,1921.2532043457031,5.605459213256836,1915.6477451324463
369,2511.075496673584,4.762411117553711,2506.3130855560303
370,1040.7564640045166,4.970312118530273,1035.7861518859863
371,1948.4310150146484,5.455493927001953,1942.9755210876465
372,1755.7971477508545,5.17582893371582,1750.621318817139
373,2080.5230140686035,5.317211151123047,2075.2058029174805
374,2343.376636505127,5.509138107299805,2337.867498397827
375,1421.5812683105469,5.034923553466797,1416.54634475708
376,1804.50701713562,5.277156829833984,1799.229860305786
377,1915.7869815826416,4.770994186401367,1911.01598739624
378,1420.9835529327393,4.306793212890625,1416.6767597198486
379,1332.2696685791016,4.264354705810547,1328.005313873291
380,2344.568490982056,5.88536262512207,2338.6831283569336
381,2474.17426109314,4.629611968994141,2469.544649124145
382,1744.6835041046145,5.00941276550293,1739.674091339111
383,1535.3777408599854,4.706144332885742,1530.6715965270996
384,1149.0728855133057,4.768848419189453,1144.3040370941162
385,2147.927045822144,4.950046539306641,2142.976999282837
386,1868.1201934814453,4.694461822509766,1863.4257316589355
387,2657.0088863372803,4.553794860839844,2652.4550914764404
388,1681.0526847839355,4.792928695678711,1676.2597560882568
389,1955.4009437561035,5.381345748901367,1950.019598007202
390,1820.7569122314453,4.71043586730957,1816.046476364136
391,1580.054759979248,4.776239395141602,1575.2785205841064
392,1701.4033794403076,4.446983337402344,1696.9563961029053
393,1532.252550125122,5.112409591674805,1527.1401405334473
394,1421.4494228363037,5.488395690917969,1415.9610271453855
395,1583.181381225586,4.492998123168945,1578.688383102417
396,1610.6195449829102,5.013465881347656,1605.6060791015625
397,1297.546625137329,4.119634628295898,1293.4269905090332
398,1421.2377071380615,4.895210266113281,1416.3424968719482
399,1638.9646530151367,5.229949951171875,1633.7347030639648
400,1476.184606552124,5.67317008972168,1470.5114364624023
401,1528.200626373291,4.799842834472656,1523.4007835388184
402,1791.4197444915771,5.005359649658203,1786.414384841919
403,1493.6659336090088,4.955291748046875,1488.710641860962
404,1471.7447757720947,4.703044891357422,1467.0417308807373
405,1302.1810054779053,5.018711090087891,1297.1622943878174
406,1654.6351909637451,4.981756210327148,1649.653434753418
407,1497.5686073303225,5.172967910766602,1492.3956394195557
408,1175.8389472961426,4.591464996337891,1171.2474822998047
409,1191.727638244629,5.48553466796875,1186.2421035766602
410,2070.035934448242,5.347490310668945,2064.688444137573
411,1213.526964187622,4.663228988647461,1208.8637351989746
412,1455.5978775024414,6.193399429321289,1449.40447807312
413,1857.724666595459,5.198478698730469,1852.5261878967283
414,1945.1828002929688,5.828619003295898,1939.3541812896729
415,2139.7151947021484,5.09953498840332,2134.615659713745
416,1414.6661758422852,5.34820556640625,1409.317970275879
417,1816.3087368011477,4.89044189453125,1811.418294906616
418,1742.5880432128906,5.622625350952148,1736.9654178619385
419,1695.242166519165,5.814075469970703,1689.4280910491943
420,2027.7307033538816,4.7454833984375,2022.9852199554443
421,1369.7445392608645,5.7926177978515625,1363.9519214630127
422,1672.4982261657717,4.981756210327148,1667.5164699554443
423,1235.962152481079,5.598545074462891,1230.3636074066162
424,1662.8224849700928,4.8675537109375,1657.9549312591553
425,1931.230068206787,4.925251007080078,1926.304817199707
426,1901.5536308288572,4.14729118347168,1897.4063396453855
427,1773.2300758361816,4.103660583496094,1769.1264152526855
428,1207.8609466552734,4.914045333862305,1202.9469013214111
429,1309.6792697906494,5.377054214477539,1304.302215576172
430,1909.6932411193848,4.70733642578125,1904.9859046936035
431,1931.8408966064453,5.238533020019531,1926.6023635864256
432,1818.2439804077148,4.856109619140625,1813.3878707885744
433,1310.253381729126,4.622936248779297,1305.630445480347
434,1667.507886886597,5.166053771972656,1662.341833114624
435,1149.261236190796,4.922866821289063,1144.3383693695068
436,1898.587703704834,4.545688629150391,1894.042015075684
437,1076.7476558685305,5.349397659301758,1071.3982582092283
438,2278.9437770843506,4.731655120849609,2274.212121963501
439,1497.1303939819336,4.693508148193359,1492.4368858337402
440,1157.8752994537354,4.006862640380859,1153.8684368133545
441,1804.6677112579343,5.491733551025391,1799.1759777069092
442,1541.5918827056885,6.913185119628906,1534.6786975860596
443,1540.9257411956787,5.074501037597656,1535.851240158081
444,1505.0489902496338,4.604816436767578,1500.4441738128662
445,1480.909824371338,4.788875579833984,1476.120948791504
446,1280.062198638916,5.074024200439453,1274.9881744384766
447,1216.500759124756,5.217075347900391,1211.2836837768557
448,1031.0397148132324,5.272865295410156,1025.7668495178225
449,1266.2503719329834,4.739046096801758,1261.5113258361816
450,1542.7110195159912,5.035638809204102,1537.675380706787
451,1937.363862991333,4.9343109130859375,1932.429552078247
452,1639.4453048706057,4.921913146972656,1634.5233917236328
453,1401.310682296753,5.203008651733398,1396.1076736450195
454,1964.6759033203125,4.209995269775391,1960.465908050537
455,1798.6736297607422,4.58526611328125,1794.088363647461
456,1260.0970268249512,4.561185836791992,1255.5358409881592
457,1166.6786670684814,4.976034164428711,1161.7026329040527
458,1535.5877876281738,5.189657211303711,1530.39813041687
459,1843.0821895599363,4.830598831176758,1838.25159072876
460,1792.0796871185305,5.028724670410156,1787.05096244812
461,1174.7801303863523,4.878520965576172,1169.9016094207764
462,1749.340534210205,5.139589309692383,1744.2009449005127
463,972.4574089050292,4.7245025634765625,967.7329063415528
464,1941.3886070251465,6.028413772583008,1935.3601932525637
465,1509.4523429870603,5.163669586181641,1504.288673400879
466,1570.592164993286,5.439043045043945,1565.1531219482422
467,1202.4240493774414,4.697084426879883,1197.7269649505615
468,1248.216152191162,4.824638366699219,1243.391513824463
469,1295.8321571350098,4.359006881713867,1291.473150253296
470,1615.4954433441162,5.327939987182617,1610.1675033569336
471,1148.855447769165,4.4574737548828125,1144.3979740142822
472,1930.683135986328,5.664825439453125,1925.018310546875
473,2054.583549499512,5.8155059814453125,2048.7680435180664
474,1394.390106201172,4.756689071655273,1389.6334171295166
475,1045.644998550415,4.803657531738281,1040.8413410186768
476,1794.6369647979736,5.236625671386719,1789.400339126587
477,1115.2000427246094,5.4264068603515625,1109.7736358642578
478,1987.6024723052976,4.802703857421875,1982.799768447876
479,1284.3852043151855,5.278825759887695,1279.106378555298
480,2433.7053298950195,5.084753036499023,2428.6205768585205
481,2076.680421829224,4.483222961425781,2072.197198867798
482,987.3082637786864,4.48298454284668,982.8252792358398
483,1924.050092697144,4.080057144165039,1919.9700355529783
484,1984.027624130249,4.227876663208008,1979.799747467041
485,1226.5770435333252,5.122900009155273,1221.45414352417
486,2428.887128829956,4.636526107788086,2424.250602722168
487,1770.7197666168213,4.528284072875977,1766.1914825439453
488,2957.674980163574,5.109310150146484,2952.565670013428
489,1655.4255485534668,4.702568054199219,1650.7229804992676
490,1729.9797534942627,4.559516906738281,1725.4202365875244
491,1695.4946517944336,4.7664642333984375,1690.7281875610352
492,2573.894739151001,4.580974578857422,2569.313764572144
493,1487.710952758789,5.657672882080078,1482.053279876709
494,2046.546220779419,5.166769027709961,2041.379451751709
495,1727.428674697876,5.092859268188477,1722.3358154296875
496,2283.888339996338,5.59544563293457,2278.292894363404
497,1297.6441383361816,4.952192306518555,1292.691946029663
498,1726.083517074585,5.820035934448242,1720.2634811401367
499,2026.3731479644773,5.292654037475586,2021.080493927002
