timestamp,pod,scheduling_time_ms,podautoscaler,reconcile_time_ms
2026-06-02T15:45:06.060452014Z,,,default/linpack-00001,18.778551
2026-06-02T15:45:08.908624024Z,,,default/genmatrix-00001,31.799585
2026-06-02T15:45:08.930083352Z,,,default/fastfouriertransform-00001,26.738178
2026-06-02T15:45:08.93702148Z,,,default/matrixmul-00001,28.36303
2026-06-02T15:45:08.961299177Z,,,default/linpack-00001,28.858974
2026-06-02T15:45:09.034046511Z,,,default/fetchdata-00001,30.905456
2026-06-02T15:45:09.354557986Z,,,default/fetchdata-00001,20.562865
2026-06-02T15:45:09.373671148Z,,,default/linpack-00001,20.459272
2026-06-02T15:45:09.375252629Z,,,default/fetchdata-00001,20.609588
2026-06-02T15:45:09.393643754Z,,,default/linpack-00001,19.807273
2026-06-02T15:45:09.670376333Z,,,default/genmatrix-00001,17.610866
2026-06-02T15:45:09.688888273Z,,,default/genmatrix-00001,18.479569
2026-06-02T15:45:09.743552407Z,,,default/matrixmul-00001,17.783051
2026-06-02T15:45:09.760290792Z,,,default/matrixmul-00001,16.705551
2026-06-02T15:45:09.783902138Z,,,default/fastfouriertransform-00001,20.764439
2026-06-02T15:45:09.801115615Z,,,default/fastfouriertransform-00001,17.179681
2026-06-02T15:50:05.3262697Z,,,default/fastfouriertransform-00001,31.425235
2026-06-02T15:50:05.364625919Z,,,default/genmatrix-00001,26.128659
2026-06-02T15:50:05.402421693Z,,,default/fetchdata-00001,26.622455
2026-06-02T15:50:05.418209014Z,,,default/fetchdata-00001,1.80013
2026-06-02T15:50:05.419741718Z,,,default/genmatrix-00001,1.074186
2026-06-02T15:50:05.506364715Z,,,default/linpack-00001,27.807548
2026-06-02T15:50:06.055379155Z,,,default/matrixmul-00001,27.638492
2026-06-02T15:50:06.905026474Z,,,default/fetchdata-00001,9.155337
2026-06-02T15:50:06.920527276Z,,,default/fetchdata-00001,11.246671
2026-06-02T15:50:07.129877452Z,,,default/genmatrix-00001,11.958745
2026-06-02T15:50:07.140691475Z,,,default/genmatrix-00001,9.778152
2026-06-02T15:50:07.230149603Z,,,default/linpack-00001,10.65969
2026-06-02T15:50:07.245301776Z,,,default/linpack-00001,9.986856
2026-06-02T15:50:07.355104097Z,,,default/fastfouriertransform-00001,13.325209
2026-06-02T15:50:07.386302184Z,,,default/fastfouriertransform-00001,31.136901
2026-06-02T15:50:07.509744992Z,,,default/matrixmul-00001,13.83558
2026-06-02T15:50:07.521833923Z,,,default/matrixmul-00001,12.027301
2026-06-02T15:50:08.284412283Z,,,default/linpack-00001,19.399082
2026-06-02T15:50:08.292882898Z,,,default/fastfouriertransform-00001,25.285214
2026-06-02T15:50:08.326549356Z,,,default/fastfouriertransform-00001,33.61818
2026-06-02T15:50:10.263042096Z,,,default/fastfouriertransform-00001,8.183207
2026-06-02T15:50:10.321493268Z,,,default/linpack-00001,10.634023
2026-06-02T15:50:12.290156658Z,,,default/linpack-00001,25.25501
2026-06-02T15:50:14.289578307Z,,,default/matrixmul-00001,24.088973
2026-06-02T15:50:14.298399644Z,,,default/matrixmul-00001,1.204111
2026-06-02T15:50:14.814722077Z,,,default/linpack-00001,9.311393
2026-06-02T15:50:15.981793872Z,,,default/matrixmul-00001,9.577226
2026-06-02T15:51:10.288036488Z,,,default/fastfouriertransform-00001,22.094196
2026-06-02T15:51:10.301109161Z,,,default/fastfouriertransform-00001,8.526745
2026-06-02T15:51:12.289009608Z,,,default/linpack-00001,22.941919
2026-06-02T15:51:12.300146614Z,,,default/linpack-00001,10.055523
2026-06-02T15:51:12.338102133Z,,,default/linpack-00001,37.903112
2026-06-02T15:51:12.366233961Z,,,default/linpack-00001,28.07768
2026-06-02T15:51:14.290945827Z,,,default/matrixmul-00001,25.35742
2026-06-02T15:51:14.304552297Z,,,default/matrixmul-00001,9.722135
2026-06-02T15:51:24.293431946Z,,,default/matrixmul-00001,26.589032
2026-06-02T15:51:26.055216371Z,,,default/matrixmul-00001,9.784023
2026-06-02T15:51:26.288368843Z,,,default/matrixmul-00001,22.920623
2026-06-02T15:51:27.991543631Z,,,default/matrixmul-00001,8.483134
2026-06-02T15:51:28.29132175Z,,,default/matrixmul-00001,25.562439
2026-06-02T15:51:28.294901381Z,,,default/matrixmul-00001,1.150668
2026-06-02T15:51:29.995708358Z,,,default/matrixmul-00001,9.125801
2026-06-02T15:51:42.295292591Z,,,default/fastfouriertransform-00001,29.305071
2026-06-02T15:51:42.318124233Z,,,default/fastfouriertransform-00001,1.36063
2026-06-02T15:51:42.904541771Z,,,default/linpack-00001,1.736686
2026-06-02T15:51:42.951850685Z,,,default/linpack-00001,1.899964
2026-06-02T15:51:44.173013233Z,,,default/fastfouriertransform-00001,37.313206
2026-06-02T15:51:45.104619829Z,,,default/matrixmul-00001,1.212964
2026-06-02T15:52:26.29330102Z,,,default/matrixmul-00001,27.663961
2026-06-02T15:52:26.301930673Z,,,default/matrixmul-00001,8.585561
2026-06-02T15:52:26.334130433Z,,,default/matrixmul-00001,32.149352
2026-06-02T15:52:26.358298744Z,,,default/matrixmul-00001,24.11831
2026-06-02T15:52:28.290981542Z,,,default/matrixmul-00001,25.3732
2026-06-02T15:52:28.322083653Z,,,default/matrixmul-00001,31.059833
2026-06-02T15:52:28.344160537Z,,,default/matrixmul-00001,22.031846
2026-06-02T15:52:44.2895932Z,,,default/fastfouriertransform-00001,22.621717
2026-06-02T15:52:44.305932487Z,,,default/fastfouriertransform-00001,11.252044
2026-06-02T15:52:46.278984815Z,,,default/matrixmul-00001,10.202007
2026-06-02T15:52:46.282297429Z,,,default/genmatrix-00001,16.725066
2026-06-02T15:52:46.293789491Z,,,default/fastfouriertransform-00001,14.694806
2026-06-02T15:52:46.299978439Z,,,default/fetchdata-00001,17.604029
2026-06-02T15:52:46.335161461Z,,,default/matrixmul-00001,41.261081
2026-06-02T15:52:46.340586298Z,,,default/genmatrix-00001,40.548321
2026-06-02T15:52:46.381293749Z,,,default/fastfouriertransform-00001,46.097029
2026-06-02T15:52:46.389188124Z,,,default/fetchdata-00001,48.571808
2026-06-02T15:52:46.419050365Z,,,default/matrixmul-00001,37.724542
2026-06-02T15:52:46.420656421Z,,,default/genmatrix-00001,31.427557
2026-06-02T15:52:46.451396755Z,,,default/fastfouriertransform-00001,32.29902
2026-06-02T15:52:46.454015738Z,,,default/fetchdata-00001,33.311799
2026-06-02T15:52:46.467450339Z,,,default/matrixmul-00001,16.008973
2026-06-02T15:52:46.46965697Z,,,default/genmatrix-00001,15.590695
2026-06-02T15:52:46.483753072Z,,,default/fastfouriertransform-00001,16.27801
2026-06-02T15:52:46.485811647Z,,,default/fetchdata-00001,16.129862
2026-06-02T15:52:48.27531807Z,,,default/linpack-00001,10.601117
2026-06-02T15:52:48.313095945Z,,,default/linpack-00001,37.743098
2026-06-02T15:52:48.349647208Z,,,default/linpack-00001,23.44507
2026-06-02T15:52:48.388060732Z,,,default/linpack-00001,38.366376
2026-06-02T15:52:48.405916706Z,,,default/linpack-00001,17.808308
2026-06-02T15:52:49.286735142Z,,,default/genmatrix-00001,20.02616
2026-06-02T15:52:49.289021681Z,,,default/matrixmul-00001,18.926956
2026-06-02T15:52:49.303575578Z,,,default/fastfouriertransform-00001,16.811566
2026-06-02T15:52:49.306247432Z,,,default/fetchdata-00001,17.188325
2026-06-02T15:52:49.582955085Z,,,default/matrixmul-00001,16.218436
2026-06-02T15:52:51.283062774Z,,,default/linpack-00001,17.136511
2026-06-02T15:52:56.049675223Z,,,default/matrixmul-00001,18.470401
2026-06-02T15:52:56.778284515Z,,,default/matrixmul-00001,22.239884
2026-06-02T15:52:56.836479311Z,,,default/matrixmul-00001,18.829809
2026-06-02T15:52:57.197676317Z,,,default/matrixmul-00001,16.46377
2026-06-02T15:52:57.217679829Z,,,default/matrixmul-00001,19.965568
2026-06-02T15:52:57.743665587Z,,,default/matrixmul-00001,17.304381
2026-06-02T15:52:57.764625341Z,,,default/matrixmul-00001,20.913476
2026-06-02T15:52:57.985711406Z,,,default/matrixmul-00001,16.561066
2026-06-02T15:52:58.79900968Z,,,default/matrixmul-00001,26.254331
2026-06-02T15:52:59.143373453Z,,,default/matrixmul-00001,18.402586
2026-06-02T15:52:59.162765465Z,,,default/matrixmul-00001,19.357235
2026-06-02T15:53:06.618622512Z,,,default/fetchdata-00001,25.957035
2026-06-02T15:53:07.131601581Z,,,default/genmatrix-00001,26.434517
2026-06-02T15:53:07.361060284Z,,,default/fastfouriertransform-00001,25.73872
2026-06-02T15:53:07.50973738Z,,,default/matrixmul-00001,23.86183
2026-06-02T15:53:14.142405758Z,,,default/fastfouriertransform-00001,16.926029
2026-06-02T15:53:14.754956971Z,,,default/fastfouriertransform-00001,17.021511
2026-06-02T15:53:15.352825397Z,,,default/fastfouriertransform-00001,16.258733
2026-06-02T15:53:15.372032169Z,,,default/fastfouriertransform-00001,19.16205
2026-06-02T15:53:16.87904704Z,,,default/matrixmul-00001,26.846073
2026-06-02T15:53:16.881275041Z,,,default/genmatrix-00001,25.342516
2026-06-02T15:53:16.903366908Z,,,default/fetchdata-00001,24.294183
2026-06-02T15:53:16.990871668Z,,,default/fastfouriertransform-00001,25.598832
2026-06-02T15:53:17.23384216Z,,,default/linpack-00001,25.33235
2026-06-02T15:53:17.238872053Z,,,default/fetchdata-00001,14.551287
2026-06-02T15:53:17.258258436Z,,,default/fetchdata-00001,19.344309
2026-06-02T15:53:17.447672689Z,,,default/genmatrix-00001,18.26129
2026-06-02T15:53:17.467998536Z,,,default/genmatrix-00001,20.300143
2026-06-02T15:53:17.66370609Z,,,default/fastfouriertransform-00001,15.75701
2026-06-02T15:53:17.684291733Z,,,default/fastfouriertransform-00001,20.546125
2026-06-02T15:53:17.819013524Z,,,default/matrixmul-00001,18.123215
2026-06-02T15:53:17.838480463Z,,,default/matrixmul-00001,19.439217
2026-06-02T15:53:18.839660933Z,,,default/linpack-00001,30.639595
2026-06-02T15:53:19.547649101Z,,,default/linpack-00001,18.540012
2026-06-02T15:53:19.569950727Z,,,default/linpack-00001,22.266311
2026-06-02T16:01:16.403124898Z,,,default/fastfouriertransform-00001,32.022754
2026-06-02T16:01:16.435595893Z,,,default/genmatrix-00001,21.943373
2026-06-02T16:01:16.488211372Z,,,default/fetchdata-00001,28.668196
2026-06-02T16:01:16.515326621Z,,,default/fetchdata-00001,1.718835
2026-06-02T16:01:16.583732763Z,,,default/linpack-00001,24.964598
2026-06-02T16:01:17.129087919Z,,,default/matrixmul-00001,27.16736
2026-06-02T16:01:18.042391683Z,,,default/fetchdata-00001,12.356197
2026-06-02T16:01:18.072895454Z,,,default/fetchdata-00001,30.448919
2026-06-02T16:01:18.095592384Z,,,default/fetchdata-00001,22.6403
2026-06-02T16:01:18.152005236Z,,,default/fastfouriertransform-00001,10.238121
2026-06-02T16:01:18.164341415Z,,,default/fastfouriertransform-00001,10.092177
2026-06-02T16:01:18.271202893Z,,,default/linpack-00001,35.394758
2026-06-02T16:01:18.295767917Z,,,default/linpack-00001,24.490525
2026-06-02T16:01:18.372934124Z,,,default/genmatrix-00001,8.29086
2026-06-02T16:01:18.382379948Z,,,default/genmatrix-00001,7.658545
2026-06-02T16:01:18.549614337Z,,,default/matrixmul-00001,11.031696
2026-06-02T16:01:18.561331979Z,,,default/matrixmul-00001,10.270732
2026-06-02T16:01:20.287233481Z,,,default/linpack-00001,22.455078
2026-06-02T16:01:20.305819851Z,,,default/fastfouriertransform-00001,37.491833
2026-06-02T16:01:20.323681443Z,,,default/linpack-00001,36.118166
2026-06-02T16:01:20.333652379Z,,,default/fastfouriertransform-00001,27.75425
2026-06-02T16:01:21.744634049Z,,,default/linpack-00001,9.35601
2026-06-02T16:01:22.230168127Z,,,default/fastfouriertransform-00001,10.320844
2026-06-02T16:01:22.28695074Z,,,default/linpack-00001,22.142948
2026-06-02T16:01:22.310728652Z,,,default/linpack-00001,23.730691
2026-06-02T16:01:24.016153618Z,,,default/linpack-00001,1.11089
2026-06-02T16:01:24.038816771Z,,,default/linpack-00001,11.340474
2026-06-02T16:01:26.296228328Z,,,default/matrixmul-00001,30.57679
2026-06-02T16:01:26.299885721Z,,,default/matrixmul-00001,1.359613
2026-06-02T16:01:28.052721904Z,,,default/matrixmul-00001,10.563288
2026-06-02T16:02:20.290008905Z,,,default/linpack-00001,25.033211
2026-06-02T16:02:20.305978921Z,,,default/fastfouriertransform-00001,37.108667
2026-06-02T16:02:20.31928062Z,,,default/linpack-00001,20.945521
2026-06-02T16:02:20.321002363Z,,,default/fastfouriertransform-00001,14.97546
2026-06-02T16:02:20.363377295Z,,,default/linpack-00001,44.042805
2026-06-02T16:02:26.2937903Z,,,default/linpack-00001,28.86977
2026-06-02T16:02:26.294872635Z,,,default/matrixmul-00001,26.254656
2026-06-02T16:02:26.328583391Z,,,default/matrixmul-00001,33.68796
2026-06-02T16:02:28.060903133Z,,,default/linpack-00001,9.150269
2026-06-02T16:02:36.285307294Z,,,default/matrixmul-00001,19.755539
2026-06-02T16:02:38.004821047Z,,,default/matrixmul-00001,9.470899
2026-06-02T16:02:38.292134677Z,,,default/matrixmul-00001,26.668694
2026-06-02T16:02:38.314073292Z,,,default/matrixmul-00001,21.890541
2026-06-02T16:02:39.89093251Z,,,default/matrixmul-00001,9.727547
2026-06-02T16:02:40.285143695Z,,,default/matrixmul-00001,19.566928
2026-06-02T16:02:42.194227165Z,,,default/matrixmul-00001,9.086269
2026-06-02T16:02:48.219819465Z,,,default/linpack-00001,1.334928
2026-06-02T16:02:51.787881157Z,,,default/linpack-00001,1.49202
2026-06-02T16:02:54.288961545Z,,,default/fastfouriertransform-00001,23.058728
2026-06-02T16:02:55.605319299Z,,,default/fastfouriertransform-00001,9.91614
2026-06-02T16:02:57.095076103Z,,,default/matrixmul-00001,1.057483
2026-06-02T16:03:26.28859943Z,,,default/linpack-00001,23.541118
2026-06-02T16:03:26.300275128Z,,,default/linpack-00001,9.354288
2026-06-02T16:03:36.292747909Z,,,default/matrixmul-00001,27.017473
2026-06-02T16:03:36.307799666Z,,,default/matrixmul-00001,12.274735
2026-06-02T16:03:36.341987406Z,,,default/matrixmul-00001,34.121332
2026-06-02T16:03:38.290062972Z,,,default/matrixmul-00001,24.486822
2026-06-02T16:03:38.306101452Z,,,default/matrixmul-00001,10.453585
2026-06-02T16:03:54.288635801Z,,,default/fastfouriertransform-00001,22.481839
2026-06-02T16:03:54.304126818Z,,,default/fastfouriertransform-00001,11.975957
2026-06-02T16:03:56.273823178Z,,,default/genmatrix-00001,8.629806
2026-06-02T16:03:56.275305087Z,,,default/matrixmul-00001,8.792139
2026-06-02T16:03:56.320749042Z,,,default/matrixmul-00001,45.405678
2026-06-02T16:03:56.323970805Z,,,default/genmatrix-00001,50.108386
2026-06-02T16:03:56.354288837Z,,,default/genmatrix-00001,25.399398
2026-06-02T16:03:56.360196158Z,,,default/matrixmul-00001,25.59975
2026-06-02T16:03:56.402587925Z,,,default/genmatrix-00001,48.256754
2026-06-02T16:03:56.409778766Z,,,default/matrixmul-00001,49.538312
2026-06-02T16:03:56.4413763Z,,,default/genmatrix-00001,38.745244
2026-06-02T16:03:56.447023713Z,,,default/matrixmul-00001,37.195965
2026-06-02T16:03:56.454632814Z,,,default/genmatrix-00001,13.213495
2026-06-02T16:03:56.460209931Z,,,default/matrixmul-00001,13.141106
2026-06-02T16:03:57.999209744Z,,,default/matrixmul-00001,16.567295
2026-06-02T16:03:58.277645205Z,,,default/linpack-00001,12.580124
2026-06-02T16:03:58.280063356Z,,,default/fetchdata-00001,12.686958
2026-06-02T16:03:58.287308345Z,,,default/fastfouriertransform-00001,9.606417
2026-06-02T16:03:58.3251597Z,,,default/linpack-00001,45.001251
2026-06-02T16:03:58.341273568Z,,,default/fetchdata-00001,53.909446
2026-06-02T16:03:58.38213389Z,,,default/linpack-00001,40.823118
2026-06-02T16:03:58.399399445Z,,,default/fastfouriertransform-00001,74.200949
2026-06-02T16:03:58.415903573Z,,,default/linpack-00001,16.473554
2026-06-02T16:03:58.417533334Z,,,default/fetchdata-00001,35.35087
2026-06-02T16:03:58.435220705Z,,,default/fetchdata-00001,17.640778
2026-06-02T16:03:58.4440764Z,,,default/fastfouriertransform-00001,28.142993
2026-06-02T16:03:58.48495198Z,,,default/fastfouriertransform-00001,40.800284
2026-06-02T16:03:58.503511481Z,,,default/fastfouriertransform-00001,18.505297
2026-06-02T16:03:59.287147144Z,,,default/genmatrix-00001,21.008504
2026-06-02T16:03:59.289251701Z,,,default/matrixmul-00001,22.303301
2026-06-02T16:03:59.305821441Z,,,default/linpack-00001,18.620909
2026-06-02T16:03:59.646225283Z,,,default/matrixmul-00001,17.637296
2026-06-02T16:04:01.287268891Z,,,default/linpack-00001,20.628966
2026-06-02T16:04:01.288446096Z,,,default/fetchdata-00001,19.796725
2026-06-02T16:04:01.304851669Z,,,default/fastfouriertransform-00001,17.543203
2026-06-02T16:04:02.164677561Z,,,default/matrixmul-00001,15.775331
2026-06-02T16:04:06.757352485Z,,,default/matrixmul-00001,20.832078
2026-06-02T16:04:06.818716661Z,,,default/matrixmul-00001,18.15639
2026-06-02T16:04:07.153412442Z,,,default/matrixmul-00001,16.822221
2026-06-02T16:04:07.172930925Z,,,default/matrixmul-00001,19.492298
2026-06-02T16:04:07.327326126Z,,,default/matrixmul-00001,18.19926
2026-06-02T16:04:07.344673311Z,,,default/matrixmul-00001,17.321259
2026-06-02T16:04:08.800939912Z,,,default/matrixmul-00001,20.518337
2026-06-02T16:04:09.104725105Z,,,default/matrixmul-00001,16.345554
2026-06-02T16:04:09.122140846Z,,,default/matrixmul-00001,17.392759
2026-06-02T16:04:15.315422981Z,,,default/fastfouriertransform-00001,17.238426
2026-06-02T16:04:18.369108878Z,,,default/genmatrix-00001,17.375241
2026-06-02T16:04:18.544925788Z,,,default/matrixmul-00001,15.273424
2026-06-02T16:04:22.214879992Z,,,default/fastfouriertransform-00001,18.350816
2026-06-02T16:04:24.032927134Z,,,default/linpack-00001,19.046743
2026-06-02T16:04:24.783563804Z,,,default/fastfouriertransform-00001,25.51075
2026-06-02T16:04:25.480849789Z,,,default/fastfouriertransform-00001,19.497613
2026-06-02T16:04:25.4985589Z,,,default/fastfouriertransform-00001,17.571464
2026-06-02T16:04:26.893194369Z,,,default/genmatrix-00001,39.93645
2026-06-02T16:04:26.901632471Z,,,default/matrixmul-00001,40.194431
2026-06-02T16:04:27.721257216Z,,,default/genmatrix-00001,18.854483
2026-06-02T16:04:27.743532369Z,,,default/genmatrix-00001,22.23932
2026-06-02T16:04:27.798492761Z,,,default/fetchdata-00001,18.413335
2026-06-02T16:04:27.847232072Z,,,default/matrixmul-00001,18.46476
2026-06-02T16:04:27.86777065Z,,,default/matrixmul-00001,20.505874
2026-06-02T16:04:28.876709282Z,,,default/fetchdata-00001,31.662793
2026-06-02T16:04:28.910742985Z,,,default/fastfouriertransform-00001,29.107939
2026-06-02T16:04:29.134651891Z,,,default/fetchdata-00001,16.018128
2026-06-02T16:04:29.155202431Z,,,default/fetchdata-00001,20.524504
2026-06-02T16:04:29.565244591Z,,,default/fastfouriertransform-00001,17.695204
2026-06-02T16:04:29.583423518Z,,,default/fastfouriertransform-00001,18.146057
2026-06-02T16:04:29.717307365Z,,,default/linpack-00001,30.724625
2026-06-02T16:04:30.349576762Z,,,default/linpack-00001,16.164924
2026-06-02T16:04:30.371098785Z,,,default/linpack-00001,21.49419
