index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1602.1,0.006908,warm,200
1,grayscale,small,1884.6,0.017359,warm,200
2,genmatrix,small,1892.1,0.008225,warm,200
3,fastfouriertransform,large,1312.8,0.005,warm,200
4,pagerank,small,2097.9,0.273428,cold,200
5,resnet,medium,2052.9,0.172693,cold,200
6,graphgen,small,1816.2,0.00438,warm,200
7,fastfouriertransform,small,906.1,0.00497,warm,200
8,genmatrix,large,1335.2,0.001039,warm,200
9,resnet,small,1910.8,0.122844,warm,200
10,pagerank,small,1513.8,0.011914,warm,200
11,pagerank,medium,1511.9,0.047361,warm,200
12,genmatrix,medium,952.5,0.000226,warm,200
13,resnet,medium,1634.1,0.122614,warm,200
14,graphgen,small,1027.6,0.002764,warm,200
15,matrixmul,medium,3667.3,0.505388,cold,200
16,grayscale,small,393.4,0.007144,warm,200
17,genmatrix,medium,401.1,0.000288,warm,200
18,fastfouriertransform,small,18.6,0.005013,warm,200
19,matrixmul,small,3278.1,0.004947,cold,200
20,linpack,medium,2191.1,0.66463,cold,200
21,resnet,medium,586.8,0.131647,warm,200
22,graphgen,large,760.5,0.105901,warm,200
23,mobilenet,large,1529.2,0.030457,warm,200
24,fastfouriertransform,medium,636.1,0.620742,warm,200
25,fastfouriertransform,large,543.0,0.00486,warm,200
26,grayscale,large,2895.3,2.687328,cold,200
27,resnet,medium,356.5,0.122396,warm,200
28,resnet,small,383.2,0.124256,warm,200
29,fastfouriertransform,small,226.5,0.004898,warm,200
30,genmatrix,medium,9.3,0.000198,warm,200
31,fastfouriertransform,small,18.1,0.004977,warm,200
32,fastfouriertransform,medium,637.2,0.621126,warm,200
33,grayscale,medium,2162.1,0.057755,cold,200
34,linpack,small,1462.3,0.005088,warm,200
35,linpack,medium,1361.9,0.660526,warm,200
36,genmatrix,large,35.6,0.000779,warm,200
37,grayscale,large,7264.7,2.675876,cold,200
38,fastfouriertransform,large,41.7,0.00483,warm,200
39,fetchdata,large,2084.8,0.131449,cold,200
40,genmatrix,small,7.4,0.000219,warm,200
41,mobilenet,medium,23.4,0.018301,warm,200
42,grayscale,large,6852.7,2.675117,cold,200
43,pagerank,small,20.3,0.012569,warm,200
44,linpack,small,467.1,0.005062,warm,200
45,genmatrix,small,7.6,0.000163,warm,200
46,linpack,medium,909.3,0.639501,warm,200
47,grayscale,small,665.9,0.007027,warm,200
48,genmatrix,large,50.1,0.001182,warm,200
49,linpack,small,616.4,0.005066,warm,200
50,mobilenet,medium,25.5,0.020402,warm,200
51,mobilenet,small,23.1,0.018267,warm,200
52,grayscale,small,182.2,0.006948,warm,200
53,genmatrix,large,49.5,0.001162,warm,200
54,pagerank,large,427.8,0.280509,warm,200
55,grayscale,large,8290.7,2.6767,cold,200
56,resnet,medium,135.5,0.131098,warm,200
57,resnet,medium,172.2,0.134155,warm,200
58,linpack,small,12.9,0.005151,warm,200
59,fetchdata,large,162.1,0.075673,warm,200
60,mobilenet,small,24.9,0.020096,warm,200
61,graphgen,small,37.1,0.00422,warm,200
62,fetchdata,large,82.8,0.078097,warm,200
63,fetchdata,large,79.4,0.075117,warm,200
64,matrixmul,large,23.4,0.007893,warm,200
65,fastfouriertransform,medium,624.5,0.606467,warm,200
66,matrixmul,large,25.4,0.00881,warm,200
67,mobilenet,large,22.7,0.017843,warm,200
68,grayscale,large,12347.8,2.672132,cold,200
69,graphgen,large,523.2,0.087514,warm,200
70,fastfouriertransform,large,130.2,0.004845,warm,200
71,pagerank,medium,299.4,0.06881,warm,200
72,linpack,small,12.5,0.005093,warm,200
73,grayscale,medium,3824.2,0.058419,cold,200
74,fetchdata,medium,81.4,0.076892,warm,200
75,graphgen,large,484.5,0.062648,warm,200
76,grayscale,large,14226.6,2.669207,cold,200
77,fetchdata,large,79.7,0.075241,warm,200
78,fastfouriertransform,large,18.2,0.00489,warm,200
79,grayscale,large,14025.7,2.670358,cold,200
80,pagerank,large,415.4,0.277548,warm,200
81,genmatrix,small,6.6,0.00014,warm,200
82,linpack,small,15.8,0.008148,warm,200
83,pagerank,large,469.6,0.289944,warm,200
84,graphgen,large,488.9,0.062494,warm,200
85,linpack,medium,693.4,0.685239,warm,200
86,graphgen,small,278.2,0.00283,warm,200
87,linpack,medium,1134.7,0.639511,warm,200
88,genmatrix,small,6.3,0.000141,warm,200
89,genmatrix,large,47.7,0.001205,warm,200
90,fastfouriertransform,small,19.8,0.004954,warm,200
91,mobilenet,small,31.9,0.024596,warm,200
92,pagerank,small,60.4,0.010148,warm,200
93,fetchdata,large,90.8,0.085767,warm,200
94,mobilenet,large,22.7,0.018101,warm,200
95,fetchdata,medium,87.4,0.082555,warm,200
96,pagerank,large,368.6,0.281598,warm,200
97,matrixmul,small,70.9,0.00803,warm,200
98,pagerank,large,537.2,0.285072,warm,200
99,genmatrix,large,50.9,0.001252,warm,200
100,grayscale,medium,979.6,0.057887,warm,200
101,linpack,medium,649.7,0.640372,warm,200
102,pagerank,medium,192.4,0.045948,warm,200
103,fastfouriertransform,small,18.5,0.004909,warm,200
104,genmatrix,small,7.0,0.00014,warm,200
105,linpack,small,275.5,0.005048,warm,200
106,resnet,large,175.2,0.151176,warm,200
107,genmatrix,large,55.0,0.001438,warm,200
108,genmatrix,small,6.6,0.000125,warm,200
109,fastfouriertransform,large,34.9,0.004893,warm,200
110,graphgen,small,31.5,0.002875,warm,200
111,fastfouriertransform,small,17.9,0.004905,warm,200
112,linpack,small,12.2,0.005097,warm,200
113,pagerank,small,17.8,0.010258,warm,200
114,grayscale,large,13216.3,2.667864,cold,200
115,mobilenet,small,41.3,0.036723,warm,200
116,pagerank,small,18.9,0.010299,warm,200
117,resnet,large,129.8,0.121265,warm,200
118,mobilenet,small,24.5,0.01764,warm,200
119,mobilenet,medium,22.8,0.018469,warm,200
120,genmatrix,small,4.9,0.000103,warm,200
121,fastfouriertransform,large,21.8,0.007823,warm,200
122,matrixmul,medium,541.0,0.527727,warm,200
123,matrixmul,medium,955.9,0.507327,warm,200
124,mobilenet,large,24.7,0.017682,warm,200
125,graphgen,large,495.0,0.065514,warm,200
126,fastfouriertransform,small,21.4,0.007576,warm,200
127,matrixmul,large,567.9,0.005067,warm,200
128,linpack,small,12.3,0.005163,warm,200
129,genmatrix,small,4.7,0.000107,warm,200
130,genmatrix,large,35.2,0.000794,warm,200
131,mobilenet,small,22.9,0.018628,warm,200
132,matrixmul,small,76.1,0.004983,warm,200
133,grayscale,medium,79.4,0.065398,warm,200
134,genmatrix,small,5.0,0.000102,warm,200
135,mobilenet,large,32.6,0.02845,warm,200
136,fastfouriertransform,small,21.0,0.007701,warm,200
