index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1474.2,0.00781,warm,200
1,grayscale,small,1957.2,0.018612,warm,200
2,genmatrix,small,1613.9,0.006239,warm,200
3,fastfouriertransform,large,1185.1,0.005072,warm,200
4,pagerank,small,1754.8,0.251163,warm,200
5,resnet,medium,2025.1,0.171454,cold,200
6,graphgen,small,1990.9,0.004592,warm,200
7,fastfouriertransform,small,779.4,0.004973,warm,200
8,genmatrix,large,1057.9,0.000928,warm,200
9,resnet,small,2066.6,0.12119,cold,200
10,pagerank,small,1172.4,0.012611,warm,200
11,pagerank,medium,1170.3,0.046157,warm,200
12,genmatrix,medium,621.7,0.00021,warm,200
13,resnet,medium,1406.0,0.178524,warm,200
14,graphgen,small,1746.2,0.004421,warm,200
15,matrixmul,medium,2308.8,0.518758,cold,200
16,grayscale,small,466.0,0.00764,warm,200
17,genmatrix,medium,130.2,0.000215,warm,200
18,fastfouriertransform,small,20.5,0.005117,warm,200
19,matrixmul,small,1915.3,0.005134,warm,200
20,linpack,medium,2746.8,0.648311,cold,200
21,resnet,medium,743.8,0.136811,warm,200
22,graphgen,large,952.5,0.10063,warm,200
23,mobilenet,large,1497.7,0.030402,warm,200
24,fastfouriertransform,medium,638.9,0.620686,warm,200
25,fastfouriertransform,large,545.4,0.004946,warm,200
26,grayscale,large,2928.4,2.716824,cold,200
27,resnet,medium,389.1,0.121725,warm,200
28,resnet,small,409.5,0.119412,warm,200
29,fastfouriertransform,small,153.5,0.004966,warm,200
30,genmatrix,medium,13.0,0.00029,warm,200
31,fastfouriertransform,small,28.5,0.005028,warm,200
32,fastfouriertransform,medium,631.5,0.617684,warm,200
33,grayscale,medium,2207.8,0.077912,cold,200
34,linpack,small,2045.3,0.005057,cold,200
35,linpack,medium,1894.8,0.645994,warm,200
36,genmatrix,large,45.6,0.001038,warm,200
37,grayscale,large,7460.0,2.718769,cold,200
38,fastfouriertransform,large,37.5,0.004829,warm,200
39,fetchdata,large,1815.6,0.132438,warm,200
40,genmatrix,small,9.2,0.000232,warm,200
41,mobilenet,medium,36.0,0.027806,warm,200
42,grayscale,large,6983.6,2.696354,cold,200
43,pagerank,small,23.9,0.014909,warm,200
44,linpack,small,1046.6,0.005077,warm,200
45,genmatrix,small,7.9,0.000172,warm,200
46,linpack,medium,1468.8,0.652607,warm,200
47,grayscale,small,697.5,0.009672,warm,200
48,genmatrix,large,50.2,0.001182,warm,200
49,linpack,small,546.0,0.005079,warm,200
50,mobilenet,medium,24.3,0.017552,warm,200
51,mobilenet,small,22.5,0.017807,warm,200
52,grayscale,small,245.9,0.010288,warm,200
53,genmatrix,large,50.4,0.001159,warm,200
54,pagerank,large,452.6,0.303591,warm,200
55,grayscale,large,14145.4,2.713786,cold,200
56,resnet,medium,126.7,0.121808,warm,200
57,resnet,medium,147.6,0.119421,warm,200
58,linpack,small,275.0,0.005072,warm,200
59,fetchdata,large,91.9,0.086629,warm,200
60,mobilenet,small,22.3,0.017687,warm,200
61,graphgen,small,26.0,0.002863,warm,200
62,fetchdata,large,90.9,0.085778,warm,200
63,fetchdata,large,88.0,0.082592,warm,200
