index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,2284.8,2284.8,0.01,48.13,2236.67,1
1,1,resnet,small,cold,200,2719.07,2719.07,0.0,169.85,2549.22,2
2,2,mobilenet,small,cold,200,3257.12,3257.11,0.01,17.75,3239.36,3
3,3,mobilenet,large,cold,200,3580.28,3580.27,0.01,24.93,3555.35,4
4,4,mobilenet,large,cold,200,3448.14,3448.13,0.0,38.92,3409.21,5
5,5,resnet,small,cold,200,21486.64,21486.63,0.01,518.76,20967.87,6
6,6,mobilenet,small,cold,200,3384.21,3384.2,0.01,34.25,3349.96,7
7,7,mobilenet,small,cold,200,3327.35,3327.35,0.01,39.09,3288.26,8
8,8,mobilenet,large,cold,200,3287.13,3287.13,0.01,52.82,3234.31,9
9,9,mobilenet,large,cold,200,3222.16,3222.15,0.01,37.62,3184.53,10
10,10,resnet,small,cold,200,15871.06,15871.06,0.0,543.04,15328.01,11
11,11,resnet,large,cold,200,15316.2,15316.19,0.0,389.04,14927.16,12
12,12,resnet,small,cold,200,17079.99,17079.99,0.0,275.99,16804.0,13
13,13,mobilenet,large,cold,200,3132.19,3132.19,0.01,19.18,3113.0,14
14,14,resnet,medium,cold,200,19061.95,19061.94,0.01,455.15,18606.79,15
15,15,resnet,small,cold,200,18594.63,18594.62,0.0,300.51,18294.11,16
16,16,mobilenet,medium,cold,200,3081.16,3081.16,0.01,18.59,3062.57,17
17,17,mobilenet,small,cold,200,2475.35,2475.34,0.01,18.43,2456.91,18
18,18,resnet,small,cold,200,16746.64,16746.64,0.0,473.3,16273.34,19
19,19,resnet,medium,cold,200,3400.83,3400.83,0.01,199.6,3201.23,20
20,20,resnet,small,cold,200,2732.25,2732.25,0.01,192.58,2539.67,21
21,21,resnet,large,cold,200,2880.1,2880.09,0.01,154.51,2725.58,22
22,22,mobilenet,medium,cold,200,2861.72,2861.72,0.01,18.02,2843.69,23
23,23,mobilenet,large,cold,200,2832.11,2832.11,0.01,17.94,2814.17,24
24,24,resnet,large,cold,200,12204.1,12204.09,0.0,574.83,11629.27,25
25,25,resnet,large,cold,200,14791.53,14791.53,0.0,361.43,14430.1,26
26,26,mobilenet,large,cold,200,2780.1,2780.09,0.01,18.62,2761.47,27
27,27,mobilenet,small,cold,200,2621.18,2621.17,0.01,17.74,2603.43,28
28,28,mobilenet,medium,cold,200,2569.95,2569.95,0.01,18.51,2551.44,29
29,29,mobilenet,small,cold,200,2650.04,2650.04,0.0,21.53,2628.51,30
30,30,mobilenet,medium,cold,200,2614.82,2614.82,0.01,27.12,2587.7,31
31,31,resnet,medium,cold,200,2906.5,2906.49,0.01,123.44,2783.05,32
32,32,resnet,small,cold,200,11538.98,11538.97,0.01,658.43,10880.54,33
33,33,resnet,medium,cold,200,20682.43,20682.42,0.02,481.38,20201.04,34
34,34,mobilenet,large,cold,200,2540.17,2540.17,0.01,25.9,2514.27,35
35,35,resnet,large,cold,200,19252.32,19252.32,0.0,398.42,18853.89,36
36,36,mobilenet,large,cold,200,2465.99,2465.99,0.01,17.65,2448.33,37
37,37,mobilenet,large,cold,200,2414.04,2414.03,0.01,19.9,2394.13,38
38,38,mobilenet,small,cold,200,2382.26,2382.25,0.01,29.72,2352.53,39
39,39,resnet,medium,cold,200,16063.02,16063.02,0.01,236.8,15826.21,40
40,40,resnet,large,cold,200,19636.76,19636.74,0.02,438.13,19198.62,41
41,41,mobilenet,large,cold,200,2288.74,2288.73,0.01,27.32,2261.41,42
42,42,resnet,small,cold,200,17184.61,17184.6,0.0,401.7,16782.9,43
43,43,mobilenet,small,cold,200,1882.54,1882.54,0.0,21.82,1860.72,44
44,44,resnet,medium,cold,200,17996.36,17996.35,0.0,377.27,17619.08,45
45,45,resnet,small,cold,200,20086.49,20086.48,0.01,489.14,19597.34,46
46,46,mobilenet,large,cold,200,1887.79,1887.78,0.01,24.23,1863.55,47
47,47,resnet,small,cold,200,17587.73,17587.72,0.01,445.56,17142.17,48
48,48,resnet,medium,cold,200,14199.09,14199.08,0.01,261.35,13937.73,49
49,49,resnet,small,cold,200,13920.17,13920.17,0.0,121.09,13799.07,50
50,50,resnet,small,cold,200,13787.64,13787.63,0.0,424.65,13362.98,51
51,51,mobilenet,large,cold,200,1920.97,1920.97,0.01,33.22,1887.75,52
52,52,resnet,large,cold,200,13341.15,13341.14,0.01,334.7,13006.45,53
53,53,resnet,large,cold,200,12994.21,12994.2,0.0,536.64,12457.57,54
54,54,resnet,medium,cold,200,12448.72,12448.71,0.0,537.74,11910.97,55
55,55,mobilenet,small,cold,200,2070.33,2070.32,0.01,25.69,2044.63,56
56,56,resnet,small,cold,200,2828.46,2828.46,0.01,171.57,2656.89,57
57,57,mobilenet,small,cold,200,2235.43,2235.42,0.01,19.74,2215.68,58
58,58,mobilenet,large,cold,200,1790.96,1790.95,0.01,18.15,1772.81,59
59,59,mobilenet,large,cold,200,2147.39,2147.38,0.01,26.7,2120.68,60
60,60,resnet,large,cold,200,10598.55,10598.55,0.0,590.02,10008.54,61
61,61,mobilenet,medium,cold,200,2063.47,2063.47,0.01,29.06,2034.41,62
62,62,resnet,large,cold,200,9986.09,9986.09,0.01,417.58,9568.5,63
63,63,resnet,large,cold,200,9551.68,9551.67,0.01,503.84,9047.83,64
64,64,resnet,large,cold,200,9031.57,9031.56,0.0,333.35,8698.21,65
