timestamp,pod,container_id,container_name,node,createdAt,startedAt
1782826202.384090968,resnet-00001-deployment-5c95599d68-4tkrg,19f68298999067e3d8af0cdb7a0ad020339d0108dac0008a823b5977b86f35a1,queue-proxy,worker11,2026-06-30T07:30:05.515495803-06:00,2026-06-30T07:30:05.596992777-06:00
1782826215.247970538,mobilenet-00001-deployment-76d95655d-z2j5x,119bb633c57304ec31c81840447f5993c0de0af059b5bcdc643d59ea66ffae4f,queue-proxy,worker1,2026-06-30T15:30:08.159177037+02:00,2026-06-30T15:30:08.229483948+02:00
1782826215.247970538,mobilenet-00001-deployment-76d95655d-x2bk5,d000ccc0ef2d5f002cce6b443c78541eac7477f0a34a3b0858f99cc68d11cae1,queue-proxy,worker5,2026-06-30T15:30:05.656656742+02:00,2026-06-30T15:30:05.726783046+02:00
1782826215.247970538,resnet-00001-deployment-5c95599d68-n4b7p,c5a250b7c1b35934e7c469cd9b4f4424c37830fe4684d9e5dd69e8b968b058d3,queue-proxy,worker6,2026-06-30T07:30:08.235478469-06:00,2026-06-30T07:30:08.314699868-06:00
