request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,genmatrix,small,cold,200,1409.11,1407.77,1.33,6.2,1401.58,True,,0.0,0.03,,6.16,6.2,1
1,fastfouriertransform,large,cold,200,1467.62,1467.61,0.01,6.06,1461.54,True,,0.0,3.9,0.0,2.15,6.06,1
2,matrixmul,small,cold,200,1544.22,1540.92,3.3,4.96,1535.97,True,,0.0,0.35,4.01,0.59,4.96,1
3,mobilenet,small,cold,200,1346.58,1346.58,0.01,28.0,1318.58,True,,,,,,,1
4,genmatrix,small,warm,200,11.47,10.16,1.3,0.15,10.01,False,,0.0,0.04,,0.11,0.15,1
5,genmatrix,large,warm,200,58.43,45.68,12.76,1.36,44.32,False,,0.0,0.03,,1.32,1.36,1
6,resnet,small,cold,200,2278.88,2278.87,0.01,127.13,2151.74,True,,,,,,,1
7,resnet,medium,warm,200,398.4,398.4,0.01,120.03,278.37,False,,,,,,,2
8,fastfouriertransform,small,warm,200,25.61,25.61,0.01,7.41,18.19,False,,0.0,6.26,0.0,1.14,7.41,1
9,fastfouriertransform,small,warm,200,25.19,25.19,0.01,7.26,17.92,False,,0.0,6.1,0.0,1.15,7.26,1
10,mobilenet,large,warm,200,33.53,33.52,0.01,26.36,7.16,False,,,,,,,1
11,resnet,small,warm,200,149.76,149.75,0.01,142.65,7.1,False,,,,,,,1
12,resnet,small,warm,200,131.78,131.77,0.01,124.96,6.81,False,,,,,,,1
13,genmatrix,large,warm,200,56.78,47.14,9.64,1.13,46.0,False,,0.0,0.03,,1.1,1.13,1
14,genmatrix,large,warm,200,260.51,46.18,214.34,1.19,44.99,False,,0.0,0.03,,1.15,1.19,1
15,fetchdata,small,cold,200,2456.85,2456.84,0.01,125.71,2331.13,True,125.68,0.0,0.02,0.0,,125.71,1
16,fetchdata,large,warm,200,530.76,530.75,0.01,73.05,457.71,False,73.02,0.0,0.02,0.0,,73.04,2
17,matrixmul,small,warm,200,28.92,26.08,2.84,7.89,18.18,False,,0.0,0.52,6.48,0.88,7.89,1
18,linpack,small,cold,200,11096.95,11096.94,0.01,8.62,11088.32,True,,0.0,0.6,6.68,1.34,8.62,1
19,genmatrix,medium,warm,200,16.61,13.52,3.09,0.3,13.22,False,,0.0,0.03,,0.26,0.29,2
20,matrixmul,medium,warm,200,564.45,561.64,2.81,544.66,16.98,False,,0.0,0.52,6.42,537.71,544.66,2
21,mobilenet,small,warm,200,48.85,48.84,0.01,41.24,7.6,False,,,,,,,2
22,linpack,medium,cold,200,3775.93,3775.92,0.01,677.67,3098.25,False,,0.0,0.53,6.43,670.71,677.66,2
23,fastfouriertransform,small,warm,200,26.14,26.13,0.01,7.28,18.85,False,,0.0,6.13,0.0,1.14,7.28,3
24,fetchdata,small,warm,200,87.51,87.5,0.01,80.59,6.91,False,80.55,0.0,0.03,0.0,,80.59,1
25,matrixmul,medium,warm,200,546.41,543.67,2.74,526.57,17.1,False,,0.0,0.54,6.32,519.71,526.57,1
26,resnet,medium,warm,200,247.57,247.56,0.01,145.53,102.03,False,,,,,,,1
27,linpack,small,warm,200,20.04,20.03,0.01,8.08,11.95,False,,0.0,0.6,6.34,1.13,8.07,1
28,genmatrix,medium,warm,200,16.26,13.33,2.93,0.29,13.04,False,,0.0,0.03,,0.25,0.29,1
29,resnet,small,warm,200,142.56,142.55,0.01,134.2,8.35,False,,,,,,,1
30,fetchdata,small,warm,200,87.76,87.76,0.01,81.04,6.72,False,81.0,0.0,0.03,0.0,,81.04,1
31,resnet,medium,warm,200,205.38,205.37,0.01,120.48,84.9,False,,,,,,,1
32,linpack,large,warm,200,19.77,19.76,0.01,8.01,11.75,False,,0.0,0.54,6.34,1.14,8.01,1
33,resnet,medium,warm,200,154.48,154.46,0.01,147.65,6.82,False,,,,,,,1
34,resnet,small,warm,200,125.19,125.18,0.01,119.21,5.97,False,,,,,,,1
35,genmatrix,small,warm,200,9.39,8.11,1.27,0.17,7.95,False,,0.0,0.04,,0.12,0.16,1
36,fastfouriertransform,large,warm,200,24.59,24.58,0.01,7.26,17.32,False,,0.0,6.11,0.0,1.13,7.26,1
37,mobilenet,medium,warm,200,40.39,40.38,0.01,33.82,6.56,False,,,,,,,1
38,fastfouriertransform,small,warm,200,26.39,26.38,0.01,7.26,19.11,False,,0.0,6.11,0.0,1.14,7.26,1
39,linpack,small,warm,200,20.29,20.28,0.01,8.05,12.24,False,,0.0,0.51,6.37,1.15,8.04,1
40,fetchdata,medium,warm,200,136.36,136.34,0.02,129.69,6.65,False,129.65,0.0,0.03,0.0,,129.69,1
41,fetchdata,large,warm,200,86.03,86.03,0.01,80.5,5.52,False,80.46,0.0,0.03,0.0,,80.5,1
42,linpack,medium,warm,200,700.9,700.89,0.01,688.96,11.93,False,,0.0,0.53,6.29,682.14,688.96,1
43,mobilenet,medium,warm,200,64.72,64.71,0.01,36.84,27.87,False,,,,,,,1
44,matrixmul,small,warm,200,28.67,25.69,2.99,7.75,17.94,False,,0.0,0.52,6.36,0.86,7.75,1
45,genmatrix,medium,warm,200,16.13,12.98,3.15,0.29,12.69,False,,0.0,0.03,,0.26,0.29,1
46,genmatrix,large,warm,200,54.49,43.07,11.42,1.19,41.87,False,,0.0,0.02,,1.16,1.19,1
47,genmatrix,small,warm,200,8.78,7.57,1.2,0.14,7.43,False,,0.0,0.02,,0.11,0.14,1
48,resnet,large,warm,200,158.3,158.29,0.01,147.56,10.73,False,,,,,,,1
49,mobilenet,large,warm,200,33.84,33.84,0.01,25.06,8.78,False,,,,,,,1
50,genmatrix,small,warm,200,9.15,7.87,1.28,0.14,7.73,False,,0.0,0.03,,0.11,0.14,1
51,mobilenet,medium,warm,200,30.52,30.51,0.01,23.96,6.55,False,,,,,,,1
52,fetchdata,medium,warm,200,87.71,87.7,0.01,81.01,6.69,False,80.97,0.0,0.03,0.0,,81.01,1
53,genmatrix,large,warm,200,57.15,46.11,11.04,1.23,44.89,False,,0.0,0.02,,1.2,1.23,1
54,resnet,small,warm,200,154.12,154.11,0.01,147.38,6.73,False,,,,,,,1
55,genmatrix,medium,warm,200,211.06,12.63,198.43,0.28,12.35,False,,0.0,0.03,,0.25,0.28,1
56,linpack,small,warm,200,18.9,18.89,0.01,8.07,10.81,False,,0.0,0.54,6.34,1.19,8.07,1
57,mobilenet,small,warm,200,49.79,49.79,0.01,43.33,6.46,False,,,,,,,1
58,linpack,medium,warm,200,692.69,692.68,0.01,667.04,25.64,False,,0.0,0.53,6.36,660.14,667.04,1
59,fetchdata,medium,warm,200,134.55,134.54,0.01,127.77,6.77,False,127.72,0.0,0.03,0.0,,127.76,1
60,fastfouriertransform,small,warm,200,25.14,25.13,0.01,7.24,17.89,False,,0.0,6.1,0.0,1.14,7.24,1
61,resnet,large,warm,200,150.59,150.59,0.01,140.98,9.61,False,,,,,,,1
62,matrixmul,small,warm,200,28.81,25.55,3.26,7.76,17.79,False,,0.0,0.52,6.35,0.88,7.76,1
63,genmatrix,medium,warm,200,16.64,13.43,3.2,0.28,13.15,False,,0.0,0.03,,0.25,0.28,1
64,fetchdata,large,warm,200,87.64,87.63,0.01,80.99,6.64,False,80.96,0.0,0.02,0.0,,80.99,1
65,fetchdata,small,warm,200,86.65,86.65,0.01,80.79,5.85,False,80.76,0.0,0.02,0.0,,80.79,1
66,matrixmul,small,warm,200,28.92,26.06,2.87,7.71,18.34,False,,0.0,0.52,6.32,0.87,7.71,1
67,mobilenet,large,warm,200,30.68,30.67,0.01,23.35,7.32,False,,,,,,,1
68,resnet,large,warm,200,163.45,163.44,0.01,153.05,10.39,False,,,,,,,1
69,matrixmul,large,warm,200,30.71,26.68,4.03,7.74,18.93,False,,0.0,0.52,6.35,0.87,7.74,1
70,resnet,medium,warm,200,126.42,126.41,0.01,120.35,6.06,False,,,,,,,1
71,resnet,medium,warm,200,144.73,144.72,0.01,138.5,6.22,False,,,,,,,1
72,matrixmul,small,warm,200,29.91,26.88,3.03,7.74,19.14,False,,0.0,0.52,6.36,0.87,7.74,1
73,mobilenet,large,warm,200,41.83,41.82,0.01,34.6,7.22,False,,,,,,,1
74,fetchdata,small,warm,200,132.39,132.38,0.01,125.84,6.54,False,125.81,0.0,0.02,0.0,,125.84,1
75,linpack,small,warm,200,20.0,19.99,0.01,8.07,11.92,False,,0.0,0.53,6.37,1.16,8.07,1
76,linpack,small,warm,200,22.78,22.77,0.01,8.03,14.74,False,,0.0,0.52,6.36,1.15,8.03,1
77,mobilenet,large,warm,200,33.83,33.82,0.01,27.05,6.77,False,,,,,,,1
78,mobilenet,large,warm,200,72.54,72.53,0.01,33.78,38.75,False,,,,,,,1
79,fetchdata,large,warm,200,148.87,148.86,0.01,142.46,6.41,False,142.43,0.0,0.02,0.0,,142.46,1
80,fastfouriertransform,medium,warm,200,647.89,647.88,0.01,628.71,19.17,False,,0.0,6.11,0.0,622.59,628.71,1
81,fetchdata,large,warm,200,84.75,84.75,0.01,78.95,5.8,False,78.92,0.0,0.02,0.0,,78.95,1
82,fetchdata,large,warm,200,86.71,86.7,0.01,80.92,5.78,False,80.87,0.0,0.04,0.0,,80.92,1
83,matrixmul,large,warm,200,29.67,26.72,2.95,7.75,18.97,False,,0.0,0.51,6.36,0.87,7.75,1
84,linpack,small,warm,200,22.8,22.8,0.01,8.04,14.76,False,,0.0,0.51,6.36,1.16,8.04,1
85,genmatrix,large,warm,200,57.66,46.51,11.15,1.2,45.3,False,,0.0,0.03,,1.17,1.2,1
86,fastfouriertransform,large,warm,200,26.22,26.21,0.01,7.29,18.92,False,,0.0,6.14,0.0,1.14,7.29,1
