timestamp,pod,container_id,container_name,node,createdAt,startedAt
1782468005.846004368,genmatrix-00001-deployment-9c875447c-698wm,5ee558cc2b63ed1fa97772700d2f14a605e9333fd7a0b3ae5419b59ced02156b,queue-proxy,worker11,2026-06-26T04:00:12.22551218-06:00,2026-06-26T04:00:12.312633346-06:00
1782468018.197787091,fetchdata-00001-deployment-7849f4674f-6bm99,6e0bd28deec1cba3546aa11965aa182917cfa745f1976b74940f04b219002b92,queue-proxy,worker1,2026-06-26T12:00:12.154508505+02:00,2026-06-26T12:00:12.219738855+02:00
1782468018.197787091,matrixmul-00001-deployment-55fdf86969-98xv4,c30b5c8b261f88d479b4ad3ec30134934f924dceb0b19d8f8281f382c5080c2c,queue-proxy,worker2,2026-06-26T12:00:12.776775114+02:00,2026-06-26T12:00:12.864906659+02:00
1782468018.197787091,fastfouriertransform-00001-deployment-5d7bc9c94d-cns6g,9214f10596705dc3f4d71f77b27bf5be2e0d6cb962f081bd76dfbaa4d4f23d71,queue-proxy,worker3,2026-06-26T12:00:12.102970714+02:00,2026-06-26T12:00:12.176891102+02:00
1782468018.197787091,fastfouriertransform-00001-deployment-5d7bc9c94d-qxr8n,04133fcdec36817200906345d449952d2a357e01f165f19bd3a570bceaa2a99a,queue-proxy,worker4,2026-06-26T12:00:14.996377495+02:00,2026-06-26T12:00:15.075156622+02:00
1782468018.197787091,matrixmul-00001-deployment-55fdf86969-xtxdd,a508a57cfec3276505c6a9842e5dcf199f58a82cba3c262bff043917b04492a7,queue-proxy,worker6,2026-06-26T04:00:17.144462958-06:00,2026-06-26T04:00:17.218371512-06:00
1782468018.197787091,linpack-00001-deployment-65fff5d977-cw4hg,3e68d6e90986101eb5c639f21ea98be5cf17eb7e3c07bbd2fc849101bfb5c48b,queue-proxy,worker7,2026-06-26T04:00:15.125066759-06:00,2026-06-26T04:00:15.223194334-06:00
1782468018.197787091,linpack-00001-deployment-65fff5d977-kmzsj,d398d815cda9bb67ac9fefd31bb3c1a16bb09753bab7aacf26032a39361914b7,queue-proxy,worker10,2026-06-26T04:00:12.628443027-06:00,2026-06-26T04:00:12.743870781-06:00
1782468018.197787091,linpack-00001-deployment-65fff5d977-vp8hd,2c7848d72fcbb6e02b0a135771c93bdb031e8e49c28878c0e62f3ca3616d60ff,queue-proxy,worker13,2026-06-26T04:00:19.042757301-06:00,2026-06-26T04:00:19.119136718-06:00
1782468079.829885869,linpack-00001-deployment-65fff5d977-zck8n,62906b033d40636be93606e6a43dc8291c56b80bc3c07dbeea766bf081feca12,queue-proxy,worker8,2026-06-26T04:01:21.124198545-06:00,2026-06-26T04:01:21.204555916-06:00
1782468079.829885869,linpack-00001-deployment-65fff5d977-rtklz,e4573f3a4beb82e5c10dc6ce2c46830cad8347cbf6a0c382db6e3810d633df31,queue-proxy,worker12,2026-06-26T04:01:23.114671746-06:00,2026-06-26T04:01:23.202031829-06:00
1782468092.502818541,matrixmul-00001-deployment-55fdf86969-m55dd,a104f6452405f2d0bc0bf1cfab63d8349cc3550c59afe0e2eb6a50b296c5774d,queue-proxy,worker5,2026-06-26T12:01:23.005654444+02:00,2026-06-26T12:01:23.077884112+02:00
1782468116.373872849,fastfouriertransform-00001-deployment-5d7bc9c94d-x9s6m,066848c275b0b4a68d77387ad9ea028bb4c4fa7520c4715d164c0142c5e5109b,queue-proxy,worker4,2026-06-26T12:01:48.945442229+02:00,2026-06-26T12:01:49.028175387+02:00
