index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1566.8,0.00727,warm,200
1,grayscale,small,1512.6,0.015997,warm,200
2,genmatrix,small,1909.2,0.011628,warm,200
3,fastfouriertransform,large,1279.1,0.005404,warm,200
4,pagerank,small,1885.0,0.290636,warm,200
5,resnet,medium,1926.9,0.151373,warm,200
6,graphgen,small,1707.5,0.005049,warm,200
7,fastfouriertransform,small,872.3,0.005308,warm,200
8,genmatrix,large,1373.0,0.001347,warm,200
9,resnet,small,1811.0,0.121079,warm,200
10,pagerank,small,1301.9,0.012707,warm,200
11,pagerank,medium,1312.7,0.053879,warm,200
12,genmatrix,medium,922.2,0.000359,warm,200
13,resnet,medium,1633.1,0.218262,warm,200
14,graphgen,small,928.5,0.002758,warm,200
15,matrixmul,medium,1948.3,0.507169,warm,200
16,grayscale,small,20.9,0.006941,warm,200
17,genmatrix,medium,488.8,0.000332,warm,200
18,fastfouriertransform,small,17.6,0.00494,warm,200
19,matrixmul,small,1559.8,0.005141,warm,200
20,linpack,medium,2281.7,0.668613,cold,200
21,resnet,medium,488.2,0.162454,warm,200
22,graphgen,large,655.9,0.098532,warm,200
23,mobilenet,large,1686.7,0.037954,warm,200
24,fastfouriertransform,medium,639.4,0.621571,warm,200
25,fastfouriertransform,large,545.4,0.004864,warm,200
26,grayscale,large,3082.1,2.753258,cold,200
27,resnet,medium,474.7,0.239467,warm,200
28,resnet,small,590.8,0.217743,warm,200
29,fastfouriertransform,small,139.7,0.004866,warm,200
30,genmatrix,medium,13.3,0.000292,warm,200
31,fastfouriertransform,small,17.4,0.004916,warm,200
32,fastfouriertransform,medium,635.1,0.62273,warm,200
33,grayscale,medium,2215.4,0.066242,cold,200
34,linpack,small,1535.6,0.005169,warm,200
35,linpack,medium,1429.2,0.645202,warm,200
36,genmatrix,large,60.5,0.001166,warm,200
37,grayscale,large,7360.0,2.704407,cold,200
38,fastfouriertransform,large,41.5,0.004809,warm,200
39,fetchdata,large,1698.9,0.130512,warm,200
40,genmatrix,small,9.1,0.000165,warm,200
41,mobilenet,medium,24.8,0.019458,warm,200
42,grayscale,large,6893.4,2.694654,cold,200
43,pagerank,small,20.3,0.011037,warm,200
44,linpack,small,541.8,0.005122,warm,200
45,genmatrix,small,6.6,0.000164,warm,200
46,linpack,medium,993.9,0.64915,warm,200
47,grayscale,small,745.4,0.012455,warm,200
48,genmatrix,large,54.5,0.001224,warm,200
49,linpack,small,698.8,0.005133,warm,200
50,mobilenet,medium,23.4,0.017868,warm,200
51,mobilenet,small,25.6,0.018661,warm,200
52,grayscale,small,246.2,0.012239,warm,200
53,genmatrix,large,54.4,0.001181,warm,200
54,pagerank,large,433.3,0.316307,warm,200
55,grayscale,large,8420.0,2.687835,cold,200
56,resnet,medium,126.5,0.121965,warm,200
57,resnet,medium,149.6,0.121854,warm,200
58,linpack,small,12.3,0.005117,warm,200
59,fetchdata,large,80.5,0.075395,warm,200
60,mobilenet,small,25.7,0.019621,warm,200
61,graphgen,small,33.7,0.003721,warm,200
62,fetchdata,large,80.2,0.075945,warm,200
63,fetchdata,large,79.0,0.074336,warm,200
64,matrixmul,large,204.0,0.005008,warm,200
65,fastfouriertransform,medium,653.0,0.639827,warm,200
66,matrixmul,large,18.2,0.005008,warm,200
67,mobilenet,large,24.5,0.019044,warm,200
68,grayscale,large,9884.1,2.710632,cold,200
69,graphgen,large,548.1,0.086891,warm,200
70,fastfouriertransform,large,158.7,0.004807,warm,200
71,pagerank,medium,66.5,0.046014,warm,200
72,linpack,small,12.2,0.005143,warm,200
73,grayscale,medium,3807.8,0.091949,cold,200
74,fetchdata,medium,86.9,0.075777,warm,200
