index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1938.8,0.007324,warm,200
1,grayscale,small,1660.6,0.018771,warm,200
2,genmatrix,small,2050.4,0.007734,cold,200
3,fastfouriertransform,large,1654.6,0.005198,warm,200
4,pagerank,small,1816.1,0.271455,warm,200
5,resnet,medium,2177.9,0.215793,cold,200
6,graphgen,small,1539.5,0.004308,warm,200
7,fastfouriertransform,small,1246.7,0.005309,warm,200
8,genmatrix,large,1492.1,0.000883,warm,200
9,resnet,small,2301.4,0.169213,cold,200
10,pagerank,small,1234.3,0.01256,warm,200
11,pagerank,medium,1232.9,0.04586,warm,200
12,genmatrix,medium,1108.0,0.000209,warm,200
13,resnet,medium,1730.2,0.170422,warm,200
14,graphgen,small,761.2,0.00285,warm,200
15,matrixmul,medium,2605.4,0.507947,cold,200
16,grayscale,small,169.3,0.006925,warm,200
17,genmatrix,medium,559.2,0.000232,warm,200
18,fastfouriertransform,small,161.0,0.005011,warm,200
19,matrixmul,small,2221.3,0.004993,cold,200
20,linpack,medium,3371.5,0.643898,cold,200
21,resnet,medium,757.5,0.180631,warm,200
22,graphgen,large,536.7,0.100971,warm,200
23,mobilenet,large,1955.6,0.035657,warm,200
24,fastfouriertransform,medium,670.6,0.655451,warm,200
25,fastfouriertransform,large,577.8,0.004891,warm,200
26,grayscale,large,2855.9,2.694196,cold,200
27,resnet,medium,678.1,0.17473,warm,200
28,resnet,small,747.5,0.16822,warm,200
29,fastfouriertransform,small,182.9,0.004927,warm,200
30,genmatrix,medium,10.1,0.000201,warm,200
31,fastfouriertransform,small,17.7,0.004961,warm,200
32,fastfouriertransform,medium,645.9,0.632683,warm,200
33,grayscale,medium,2141.6,0.05778,cold,200
34,linpack,small,1985.5,0.005071,warm,200
35,linpack,medium,1224.3,0.653398,warm,200
36,genmatrix,large,38.2,0.000833,warm,200
37,grayscale,large,7454.0,2.687794,cold,200
38,fastfouriertransform,large,52.9,0.004843,warm,200
39,fetchdata,large,1579.3,0.127171,warm,200
40,genmatrix,small,8.8,0.000128,warm,200
41,mobilenet,medium,187.3,0.020186,warm,200
42,grayscale,large,6779.4,2.704349,cold,200
43,pagerank,small,18.4,0.010032,warm,200
44,linpack,small,993.2,0.005047,warm,200
45,genmatrix,small,5.4,0.000123,warm,200
46,linpack,medium,1434.0,0.642866,warm,200
47,grayscale,small,657.1,0.006932,warm,200
48,genmatrix,large,35.8,0.000794,warm,200
49,linpack,small,477.9,0.005073,warm,200
50,mobilenet,medium,25.8,0.018292,warm,200
51,mobilenet,small,25.6,0.017677,warm,200
52,grayscale,small,166.2,0.006914,warm,200
53,genmatrix,large,38.5,0.000841,warm,200
54,pagerank,large,387.5,0.271407,warm,200
55,grayscale,large,8270.7,2.675795,cold,200
56,resnet,medium,354.6,0.347318,warm,200
57,resnet,medium,548.3,0.291434,warm,200
58,linpack,small,241.2,0.005093,warm,200
59,fetchdata,large,81.6,0.076901,warm,200
60,mobilenet,small,23.3,0.018407,warm,200
61,graphgen,small,27.2,0.002739,warm,200
62,fetchdata,large,80.1,0.07568,warm,200
63,fetchdata,large,80.6,0.076097,warm,200
64,matrixmul,large,22.9,0.007929,warm,200
65,fastfouriertransform,medium,622.8,0.609608,warm,200
66,matrixmul,large,23.1,0.007936,warm,200
67,mobilenet,large,22.4,0.017752,warm,200
68,grayscale,large,12340.8,2.672042,cold,200
69,graphgen,large,527.3,0.086022,warm,200
70,fastfouriertransform,large,128.9,0.004856,warm,200
71,pagerank,medium,68.1,0.045067,warm,200
72,linpack,small,12.8,0.005124,warm,200
73,grayscale,medium,3662.3,0.057929,cold,200
74,fetchdata,medium,85.1,0.076093,warm,200
75,graphgen,large,487.4,0.062859,warm,200
76,grayscale,large,14249.9,2.673599,cold,200
77,fetchdata,large,81.6,0.076273,warm,200
78,fastfouriertransform,large,18.1,0.00495,warm,200
79,grayscale,large,14013.7,2.683546,cold,200
80,pagerank,large,403.3,0.273709,warm,200
81,genmatrix,small,6.9,0.000135,warm,200
82,linpack,small,16.6,0.008917,warm,200
83,pagerank,large,454.8,0.286095,warm,200
84,graphgen,large,501.3,0.06337,warm,200
85,linpack,medium,658.9,0.65095,warm,200
86,graphgen,small,295.7,0.003207,warm,200
87,linpack,medium,1131.9,0.64133,warm,200
88,genmatrix,small,6.2,0.000118,warm,200
89,genmatrix,large,37.8,0.000891,warm,200
90,fastfouriertransform,small,26.8,0.011634,warm,200
91,mobilenet,small,46.9,0.040565,warm,200
92,pagerank,small,68.4,0.010382,warm,200
93,fetchdata,large,80.3,0.075455,warm,200
94,mobilenet,large,28.8,0.023671,warm,200
95,fetchdata,medium,79.7,0.07539,warm,200
96,pagerank,large,364.3,0.27996,warm,200
97,matrixmul,small,22.5,0.007475,warm,200
98,pagerank,large,524.6,0.275002,warm,200
99,genmatrix,large,36.4,0.000778,warm,200
100,grayscale,medium,1004.5,0.057278,warm,200
101,linpack,medium,657.8,0.649399,warm,200
102,pagerank,medium,185.7,0.049639,warm,200
103,fastfouriertransform,small,17.8,0.005075,warm,200
104,genmatrix,small,5.6,0.000104,warm,200
105,linpack,small,263.9,0.005038,warm,200
106,resnet,large,173.9,0.168055,warm,200
107,genmatrix,large,36.8,0.000805,warm,200
108,genmatrix,small,5.7,0.000105,warm,200
109,fastfouriertransform,large,91.6,0.005052,warm,200
110,graphgen,small,26.8,0.002857,warm,200
111,fastfouriertransform,small,18.3,0.005061,warm,200
112,linpack,small,12.7,0.00507,warm,200
113,pagerank,small,18.5,0.010328,warm,200
114,grayscale,large,2874.9,2.751936,cold,200
115,mobilenet,small,31.2,0.024457,warm,200
116,pagerank,small,18.6,0.010742,warm,200
117,resnet,large,169.9,0.164662,warm,200
118,mobilenet,small,29.8,0.023483,warm,200
119,mobilenet,medium,26.7,0.021597,warm,200
120,genmatrix,small,5.4,0.000104,warm,200
121,fastfouriertransform,large,22.9,0.004951,warm,200
122,matrixmul,medium,546.8,0.533612,warm,200
123,matrixmul,medium,968.7,0.504553,warm,200
124,mobilenet,large,28.4,0.022831,warm,200
125,graphgen,large,511.8,0.083939,warm,200
126,fastfouriertransform,small,21.8,0.004977,warm,200
127,matrixmul,large,571.7,0.005032,warm,200
128,linpack,small,12.9,0.005072,warm,200
129,genmatrix,small,6.0,0.000106,warm,200
130,genmatrix,large,67.2,0.000806,warm,200
131,mobilenet,small,27.7,0.022672,warm,200
132,matrixmul,small,79.6,0.005017,warm,200
133,grayscale,medium,996.6,0.079171,warm,200
134,genmatrix,small,6.9,0.000132,warm,200
135,mobilenet,large,30.0,0.022369,warm,200
136,fastfouriertransform,small,17.7,0.005041,warm,200
137,pagerank,small,26.2,0.015599,warm,200
138,fastfouriertransform,small,17.5,0.00498,warm,200
139,fetchdata,medium,80.1,0.075611,warm,200
140,mobilenet,medium,28.7,0.023359,warm,200
141,genmatrix,medium,12.9,0.000286,warm,200
142,graphgen,small,42.3,0.002674,warm,200
143,matrixmul,small,20.3,0.004991,warm,200
144,matrixmul,medium,522.5,0.507235,warm,200
145,mobilenet,medium,38.4,0.027406,warm,200
146,matrixmul,large,333.4,0.005048,warm,200
147,pagerank,large,389.5,0.295887,warm,200
