Date,Time,Power_W,Voltage_V,Current_A,Energy_kWh,Label
2026-08-13,12:14:35,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:36,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:37,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:38,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:39,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:40,65.6,242.7,0.519,0,unknown
2026-08-13,12:14:41,64.9,243.2,0.517,0,unknown
2026-08-13,12:14:42,64.9,243.2,0.517,0,unknown
2026-08-13,12:14:43,64.9,243.2,0.517,0,unknown
2026-08-13,12:14:44,64.9,243.2,0.517,0,unknown
2026-08-13,12:14:45,64.9,243.2,0.517,0,unknown
2026-08-13,12:14:46,66.3,243.3,0.525,0,unknown
2026-08-13,12:14:47,66.3,243.3,0.525,0,unknown
2026-08-13,12:14:48,66.3,243.3,0.525,0,unknown
2026-08-13,12:14:49,66.3,243.3,0.525,0,unknown
2026-08-13,12:14:50,66.3,243.3,0.525,0,unknown
2026-08-13,12:14:51,65.3,243.4,0.522,0,unknown
2026-08-13,12:14:52,65.3,243.4,0.522,0,unknown
2026-08-13,12:14:53,65.3,243.4,0.522,0,unknown
2026-08-13,12:14:54,65.3,243.4,0.522,0,unknown
2026-08-13,12:14:55,65.3,243.4,0.522,0,unknown
2026-08-13,12:14:56,65.6,243.3,0.518,0,unknown
2026-08-13,12:14:57,65.6,243.3,0.518,0,unknown
2026-08-13,12:14:58,65.6,243.3,0.518,0,unknown
2026-08-13,12:14:59,65.6,243.3,0.518,0,unknown
2026-08-13,12:15:00,65.6,243.3,0.518,0,unknown
2026-08-13,12:15:01,66.9,243.4,0.53,0,unknown
2026-08-13,12:15:02,66.9,243.4,0.53,0,unknown
2026-08-13,12:15:03,66.9,243.4,0.53,0,unknown
2026-08-13,12:15:04,66.9,243.4,0.53,0,unknown
2026-08-13,12:15:05,66.9,243.4,0.53,0,unknown
2026-08-13,12:15:06,65.5,243.4,0.519,0,unknown
2026-08-13,12:15:07,65.5,243.4,0.519,0,unknown
2026-08-13,12:15:08,65.5,243.4,0.519,0,unknown
2026-08-13,12:15:09,65.5,243.4,0.519,0,adaptive_1s_rep1
2026-08-13,12:15:10,65.5,243.4,0.519,0,adaptive_1s_rep1
2026-08-13,12:15:11,65.1,243.2,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:12,65.1,243.2,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:13,65.1,243.2,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:14,65.1,243.2,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:15,65.1,243.2,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:16,66.4,243.4,0.529,0,adaptive_1s_rep1
2026-08-13,12:15:17,66.4,243.4,0.529,0,adaptive_1s_rep1
2026-08-13,12:15:18,66.4,243.4,0.529,0,adaptive_1s_rep1
2026-08-13,12:15:19,66.4,243.4,0.529,0,adaptive_1s_rep1
2026-08-13,12:15:20,66.4,243.4,0.529,0,adaptive_1s_rep1
2026-08-13,12:15:21,64.5,243.4,0.514,0,adaptive_1s_rep1
2026-08-13,12:15:22,64.5,243.4,0.514,0,adaptive_1s_rep1
2026-08-13,12:15:23,64.5,243.4,0.514,0,adaptive_1s_rep1
2026-08-13,12:15:25,64.5,243.4,0.514,0,adaptive_1s_rep1
2026-08-13,12:15:26,64.5,243.4,0.514,0,adaptive_1s_rep1
2026-08-13,12:15:27,65.5,242.9,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:28,65.5,242.9,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:29,65.5,242.9,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:30,65.5,242.9,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:31,65.5,242.9,0.521,0,adaptive_1s_rep1
2026-08-13,12:15:32,64.8,243.5,0.516,0,adaptive_1s_rep1
2026-08-13,12:15:33,64.8,243.5,0.516,0,adaptive_1s_rep1
2026-08-13,12:15:34,64.8,243.5,0.516,0,adaptive_1s_rep1
2026-08-13,12:15:35,64.8,243.5,0.516,0,adaptive_1s_rep1
2026-08-13,12:15:36,64.8,243.5,0.516,0,idle
2026-08-13,12:15:37,65.9,243.3,0.522,0,idle
2026-08-13,12:15:38,65.9,243.3,0.522,0,idle
2026-08-13,12:15:39,65.9,243.3,0.522,0,idle
2026-08-13,12:15:40,65.9,243.3,0.522,0,idle
2026-08-13,12:15:41,65.9,243.3,0.522,0,idle
2026-08-13,12:15:42,73.2,243.1,0.56,0,idle
2026-08-13,12:15:43,73.2,243.1,0.56,0,idle
2026-08-13,12:15:44,73.2,243.1,0.56,0,idle
2026-08-13,12:15:45,73.2,243.1,0.56,0,idle
2026-08-13,12:15:46,67.1,243.4,0.532,0,idle
2026-08-13,12:15:47,67.1,243.4,0.532,0,idle
2026-08-13,12:15:48,67.1,243.4,0.532,0,idle
2026-08-13,12:15:49,67.1,243.4,0.532,0,idle
2026-08-13,12:15:50,67.1,243.4,0.532,0,idle
2026-08-13,12:15:51,67.0,243.2,0.53,0,idle
2026-08-13,12:15:52,67.0,243.2,0.53,0,idle
2026-08-13,12:15:53,67.0,243.2,0.53,0,idle
2026-08-13,12:15:54,67.0,243.2,0.53,0,idle
2026-08-13,12:15:55,67.0,243.2,0.53,0,idle
2026-08-13,12:15:56,72.4,243.2,0.563,0,idle
2026-08-13,12:15:57,72.4,243.2,0.563,0,idle
2026-08-13,12:15:58,72.4,243.2,0.563,0,idle
2026-08-13,12:15:59,72.4,243.2,0.563,0,idle
2026-08-13,12:16:00,72.4,243.2,0.563,0,idle
2026-08-13,12:16:01,68.3,243.2,0.537,0,idle
2026-08-13,12:16:02,68.3,243.2,0.537,0,idle
2026-08-13,12:16:03,68.3,243.2,0.537,0,idle
2026-08-13,12:16:04,68.3,243.2,0.537,0,idle
2026-08-13,12:16:05,68.3,243.2,0.537,0,idle
2026-08-13,12:16:06,71.1,243.3,0.553,0,idle
2026-08-13,12:16:07,71.1,243.3,0.553,0,idle
2026-08-13,12:16:08,71.1,243.3,0.553,0,idle
2026-08-13,12:16:09,71.1,243.3,0.553,0,idle
2026-08-13,12:16:10,71.1,243.3,0.553,0,idle
2026-08-13,12:16:11,67.0,243.0,0.536,0,idle
2026-08-13,12:16:12,67.0,243.0,0.536,0,idle
2026-08-13,12:16:13,67.0,243.0,0.536,0,idle
2026-08-13,12:16:14,67.0,243.0,0.536,0,idle
2026-08-13,12:16:15,67.0,243.0,0.536,0,idle
2026-08-13,12:16:16,66.2,243.3,0.528,0,idle
2026-08-13,12:16:17,66.2,243.3,0.528,0,idle
2026-08-13,12:16:18,66.2,243.3,0.528,0,idle
2026-08-13,12:16:19,66.2,243.3,0.528,0,idle
2026-08-13,12:16:20,66.2,243.3,0.528,0,idle
2026-08-13,12:16:21,68.0,243.8,0.533,0,idle
2026-08-13,12:16:22,68.0,243.8,0.533,0,idle
2026-08-13,12:16:23,68.0,243.8,0.533,0,idle
2026-08-13,12:16:24,68.0,243.8,0.533,0,idle
2026-08-13,12:16:25,68.0,243.8,0.533,0,idle
2026-08-13,12:16:26,66.7,243.9,0.531,0,idle
2026-08-13,12:16:27,66.7,243.9,0.531,0,idle
2026-08-13,12:16:28,66.7,243.9,0.531,0,idle
2026-08-13,12:16:29,66.7,243.9,0.531,0,idle
2026-08-13,12:16:30,66.7,243.9,0.531,0,idle
2026-08-13,12:16:31,67.0,243.1,0.535,0,idle
2026-08-13,12:16:32,67.0,243.1,0.535,0,idle
2026-08-13,12:16:33,67.0,243.1,0.535,0,idle
2026-08-13,12:16:34,67.0,243.1,0.535,0,idle
2026-08-13,12:16:35,67.0,243.1,0.535,0,idle
2026-08-13,12:16:36,68.5,243.2,0.541,0,idle
2026-08-13,12:16:37,68.5,243.2,0.541,0,idle
2026-08-13,12:16:38,68.5,243.2,0.541,0,idle
2026-08-13,12:16:39,68.5,243.2,0.541,0,idle
2026-08-13,12:16:40,68.5,243.2,0.541,0,idle
2026-08-13,12:16:41,66.8,242.7,0.533,0,idle
2026-08-13,12:16:42,66.8,242.7,0.533,0,idle
2026-08-13,12:16:43,66.8,242.7,0.533,0,idle
2026-08-13,12:16:44,66.8,242.7,0.533,0,idle
2026-08-13,12:16:45,66.8,242.7,0.533,0,idle
2026-08-13,12:16:46,66.9,242.9,0.53,0,idle
2026-08-13,12:16:47,66.9,242.9,0.53,0,idle
2026-08-13,12:16:48,66.9,242.9,0.53,0,idle
2026-08-13,12:16:49,66.9,242.9,0.53,0,idle
2026-08-13,12:16:50,66.9,242.9,0.53,0,idle
2026-08-13,12:16:51,67.7,243.1,0.537,0,idle
2026-08-13,12:16:52,67.7,243.1,0.537,0,idle
2026-08-13,12:16:53,67.7,243.1,0.537,0,idle
2026-08-13,12:16:54,67.7,243.1,0.537,0,idle
2026-08-13,12:16:55,67.7,243.1,0.537,0,idle
2026-08-13,12:16:56,66.0,242.9,0.526,0,idle
2026-08-13,12:16:57,66.0,242.9,0.526,0,idle
2026-08-13,12:16:58,66.0,242.9,0.526,0,idle
2026-08-13,12:16:59,66.0,242.9,0.526,0,idle
2026-08-13,12:17:00,66.0,242.9,0.526,0,idle
2026-08-13,12:17:01,65.9,243.5,0.526,0,idle
2026-08-13,12:17:02,65.9,243.5,0.526,0,idle
2026-08-13,12:17:03,65.9,243.5,0.526,0,idle
2026-08-13,12:17:04,65.9,243.5,0.526,0,idle
2026-08-13,12:17:05,65.9,243.5,0.526,0,idle
2026-08-13,12:17:06,66.9,243.0,0.532,0,idle
2026-08-13,12:17:07,66.9,243.0,0.532,0,idle
2026-08-13,12:17:08,66.9,243.0,0.532,0,idle
2026-08-13,12:17:09,66.9,243.0,0.532,0,idle
2026-08-13,12:17:10,66.9,243.0,0.532,0,idle
2026-08-13,12:17:11,69.4,242.6,0.547,0,idle
2026-08-13,12:17:12,69.4,242.6,0.547,0,idle
2026-08-13,12:17:13,69.4,242.6,0.547,0,idle
2026-08-13,12:17:14,69.4,242.6,0.547,0,idle
2026-08-13,12:17:15,69.4,242.6,0.547,0,idle
2026-08-13,12:17:16,67.1,243.1,0.534,0,idle
2026-08-13,12:17:17,67.1,243.1,0.534,0,idle
2026-08-13,12:17:18,67.1,243.1,0.534,0,idle
2026-08-13,12:17:19,67.1,243.1,0.534,0,idle
2026-08-13,12:17:20,67.1,243.1,0.534,0,idle
2026-08-13,12:17:21,67.9,242.8,0.538,0,idle
2026-08-13,12:17:22,67.9,242.8,0.538,0,idle
2026-08-13,12:17:23,67.9,242.8,0.538,0,idle
2026-08-13,12:17:24,67.9,242.8,0.538,0,idle
2026-08-13,12:17:25,67.9,242.8,0.538,0,idle
2026-08-13,12:17:26,68.7,242.7,0.544,0,idle
2026-08-13,12:17:27,68.7,242.7,0.544,0,idle
2026-08-13,12:17:28,68.7,242.7,0.544,0,idle
2026-08-13,12:17:29,68.7,242.7,0.544,0,idle
2026-08-13,12:17:30,68.7,242.7,0.544,0,idle
2026-08-13,12:17:31,66.2,242.7,0.528,0,idle
2026-08-13,12:17:32,66.2,242.7,0.528,0,idle
2026-08-13,12:17:34,66.2,242.7,0.528,0,idle
2026-08-13,12:17:35,66.2,242.7,0.528,0,idle
2026-08-13,12:17:36,66.2,242.7,0.528,0,idle
2026-08-13,12:17:37,67.8,243.1,0.538,0,idle
2026-08-13,12:17:38,67.8,243.1,0.538,0,idle
2026-08-13,12:17:39,67.8,243.1,0.538,0,idle
