request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1652.18,1652.16,0.02,6.56,1645.61,True,,0.0,4.02,0.01,2.52,6.55,1
1,genmatrix,small,cold,200,1381.2,1379.82,1.38,6.4,1373.43,True,,0.0,0.02,,6.37,6.4,2
2,fetchdata,small,cold,200,1735.28,1735.26,0.02,130.15,1605.12,True,130.1,0.0,0.03,0.0,,130.14,3
3,fastfouriertransform,large,cold,200,1071.7,1071.67,0.03,4.86,1066.81,False,,0.0,4.0,0.01,0.84,4.86,4
4,linpack,small,cold,200,1368.98,1368.96,0.02,5.39,1363.57,True,,0.0,0.34,4.17,0.87,5.39,5
5,linpack,medium,cold,200,1826.93,1826.91,0.02,651.58,1175.33,False,,0.0,0.4,4.02,647.15,651.58,6
6,fastfouriertransform,small,warm,200,465.36,465.35,0.02,4.87,460.48,False,,0.0,4.0,0.01,0.86,4.87,7
7,fastfouriertransform,small,warm,200,259.63,259.62,0.02,4.82,254.79,False,,0.0,3.92,0.01,0.89,4.82,8
8,fetchdata,large,warm,200,617.62,617.6,0.02,79.82,537.78,False,79.79,0.0,0.03,0.0,,79.82,8
9,linpack,small,cold,200,1034.23,1034.21,0.02,5.25,1028.96,False,,0.0,0.41,4.04,0.79,5.25,5
10,linpack,small,warm,200,828.47,828.46,0.01,5.29,823.17,False,,0.0,0.41,4.09,0.78,5.29,6
11,linpack,medium,warm,200,1285.64,1285.63,0.01,649.37,636.26,False,,0.0,0.35,4.04,644.97,649.37,5
12,fetchdata,medium,warm,200,83.29,83.27,0.02,76.19,7.07,False,76.16,0.0,0.02,0.0,,76.19,5
13,linpack,medium,warm,200,1531.56,1531.53,0.03,643.75,887.78,False,,0.0,0.35,4.03,639.36,643.74,5
14,fastfouriertransform,small,warm,200,46.11,46.1,0.02,7.67,38.42,False,,0.0,6.56,0.01,1.09,7.67,6
15,matrixmul,medium,cold,200,1854.43,1849.49,4.94,506.11,1343.38,True,,0.0,0.38,4.04,501.68,506.11,3
16,genmatrix,small,warm,200,9.39,7.99,1.4,0.11,7.88,False,,0.0,0.02,,0.09,0.11,4
17,fetchdata,medium,warm,200,85.26,85.24,0.02,77.78,7.47,False,77.74,0.0,0.02,0.0,,77.77,4
18,fastfouriertransform,small,warm,200,21.3,21.3,0.01,4.82,16.47,False,,0.0,4.06,0.01,0.76,4.82,3
19,matrixmul,small,cold,200,1065.63,1064.22,1.41,4.88,1059.34,False,,0.0,0.34,3.98,0.55,4.88,3
20,genmatrix,medium,warm,200,15.19,11.81,3.38,0.26,11.55,False,,0.0,0.03,,0.23,0.26,4
21,linpack,medium,warm,200,718.68,718.67,0.01,707.38,11.29,False,,0.0,0.44,4.56,702.37,707.38,3
22,fastfouriertransform,large,warm,200,38.54,38.53,0.02,4.66,33.87,False,,0.0,3.91,0.0,0.74,4.66,4
23,matrixmul,large,warm,200,275.36,275.34,0.02,4.87,270.47,False,,0.0,0.33,3.98,0.55,4.87,4
24,fastfouriertransform,medium,warm,200,645.8,645.78,0.02,608.22,37.56,False,,0.0,3.88,0.0,604.34,608.22,5
25,fastfouriertransform,large,warm,200,453.18,453.16,0.02,4.57,448.59,False,,0.0,3.83,0.0,0.73,4.57,2
26,genmatrix,large,warm,200,39.32,31.19,8.13,0.86,30.32,False,,0.0,0.02,,0.83,0.86,3
27,linpack,medium,warm,200,657.06,657.04,0.02,645.15,11.89,False,,0.0,0.35,3.99,640.8,645.15,3
28,linpack,small,warm,200,464.13,464.11,0.02,5.04,459.06,False,,0.0,0.33,3.99,0.72,5.04,2
29,fastfouriertransform,small,warm,200,24.73,24.72,0.01,4.61,20.11,False,,0.0,3.88,0.0,0.73,4.61,3
30,fetchdata,medium,warm,200,83.53,83.51,0.02,77.1,6.41,False,77.07,0.0,0.02,0.0,,77.1,3
31,fastfouriertransform,small,warm,200,43.98,43.96,0.02,7.26,36.7,False,,0.0,6.17,0.0,1.08,7.26,1
32,fastfouriertransform,medium,warm,200,663.51,663.49,0.02,626.84,36.65,False,,0.0,6.13,0.0,620.71,626.84,1
33,genmatrix,medium,warm,200,16.55,14.15,2.4,0.29,13.86,False,,0.0,0.03,,0.26,0.29,2
34,genmatrix,small,warm,200,10.74,9.06,1.68,0.15,8.9,False,,0.0,0.03,,0.12,0.15,2
35,genmatrix,medium,warm,200,17.95,13.89,4.06,0.3,13.6,False,,0.0,0.03,,0.26,0.3,2
36,fetchdata,large,warm,200,84.4,84.38,0.02,77.41,6.97,False,77.38,0.0,0.02,0.0,,77.41,1
37,genmatrix,large,warm,200,55.19,46.71,8.48,1.2,45.52,False,,0.0,0.04,,1.15,1.2,1
38,fastfouriertransform,large,warm,200,35.72,35.71,0.01,4.59,31.12,False,,0.0,3.87,0.0,0.71,4.59,1
39,fetchdata,large,warm,200,82.93,82.91,0.02,75.74,7.17,False,75.71,0.0,0.02,0.0,,75.74,1
40,fetchdata,small,warm,200,84.53,84.51,0.02,77.49,7.02,False,77.46,0.0,0.03,0.0,,77.49,1
41,matrixmul,medium,warm,200,527.65,523.36,4.29,506.79,16.57,False,,0.0,0.38,3.97,502.43,506.79,1
42,genmatrix,large,warm,200,41.43,33.82,7.61,0.84,32.98,False,,0.0,0.02,,0.81,0.83,2
43,linpack,small,warm,200,16.94,16.92,0.02,5.09,11.83,False,,0.0,0.35,4.0,0.74,5.09,2
44,genmatrix,small,warm,200,7.99,6.68,1.31,0.1,6.57,False,,0.0,0.02,,0.08,0.1,1
45,fetchdata,small,warm,200,85.36,85.34,0.02,77.94,7.39,False,77.92,0.0,0.02,0.0,,77.94,1
46,genmatrix,medium,warm,200,15.13,10.81,4.32,0.2,10.61,False,,0.0,0.02,,0.18,0.2,1
47,genmatrix,small,warm,200,8.9,7.31,1.59,0.1,7.2,False,,0.0,0.02,,0.08,0.1,1
48,fetchdata,large,warm,200,82.94,82.92,0.02,76.47,6.45,False,76.44,0.0,0.02,0.0,,76.46,1
49,genmatrix,small,warm,200,8.58,7.07,1.51,0.1,6.96,False,,0.0,0.02,,0.08,0.1,1
50,matrixmul,medium,warm,200,529.22,524.54,4.68,508.3,16.24,False,,0.0,0.36,3.97,503.96,508.3,1
51,matrixmul,small,warm,200,339.81,339.8,0.01,4.9,334.9,False,,0.0,0.33,4.01,0.56,4.9,2
52,genmatrix,small,warm,200,8.47,7.57,0.89,0.11,7.47,False,,0.0,0.02,,0.08,0.1,3
53,fetchdata,large,warm,200,84.6,84.58,0.02,78.55,6.03,False,78.52,0.0,0.02,0.0,,78.55,1
54,linpack,large,warm,200,16.77,16.75,0.02,5.05,11.7,False,,0.0,0.35,3.97,0.73,5.05,1
55,genmatrix,large,warm,200,40.37,32.25,8.12,0.8,31.45,False,,0.0,0.02,,0.78,0.8,1
56,linpack,medium,warm,200,691.47,691.45,0.02,678.87,12.58,False,,0.0,0.37,3.98,674.52,678.87,1
