index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1915.1,0.00756,warm,200
1,grayscale,small,1663.8,0.016515,warm,200
2,genmatrix,small,1707.1,0.00804,warm,200
3,fastfouriertransform,large,19.0,0.005027,warm,200
4,pagerank,small,2032.3,0.259415,cold,200
5,resnet,medium,2012.3,0.174482,cold,200
6,graphgen,small,1384.4,0.004154,warm,200
7,fastfouriertransform,small,21.4,0.007476,warm,200
8,genmatrix,large,55.4,0.001716,warm,200
9,resnet,small,125.4,0.120918,warm,200
10,pagerank,small,26.1,0.016676,warm,200
11,pagerank,medium,126.4,0.049158,warm,200
12,genmatrix,medium,13.3,0.000289,warm,200
13,resnet,medium,154.2,0.14526,warm,200
14,graphgen,small,26.8,0.002772,warm,200
15,matrixmul,medium,1892.6,0.523582,warm,200
16,grayscale,small,14.5,0.007318,warm,200
17,genmatrix,medium,10.3,0.000199,warm,200
18,fastfouriertransform,small,21.7,0.004958,warm,200
19,matrixmul,small,18.7,0.005024,warm,200
20,linpack,medium,2512.5,0.68749,cold,200
21,resnet,medium,125.4,0.120446,warm,200
22,graphgen,large,553.3,0.124884,warm,200
23,mobilenet,large,1609.8,0.052562,warm,200
24,fastfouriertransform,medium,660.3,0.646318,warm,200
25,fastfouriertransform,large,18.1,0.005014,warm,200
26,grayscale,large,2846.8,2.733357,cold,200
27,resnet,medium,153.5,0.148278,warm,200
28,resnet,small,125.8,0.121303,warm,200
29,fastfouriertransform,small,21.1,0.004922,warm,200
30,genmatrix,medium,10.1,0.0002,warm,200
31,fastfouriertransform,small,25.2,0.007742,warm,200
32,fastfouriertransform,medium,654.5,0.637415,warm,200
33,grayscale,medium,68.0,0.057436,warm,200
34,linpack,small,12.9,0.005142,warm,200
35,linpack,medium,682.0,0.673987,warm,200
36,genmatrix,large,40.0,0.000781,warm,200
37,grayscale,large,2824.1,2.713909,cold,200
38,fastfouriertransform,large,24.0,0.007678,warm,200
39,fetchdata,large,1629.7,0.132687,warm,200
40,genmatrix,small,5.0,0.000113,warm,200
41,mobilenet,medium,25.6,0.018513,warm,200
42,grayscale,large,2808.1,2.697036,cold,200
43,pagerank,small,98.7,0.015744,warm,200
