index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1871.9,0.006498,warm,200
1,grayscale,small,1410.5,0.016788,warm,200
2,genmatrix,small,1462.6,0.007868,warm,200
3,fastfouriertransform,large,18.2,0.005025,warm,200
4,pagerank,small,1702.5,0.25472,warm,200
5,resnet,medium,1694.2,0.131293,warm,200
6,graphgen,small,1951.4,0.005085,warm,200
7,fastfouriertransform,small,21.1,0.007861,warm,200
8,genmatrix,large,49.8,0.001709,warm,200
9,resnet,small,145.5,0.138786,warm,200
10,pagerank,small,27.4,0.017276,warm,200
11,pagerank,medium,121.5,0.048398,warm,200
12,genmatrix,medium,10.4,0.000205,warm,200
13,resnet,medium,124.0,0.119029,warm,200
14,graphgen,small,39.3,0.004375,warm,200
15,matrixmul,medium,2364.6,0.511003,cold,200
16,grayscale,small,12.3,0.006899,warm,200
17,genmatrix,medium,12.3,0.00027,warm,200
18,fastfouriertransform,small,18.8,0.005041,warm,200
19,matrixmul,small,17.6,0.005021,warm,200
20,linpack,medium,2091.4,0.677265,cold,200
21,resnet,medium,197.0,0.19101,warm,200
22,graphgen,large,525.0,0.098258,warm,200
23,mobilenet,large,1963.9,0.034629,warm,200
24,fastfouriertransform,medium,667.9,0.654206,warm,200
25,fastfouriertransform,large,18.1,0.004957,warm,200
26,grayscale,large,2889.0,2.711455,cold,200
27,resnet,medium,140.8,0.135328,warm,200
28,resnet,small,124.0,0.119219,warm,200
29,fastfouriertransform,small,20.8,0.004977,warm,200
30,genmatrix,medium,13.7,0.000289,warm,200
31,fastfouriertransform,small,21.5,0.007755,warm,200
32,fastfouriertransform,medium,651.4,0.638015,warm,200
33,grayscale,medium,104.5,0.084017,warm,200
34,linpack,small,12.9,0.005437,warm,200
35,linpack,medium,650.7,0.642818,warm,200
36,genmatrix,large,35.7,0.000767,warm,200
37,grayscale,large,2901.7,2.721477,cold,200
38,fastfouriertransform,large,26.2,0.007745,warm,200
39,fetchdata,large,1592.8,0.123389,warm,200
40,genmatrix,small,6.3,0.00015,warm,200
41,mobilenet,medium,32.0,0.023465,warm,200
42,grayscale,large,2868.7,2.689067,cold,200
43,pagerank,small,18.2,0.01037,warm,200
44,linpack,small,13.2,0.005111,warm,200
45,genmatrix,small,5.1,0.000121,warm,200
46,linpack,medium,697.8,0.689422,warm,200
47,grayscale,small,11.8,0.00691,warm,200
48,genmatrix,large,50.7,0.001188,warm,200
49,linpack,small,12.8,0.005121,warm,200
50,mobilenet,medium,28.9,0.023031,warm,200
51,mobilenet,small,30.5,0.024779,warm,200
52,grayscale,small,13.4,0.006961,warm,200
53,genmatrix,large,35.0,0.000774,warm,200
54,pagerank,large,404.5,0.292871,warm,200
55,grayscale,large,2894.9,2.713258,cold,200
56,resnet,medium,124.5,0.11954,warm,200
57,resnet,medium,124.2,0.119327,warm,200
58,linpack,small,16.2,0.008212,warm,200
59,fetchdata,large,89.3,0.083768,warm,200
60,mobilenet,small,28.5,0.023482,warm,200
61,graphgen,small,26.6,0.002779,warm,200
62,fetchdata,large,87.9,0.083011,warm,200
63,fetchdata,large,90.9,0.084129,warm,200
64,matrixmul,large,18.6,0.004992,warm,200
65,fastfouriertransform,medium,621.2,0.603373,warm,200
66,matrixmul,large,23.7,0.008013,warm,200
67,mobilenet,large,28.1,0.01797,warm,200
68,grayscale,large,2952.8,2.729959,cold,200
