index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,3711.9,0.007202,cold,200
1,grayscale,small,2812.1,0.016803,cold,200
2,genmatrix,small,4862.4,0.009106,cold,200
3,fastfouriertransform,large,716.1,0.00496,warm,200
4,pagerank,small,3221.9,0.248477,cold,200
5,resnet,medium,2222.1,0.129583,cold,200
6,graphgen,small,3255.1,0.00613,cold,200
7,fastfouriertransform,small,20.3,0.004937,warm,200
8,genmatrix,large,36.2,0.001167,warm,200
9,resnet,small,123.7,0.119124,warm,200
10,pagerank,small,225.7,0.0107,warm,200
11,pagerank,medium,104.0,0.043114,warm,200
12,genmatrix,medium,13.8,0.000289,warm,200
13,resnet,medium,150.2,0.143795,warm,200
14,graphgen,small,27.7,0.002743,warm,200
15,matrixmul,medium,4909.5,0.572209,cold,200
16,grayscale,small,18.5,0.010936,warm,200
17,genmatrix,medium,10.8,0.000204,warm,200
18,fastfouriertransform,small,26.5,0.00784,warm,200
19,matrixmul,small,919.1,0.00501,warm,200
20,linpack,medium,6487.3,0.683033,cold,200
21,resnet,medium,156.4,0.147833,warm,200
22,graphgen,large,561.1,0.126059,warm,200
23,mobilenet,large,2119.6,0.059325,cold,200
24,fastfouriertransform,medium,615.2,0.601731,warm,200
25,fastfouriertransform,large,21.7,0.005012,warm,200
26,grayscale,large,2889.9,2.710267,cold,200
27,resnet,medium,153.4,0.147788,warm,200
28,resnet,small,125.4,0.119979,warm,200
29,fastfouriertransform,small,20.9,0.007689,warm,200
30,genmatrix,medium,10.0,0.000206,warm,200
31,fastfouriertransform,small,25.8,0.007732,warm,200
32,fastfouriertransform,medium,693.0,0.674757,warm,200
33,grayscale,medium,70.8,0.057337,warm,200
34,linpack,small,18.5,0.008479,warm,200
35,linpack,medium,686.7,0.678994,warm,200
36,genmatrix,large,37.2,0.000793,warm,200
37,grayscale,large,2933.0,2.750647,cold,200
38,fastfouriertransform,large,21.2,0.007719,warm,200
39,fetchdata,large,2448.7,0.127398,cold,200
40,genmatrix,small,5.6,0.000113,warm,200
41,mobilenet,medium,24.6,0.018159,warm,200
42,grayscale,large,2876.9,2.698357,cold,200
43,pagerank,small,18.0,0.009867,warm,200
44,linpack,small,16.7,0.008239,warm,200
45,genmatrix,small,5.8,0.00012,warm,200
46,linpack,medium,653.9,0.645236,warm,200
47,grayscale,small,11.7,0.00688,warm,200
48,genmatrix,large,35.5,0.00078,warm,200
49,linpack,small,12.7,0.005103,warm,200
50,mobilenet,medium,26.6,0.017778,warm,200
51,mobilenet,small,24.0,0.017789,warm,200
52,grayscale,small,12.1,0.006924,warm,200
53,genmatrix,large,50.7,0.001168,warm,200
54,pagerank,large,359.0,0.279156,warm,200
55,grayscale,large,2895.4,2.717879,cold,200
56,resnet,medium,202.9,0.197676,warm,200
57,resnet,medium,124.7,0.119898,warm,200
58,linpack,small,12.2,0.005153,warm,200
59,fetchdata,large,81.9,0.076709,warm,200
60,mobilenet,small,24.3,0.017659,warm,200
61,graphgen,small,38.7,0.004345,warm,200
62,fetchdata,large,81.7,0.076436,warm,200
63,fetchdata,large,80.1,0.075574,warm,200
64,matrixmul,large,17.9,0.005021,warm,200
65,fastfouriertransform,medium,657.4,0.644164,warm,200
66,matrixmul,large,16.7,0.005011,warm,200
67,mobilenet,large,31.4,0.025917,warm,200
68,grayscale,large,2863.7,2.682054,cold,200
69,graphgen,large,526.2,0.095956,warm,200
70,fastfouriertransform,large,24.9,0.007663,warm,200
71,pagerank,medium,69.4,0.046035,warm,200
72,linpack,small,20.6,0.008083,warm,200
73,grayscale,medium,83.2,0.057436,warm,200
74,fetchdata,medium,134.6,0.128884,warm,200
75,graphgen,large,522.4,0.087025,warm,200
76,grayscale,large,2884.5,2.706291,cold,200
77,fetchdata,large,81.8,0.077454,warm,200
78,fastfouriertransform,large,25.0,0.007707,warm,200
79,grayscale,large,2858.5,2.676987,cold,200
80,pagerank,large,438.4,0.277321,warm,200
81,genmatrix,small,6.6,0.000131,warm,200
82,linpack,small,16.2,0.008325,warm,200
83,pagerank,large,355.6,0.277444,warm,200
84,graphgen,large,487.2,0.062988,warm,200
85,linpack,medium,685.7,0.678279,warm,200
86,graphgen,small,26.3,0.002757,warm,200
