index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1646.2,0.010436,warm,200
1,grayscale,small,2037.0,0.028073,cold,200
2,genmatrix,small,1480.9,0.00641,warm,200
3,fastfouriertransform,large,2181.6,0.004949,cold,200
4,pagerank,small,2131.5,0.376661,cold,200
5,resnet,medium,1890.4,0.2053,warm,200
6,graphgen,small,1594.6,0.004856,warm,200
7,fastfouriertransform,small,1992.7,0.004971,warm,200
8,genmatrix,large,1231.9,0.000825,warm,200
9,resnet,small,2199.5,0.312525,cold,200
10,pagerank,small,1845.8,0.013744,warm,200
11,pagerank,medium,1952.8,0.048947,warm,200
12,genmatrix,medium,987.7,0.000252,warm,200
13,resnet,medium,2186.5,0.190293,cold,200
14,graphgen,small,1217.7,0.003006,warm,200
15,matrixmul,medium,1983.9,0.506681,warm,200
16,grayscale,small,1306.8,0.007158,warm,200
17,genmatrix,medium,749.0,0.000192,warm,200
18,fastfouriertransform,small,1436.9,0.004976,warm,200
19,matrixmul,small,1272.3,0.005619,warm,200
20,linpack,medium,2260.6,0.645133,cold,200
21,resnet,medium,1908.8,0.121674,warm,200
22,graphgen,large,1356.6,0.101998,warm,200
23,mobilenet,large,2331.7,0.053693,cold,200
24,fastfouriertransform,medium,1762.7,0.61337,warm,200
25,fastfouriertransform,large,1098.6,0.004956,warm,200
26,grayscale,large,6421.0,2.691995,cold,200
27,resnet,medium,1730.5,0.120571,warm,200
28,resnet,small,931.6,0.188174,warm,200
29,fastfouriertransform,small,207.1,0.005143,warm,200
30,genmatrix,medium,93.9,0.000274,warm,200
31,fastfouriertransform,small,113.8,0.005021,warm,200
32,fastfouriertransform,medium,725.0,0.661604,warm,200
33,grayscale,medium,517.1,0.061949,warm,200
34,linpack,small,1575.4,0.005172,warm,200
35,linpack,medium,2179.8,0.654087,cold,200
36,genmatrix,large,35.2,0.000754,warm,200
37,grayscale,large,5926.7,2.730342,cold,200
38,fastfouriertransform,large,1069.5,0.004915,warm,200
39,fetchdata,large,2105.5,0.14491,cold,200
40,genmatrix,small,6.3,0.000124,warm,200
41,mobilenet,medium,1471.7,0.017964,warm,200
42,grayscale,large,8419.2,2.6847,cold,200
43,pagerank,small,352.0,0.011247,warm,200
44,linpack,small,1736.5,0.005168,warm,200
45,genmatrix,small,5.7,0.000187,warm,200
46,linpack,medium,2303.2,0.665909,cold,200
47,grayscale,small,5309.9,0.007158,cold,200
48,genmatrix,large,37.5,0.000814,warm,200
49,linpack,small,820.2,0.005142,warm,200
50,mobilenet,medium,1074.7,0.017591,warm,200
51,mobilenet,small,990.8,0.017732,warm,200
52,grayscale,small,5067.1,0.007021,cold,200
53,genmatrix,large,34.4,0.000815,warm,200
54,pagerank,large,344.5,0.266457,warm,200
55,grayscale,large,21473.5,2.671629,cold,200
56,resnet,medium,403.1,0.12112,warm,200
57,resnet,medium,484.6,0.130548,warm,200
58,linpack,small,3032.1,0.005355,cold,200
59,fetchdata,large,1382.9,0.089111,warm,200
60,mobilenet,small,558.9,0.017606,warm,200
61,graphgen,small,27.3,0.002692,warm,200
62,fetchdata,large,1346.2,0.090455,warm,200
63,fetchdata,large,1092.2,0.090671,warm,200
64,matrixmul,large,23.6,0.006186,warm,200
65,fastfouriertransform,medium,781.9,0.765292,warm,200
66,matrixmul,large,18.8,0.005326,warm,200
67,mobilenet,large,158.5,0.018729,warm,200
68,grayscale,large,20855.6,2.686494,cold,200
69,graphgen,large,492.7,0.063373,warm,200
70,fastfouriertransform,large,539.6,0.005499,warm,200
71,pagerank,medium,64.7,0.044918,warm,200
72,linpack,small,1013.3,0.005286,warm,200
73,grayscale,medium,6800.3,0.05844,cold,200
74,fetchdata,medium,817.9,0.091881,warm,200
75,graphgen,large,657.3,0.063649,warm,200
76,grayscale,large,20490.7,2.669307,cold,200
77,fetchdata,large,329.0,0.09107,warm,200
78,fastfouriertransform,large,147.9,0.005255,warm,200
79,grayscale,large,20478.1,2.677838,cold,200
80,pagerank,large,392.9,0.267028,warm,200
81,genmatrix,small,6.5,0.000111,warm,200
82,linpack,small,519.8,0.005495,warm,200
83,pagerank,large,553.3,0.275764,warm,200
84,graphgen,large,656.7,0.063171,warm,200
85,linpack,medium,1019.2,0.648562,warm,200
86,graphgen,small,540.0,0.00279,warm,200
87,linpack,medium,1574.2,0.65372,warm,200
88,genmatrix,small,46.3,0.000127,warm,200
89,genmatrix,large,35.4,0.000787,warm,200
90,fastfouriertransform,small,20.9,0.004879,warm,200
91,mobilenet,small,23.1,0.017687,warm,200
92,pagerank,small,116.7,0.010024,warm,200
93,fetchdata,large,95.7,0.090818,warm,200
94,mobilenet,large,27.9,0.017879,warm,200
95,fetchdata,medium,97.2,0.092561,warm,200
96,pagerank,large,347.7,0.273885,warm,200
97,matrixmul,small,46.5,0.005036,warm,200
98,pagerank,large,701.5,0.3145,warm,200
99,genmatrix,large,37.4,0.000782,warm,200
100,grayscale,medium,5513.6,0.057944,cold,200
101,linpack,medium,1538.4,0.655791,warm,200
102,pagerank,medium,100.9,0.043839,warm,200
103,fastfouriertransform,small,19.9,0.004864,warm,200
104,genmatrix,small,5.8,0.000112,warm,200
105,linpack,small,1344.4,0.005172,warm,200
106,resnet,large,143.8,0.137781,warm,200
107,genmatrix,large,34.8,0.000773,warm,200
108,genmatrix,small,5.0,0.000106,warm,200
109,fastfouriertransform,large,21.5,0.005389,warm,200
110,graphgen,small,27.8,0.002812,warm,200
111,fastfouriertransform,small,18.5,0.004879,warm,200
112,linpack,small,1000.9,0.005139,warm,200
113,pagerank,small,18.0,0.009923,warm,200
114,grayscale,large,21248.7,2.7097,cold,200
115,mobilenet,small,23.6,0.017872,warm,200
116,pagerank,small,110.6,0.010077,warm,200
117,resnet,large,221.7,0.21031,warm,200
118,mobilenet,small,22.2,0.017621,warm,200
119,mobilenet,medium,24.9,0.017812,warm,200
120,genmatrix,small,4.9,0.000103,warm,200
121,fastfouriertransform,large,17.7,0.006083,warm,200
122,matrixmul,medium,564.4,0.549996,warm,200
123,matrixmul,medium,1061.5,0.539495,warm,200
124,mobilenet,large,22.6,0.017915,warm,200
125,graphgen,large,508.4,0.063936,warm,200
126,fastfouriertransform,small,21.7,0.007153,warm,200
127,matrixmul,large,890.9,0.005382,warm,200
128,linpack,small,206.5,0.005166,warm,200
129,genmatrix,small,8.4,0.000143,warm,200
130,genmatrix,large,46.5,0.001176,warm,200
131,mobilenet,small,22.2,0.01777,warm,200
132,matrixmul,small,651.6,0.006324,warm,200
133,grayscale,medium,85.2,0.065799,warm,200
134,genmatrix,small,5.8,0.000133,warm,200
135,mobilenet,large,47.4,0.017624,warm,200
136,fastfouriertransform,small,23.2,0.007607,warm,200
137,pagerank,small,18.1,0.010088,warm,200
138,fastfouriertransform,small,21.7,0.007202,warm,200
139,fetchdata,medium,95.8,0.090073,warm,200
140,mobilenet,medium,29.8,0.021384,warm,200
141,genmatrix,medium,11.7,0.00029,warm,200
142,graphgen,small,26.0,0.002738,warm,200
143,matrixmul,small,75.0,0.005095,warm,200
144,matrixmul,medium,594.3,0.527353,warm,200
145,mobilenet,medium,29.7,0.024702,warm,200
146,matrixmul,large,496.0,0.005433,warm,200
147,pagerank,large,388.5,0.292986,warm,200
148,mobilenet,small,27.7,0.022775,warm,200
149,genmatrix,medium,11.8,0.000288,warm,200
150,genmatrix,small,6.9,0.000148,warm,200
151,resnet,large,128.9,0.122819,warm,200
152,pagerank,small,138.8,0.009809,warm,200
153,linpack,small,11.6,0.005177,warm,200
154,graphgen,large,492.4,0.063452,warm,200
155,mobilenet,large,44.5,0.023213,warm,200
156,pagerank,small,223.4,0.009704,warm,200
157,graphgen,large,796.3,0.064186,warm,200
158,fastfouriertransform,small,22.8,0.007708,warm,200
159,fastfouriertransform,large,21.5,0.007365,warm,200
160,fastfouriertransform,large,20.2,0.007237,warm,200
161,genmatrix,medium,13.1,0.00029,warm,200
162,fastfouriertransform,large,20.5,0.006841,warm,200
163,genmatrix,large,78.6,0.001139,warm,200
164,resnet,small,132.2,0.126686,warm,200
165,resnet,small,231.4,0.121362,warm,200
166,matrixmul,large,19.7,0.005062,warm,200
167,resnet,large,255.1,0.122123,warm,200
168,pagerank,medium,64.8,0.045041,warm,200
169,grayscale,small,14.5,0.006873,warm,200
170,linpack,small,15.8,0.005367,warm,200
171,grayscale,medium,78.2,0.05746,warm,200
172,fetchdata,large,90.9,0.085832,warm,200
173,grayscale,medium,76.4,0.058354,warm,200
174,linpack,small,15.7,0.005457,warm,200
175,graphgen,medium,109.1,0.012575,warm,200
176,resnet,large,130.1,0.122945,warm,200
177,fastfouriertransform,small,21.5,0.008117,warm,200
178,pagerank,small,67.6,0.010639,warm,200
179,pagerank,medium,71.5,0.044023,warm,200
180,fetchdata,medium,94.4,0.08851,warm,200
181,fastfouriertransform,small,20.9,0.007698,warm,200
182,linpack,medium,690.8,0.681119,warm,200
183,fetchdata,medium,99.2,0.094744,warm,200
184,pagerank,large,352.4,0.275312,warm,200
185,grayscale,large,2853.7,2.699565,cold,200
186,pagerank,small,266.6,0.010021,warm,200
187,pagerank,medium,268.7,0.044009,warm,200
188,fastfouriertransform,small,22.5,0.007763,warm,200
189,grayscale,small,13.2,0.00686,warm,200
190,fastfouriertransform,large,16.9,0.007176,warm,200
191,pagerank,small,81.6,0.009946,warm,200
192,grayscale,medium,2468.0,0.057536,cold,200
193,resnet,small,162.3,0.15556,warm,200
194,linpack,small,13.3,0.005211,warm,200
195,grayscale,large,2853.4,2.702744,cold,200
196,mobilenet,medium,63.1,0.051784,warm,200
197,graphgen,small,40.1,0.004528,warm,200
198,matrixmul,medium,520.7,0.507386,warm,200
199,graphgen,small,34.0,0.003774,warm,200
200,linpack,small,14.3,0.005139,warm,200
201,grayscale,small,2461.5,0.007063,cold,200
202,mobilenet,large,63.5,0.05619,warm,200
203,matrixmul,large,282.3,0.0052,warm,200
204,graphgen,small,38.7,0.004581,warm,200
205,fastfouriertransform,large,20.2,0.008144,warm,200
206,fetchdata,large,95.3,0.090677,warm,200
207,graphgen,medium,155.7,0.019466,warm,200
208,resnet,large,138.6,0.132077,warm,200
209,fetchdata,medium,97.0,0.089916,warm,200
210,fetchdata,small,137.5,0.09058,warm,200
211,grayscale,medium,2071.3,0.057938,cold,200
212,graphgen,medium,138.6,0.012516,warm,200
213,genmatrix,large,52.7,0.001234,warm,200
214,genmatrix,large,57.7,0.001232,warm,200
215,fastfouriertransform,medium,657.0,0.64324,warm,200
216,pagerank,medium,130.8,0.0448,warm,200
217,resnet,large,126.4,0.119725,warm,200
218,fetchdata,small,101.4,0.095604,warm,200
219,fetchdata,small,144.8,0.092268,warm,200
220,matrixmul,small,19.3,0.005035,warm,200
221,fetchdata,large,139.2,0.092975,warm,200
222,linpack,medium,687.6,0.678789,warm,200
223,genmatrix,medium,9.1,0.000208,warm,200
224,fetchdata,large,96.4,0.090585,warm,200
225,fastfouriertransform,medium,761.3,0.602631,warm,200
226,graphgen,medium,107.8,0.012408,warm,200
227,genmatrix,small,5.8,0.000107,warm,200
228,mobilenet,medium,24.9,0.020398,warm,200
229,grayscale,small,1068.3,0.006839,warm,200
230,genmatrix,small,5.0,0.000106,warm,200
231,genmatrix,medium,8.8,0.000206,warm,200
