index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1907.6,0.009027,warm,200
1,grayscale,small,2040.4,0.020256,cold,200
2,genmatrix,small,1514.5,0.006192,warm,200
3,fastfouriertransform,large,2409.2,0.004991,cold,200
4,pagerank,small,1821.4,0.270757,warm,200
5,resnet,medium,1861.4,0.147727,warm,200
6,graphgen,small,1746.3,0.004203,warm,200
7,fastfouriertransform,small,2215.9,0.004956,cold,200
8,genmatrix,large,1267.5,0.000964,warm,200
9,resnet,small,1993.8,0.173911,warm,200
10,pagerank,small,1555.6,0.011433,warm,200
11,pagerank,medium,1588.0,0.047013,warm,200
12,genmatrix,medium,1022.5,0.00022,warm,200
13,resnet,medium,1975.1,0.143378,warm,200
14,graphgen,small,1864.0,0.002718,warm,200
15,matrixmul,medium,2047.1,0.510901,cold,200
16,grayscale,small,1306.8,0.007914,warm,200
17,genmatrix,medium,783.4,0.000196,warm,200
18,fastfouriertransform,small,1724.4,0.004975,warm,200
19,matrixmul,small,1858.4,0.005582,warm,200
20,linpack,medium,2451.0,0.648067,cold,200
21,resnet,medium,1679.6,0.121629,warm,200
22,graphgen,large,1479.4,0.101577,warm,200
23,mobilenet,large,2189.2,0.036389,cold,200
24,fastfouriertransform,medium,1993.9,0.616494,warm,200
25,fastfouriertransform,large,1949.3,0.004924,warm,200
26,grayscale,large,6441.3,2.759454,cold,200
27,resnet,medium,1520.4,0.164967,warm,200
28,resnet,small,861.1,0.148416,warm,200
29,fastfouriertransform,small,1120.3,0.004975,warm,200
30,genmatrix,medium,127.9,0.000198,warm,200
31,fastfouriertransform,small,1003.2,0.005039,warm,200
32,fastfouriertransform,medium,940.9,0.625634,warm,200
33,grayscale,medium,519.0,0.058211,warm,200
34,linpack,small,2415.2,0.005198,cold,200
35,linpack,medium,3023.6,0.655759,cold,200
36,genmatrix,large,35.0,0.000764,warm,200
37,grayscale,large,8567.6,2.677098,cold,200
38,fastfouriertransform,large,646.9,0.004946,warm,200
39,fetchdata,large,2229.0,0.149262,cold,200
40,genmatrix,small,5.8,0.000116,warm,200
41,mobilenet,medium,1366.5,0.018852,warm,200
42,grayscale,large,8463.2,2.682025,cold,200
43,pagerank,small,20.4,0.010182,warm,200
44,linpack,small,1264.4,0.005056,warm,200
45,genmatrix,small,6.1,0.000176,warm,200
46,linpack,medium,1809.0,0.644653,warm,200
47,grayscale,small,5328.5,0.007224,cold,200
48,genmatrix,large,35.3,0.000891,warm,200
49,linpack,small,1008.3,0.005104,warm,200
50,mobilenet,medium,935.7,0.017879,warm,200
51,mobilenet,small,847.2,0.027117,warm,200
52,grayscale,small,5063.2,0.00727,cold,200
53,genmatrix,large,35.2,0.000843,warm,200
54,pagerank,large,457.5,0.280949,warm,200
55,grayscale,large,21523.0,2.671551,cold,200
56,resnet,medium,229.8,0.158128,warm,200
57,resnet,medium,306.2,0.124444,warm,200
58,linpack,small,3858.1,0.005031,cold,200
59,fetchdata,large,1680.8,0.091399,warm,200
60,mobilenet,small,368.7,0.026902,warm,200
61,graphgen,small,37.4,0.003329,warm,200
62,fetchdata,large,1438.7,0.091282,warm,200
63,fetchdata,large,1295.4,0.085898,warm,200
64,matrixmul,large,17.7,0.004991,warm,200
65,fastfouriertransform,medium,659.0,0.641822,warm,200
66,matrixmul,large,19.7,0.005029,warm,200
67,mobilenet,large,104.5,0.018322,warm,200
68,grayscale,large,20845.3,2.684585,cold,200
69,graphgen,large,492.9,0.064025,warm,200
70,fastfouriertransform,large,619.0,0.00551,warm,200
71,pagerank,medium,90.3,0.0507,warm,200
72,linpack,small,1180.7,0.005067,warm,200
73,grayscale,medium,6812.7,0.0582,cold,200
74,fetchdata,medium,563.5,0.093342,warm,200
75,graphgen,large,642.7,0.065113,warm,200
76,grayscale,large,20502.6,2.674394,cold,200
77,fetchdata,large,506.9,0.092393,warm,200
78,fastfouriertransform,large,19.7,0.004992,warm,200
79,grayscale,large,20369.7,2.693492,cold,200
80,pagerank,large,506.8,0.280205,warm,200
81,genmatrix,small,5.6,0.000105,warm,200
82,linpack,small,687.6,0.005055,warm,200
83,pagerank,large,678.8,0.293367,warm,200
84,graphgen,large,645.6,0.06383,warm,200
85,linpack,medium,1183.7,0.644749,warm,200
86,graphgen,small,537.7,0.002885,warm,200
87,linpack,medium,1730.0,0.644963,warm,200
88,genmatrix,small,6.9,0.000122,warm,200
89,genmatrix,large,35.2,0.000781,warm,200
90,fastfouriertransform,small,20.2,0.004979,warm,200
91,mobilenet,small,53.2,0.047498,warm,200
92,pagerank,small,240.5,0.010225,warm,200
93,fetchdata,large,100.1,0.094842,warm,200
94,mobilenet,large,32.3,0.026855,warm,200
95,fetchdata,medium,133.8,0.09249,warm,200
96,pagerank,large,467.8,0.29951,warm,200
97,matrixmul,small,45.7,0.004987,warm,200
98,pagerank,large,853.1,0.325311,warm,200
99,genmatrix,large,38.4,0.000784,warm,200
100,grayscale,medium,5532.6,0.057309,cold,200
101,linpack,medium,1690.8,0.655965,warm,200
102,pagerank,medium,223.1,0.047313,warm,200
103,fastfouriertransform,small,20.7,0.004971,warm,200
104,genmatrix,small,5.6,0.000112,warm,200
105,linpack,small,1495.6,0.005358,warm,200
106,resnet,large,140.9,0.135319,warm,200
107,genmatrix,large,34.6,0.000801,warm,200
108,genmatrix,small,5.5,0.000104,warm,200
109,fastfouriertransform,large,28.5,0.010069,warm,200
110,graphgen,small,26.4,0.00284,warm,200
111,fastfouriertransform,small,20.2,0.004982,warm,200
112,linpack,small,1152.1,0.005117,warm,200
113,pagerank,small,116.7,0.01084,warm,200
114,grayscale,large,18629.6,2.72068,cold,200
115,mobilenet,small,23.3,0.017863,warm,200
116,pagerank,small,24.5,0.011591,warm,200
117,resnet,large,129.9,0.122668,warm,200
118,mobilenet,small,22.2,0.017626,warm,200
119,mobilenet,medium,23.1,0.017986,warm,200
120,genmatrix,small,5.6,0.000129,warm,200
121,fastfouriertransform,large,21.3,0.007785,warm,200
122,matrixmul,medium,552.7,0.536579,warm,200
123,matrixmul,medium,1013.9,0.506518,warm,200
124,mobilenet,large,23.4,0.018357,warm,200
125,graphgen,large,549.1,0.074679,warm,200
126,fastfouriertransform,small,20.1,0.004996,warm,200
127,matrixmul,large,836.7,0.004998,warm,200
128,linpack,small,19.8,0.007769,warm,200
129,genmatrix,small,8.2,0.00014,warm,200
130,genmatrix,large,50.3,0.00116,warm,200
131,mobilenet,small,23.8,0.019022,warm,200
132,matrixmul,small,597.2,0.005004,warm,200
133,grayscale,medium,82.2,0.067897,warm,200
134,genmatrix,small,6.2,0.000129,warm,200
135,mobilenet,large,28.1,0.024214,warm,200
136,fastfouriertransform,small,21.8,0.007756,warm,200
137,pagerank,small,21.9,0.010147,warm,200
138,fastfouriertransform,small,20.0,0.004972,warm,200
139,fetchdata,medium,96.2,0.090719,warm,200
140,mobilenet,medium,23.7,0.018743,warm,200
141,genmatrix,medium,11.9,0.000292,warm,200
142,graphgen,small,34.3,0.002876,warm,200
143,matrixmul,small,25.5,0.004985,warm,200
144,matrixmul,medium,518.0,0.505157,warm,200
145,mobilenet,medium,27.4,0.021276,warm,200
146,matrixmul,large,431.2,0.004959,warm,200
147,pagerank,large,455.9,0.289374,warm,200
148,mobilenet,small,27.5,0.0231,warm,200
149,genmatrix,medium,11.7,0.00029,warm,200
150,genmatrix,small,5.9,0.000139,warm,200
151,resnet,large,127.9,0.123787,warm,200
152,pagerank,small,219.6,0.010342,warm,200
153,linpack,small,13.2,0.005084,warm,200
