function,payload,cpu_limit,memory_mb,payload_size_mb,output_size_mb,build_time_msec,total_cold_msec,cold_start_msec,execution_time_cold_msec,total_warm_avg_msec,warm_start_avg_msec,execution_time_warm_avg_msec,warm_iterations
graph_gen,large,1.5,512,0.000037,4.006810,532,697,694.787000,2.213000,513.600000,443.489900,70.110100,10
graph_mst,small,1.5,512,0.046493,.001928,631,631,624.612000,6.388000,240.500000,232.680000,7.820000,10
graph_mst,medium,1.5,512,0.215407,.004091,631,631,624.612000,6.388000,283.500000,250.527400,32.972600,10
graph_mst,large,1.5,512,1.085006,.009095,631,631,624.612000,6.388000,524.800000,320.480000,204.320000,10
pagerank,small,1.5,512,0.046493,.002017,612,1319,888.998000,430.002000,702.300000,301.574000,400.726000,10
pagerank,medium,1.5,512,0.215407,.004250,612,1319,888.998000,430.002000,711.400000,288.305900,423.094100,10
pagerank,large,1.5,512,1.085006,.009411,612,1319,888.998000,430.002000,956.800000,362.910300,593.889700,10
aggregate,small,2.0,128,0.002581,.002557,519,630,629.998000,.002000,111.000000,110.998900,.001100,10
aggregate,medium,2.0,128,0.005499,.005475,519,630,629.998000,.002000,97.100000,97.098600,.001400,10
aggregate,large,2.0,128,0.012381,.012357,519,630,629.998000,.002000,107.300000,107.298300,.001700,10
graph_bft,small,2.0,128,0.046490,.000585,602,676,672.3741302490234375000,3.6258697509765625000,242.500000,236.626511,5.873489,10
graph_bft,medium,2.0,128,0.215405,.001167,602,676,672.3741302490234375000,3.6258697509765625000,239.800000,218.207693,21.592307,10
graph_bft,large,2.0,128,1.085003,.002574,602,676,672.3741302490234375000,3.6258697509765625000,382.700000,269.820224,112.879776,10
graph_gen,small,2.0,128,0.000036,.180165,621,738,735.545000,2.455000,253.900000,251.054900,2.845100,10
graph_gen,medium,2.0,128,0.000037,.816824,621,738,735.545000,2.455000,313.700000,300.596200,13.103800,10
graph_gen,large,2.0,128,0.000037,4.006810,621,738,735.545000,2.455000,551.600000,483.938800,67.661200,10
graph_mst,small,2.0,128,0.046493,.001927,485,717,711.186000,5.814000,240.900000,233.420700,7.479300,10
graph_mst,medium,2.0,128,0.215407,.004091,485,717,711.186000,5.814000,270.000000,237.839800,32.160200,10
graph_mst,large,2.0,128,1.085006,.009095,485,717,711.186000,5.814000,502.300000,311.402400,190.897600,10
pagerank,small,2.0,128,0.046493,.002017,659,1232,885.487000,346.513000,716.800000,312.014700,404.785300,10
pagerank,medium,2.0,128,0.215407,.004249,659,1232,885.487000,346.513000,676.500000,289.704500,386.795500,10
pagerank,large,2.0,128,1.085006,.009411,659,1232,885.487000,346.513000,911.600000,363.943200,547.656800,10
aggregate,small,2.0,256,0.002581,.002557,582,637,636.999000,.001000,127.700000,127.698300,.001700,10
aggregate,medium,2.0,256,0.005499,.005474,582,637,636.999000,.001000,126.300000,126.298300,.001700,10
aggregate,large,2.0,256,0.012381,.012357,582,637,636.999000,.001000,119.000000,118.998800,.001200,10
graph_bft,small,2.0,256,0.046490,.000585,620,665,661.5276718139648438000,3.4723281860351562000,244.000000,238.449449,5.550551,10
graph_bft,medium,2.0,256,0.215405,.001167,620,665,661.5276718139648438000,3.4723281860351562000,260.400000,235.840431,24.559569,10
graph_bft,large,2.0,256,1.085003,.002574,620,665,661.5276718139648438000,3.4723281860351562000,374.100000,268.132169,105.967831,10
graph_gen,small,2.0,256,0.000036,.180166,868,684,680.076000,3.924000,241.100000,237.788900,3.311100,10
graph_gen,medium,2.0,256,0.000037,.816823,868,684,680.076000,3.924000,258.800000,249.202000,9.598000,10
graph_gen,large,2.0,256,0.000037,4.006810,868,684,680.076000,3.924000,518.600000,457.927000,60.673000,10
graph_mst,small,2.0,256,0.046493,.001927,576,675,669.192000,5.808000,216.800000,210.745900,6.054100,10
graph_mst,medium,2.0,256,0.215407,.004091,576,675,669.192000,5.808000,284.300000,246.865000,37.435000,10
graph_mst,large,2.0,256,1.085006,.009096,576,675,669.192000,5.808000,476.900000,307.237700,169.662300,10
pagerank,small,2.0,256,0.046493,.002017,529,1239,761.899000,477.101000,700.900000,323.081500,377.818500,10
pagerank,medium,2.0,256,0.215407,.004249,529,1239,761.899000,477.101000,785.900000,321.389500,464.510500,10
pagerank,large,2.0,256,1.085006,.009410,529,1239,761.899000,477.101000,895.200000,335.115500,560.084500,10
aggregate,small,2.0,512,0.002581,.002557,687,671,670.999000,.001000,132.600000,132.598700,.001300,10
aggregate,medium,2.0,512,0.005499,.005475,687,671,670.999000,.001000,110.000000,109.997000,.003000,10
aggregate,large,2.0,512,0.012381,.012357,687,671,670.999000,.001000,111.000000,110.998100,.001900,10
graph_bft,small,2.0,512,0.046490,.000585,567,663,657.137763977050781000,5.862236022949219000,238.000000,233.238615,4.761385,10
graph_bft,medium,2.0,512,0.215405,.001167,567,663,657.137763977050781000,5.862236022949219000,268.400000,242.790507,25.609493,10
graph_bft,large,2.0,512,1.085003,.002574,567,663,657.137763977050781000,5.862236022949219000,391.700000,281.294675,110.405325,10
graph_gen,small,2.0,512,0.000036,.180166,563,757,754.73000,2.27000,229.900000,226.649200,3.250800,10
graph_gen,medium,2.0,512,0.000037,.816824,563,757,754.73000,2.27000,263.900000,254.720900,9.179100,10
graph_gen,large,2.0,512,0.000037,4.006811,563,757,754.73000,2.27000,537.700000,470.089300,67.610700,10
graph_mst,small,2.0,512,0.046493,.001927,578,743,736.801000,6.199000,247.000000,240.010000,6.990000,10
graph_mst,medium,2.0,512,0.215407,.004090,578,743,736.801000,6.199000,250.700000,219.472200,31.227800,10
graph_mst,large,2.0,512,1.085006,.009095,578,743,736.801000,6.199000,448.200000,283.931900,164.268100,10
pagerank,small,2.0,512,0.046493,.002018,630,1298,927.824000,370.176000,646.800000,300.942300,345.857700,10
pagerank,medium,2.0,512,0.215407,.004249,630,1298,927.824000,370.176000,780.500000,347.786700,432.713300,10
pagerank,large,2.0,512,1.085006,.009410,630,1298,927.824000,370.176000,940.300000,366.258900,574.041100,10
