request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1521.58,1521.56,0.02,6.33,1515.22,True,,0.0,3.95,0.0,2.37,6.33,1
1,genmatrix,small,cold,200,1738.15,1737.56,0.59,6.29,1731.27,True,,0.0,0.03,,6.25,6.29,2
2,fetchdata,small,cold,200,1572.34,1572.32,0.03,128.1,1444.22,True,128.06,0.0,0.04,0.0,,128.1,3
3,fastfouriertransform,large,warm,200,934.39,934.38,0.02,4.88,929.49,False,,0.0,3.95,0.0,0.93,4.88,4
4,linpack,small,cold,200,1443.3,1443.28,0.02,5.23,1438.05,True,,0.0,0.34,4.04,0.84,5.23,5
5,linpack,medium,cold,200,1889.03,1889.02,0.01,642.05,1246.97,False,,0.0,0.36,3.98,637.7,642.05,6
6,fastfouriertransform,small,warm,200,341.74,341.72,0.02,4.86,336.86,False,,0.0,3.99,0.01,0.85,4.86,7
7,fastfouriertransform,small,warm,200,128.09,128.05,0.04,4.64,123.41,False,,0.0,3.8,0.0,0.83,4.64,8
8,fetchdata,large,warm,200,448.93,448.92,0.02,73.99,374.93,False,73.96,0.0,0.02,0.0,,73.98,5
9,linpack,small,cold,200,1098.58,1098.56,0.02,5.03,1093.53,False,,0.0,0.36,3.97,0.7,5.03,6
10,linpack,small,warm,200,900.42,900.4,0.02,5.01,895.39,False,,0.0,0.34,3.95,0.71,5.01,5
11,linpack,medium,warm,200,1349.29,1349.27,0.02,647.21,702.06,False,,0.0,0.34,3.96,642.9,647.21,5
12,fetchdata,medium,warm,200,78.81,78.81,0.01,73.71,5.1,False,73.67,0.0,0.02,0.0,,73.71,5
13,linpack,medium,warm,200,1596.37,1596.36,0.01,645.8,950.56,False,,0.0,0.33,3.97,641.49,645.8,5
14,fastfouriertransform,small,warm,200,40.43,40.42,0.01,4.67,35.74,False,,0.0,3.86,0.0,0.8,4.67,6
15,matrixmul,medium,cold,200,1782.29,1780.32,1.97,510.47,1269.85,True,,0.0,0.36,4.03,506.08,510.47,3
16,genmatrix,small,warm,200,9.14,8.51,0.63,0.14,8.37,False,,0.0,0.03,,0.1,0.14,4
17,fetchdata,medium,warm,200,79.67,79.62,0.05,73.76,5.86,False,73.73,0.0,0.03,0.0,,73.76,4
18,fastfouriertransform,small,warm,200,24.82,24.81,0.01,4.69,20.12,False,,0.0,3.91,0.0,0.77,4.69,3
19,matrixmul,small,warm,200,991.82,989.84,1.98,4.9,984.94,False,,0.0,0.34,3.97,0.58,4.9,3
20,genmatrix,medium,warm,200,12.81,11.08,1.73,0.23,10.85,False,,0.0,0.03,,0.2,0.23,4
21,linpack,medium,warm,200,657.31,657.3,0.01,645.28,12.02,False,,0.0,0.34,3.98,640.95,645.28,3
22,fastfouriertransform,large,warm,200,37.57,37.56,0.01,4.54,33.01,False,,0.0,3.81,0.0,0.73,4.54,4
23,matrixmul,large,warm,200,220.94,220.25,0.7,4.89,215.36,False,,0.0,0.34,3.98,0.57,4.89,4
24,fastfouriertransform,medium,warm,200,627.12,627.1,0.02,600.79,26.3,False,,0.0,3.87,0.0,596.92,600.79,3
25,fastfouriertransform,large,warm,200,433.5,433.48,0.02,4.57,428.91,False,,0.0,3.88,0.0,0.69,4.57,2
26,genmatrix,large,warm,200,48.97,32.09,16.88,0.91,31.19,False,,0.0,0.03,,0.87,0.9,3
27,linpack,medium,warm,200,655.12,655.09,0.02,643.04,12.05,False,,0.0,0.34,3.99,638.7,643.04,3
28,linpack,small,warm,200,460.97,460.95,0.02,5.03,455.92,False,,0.0,0.33,3.98,0.72,5.03,2
29,fastfouriertransform,small,warm,200,37.51,37.5,0.01,4.59,32.91,False,,0.0,3.85,0.0,0.74,4.59,3
30,fetchdata,medium,warm,200,85.43,85.42,0.01,79.88,5.54,False,79.84,0.0,0.03,0.0,,79.88,3
31,fastfouriertransform,small,warm,200,39.35,39.33,0.02,7.22,32.1,False,,0.0,6.13,0.0,1.09,7.22,1
32,fastfouriertransform,medium,warm,200,666.02,666.0,0.02,634.59,31.41,False,,0.0,6.13,0.0,628.45,634.59,1
33,genmatrix,medium,warm,200,230.79,228.85,1.94,0.3,228.55,False,,0.0,0.03,,0.26,0.3,2
34,genmatrix,small,warm,200,8.28,7.56,0.72,0.14,7.42,False,,0.0,0.03,,0.1,0.14,3
35,genmatrix,medium,warm,200,14.37,12.39,1.98,0.28,12.11,False,,0.0,0.03,,0.25,0.28,2
36,fetchdata,large,warm,200,88.3,88.28,0.02,81.83,6.45,False,81.79,0.0,0.03,0.0,,81.83,1
37,genmatrix,large,warm,200,54.99,39.5,15.49,1.22,38.28,False,,0.0,0.04,,1.17,1.22,1
38,fastfouriertransform,large,warm,200,41.62,41.61,0.01,4.6,37.01,False,,0.0,3.86,0.0,0.73,4.6,1
39,fetchdata,large,warm,200,87.2,87.18,0.02,81.19,6.0,False,81.14,0.0,0.03,0.0,,81.18,1
40,fetchdata,small,warm,200,85.91,85.89,0.02,79.87,6.01,False,79.83,0.0,0.04,0.0,,79.87,1
41,matrixmul,medium,warm,200,529.16,527.54,1.62,511.58,15.97,False,,0.0,0.36,3.94,507.26,511.57,1
42,genmatrix,large,warm,200,51.77,39.62,12.14,1.35,38.27,False,,0.0,0.03,,1.31,1.35,2
43,linpack,small,warm,200,19.37,19.34,0.03,5.13,14.21,False,,0.0,0.35,4.0,0.78,5.13,2
44,genmatrix,small,warm,200,6.35,5.7,0.65,0.11,5.59,False,,0.0,0.02,,0.09,0.11,1
45,fetchdata,small,warm,200,85.49,85.47,0.02,79.67,5.8,False,79.64,0.0,0.03,0.0,,79.67,1
46,genmatrix,medium,warm,200,10.56,8.64,1.92,0.21,8.43,False,,0.0,0.02,,0.18,0.21,1
47,genmatrix,small,warm,200,6.43,5.9,0.53,0.11,5.79,False,,0.0,0.02,,0.09,0.11,1
48,fetchdata,large,warm,200,88.47,88.44,0.02,82.61,5.84,False,82.58,0.0,0.02,0.0,,82.61,1
49,genmatrix,small,warm,200,6.67,6.13,0.54,0.11,6.02,False,,0.0,0.02,,0.09,0.11,1
50,matrixmul,medium,warm,200,560.56,558.34,2.22,541.36,16.98,False,,0.0,0.54,6.32,534.49,541.35,1
51,matrixmul,small,warm,200,370.46,369.9,0.56,4.89,365.01,False,,0.0,0.34,3.99,0.56,4.89,2
52,genmatrix,small,warm,200,7.23,6.82,0.41,0.19,6.63,False,,0.0,0.02,,0.16,0.19,3
53,fetchdata,large,warm,200,88.22,88.2,0.02,82.82,5.38,False,82.79,0.0,0.02,0.0,,82.82,1
54,linpack,large,warm,200,16.74,16.72,0.02,5.09,11.63,False,,0.0,0.34,3.96,0.79,5.09,1
55,genmatrix,large,warm,200,45.69,30.6,15.08,0.82,29.78,False,,0.0,0.02,,0.79,0.82,1
56,linpack,medium,warm,200,691.88,691.86,0.02,680.28,11.58,False,,0.0,0.34,3.97,675.96,680.28,1
57,linpack,medium,warm,200,1137.94,1137.93,0.01,644.18,493.75,False,,0.0,0.33,4.0,639.85,644.18,2
58,genmatrix,small,warm,200,6.95,6.39,0.56,0.11,6.28,False,,0.0,0.02,,0.09,0.11,3
59,fetchdata,large,warm,200,86.3,86.28,0.02,80.2,6.08,False,80.16,0.0,0.03,0.0,,80.19,3
60,matrixmul,small,warm,200,22.67,21.25,1.42,4.9,16.35,False,,0.0,0.35,3.98,0.57,4.9,2
61,fastfouriertransform,small,warm,200,41.18,41.15,0.02,7.26,33.9,False,,0.0,6.14,0.0,1.11,7.26,2
62,fetchdata,large,warm,200,85.52,85.52,0.01,80.17,5.34,False,80.14,0.0,0.02,0.0,,80.17,2
63,fetchdata,large,warm,200,84.54,84.54,0.0,79.87,4.67,False,79.84,0.0,0.02,0.0,,79.87,1
64,matrixmul,large,warm,200,219.89,218.2,1.69,4.91,213.29,False,,0.0,0.36,3.97,0.57,4.91,1
