timestamp,pod,container_id,container_name,node,createdAt,startedAt
1779275452.850991345,resnet-00001-deployment-5697b6d685-9z8db,b676a266075be33849790b898881171965b7d44745847b944439a1e07e30c766,queue-proxy,worker1,2026-05-20T13:10:51.852000645+02:00,2026-05-20T13:10:51.948061313+02:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-wvgsl,977c6a82d0ec87aac2d34a03f9cb503dd5988ee059b0034299c18a16866422a7,queue-proxy,worker2,2026-05-20T13:10:51.804303719+02:00,2026-05-20T13:10:51.900748178+02:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-7gwz8,92103d8ab5345a36ba4628e948eadde2e5a81dfe8a0198e2e6ad6fb7e5e60799,queue-proxy,worker3,2026-05-20T13:10:53.515131055+02:00,2026-05-20T13:10:53.626442331+02:00
1779275452.850991345,mobilenet-00001-deployment-84db65c7f9-p84s7,68704d1a59302bfaad1a49c95681cfff1715f0a858c2bc79c735b81d0b2611ee,queue-proxy,worker4,2026-05-20T13:10:53.695262396+02:00,2026-05-20T13:10:53.858978605+02:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-4x824,004b8cd6f228d950d963a4062099a87d9cec92460d864f285390a23698bbb05d,queue-proxy,worker5,2026-05-20T13:10:57.734059265+02:00,2026-05-20T13:10:57.858850449+02:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-wsctp,686da9908f7ca15349464488022dda1b0986552684bedd127142952f3372c99b,queue-proxy,worker6,2026-05-20T05:10:57.905595715-06:00,2026-05-20T05:10:58.069463039-06:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-kt8mw,84c8723b5f8ef3ebf04cf0b70b5f2268104b2bb65a39db887785d8c1d18ab644,queue-proxy,worker7,2026-05-20T05:10:57.873051108-06:00,2026-05-20T05:10:58.036356508-06:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-kffdx,5611643826a44484841a477a34543a19271131ce144bd1db7ea9f93938c3608a,queue-proxy,worker8,2026-05-20T05:10:59.721723653-06:00,2026-05-20T05:10:59.929053218-06:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-8pqks,021404888f546d463bb7b8f92a4d62631831b64be093fafe53d041e2786db184,queue-proxy,worker9,2026-05-20T05:10:59.820474795-06:00,2026-05-20T05:10:59.96156885-06:00
1779275452.850991345,resnet-00001-deployment-5697b6d685-j45nz,6349b8afa51d9a5e3a6267f39fc3fff7ca3ce58caf2572864bd9719bd57b0acb,queue-proxy,worker10,2026-05-20T05:10:57.789266401-06:00,2026-05-20T05:10:57.949100749-06:00
