index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,1999.84,1999.84,0.0,7.35,1992.49,True,,0.0,4.5,0.01,2.84,7.35,1
1,1,genmatrix,small,cold,200,1814.29,1814.29,0.01,9.88,1804.41,True,,0.0,0.03,,9.84,9.88,2
2,2,fetchdata,small,cold,200,1671.85,1671.85,0.0,127.55,1544.3,True,127.51,0.0,0.03,0.0,,127.55,3
3,3,fastfouriertransform,large,cold,200,3161.04,3161.04,0.0,4.57,3156.47,False,,0.0,3.85,0.0,0.72,4.57,4
4,4,linpack,small,cold,200,2071.11,2071.1,0.01,8.19,2062.91,True,,0.0,0.39,6.86,0.94,8.19,5
5,5,linpack,medium,cold,200,5939.49,5939.49,0.0,649.74,5289.75,False,,0.0,0.35,3.97,645.4,649.74,6
6,6,fastfouriertransform,small,cold,200,2392.03,2392.02,0.01,4.5,2387.52,False,,0.0,3.78,0.0,0.72,4.5,7
7,7,fastfouriertransform,small,cold,200,1690.19,1690.19,0.0,4.58,1685.61,False,,0.0,3.84,0.0,0.73,4.58,8
8,8,fetchdata,large,cold,200,1613.23,1613.22,0.01,77.22,1536.01,False,77.18,0.0,0.02,0.0,,77.21,9
9,9,linpack,small,cold,200,5744.63,5744.63,0.01,5.18,5739.45,False,,0.0,0.36,4.07,0.75,5.18,10
10,10,linpack,small,cold,200,3076.13,3076.12,0.01,5.04,3071.08,False,,0.0,0.35,3.98,0.72,5.04,11
11,11,linpack,medium,cold,200,2370.55,2370.55,0.01,656.25,1714.29,False,,0.0,0.41,4.12,651.72,656.25,12
12,12,fetchdata,medium,cold,200,1332.37,1332.36,0.0,78.29,1254.07,False,78.25,0.0,0.03,0.0,,78.29,13
13,13,linpack,medium,cold,200,3588.71,3588.7,0.01,648.19,2940.51,False,,0.0,0.33,3.98,643.88,648.19,14
14,14,fastfouriertransform,small,cold,200,2605.36,2605.35,0.0,4.57,2600.78,False,,0.0,3.83,0.0,0.73,4.57,15
15,15,matrixmul,medium,cold,200,3576.44,3565.38,11.06,507.75,3057.63,False,,0.0,0.36,3.98,503.4,507.75,16
16,16,genmatrix,small,cold,200,1116.64,1116.63,0.0,0.11,1116.52,False,,0.0,0.02,,0.08,0.11,17
