2026-08-20,15:02:58,69.2,243.1,0.514,0.346,idle
2026-08-20,15:02:59,71.6,243.5,0.528,0.346,idle
2026-08-20,15:03:00,71.6,243.5,0.528,0.346,idle
2026-08-20,15:03:01,71.6,243.5,0.528,0.346,idle
2026-08-20,15:03:02,71.6,243.5,0.528,0.346,idle
2026-08-20,15:03:03,67.3,243.4,0.501,0.346,idle
2026-08-20,15:03:04,67.3,243.4,0.501,0.346,idle
2026-08-20,15:03:05,67.3,243.4,0.501,0.346,idle
2026-08-20,15:03:06,67.3,243.4,0.501,0.346,idle
2026-08-20,15:03:07,67.3,243.4,0.501,0.346,idle
2026-08-20,15:03:08,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:09,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:10,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:11,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:12,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:13,68.5,242.9,0.511,0.346,idle
2026-08-20,15:03:14,68.5,242.9,0.511,0.346,idle
2026-08-20,15:03:15,68.5,242.9,0.511,0.346,idle
2026-08-20,15:03:16,68.5,242.9,0.511,0.346,idle
2026-08-20,15:03:17,68.5,242.9,0.511,0.346,idle
2026-08-20,15:03:18,67.7,242.9,0.503,0.346,idle
2026-08-20,15:03:19,67.7,242.9,0.503,0.346,idle
2026-08-20,15:03:20,67.7,242.9,0.503,0.346,idle
2026-08-20,15:03:21,67.7,242.9,0.503,0.346,idle
2026-08-20,15:03:22,67.7,242.9,0.503,0.346,idle
2026-08-20,15:03:23,66.5,243.1,0.507,0.346,idle
2026-08-20,15:03:24,66.5,243.1,0.507,0.346,idle
2026-08-20,15:03:25,66.5,243.1,0.507,0.346,idle
2026-08-20,15:03:26,66.5,243.1,0.507,0.346,idle
2026-08-20,15:03:27,66.5,243.1,0.507,0.346,idle
2026-08-20,15:03:28,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:29,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:30,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:31,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:32,69.6,242.8,0.521,0.346,idle
2026-08-20,15:03:33,67.8,242.7,0.51,0.346,idle
2026-08-20,15:03:35,67.8,242.7,0.51,0.346,idle
2026-08-20,15:03:36,67.8,242.7,0.51,0.346,idle
2026-08-20,15:03:37,67.8,242.7,0.51,0.346,idle
2026-08-20,15:03:38,67.8,242.7,0.51,0.346,idle
2026-08-20,15:03:39,67.6,242.8,0.507,0.346,idle
2026-08-20,15:03:40,67.6,242.8,0.507,0.346,idle
2026-08-20,15:03:41,67.6,242.8,0.507,0.346,idle
2026-08-20,15:03:42,67.6,242.8,0.507,0.346,idle
2026-08-20,15:03:43,67.6,242.8,0.507,0.346,idle
2026-08-20,15:03:44,69.9,243.2,0.521,0.346,idle
2026-08-20,15:03:45,69.9,243.2,0.521,0.346,idle
2026-08-20,15:03:46,69.9,243.2,0.521,0.346,idle
2026-08-20,15:03:47,69.9,243.2,0.521,0.346,idle
2026-08-20,15:03:48,69.9,243.2,0.521,0.346,idle
2026-08-20,15:03:49,68.0,242.9,0.51,0.346,idle
2026-08-20,15:03:50,68.0,242.9,0.51,0.346,idle
2026-08-20,15:03:51,68.0,242.9,0.51,0.346,idle
2026-08-20,15:03:52,68.0,242.9,0.51,0.346,idle
2026-08-20,15:03:53,68.0,242.9,0.51,0.346,idle
2026-08-20,15:03:54,66.6,242.5,0.501,0.346,idle
2026-08-20,15:03:55,66.6,242.5,0.501,0.346,idle
2026-08-20,15:03:56,66.6,242.5,0.501,0.346,idle
2026-08-20,15:03:57,66.6,242.5,0.501,0.346,idle
2026-08-20,15:03:58,66.6,242.5,0.501,0.346,idle
2026-08-20,15:03:59,68.5,242.8,0.509,0.346,idle
2026-08-20,15:04:00,68.5,242.8,0.509,0.346,idle
2026-08-20,15:04:01,68.5,242.8,0.509,0.346,idle
2026-08-20,15:04:02,68.5,242.8,0.509,0.346,idle
2026-08-20,15:04:03,68.5,242.8,0.509,0.346,idle
2026-08-20,15:04:04,69.3,243.0,0.512,0.346,idle
2026-08-20,15:04:05,69.3,243.0,0.512,0.346,idle
2026-08-20,15:04:06,69.3,243.0,0.512,0.346,idle
2026-08-20,15:04:07,69.3,243.0,0.512,0.346,idle
2026-08-20,15:04:08,69.3,243.0,0.512,0.346,idle
2026-08-20,15:04:09,69.9,242.7,0.523,0.346,idle
2026-08-20,15:04:10,69.9,242.7,0.523,0.346,idle
2026-08-20,15:04:11,69.9,242.7,0.523,0.346,idle
2026-08-20,15:04:12,69.9,242.7,0.523,0.346,idle
2026-08-20,15:04:13,69.9,242.7,0.523,0.346,idle
2026-08-20,15:04:14,67.8,243.2,0.505,0.346,idle
2026-08-20,15:04:15,67.8,243.2,0.505,0.346,idle
2026-08-20,15:04:16,67.8,243.2,0.505,0.346,idle
2026-08-20,15:04:17,67.8,243.2,0.505,0.346,idle
2026-08-20,15:04:18,67.8,243.2,0.505,0.346,idle
2026-08-20,15:04:19,68.2,242.9,0.506,0.346,idle
2026-08-20,15:04:20,68.2,242.9,0.506,0.346,idle
2026-08-20,15:04:21,68.2,242.9,0.506,0.346,idle
2026-08-20,15:04:22,68.2,242.9,0.506,0.346,idle
2026-08-20,15:04:23,68.2,242.9,0.506,0.346,idle
2026-08-20,15:04:24,67.3,243.1,0.504,0.346,idle
2026-08-20,15:04:25,67.3,243.1,0.504,0.346,idle
2026-08-20,15:04:26,67.3,243.1,0.504,0.346,idle
2026-08-20,15:04:27,67.3,243.1,0.504,0.346,idle
2026-08-20,15:04:28,67.3,243.1,0.504,0.346,idle
2026-08-20,15:04:29,69.9,242.5,0.52,0.346,idle
2026-08-20,15:04:30,69.9,242.5,0.52,0.346,idle
2026-08-20,15:04:31,69.9,242.5,0.52,0.346,idle
2026-08-20,15:04:32,69.9,242.5,0.52,0.346,idle
2026-08-20,15:04:33,69.9,242.5,0.52,0.346,idle
2026-08-20,15:04:34,68.7,242.9,0.512,0.346,idle
2026-08-20,15:04:35,68.7,242.9,0.512,0.346,idle
2026-08-20,15:04:36,68.7,242.9,0.512,0.346,idle
2026-08-20,15:04:37,68.7,242.9,0.512,0.346,idle
2026-08-20,15:04:38,68.7,242.9,0.512,0.346,idle
2026-08-20,15:04:39,72.0,243.7,0.532,0.346,idle
2026-08-20,15:04:40,72.0,243.7,0.532,0.346,idle
2026-08-20,15:04:41,72.0,243.7,0.532,0.346,idle
2026-08-20,15:04:42,72.0,243.7,0.532,0.346,idle
2026-08-20,15:04:43,72.0,243.7,0.532,0.346,idle
2026-08-20,15:04:44,67.7,243.0,0.503,0.346,idle
2026-08-20,15:04:45,67.7,243.0,0.503,0.346,idle
2026-08-20,15:04:46,67.7,243.0,0.503,0.346,idle
2026-08-20,15:04:47,67.7,243.0,0.503,0.346,idle
2026-08-20,15:04:48,67.7,243.0,0.503,0.346,idle
2026-08-20,15:04:49,71.5,243.3,0.527,0.346,idle
2026-08-20,15:04:50,71.5,243.3,0.527,0.346,idle
2026-08-20,15:04:51,71.5,243.3,0.527,0.346,idle
2026-08-20,15:04:52,71.5,243.3,0.527,0.346,idle
2026-08-20,15:04:53,71.5,243.3,0.527,0.346,idle
2026-08-20,15:04:54,68.6,243.5,0.509,0.346,idle
2026-08-20,15:04:55,68.6,243.5,0.509,0.346,idle
2026-08-20,15:04:56,68.6,243.5,0.509,0.346,idle
2026-08-20,15:04:57,68.6,243.5,0.509,0.346,idle
2026-08-20,15:04:58,68.6,243.5,0.509,0.346,idle
2026-08-20,15:04:59,71.6,243.0,0.528,0.346,idle
2026-08-20,15:05:00,71.6,243.0,0.528,0.346,idle
2026-08-20,15:05:01,71.6,243.0,0.528,0.346,idle
2026-08-20,15:05:02,71.6,243.0,0.528,0.346,idle
2026-08-20,15:05:03,71.6,243.0,0.528,0.346,idle
2026-08-20,15:05:04,69.1,243.6,0.514,0.346,idle
2026-08-20,15:05:05,69.1,243.6,0.514,0.346,idle
2026-08-20,15:05:06,69.1,243.6,0.514,0.346,idle
2026-08-20,15:05:07,69.1,243.6,0.514,0.346,idle
2026-08-20,15:05:08,69.1,243.6,0.514,0.346,idle
2026-08-20,15:05:09,68.3,243.3,0.509,0.346,idle
2026-08-20,15:05:10,68.3,243.3,0.509,0.346,idle
2026-08-20,15:05:11,68.3,243.3,0.509,0.346,idle
2026-08-20,15:05:12,68.3,243.3,0.509,0.346,idle
2026-08-20,15:05:13,68.3,243.3,0.509,0.346,idle
2026-08-20,15:05:14,69.1,243.3,0.512,0.346,idle
2026-08-20,15:05:15,69.1,243.3,0.512,0.346,idle
2026-08-20,15:05:16,69.1,243.3,0.512,0.346,idle
2026-08-20,15:05:17,69.1,243.3,0.512,0.346,idle
2026-08-20,15:05:18,69.1,243.3,0.512,0.346,idle
2026-08-20,15:05:19,67.6,243.4,0.501,0.346,idle
2026-08-20,15:05:20,67.6,243.4,0.501,0.346,idle
2026-08-20,15:05:21,67.6,243.4,0.501,0.346,idle
2026-08-20,15:05:22,67.6,243.4,0.501,0.346,idle
2026-08-20,15:05:23,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:24,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:25,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:26,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:27,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:28,67.8,243.5,0.505,0.346,idle
2026-08-20,15:05:29,67.7,243.7,0.502,0.346,idle
2026-08-20,15:05:30,67.7,243.7,0.502,0.346,idle
2026-08-20,15:05:31,67.7,243.7,0.502,0.346,idle
2026-08-20,15:05:32,67.7,243.7,0.502,0.346,idle
2026-08-20,15:05:33,68.6,243.2,0.509,0.346,idle
2026-08-20,15:05:34,68.6,243.2,0.509,0.346,idle
2026-08-20,15:05:35,68.6,243.2,0.509,0.346,idle
2026-08-20,15:05:36,68.6,243.2,0.509,0.346,idle
2026-08-20,15:05:37,68.6,243.2,0.509,0.346,idle
2026-08-20,15:05:38,68.8,243.4,0.507,0.346,idle
2026-08-20,15:05:39,68.8,243.4,0.507,0.346,idle
2026-08-20,15:05:40,68.8,243.4,0.507,0.346,idle
2026-08-20,15:05:41,68.8,243.4,0.507,0.346,idle
2026-08-20,15:05:43,68.8,243.4,0.507,0.346,idle
2026-08-20,15:05:44,69.0,244.0,0.508,0.346,idle
2026-08-20,15:05:45,69.0,244.0,0.508,0.346,idle
2026-08-20,15:05:46,69.0,244.0,0.508,0.346,idle
2026-08-20,15:05:47,69.0,244.0,0.508,0.346,idle
2026-08-20,15:05:48,69.0,244.0,0.508,0.346,idle
2026-08-20,15:05:49,69.4,244.1,0.513,0.346,idle
2026-08-20,15:05:50,69.4,244.1,0.513,0.346,idle
2026-08-20,15:05:51,69.4,244.1,0.513,0.346,idle
2026-08-20,15:05:52,69.4,244.1,0.513,0.346,idle
2026-08-20,15:05:53,69.4,244.1,0.513,0.346,idle
2026-08-20,15:05:54,69.1,243.7,0.512,0.346,idle
2026-08-20,15:05:55,69.1,243.7,0.512,0.346,idle
2026-08-20,15:05:56,69.1,243.7,0.512,0.346,idle
2026-08-20,15:05:57,69.1,243.7,0.512,0.346,idle
2026-08-20,15:05:58,69.1,243.7,0.512,0.346,idle
2026-08-20,15:05:59,68.3,244.1,0.504,0.346,idle
2026-08-20,15:06:00,68.3,244.1,0.504,0.346,idle
2026-08-20,15:06:01,68.3,244.1,0.504,0.346,idle
2026-08-20,15:06:02,68.3,244.1,0.504,0.346,idle
2026-08-20,15:06:03,68.3,244.1,0.504,0.346,idle
2026-08-20,15:06:04,69.5,243.9,0.513,0.346,idle
2026-08-20,15:06:05,69.5,243.9,0.513,0.346,idle
2026-08-20,15:06:06,69.5,243.9,0.513,0.346,idle
2026-08-20,15:06:07,69.5,243.9,0.513,0.346,idle
2026-08-20,15:06:08,69.5,243.9,0.513,0.346,idle
2026-08-20,15:06:09,71.1,244.1,0.506,0.346,idle
2026-08-20,15:06:10,71.1,244.1,0.506,0.346,idle
2026-08-20,15:06:11,71.1,244.1,0.506,0.346,idle
2026-08-20,15:06:12,71.1,244.1,0.506,0.346,idle
2026-08-20,15:06:13,71.1,244.1,0.506,0.346,idle
2026-08-20,15:06:14,67.0,243.9,0.498,0.346,idle
2026-08-20,15:06:15,67.0,243.9,0.498,0.346,idle
