2026-08-10 09:13:08	adaptatif_50ms_rep1
2026-08-10 09:13:14	idle
2026-08-10 09:16:34	adaptatif_50ms_rep2
2026-08-10 09:16:38	idle
2026-08-10 09:19:59	adaptatif_50ms_rep3
2026-08-10 09:20:04	idle
2026-08-10 09:23:27	adaptatif_50ms_rep4
2026-08-10 09:23:30	idle
2026-08-10 09:27:02	adaptatif_50ms_rep5
2026-08-10 09:27:06	idle
2026-08-10 09:30:31	adaptatif_50ms_rep6
2026-08-10 09:30:35	idle
2026-08-10 09:34:08	adaptatif_50ms_rep7
2026-08-10 09:34:12	idle
2026-08-10 09:38:09	adaptatif_50ms_rep8
2026-08-10 09:38:12	idle
2026-08-10 09:41:35	adaptatif_50ms_rep9
2026-08-10 09:41:39	idle
2026-08-10 09:44:55	adaptatif_50ms_rep10
2026-08-10 09:44:58	idle
2026-08-10 09:49:07	adaptatif_100ms_rep1
2026-08-10 09:49:22	idle
2026-08-10 09:54:26	adaptatif_100ms_rep2
2026-08-10 09:54:30	idle
2026-08-10 09:59:27	adaptatif_100ms_rep3
2026-08-10 09:59:30	idle
2026-08-10 10:04:39	adaptatif_100ms_rep4
2026-08-10 10:04:42	idle
2026-08-10 10:10:54	adaptatif_100ms_rep5
2026-08-10 10:11:04	idle
2026-08-10 10:17:37	adaptatif_100ms_rep6
2026-08-10 10:17:44	idle
2026-08-10 10:23:06	adaptatif_100ms_rep7
2026-08-10 10:23:09	idle
2026-08-10 10:28:44	adaptatif_100ms_rep8
2026-08-10 10:28:47	idle
2026-08-10 10:34:04	adaptatif_100ms_rep9
2026-08-10 10:34:08	idle
2026-08-10 10:39:13	adaptatif_100ms_rep10
2026-08-10 10:39:18	idle

2026-08-18 09:31:45	adaptive_2s_rep1
2026-08-18 09:31:57	idle
