Date,Time,Power_W,Voltage_V,Current_A,Energy_kWh,Label
2026-08-18,09:30:27,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:28,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:29,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:30,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:31,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:32,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:33,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:34,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:35,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:36,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:37,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:38,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:39,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:40,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:41,66.1,243.1,0.501,1.193,idle
2026-08-18,09:30:42,67.1,242.0,0.508,1.193,idle
2026-08-18,09:30:43,67.1,242.0,0.508,1.193,idle
2026-08-18,09:30:44,67.1,242.0,0.508,1.193,idle
2026-08-18,09:30:45,67.1,242.0,0.508,1.193,idle
2026-08-18,09:30:46,67.1,242.0,0.508,1.193,idle
2026-08-18,09:30:47,67.4,242.3,0.506,1.193,idle
2026-08-18,09:30:48,67.4,242.3,0.506,1.193,idle
2026-08-18,09:30:49,67.4,242.3,0.506,1.193,idle
2026-08-18,09:30:50,67.4,242.3,0.506,1.193,idle
2026-08-18,09:30:51,67.4,242.3,0.506,1.193,idle
2026-08-18,09:30:52,68.6,242.0,0.517,1.193,idle
2026-08-18,09:30:53,68.6,242.0,0.517,1.193,idle
2026-08-18,09:30:54,68.6,242.0,0.517,1.193,idle
2026-08-18,09:30:55,68.6,242.0,0.517,1.193,idle
2026-08-18,09:30:56,68.6,242.0,0.517,1.193,idle
2026-08-18,09:30:57,66.9,242.7,0.504,1.193,idle
2026-08-18,09:30:58,66.9,242.7,0.504,1.193,idle
2026-08-18,09:30:59,66.9,242.7,0.504,1.193,idle
2026-08-18,09:31:00,66.9,242.7,0.504,1.193,idle
2026-08-18,09:31:01,66.9,242.7,0.504,1.193,idle
2026-08-18,09:31:02,67.0,242.9,0.504,1.193,idle
2026-08-18,09:31:03,67.0,242.9,0.504,1.193,idle
2026-08-18,09:31:04,67.0,242.9,0.504,1.193,idle
2026-08-18,09:31:05,67.0,242.9,0.504,1.193,idle
2026-08-18,09:31:06,67.0,242.9,0.504,1.193,idle
2026-08-18,09:31:07,66.7,242.4,0.503,1.193,idle
2026-08-18,09:31:08,66.7,242.4,0.503,1.193,idle
2026-08-18,09:31:09,66.7,242.4,0.503,1.193,idle
2026-08-18,09:31:10,66.7,242.4,0.503,1.193,idle
2026-08-18,09:31:11,66.7,242.4,0.503,1.193,idle
2026-08-18,09:31:12,66.7,242.8,0.503,1.193,idle
2026-08-18,09:31:13,66.7,242.8,0.503,1.193,idle
2026-08-18,09:31:14,66.7,242.8,0.503,1.193,idle
2026-08-18,09:31:15,66.7,242.8,0.503,1.193,idle
2026-08-18,09:31:16,66.7,242.8,0.503,1.193,idle
2026-08-18,09:31:17,67.0,242.3,0.506,1.193,idle
2026-08-18,09:31:18,67.0,242.3,0.506,1.193,idle
2026-08-18,09:31:19,67.0,242.3,0.506,1.193,idle
2026-08-18,09:31:20,67.0,242.3,0.506,1.193,idle
2026-08-18,09:31:21,67.0,242.3,0.506,1.193,idle
2026-08-18,09:31:23,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:24,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:25,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:26,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:27,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:28,67.4,242.4,0.509,1.193,idle
2026-08-18,09:31:29,66.7,243.2,0.504,1.193,idle
2026-08-18,09:31:30,66.7,243.2,0.504,1.193,idle
2026-08-18,09:31:31,66.7,243.2,0.504,1.193,idle
2026-08-18,09:31:32,66.7,243.2,0.504,1.193,idle
2026-08-18,09:31:33,66.1,242.7,0.502,1.193,idle
2026-08-18,09:31:34,66.1,242.7,0.502,1.193,idle
2026-08-18,09:31:35,66.1,242.7,0.502,1.193,idle
2026-08-18,09:31:36,66.1,242.7,0.502,1.193,idle
2026-08-18,09:31:37,66.1,242.7,0.502,1.193,idle
2026-08-18,09:31:38,65.6,243.4,0.497,1.193,idle
2026-08-18,09:31:39,65.6,243.4,0.497,1.193,idle
2026-08-18,09:31:40,65.6,243.4,0.497,1.193,idle
2026-08-18,09:31:41,65.6,243.4,0.497,1.193,idle
2026-08-18,09:31:42,65.6,243.4,0.497,1.193,idle
2026-08-18,09:31:43,66.0,242.6,0.5,1.193,idle
2026-08-18,09:31:44,66.0,242.6,0.5,1.193,idle
2026-08-18,09:31:45,66.0,242.6,0.5,1.193,idle
2026-08-18,09:31:46,66.0,242.6,0.5,1.193,adaptive_2s_rep1
2026-08-18,09:31:47,66.0,242.6,0.5,1.193,adaptive_2s_rep1
2026-08-18,09:31:48,66.1,243.2,0.502,1.193,adaptive_2s_rep1
2026-08-18,09:31:49,66.1,243.2,0.502,1.193,adaptive_2s_rep1
2026-08-18,09:31:50,66.1,243.2,0.502,1.193,adaptive_2s_rep1
2026-08-18,09:31:51,66.1,243.2,0.502,1.193,adaptive_2s_rep1
2026-08-18,09:31:52,66.1,243.2,0.502,1.193,adaptive_2s_rep1
2026-08-18,09:31:53,70.7,242.9,0.517,1.193,adaptive_2s_rep1
2026-08-18,09:31:54,70.7,242.9,0.517,1.193,adaptive_2s_rep1
