index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,1428.49,1428.49,0.01,6.94,1421.54,True,,0.0,4.14,0.01,2.79,6.94,1
1,1,genmatrix,small,cold,200,1485.57,1485.56,0.0,6.73,1478.83,True,,0.0,0.02,,6.7,6.73,2
2,2,fetchdata,small,cold,200,1810.76,1810.76,0.0,129.09,1681.67,True,129.05,0.0,0.02,0.0,,129.09,3
3,3,fastfouriertransform,large,cold,200,1958.82,1958.81,0.01,4.64,1954.17,False,,0.0,3.86,0.0,0.77,4.64,4
4,4,linpack,small,cold,200,1506.66,1506.66,0.0,6.0,1500.66,True,,0.0,0.82,4.23,0.93,6.0,5
5,5,linpack,medium,cold,200,4752.69,4752.69,0.0,649.89,4102.8,False,,0.0,0.41,3.98,645.49,649.89,6
6,6,fastfouriertransform,small,cold,200,2452.59,2452.58,0.01,4.58,2448.0,False,,0.0,3.86,0.0,0.71,4.58,7
7,7,fastfouriertransform,small,cold,200,1092.61,1092.6,0.01,4.64,1087.96,False,,0.0,3.87,0.0,0.76,4.64,8
8,8,fetchdata,large,cold,200,1846.22,1846.22,0.01,87.97,1758.25,False,87.94,0.0,0.02,0.0,,87.97,9
9,9,linpack,small,cold,200,1284.06,1284.05,0.0,5.39,1278.67,False,,0.0,0.48,4.08,0.82,5.38,10
10,10,linpack,small,cold,200,1226.77,1226.76,0.01,5.52,1221.24,False,,0.0,0.4,4.28,0.84,5.51,11
11,11,linpack,medium,cold,200,1825.1,1825.1,0.0,648.81,1176.29,False,,0.0,0.44,3.95,644.41,648.81,12
12,12,fetchdata,medium,cold,200,1401.53,1401.53,0.0,84.12,1317.41,False,84.09,0.0,0.02,0.0,,84.11,13
13,13,linpack,medium,cold,200,2382.17,2382.16,0.0,653.03,1729.13,False,,0.0,0.44,3.95,648.64,653.03,14
14,14,fastfouriertransform,small,cold,200,1410.49,1410.48,0.0,4.54,1405.94,False,,0.0,3.81,0.0,0.72,4.54,15
15,15,matrixmul,medium,cold,200,1806.24,1798.68,7.56,507.89,1290.79,True,,0.0,0.41,4.07,503.41,507.89,16
