timestamp,pod,container_id,container_name,node,createdAt,startedAt,1777284191.282967373,resnet-00001-deployment-7fcbc8c8cb-ck6xf,af5d6e275c42e27400c0f1e93556f6dea423ecde696966c8cfb3fd28a8205f5f,queue-proxy,worker11,2026-04-27T04:03:18.40620445-06:00,2026-04-27T04:03:18.564300851-06:00,duration_ms
1777287117.1075945,mobilenet-00001-deployment-5d6d9ff4b-nfskt,6c4c5de7241691ccff764a94d2cb067b9868abdb695b4f4627b048f768d712c1,queue-proxy,worker4,2026-04-27 10:51:45.706073262+00:00,2026-04-27 10:51:45.831661771+00:00,,,,,,,,125.58850899999999
1777287117.1075945,linpack-00001-deployment-545d8788cc-8xvqj,98dd97faa5b6b65044a0910ac4d2b44aaccd9fff24361266d62272f71f246aac,queue-proxy,worker5,2026-04-27 10:51:45.056222328+00:00,2026-04-27 10:51:45.157926995+00:00,,,,,,,,101.704667
1777287226.4194312,grayscale-00001-deployment-6c9cd67ccc-vvxn6,246ca6e3797990bfa3d8edf562c4147807a752ada37fe26b85b438c741390036,queue-proxy,worker9,2026-04-27 10:53:48.683214418+00:00,2026-04-27 10:53:48.775338465+00:00,,,,,,,,92.124047
1777287454.7706757,grayscale-00001-deployment-6c9cd67ccc-zzjts,9956a8c3d76535adaddcf33601aa1d80d1d66a828ca106dc5799ed96a8be6506,queue-proxy,worker9,2026-04-27 10:57:32.680517317+00:00,2026-04-27 10:57:32.828985538+00:00,,,,,,,,148.468221
1777287831.155256,fastfouriertransform-00001-deployment-6bbbdc9c67-cr56s,3f06a73acf5ebf66a6abb47f33d0516188becbd0785978afdc0d148f0f984f00,queue-proxy,worker3,2026-04-27 11:03:51.772213982+00:00,2026-04-27 11:03:51.883164232+00:00,,,,,,,,110.95025
1777287831.155256,genmatrix-00001-deployment-7db687b66-wrtpk,772f32c398cd6f951250e343de3979860b0a5e21ad1004bb80a421bd9cb99b72,queue-proxy,worker6,2026-04-27 11:03:52.221322768+00:00,2026-04-27 11:03:52.328702292+00:00,,,,,,,,107.379524
1777287831.155256,graphgen-00001-deployment-545ff9c679-ddfjs,ae118d288f5a9d1301e49c2426092226c403b7eac4c24ea3087d54a3a4ab5fd7,queue-proxy,worker7,2026-04-27 11:03:52.876015138+00:00,2026-04-27 11:03:52.963364651+00:00,,,,,,,,87.349513
1777287831.155256,resnet-00001-deployment-7fcbc8c8cb-7865s,16b952b067f49f8d2089cb1524658a0b78decd45628d82122dd7760c675a44fc,queue-proxy,worker8,2026-04-27 11:03:52.689185996+00:00,2026-04-27 11:03:52.814718194+00:00,,,,,,,,125.53219800000001
1777287831.155256,pagerank-00001-deployment-54689999dc-gt7p7,357ff065ebf9c2630091325bb4bccb0f1948c026bec41a29e08e3c1b2a57cbdc,queue-proxy,worker11,2026-04-27 11:03:52.548397337+00:00,2026-04-27 11:03:52.644230467+00:00,,,,,,,,95.83313
1777287831.155256,matrixmul-00001-deployment-8468c5dd88-2w62n,b8075f7f705eaef33cc89ef049fcdbe97a0d6d50bee3c309f1c9b82ed3410851,queue-proxy,worker12,2026-04-27 11:03:54.731615841+00:00,2026-04-27 11:03:54.828319242+00:00,,,,,,,,96.703401
1777287831.155256,grayscale-00001-deployment-6c9cd67ccc-v96cv,47d10b1828f119be2d2559510726e5496d077cbe5e3bc2c1b9e0cc8ae65302ce,queue-proxy,worker13,2026-04-27 11:03:51.857566902+00:00,2026-04-27 11:03:51.968362600+00:00,,,,,,,,110.795698
1777287846.3231173,mobilenet-00001-deployment-5d6d9ff4b-p2bw4,217f6939f4c957ff3257b93321fdefa6727c9157e29abb12e2f19ebeef9b0962,queue-proxy,worker4,2026-04-27 11:03:56.184786931+00:00,2026-04-27 11:03:56.296388560+00:00,,,,,,,,111.60162899999999
1777287846.3231173,linpack-00001-deployment-545d8788cc-6fzth,e4c1faeb7343a700e410552d55cb648c33d2846c863224a029ae89d8edbe09a6,queue-proxy,worker5,2026-04-27 11:03:55.546314532+00:00,2026-04-27 11:03:55.641670103+00:00,,,,,,,,95.355571
1777287846.3231173,fetchdata-00001-deployment-7c46bb466c-d64ht,7c4ca388645445c1ef75193c2d53c60e86362598b05fa8aff35a903023724c56,queue-proxy,worker10,2026-04-27 11:03:59.460074407+00:00,2026-04-27 11:03:59.564067195+00:00,,,,,,,,103.992788
1777287955.699185,grayscale-00001-deployment-6c9cd67ccc-fdq77,084896b78369737e7b49aec24a4ddbf4874b18921eaadd4bbd8366d2c4b69fa7,queue-proxy,worker9,2026-04-27 11:05:58.489870162+00:00,2026-04-27 11:05:58.594281126+00:00,,,,,,,,104.41096399999999
1777288184.1791277,grayscale-00001-deployment-6c9cd67ccc-whdlv,08a686ec2e27e67a78a1c8f18f157c05d29e2176d67cd439a1ff5ebbcc57b682,queue-proxy,worker9,2026-04-27 11:09:42.357207591+00:00,2026-04-27 11:09:42.446166083+00:00,,,,,,,,88.958492
