timestamp,pod,container_id,container_name,node,createdAt,startedAt,1777284191.282967373,resnet-00001-deployment-7fcbc8c8cb-ck6xf,af5d6e275c42e27400c0f1e93556f6dea423ecde696966c8cfb3fd28a8205f5f,queue-proxy,worker11,2026-04-27T04:03:18.40620445-06:00,2026-04-27T04:03:18.564300851-06:00,duration_ms
1777278718.8366632,grayscale-00001-deployment-6c9cd67ccc-qrqdd,d522eed11aa4fc6562053c36c19983c67216d9da13f039d3dcb78aa1ae440ffd,queue-proxy,worker11,2026-04-27 08:31:57.669492160+00:00,2026-04-27 08:31:57.763222876+00:00,,,,,,,,93.730716
1777278828.0193548,grayscale-00001-deployment-6c9cd67ccc-xtkww,66f00bdc1f7d0097c8bd2c02dcb38010d9231ecfa365ed0eff6b6865e2ade2d9,queue-proxy,worker11,2026-04-27 08:33:45.755103586+00:00,2026-04-27 08:33:45.858775650+00:00,,,,,,,,103.67206399999999
1777279045.427266,grayscale-00001-deployment-6c9cd67ccc-mjt5s,8138c59d9e1c836ea6f7c094dead776d028ba94071cc71d4c3202eb4c680bc8d,queue-proxy,worker11,2026-04-27 08:37:29.973619624+00:00,2026-04-27 08:37:30.070403973+00:00,,,,,,,,96.784349
1777279545.204187,genmatrix-00001-deployment-7db687b66-sw7x4,ff6fcee9eec727ad4055596170f1be971a64155dfec89f34840855c1b135c441,queue-proxy,worker4,2026-04-27 08:45:44.262380727+00:00,2026-04-27 08:45:44.381823856+00:00,,,,,,,,119.443129
1777279545.204187,mobilenet-00001-deployment-5d6d9ff4b-cn78l,454c6cc5047500512b309fd0670a6026420aefadd715b60315d2e7d3b3c9ba6d,queue-proxy,worker5,2026-04-27 08:45:48.387469737+00:00,2026-04-27 08:45:48.479652910+00:00,,,,,,,,92.183173
1777279545.204187,resnet-00001-deployment-7fcbc8c8cb-v95xx,33fd7257bc43f93ce2f81360db0adfd8ca0263f66d341b7f630c159a87825b4c,queue-proxy,worker6,2026-04-27 08:45:44.944401355+00:00,2026-04-27 08:45:45.044487970+00:00,,,,,,,,100.08661500000001
1777279545.204187,graphgen-00001-deployment-545ff9c679-zgkm8,5a2c2a8e56e738521c1fe820c3e7fe0b02281551375e54a70bb3d3fd6560c299,queue-proxy,worker7,2026-04-27 08:45:45.159642745+00:00,2026-04-27 08:45:45.260351367+00:00,,,,,,,,100.70862199999999
1777279545.204187,linpack-00001-deployment-545d8788cc-tqtwr,728350f9d2c2fcd90adaf607cd51f6b4112e27166ba57aa15ba55f272794428b,queue-proxy,worker8,2026-04-27 08:45:47.945403506+00:00,2026-04-27 08:45:48.032914267+00:00,,,,,,,,87.510761
1777279545.204187,matrixmul-00001-deployment-8468c5dd88-zkdtk,ad6039bb85f1df2a40f5f2ef2fdecca8151455e28d3689b95ad8e002b840c1e6,queue-proxy,worker10,2026-04-27 08:45:46.929768131+00:00,2026-04-27 08:45:47.024138809+00:00,,,,,,,,94.370678
1777279545.204187,fastfouriertransform-00001-deployment-6bbbdc9c67-ql9sv,550aac6d4235aac212bef5329f89266aa8773beddf91205de3c06a47104ac3fa,queue-proxy,worker11,2026-04-27 08:45:44.687710746+00:00,2026-04-27 08:45:44.791970652+00:00,,,,,,,,104.259906
1777279545.204187,grayscale-00001-deployment-6c9cd67ccc-xh6vc,8e5426d7bbe433f64717982ea208656d1d69a65e26c2b9affdc98386e5e2d012,queue-proxy,worker12,2026-04-27 08:45:44.096602035+00:00,2026-04-27 08:45:44.189933270+00:00,,,,,,,,93.33123499999999
1777279545.204187,pagerank-00001-deployment-54689999dc-5p52b,309bb395cd1e0656833cf9edcb719ac4b6ed101282a380a882dd69677f5f6d4f,queue-proxy,worker13,2026-04-27 08:45:44.733009160+00:00,2026-04-27 08:45:44.842414807+00:00,,,,,,,,109.40564699999999
1777279561.3312836,fetchdata-00001-deployment-7c46bb466c-vxnsj,8bf744bda4f68af419b0f59387a6121100fcc0856d76383dae5ae890c87fea3f,queue-proxy,worker3,2026-04-27 08:45:51.619893686+00:00,2026-04-27 08:45:51.712090636+00:00,,,,,,,,92.19695
1777279561.3312836,grayscale-00001-deployment-6c9cd67ccc-dn2s4,7797ce43a0e465d494f7552fb1e1b9ebae088f9467851d4b99fcb1f53ed62491,queue-proxy,worker11,2026-04-27 08:46:03.703160898+00:00,2026-04-27 08:46:03.805254642+00:00,,,,,,,,102.093744
1777279670.899346,grayscale-00001-deployment-6c9cd67ccc-zdn29,6a276d4b5564bd55ebaf0f7d000937aa24b9ce1939d561f05c788c238f33c7b0,queue-proxy,worker11,2026-04-27 08:47:51.735093433+00:00,2026-04-27 08:47:51.846282646+00:00,,,,,,,,111.189213
1777279900.9157267,grayscale-00001-deployment-6c9cd67ccc-8nw6l,27449fe90b43792c031ef09ad5c76a9241a23e336f5fe86cdaa39a7d4770314e,queue-proxy,worker11,2026-04-27 08:51:36.101490270+00:00,2026-04-27 08:51:36.202963384+00:00,,,,,,,,101.47311400000001
1777280402.6111195,mobilenet-00001-deployment-5d6d9ff4b-9sh8c,330ef587b186447b1edd4cd471ffe20532332a16cf3c666c006d09f6af7a9a9b,queue-proxy,worker3,2026-04-27 09:00:03.510051406+00:00,2026-04-27 09:00:03.597776184+00:00,,,,,,,,87.724778
1777280402.6111195,pagerank-00001-deployment-54689999dc-cjrrh,f68962be5691c100fbcd86fa105d1cf28a558748a2b1bab529fb03c106b8d5b6,queue-proxy,worker4,2026-04-27 08:59:59.697320126+00:00,2026-04-27 08:59:59.803667955+00:00,,,,,,,,106.347829
1777280402.6111195,fetchdata-00001-deployment-7c46bb466c-8lqf4,a2adddfeaad3a8d6a380662364c7df350940387bab6dc17087cdc16f0cc28bae,queue-proxy,worker5,2026-04-27 09:00:06.572736773+00:00,2026-04-27 09:00:06.690807667+00:00,,,,,,,,118.070894
1777280402.6111195,graphgen-00001-deployment-545ff9c679-vz9gk,e607fe689ca94ece7b4d3ff06b66b4e14e9772045aad31f1d4abec3c27779e94,queue-proxy,worker6,2026-04-27 09:00:00.185078834+00:00,2026-04-27 09:00:00.312306172+00:00,,,,,,,,127.22733799999999
1777280402.6111195,matrixmul-00001-deployment-8468c5dd88-qwkqx,5f90ff1267429e6ef535178e1d447487668f65f41d21c3f95bac029628a53e13,queue-proxy,worker7,2026-04-27 09:00:01.890786221+00:00,2026-04-27 09:00:01.990736437+00:00,,,,,,,,99.950216
1777280402.6111195,linpack-00001-deployment-545d8788cc-g9q5n,03638fa9918ee17249dede29983dcc964a322bd6cb77020027e3d55dd937d607,queue-proxy,worker8,2026-04-27 09:00:02.962220378+00:00,2026-04-27 09:00:03.054664264+00:00,,,,,,,,92.443886
1777280402.6111195,resnet-00001-deployment-7fcbc8c8cb-w5g69,b1377a4738e50038dd152ac6e569cce8c89e9208a3c84811e203ba7a9e2134ab,queue-proxy,worker10,2026-04-27 08:59:59.880981684+00:00,2026-04-27 08:59:59.998367853+00:00,,,,,,,,117.386169
1777280402.6111195,fastfouriertransform-00001-deployment-6bbbdc9c67-kbqwf,378d60733c306367a248a6745e85df7a3bac358682c78faf6d89d0fa814267d1,queue-proxy,worker11,2026-04-27 08:59:59.115653878+00:00,2026-04-27 08:59:59.219352829+00:00,,,,,,,,103.698951
1777280402.6111195,genmatrix-00001-deployment-7db687b66-p5fqh,c693eab544388df7e33e852dc097f55b0bc9ddbf4bfb9a754a4e981e4e5b6965,queue-proxy,worker12,2026-04-27 08:59:59.349817827+00:00,2026-04-27 08:59:59.468890483+00:00,,,,,,,,119.072656
1777280402.6111195,grayscale-00001-deployment-6c9cd67ccc-pgd9r,f837c075b0e95dde65d222b1c4905b2192e78cf4fd6091aa3156fd2d64fa9c6d,queue-proxy,worker13,2026-04-27 08:59:59.178033104+00:00,2026-04-27 08:59:59.294317817+00:00,,,,,,,,116.284713
1777280527.794943,grayscale-00001-deployment-6c9cd67ccc-4l4zk,ddb225e7ed790cd2172c40cc2e9e6341567fb2aa35ad8820f8cba0fcf90dfa44,queue-proxy,worker11,2026-04-27 09:02:08.200383428+00:00,2026-04-27 09:02:08.296205098+00:00,,,,,,,,95.82167
1777280745.0762596,grayscale-00001-deployment-6c9cd67ccc-26hxp,07a00203f3c4377eeb54e10a735994c278a6f2bc47cc633a70205c42134a750a,queue-proxy,worker11,2026-04-27 09:05:51.764821708+00:00,2026-04-27 09:05:51.894912606+00:00,,,,,,,,130.090898
1777281123.1234505,resnet-00001-deployment-7fcbc8c8cb-rfw2q,28d0221330347ef8dd606d2d2f527ac4543e0d402cc1bbcc8c16a72aef52d9b7,queue-proxy,worker4,2026-04-27 09:12:03.527120716+00:00,2026-04-27 09:12:03.666288089+00:00,,,,,,,,139.167373
1777281123.1234505,graphgen-00001-deployment-545ff9c679-l7btv,f3b1ea34623ea17e2a45b20216cff2fd2c68e4a8b1538f27d82e606201c1803c,queue-proxy,worker6,2026-04-27 09:12:03.759187980+00:00,2026-04-27 09:12:03.868871038+00:00,,,,,,,,109.683058
1777281123.1234505,pagerank-00001-deployment-54689999dc-smfd7,31e6572f1bc3cb036970ba6eb02d59bebf49dc1b57e1c151694f25106ba2aa2b,queue-proxy,worker7,2026-04-27 09:12:03.385749159+00:00,2026-04-27 09:12:03.490322381+00:00,,,,,,,,104.57322199999999
1777281123.1234505,matrixmul-00001-deployment-8468c5dd88-pt98g,6b933277d285b1b80ca76fae81b13b80c142bf3881cf433bbd431d4eed368512,queue-proxy,worker8,2026-04-27 09:12:05.643965787+00:00,2026-04-27 09:12:05.738354819+00:00,,,,,,,,94.389032
1777281123.1234505,linpack-00001-deployment-545d8788cc-fjw6j,96f8c8f682b36a5ff209885a3c35b009c0711f614d604a06c9aebeb87ed563ac,queue-proxy,worker10,2026-04-27 09:12:06.547413315+00:00,2026-04-27 09:12:06.647541495+00:00,,,,,,,,100.12818
1777281123.1234505,fastfouriertransform-00001-deployment-6bbbdc9c67-xcg6q,7982faef303ecf627cb4aa9e87a3414b7da7a3ca6b1ab18a6ec6eeed33eb7b37,queue-proxy,worker11,2026-04-27 09:12:02.721609158+00:00,2026-04-27 09:12:02.827647375+00:00,,,,,,,,106.038217
1777281123.1234505,genmatrix-00001-deployment-7db687b66-tx86b,3e2b68cc9fe44624b135ad4d2214d0070886d3b0167664010289a122c0d05aa0,queue-proxy,worker12,2026-04-27 09:12:02.921188163+00:00,2026-04-27 09:12:03.023764206+00:00,,,,,,,,102.576043
1777281123.1234505,grayscale-00001-deployment-6c9cd67ccc-jhhcq,2c04ed3a3b9fbd803b077347e0ccb4f577246fdda755f0fa96287e2b94a325cf,queue-proxy,worker13,2026-04-27 09:12:02.723903820+00:00,2026-04-27 09:12:02.841037455+00:00,,,,,,,,117.133635
1777281138.995508,mobilenet-00001-deployment-5d6d9ff4b-4hr67,c805ecc2753630791c2c1ba1a3a7f7767b9b97433eb521bc7637f939759e9755,queue-proxy,worker3,2026-04-27 09:12:07.015508785+00:00,2026-04-27 09:12:07.103998583+00:00,,,,,,,,88.489798
1777281138.995508,fetchdata-00001-deployment-7c46bb466c-hrzv2,7b536d44ac3c571f884eb283d50c4da69fa7a6eccd27aa9269e45d71d1e86589,queue-proxy,worker5,2026-04-27 09:12:10.220348245+00:00,2026-04-27 09:12:10.323116300+00:00,,,,,,,,102.768055
1777281247.6041937,grayscale-00001-deployment-6c9cd67ccc-vnf9m,080542c3d0ed402ab7efa09cd1f9de81fa8b80402abef146b943e8940941e028,queue-proxy,worker11,2026-04-27 09:14:11.868658966+00:00,2026-04-27 09:14:11.968200545+00:00,,,,,,,,99.541579
1777281477.9394903,grayscale-00001-deployment-6c9cd67ccc-8ng4l,390cc58950fa470ebdbf9a4191093f0165244462a2749fffcdd7f9ef6e89d219,queue-proxy,worker11,2026-04-27 09:17:53.756128726+00:00,2026-04-27 09:17:53.848721645+00:00,,,,,,,,92.592919
1777284867.5715165,fastfouriertransform-00001-deployment-6bbbdc9c67-brljd,e84ec02503e3a69292c718ba4aec55a83ca7d7f6ce55e2a76e3d3287c39cfa37,queue-proxy,worker3,2026-04-27 10:14:26.754670026+00:00,2026-04-27 10:14:26.846724420+00:00,,,,,,,,92.054394
1777284867.5715165,graphgen-00001-deployment-545ff9c679-lmpl5,0bf8c6f043d4c54e1f58ba41373ce00eb77e35746100a380edcf967d84ebca96,queue-proxy,worker6,2026-04-27 10:14:27.914820091+00:00,2026-04-27 10:14:28.014586467+00:00,,,,,,,,99.76637600000001
1777284867.5715165,genmatrix-00001-deployment-7db687b66-76hbs,1f112b858e0f155cb92bc50c961ab12eb057ee78e2f74a9c23b59d44245f9d4a,queue-proxy,worker7,2026-04-27 10:14:27.175201495+00:00,2026-04-27 10:14:27.289361502+00:00,,,,,,,,114.160007
1777284867.5715165,grayscale-00001-deployment-6c9cd67ccc-s498m,b3c8a016b4ad8497a0335178b924d764ea3d2c698b2c573e1a84b7386348460f,queue-proxy,worker8,2026-04-27 10:14:26.936160074+00:00,2026-04-27 10:14:27.027750510+00:00,,,,,,,,91.590436
1777284867.5715165,mobilenet-00001-deployment-5d6d9ff4b-b6kbg,49c4bbf59f9e4938b2c0b90300354c11efd85edd12a7573d30732f76f0cfcc35,queue-proxy,worker9,2026-04-27 10:14:31.207987044+00:00,2026-04-27 10:14:31.356458451+00:00,,,,,,,,148.471407
1777284867.5715165,linpack-00001-deployment-545d8788cc-rmx67,8d69d74b3427f9dbb467860527bfc8f84bfad53269302d14657042e1359443a5,queue-proxy,worker10,2026-04-27 10:14:30.656301198+00:00,2026-04-27 10:14:30.765209211+00:00,,,,,,,,108.908013
1777284867.5715165,resnet-00001-deployment-7fcbc8c8cb-fdzss,9b1c8124f95a07e6b0a003506239b7ac2c08639ef2225eee7e6720bcea82a832,queue-proxy,worker11,2026-04-27 10:14:27.672480270+00:00,2026-04-27 10:14:27.769454529+00:00,,,,,,,,96.97425899999999
1777284867.5715165,pagerank-00001-deployment-54689999dc-8blr5,d771b88249de8be9797aa9d81443bc881f1dc579d573de2918295e84fe7a819e,queue-proxy,worker12,2026-04-27 10:14:27.444596297+00:00,2026-04-27 10:14:27.558771747+00:00,,,,,,,,114.17545
1777284867.5715165,matrixmul-00001-deployment-8468c5dd88-94bxh,3779979fc9d5b8047e52b132c334b8b4486cc33b7d0d99a8f084423977ae0705,queue-proxy,worker13,2026-04-27 10:14:29.693869642+00:00,2026-04-27 10:14:29.786533790+00:00,,,,,,,,92.664148
1777284884.0833075,fetchdata-00001-deployment-7c46bb466c-zkqgc,7f805db9ce6a0ca03208c567f97dfbfbca5e118773aa93d836dc79c1dda0acef,queue-proxy,worker5,2026-04-27 10:14:34.297056492+00:00,2026-04-27 10:14:34.404824192+00:00,,,,,,,,107.76769999999999
1777284992.179386,grayscale-00001-deployment-6c9cd67ccc-d4l6p,369b41ce26f4a97279ca9b1c98a896eae4e5b20be40289fc3b9fd50d4bc03e2f,queue-proxy,worker4,2026-04-27 10:16:34.485986557+00:00,2026-04-27 10:16:34.631140522+00:00,,,,,,,,145.153965
1777285004.8510675,grayscale-00001-deployment-6c9cd67ccc-m56x4,282fdb367d6eb90bd182f7cad6864205eee2b011e857d5644f26f586513cc8e7,queue-proxy,worker3,2026-04-27 10:16:38.426424677+00:00,2026-04-27 10:16:38.522078146+00:00,,,,,,,,95.653469
1777285221.8762567,grayscale-00001-deployment-6c9cd67ccc-bslk2,509549494e51e05e8626a1f4f241aad6b5d1980eadd25e40f4eada4087eaea9b,queue-proxy,worker4,2026-04-27 10:20:16.660142159+00:00,2026-04-27 10:20:16.783850742+00:00,,,,,,,,123.70858299999999
1777285584.242952,genmatrix-00001-deployment-7db687b66-v2gh5,170ab6f90b9fe2a1f9c03e8685b7dffb28722337590a32d88a0884cd797e1eb5,queue-proxy,worker3,2026-04-27 10:26:20.261772083+00:00,2026-04-27 10:26:20.370962100+00:00,,,,,,,,109.190017
1777285584.242952,mobilenet-00001-deployment-5d6d9ff4b-xbt9m,ae986e7cacae9295b7fbc5fbfac540ec621b4ffb1eba03b33f0ad50695c1afac,queue-proxy,worker4,2026-04-27 10:26:24.438735328+00:00,2026-04-27 10:26:24.550795845+00:00,,,,,,,,112.060517
1777285584.242952,linpack-00001-deployment-545d8788cc-wvh66,38e1cad5d84b7bab2e0db54748b1ce303d28ee0e43121930521b5a04242c4683,queue-proxy,worker5,2026-04-27 10:26:23.838450630+00:00,2026-04-27 10:26:23.948170922+00:00,,,,,,,,109.720292
1777285584.242952,fastfouriertransform-00001-deployment-6bbbdc9c67-ljwqr,24264cf5858a274ee3ad7c96ad79bd069dd2477bb7675074164c9bf2197a837b,queue-proxy,worker6,2026-04-27 10:26:19.947586821+00:00,2026-04-27 10:26:20.058930850+00:00,,,,,,,,111.34402899999999
1777285584.242952,pagerank-00001-deployment-54689999dc-799pg,abbe86df8559c4aabdb972f251201c8da12fbba9630fac3a9a9beb2596ccbcf1,queue-proxy,worker7,2026-04-27 10:26:20.731315649+00:00,2026-04-27 10:26:20.825505306+00:00,,,,,,,,94.189657
1777285584.242952,grayscale-00001-deployment-6c9cd67ccc-pk59f,bcf255dd07781cbe4c0bb7669a22011ad69f93801ed8b4de0f0c8b111a9387c0,queue-proxy,worker8,2026-04-27 10:26:20.176346051+00:00,2026-04-27 10:26:20.280731398+00:00,,,,,,,,104.38534700000001
1777285584.242952,fetchdata-00001-deployment-7c46bb466c-xh2nh,bcc7ccd36df0907e4e36cd1c30d86ebbf6b663adf0c2200748b25bb9da4aabb1,queue-proxy,worker10,2026-04-27 10:26:27.763209141+00:00,2026-04-27 10:26:27.859963152+00:00,,,,,,,,96.754011
1777285584.242952,resnet-00001-deployment-7fcbc8c8cb-n7ts6,792e29d82852c27046e2b7d9ba3dd44242147180728b38a143038cbdeb7a7676,queue-proxy,worker11,2026-04-27 10:26:20.989426066+00:00,2026-04-27 10:26:21.086130698+00:00,,,,,,,,96.704632
1777285584.242952,graphgen-00001-deployment-545ff9c679-6wswv,b5e509ef6d370c473f89c57dcc1d959f2930520d2b1139b9da490e52dea6a44c,queue-proxy,worker12,2026-04-27 10:26:21.123740496+00:00,2026-04-27 10:26:21.223365319+00:00,,,,,,,,99.624823
1777285584.242952,matrixmul-00001-deployment-8468c5dd88-kgfjn,ecb442063e3e6acfb3d1e6d980180d7f20f6883b69389378f0e083ac1be75831,queue-proxy,worker13,2026-04-27 10:26:22.918434808+00:00,2026-04-27 10:26:23.025320938+00:00,,,,,,,,106.88613
1777285708.6595008,grayscale-00001-deployment-6c9cd67ccc-wnmjw,c03071950a0426928c673c2291c488a09e74406c3a3d8e67d27e0879bf7a608d,queue-proxy,worker9,2026-04-27 10:28:26.421837818+00:00,2026-04-27 10:28:26.516562630+00:00,,,,,,,,94.724812
1777285925.7478487,grayscale-00001-deployment-6c9cd67ccc-6xwlr,420d0e96e03c999001f2eeb325a2be01c934604059ca5bf4558232de1ee770a8,queue-proxy,worker9,2026-04-27 10:32:10.354611126+00:00,2026-04-27 10:32:10.445926878+00:00,,,,,,,,91.315752
1777286377.715649,fastfouriertransform-00001-deployment-6bbbdc9c67-nmhk5,1379a479c3f012009bd0dfd2a0601701d4fba22d9d0983015c2cff03b011a8ce,queue-proxy,worker6,2026-04-27 10:39:40.202285186+00:00,2026-04-27 10:39:40.313295052+00:00,,,,,,,,111.009866
1777286377.715649,pagerank-00001-deployment-54689999dc-7s9g5,7f09dfab33696627c78c28b2c8a49a30b4af07e85a67e78472bf7fb7b5ae4a7b,queue-proxy,worker7,2026-04-27 10:39:40.897830649+00:00,2026-04-27 10:39:40.992935855+00:00,,,,,,,,95.105206
1777286377.715649,grayscale-00001-deployment-6c9cd67ccc-rd8tp,07185cc71308d66c9ebe3789916a5844e47aa0f02a6d93bac28fb45576c8b23a,queue-proxy,worker8,2026-04-27 10:39:40.325767089+00:00,2026-04-27 10:39:40.421830210+00:00,,,,,,,,96.063121
1777286377.715649,mobilenet-00001-deployment-5d6d9ff4b-vk8xg,3be4be88db566ebd903a3158bce2e0cd21a127e67eefd79f6a957910a90a0614,queue-proxy,worker10,2026-04-27 10:39:44.668298235+00:00,2026-04-27 10:39:44.764348278+00:00,,,,,,,,96.050043
1777286377.715649,resnet-00001-deployment-7fcbc8c8cb-2pqdc,34efe18ed4b6b3d563ca015698822e81f79035955a0db46943d5696dac3aa89d,queue-proxy,worker11,2026-04-27 10:39:41.138253933+00:00,2026-04-27 10:39:41.248080360+00:00,,,,,,,,109.82642700000001
1777286377.715649,graphgen-00001-deployment-545ff9c679-72gpq,0d43fafcce777fbd357e2196a0731979ea6363e6b768d9aa07362b5d2ff66d73,queue-proxy,worker12,2026-04-27 10:39:41.318450700+00:00,2026-04-27 10:39:41.444828775+00:00,,,,,,,,126.37807500000001
1777286377.715649,matrixmul-00001-deployment-8468c5dd88-xpn66,ca4eccdfeacf921ce63e3f82b5b99cbaae5fed0aa01ac600223f9b4e0a63c79c,queue-proxy,worker13,2026-04-27 10:39:43.102006796+00:00,2026-04-27 10:39:43.198113031+00:00,,,,,,,,96.106235
1777286392.9472053,genmatrix-00001-deployment-7db687b66-2mvjt,b0a1ea39bf8ecc275cc43569a42913fa04390e8960795b8c95a21f8d94201e0d,queue-proxy,worker3,2026-04-27 10:39:40.376161212+00:00,2026-04-27 10:39:40.477537488+00:00,,,,,,,,101.376276
1777286392.9472053,fetchdata-00001-deployment-7c46bb466c-74xm2,0abf260a1bba56595e8245169b3e01e3f2f96e64e670ac874b65539fb47b5f8d,queue-proxy,worker4,2026-04-27 10:39:47.790591637+00:00,2026-04-27 10:39:47.898298515+00:00,,,,,,,,107.706878
1777286392.9472053,linpack-00001-deployment-545d8788cc-9f2l6,332fa36653c9470a766626d6d865c06e6416802df98bab44a538917662704373,queue-proxy,worker5,2026-04-27 10:39:43.914424945+00:00,2026-04-27 10:39:44.011676512+00:00,,,,,,,,97.251567
1777286513.7155735,grayscale-00001-deployment-6c9cd67ccc-pwg24,6a6c81fc24a743bbee8775384ad2b2c8eb439f2bfa959da51666a595651950b1,queue-proxy,worker9,2026-04-27 10:41:48.413223422+00:00,2026-04-27 10:41:48.510222288+00:00,,,,,,,,96.998866
1777286731.7631004,grayscale-00001-deployment-6c9cd67ccc-q79df,49dee0b59906509ef49ad7228c1cffa06b233783a066c59c62280065f853e605,queue-proxy,worker9,2026-04-27 10:45:30.333741051+00:00,2026-04-27 10:45:30.420119586+00:00,,,,,,,,86.378535
1777287101.2989364,fastfouriertransform-00001-deployment-6bbbdc9c67-jvxv9,8cf5b932ca4158d36341961e71240d3da36284bf7ee28be47e36fb43821e7f12,queue-proxy,worker3,2026-04-27 10:51:41.333381979+00:00,2026-04-27 10:51:41.419363248+00:00,,,,,,,,85.981269
1777287101.2989364,grayscale-00001-deployment-6c9cd67ccc-c4nj5,deb39dc940c84c0f1106f5815c6ff4666ce5806d4a38383bec0e485816d5103b,queue-proxy,worker6,2026-04-27 10:51:41.512945571+00:00,2026-04-27 10:51:41.622127132+00:00,,,,,,,,109.181561
1777287101.2989364,genmatrix-00001-deployment-7db687b66-hsjq4,0aa707c0712b21c9aa9adda1c893dcde1325989b1681d57ef125ec0f3f306cd4,queue-proxy,worker7,2026-04-27 10:51:41.702605545+00:00,2026-04-27 10:51:41.795994197+00:00,,,,,,,,93.38865200000001
1777287101.2989364,pagerank-00001-deployment-54689999dc-7nn88,6341c88b021e656ad598328c3d25bc3c681010d0056d9ad5a4bec56aa02088cf,queue-proxy,worker8,2026-04-27 10:51:42.092517334+00:00,2026-04-27 10:51:42.183979162+00:00,,,,,,,,91.461828
1777287101.2989364,fetchdata-00001-deployment-7c46bb466c-r8cms,a0fb50d2ce73eb22f6e12ecd93400947cf04f4d631392ca759de16f27f6df77b,queue-proxy,worker10,2026-04-27 10:51:49.007588857+00:00,2026-04-27 10:51:49.106914211+00:00,,,,,,,,99.325354
1777287101.2989364,resnet-00001-deployment-7fcbc8c8cb-4lfqh,6d933c3e161ee43787877b7e0b16d901d7a6e59b576643dae2c8e8bf26c817dc,queue-proxy,worker11,2026-04-27 10:51:42.246092782+00:00,2026-04-27 10:51:42.344216039+00:00,,,,,,,,98.12325700000001
1777287101.2989364,matrixmul-00001-deployment-8468c5dd88-79zrz,0ccbb95d4e17f7f7bc5d0a54c6f5524afcbc8ad9525a2861eda1921f3f08277c,queue-proxy,worker12,2026-04-27 10:51:44.197804207+00:00,2026-04-27 10:51:44.292159668+00:00,,,,,,,,94.355461
1777287101.2989364,graphgen-00001-deployment-545ff9c679-7vkws,838b4a9b5601b0a31ea0a8da2224399bdba164dfbf9a96ff67392ea755985cf9,queue-proxy,worker13,2026-04-27 10:51:42.404178461+00:00,2026-04-27 10:51:42.521672662+00:00,,,,,,,,117.494201
