index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1835.3,0.006775,warm,200
1,grayscale,small,1875.8,0.014263,warm,200
2,genmatrix,small,1625.8,0.006518,warm,200
3,fastfouriertransform,large,3130.0,0.005296,cold,200
4,pagerank,small,1980.1,0.304573,warm,200
5,resnet,medium,2077.0,0.209092,cold,200
6,graphgen,small,1595.3,0.004943,warm,200
7,fastfouriertransform,small,3102.8,0.005058,cold,200
8,genmatrix,large,1863.8,0.000938,warm,200
9,resnet,small,3297.2,0.124292,cold,200
10,pagerank,small,2003.0,0.051726,cold,200
11,pagerank,medium,2156.8,0.045684,cold,200
12,genmatrix,medium,1759.5,0.000191,warm,200
13,resnet,medium,3131.8,0.164886,cold,200
14,graphgen,small,2068.9,0.00292,cold,200
15,matrixmul,medium,2428.9,0.554013,cold,200
16,grayscale,small,1725.6,0.006906,warm,200
17,genmatrix,medium,1686.3,0.000178,warm,200
18,fastfouriertransform,small,3661.5,0.005331,cold,200
19,matrixmul,small,3509.5,0.005586,cold,200
20,linpack,medium,2893.3,0.665252,cold,200
21,resnet,medium,3302.3,0.123165,cold,200
22,graphgen,large,4537.4,0.074063,cold,200
23,mobilenet,large,2292.3,0.03526,cold,200
24,fastfouriertransform,medium,3600.4,0.659262,cold,200
25,fastfouriertransform,large,3611.9,0.00508,cold,200
26,grayscale,large,19307.1,2.821293,cold,200
27,resnet,medium,2191.8,0.148369,cold,200
28,resnet,small,2564.3,0.195299,cold,200
29,fastfouriertransform,small,1640.2,0.005094,warm,200
30,genmatrix,medium,1562.1,0.000182,warm,200
31,fastfouriertransform,small,3551.5,0.005255,cold,200
32,fastfouriertransform,medium,2199.4,0.634829,cold,200
33,grayscale,medium,1626.8,0.058352,warm,200
34,linpack,small,4812.0,0.00508,cold,200
35,linpack,medium,5517.0,0.715074,cold,200
36,genmatrix,large,1479.9,0.000865,warm,200
37,grayscale,large,19239.4,2.825267,cold,200
38,fastfouriertransform,large,2140.3,0.005284,cold,200
39,fetchdata,large,2456.0,0.130398,cold,200
40,genmatrix,small,1434.7,0.00011,warm,200
41,mobilenet,medium,2433.5,0.022417,cold,200
42,grayscale,large,19111.2,2.696712,cold,200
43,pagerank,small,1618.4,0.010025,warm,200
44,linpack,small,6145.5,0.005604,cold,200
45,genmatrix,small,1385.7,0.000113,warm,200
46,linpack,medium,6117.4,0.700529,cold,200
47,grayscale,small,1407.6,0.00688,warm,200
48,genmatrix,large,1297.2,0.00075,warm,200
49,linpack,small,6112.9,0.005535,cold,200
50,mobilenet,medium,2417.3,0.0188,cold,200
51,mobilenet,small,2387.7,0.025526,cold,200
52,grayscale,small,1365.1,0.006951,warm,200
