request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1473.69,1473.67,0.03,6.16,1467.51,True,,0.0,3.9,0.0,2.26,6.16,1
1,genmatrix,small,cold,200,1480.15,1478.04,2.11,6.68,1471.36,True,,0.0,0.03,,6.64,6.68,2
2,fetchdata,small,cold,200,1632.25,1632.23,0.02,134.46,1497.77,True,134.43,0.0,0.02,0.0,,134.46,2
3,fastfouriertransform,large,warm,200,31.5,31.49,0.01,4.59,26.89,False,,0.0,3.82,0.0,0.77,4.59,2
4,linpack,small,cold,200,1452.79,1452.77,0.02,5.25,1447.52,True,,0.0,0.37,4.04,0.83,5.25,1
5,linpack,medium,warm,200,1106.25,1106.24,0.02,653.1,453.14,False,,0.0,0.33,4.03,648.74,653.1,2
6,fastfouriertransform,small,warm,200,28.88,28.87,0.01,4.57,24.3,False,,0.0,3.78,0.0,0.78,4.57,2
7,fastfouriertransform,small,warm,200,33.83,33.82,0.01,7.29,26.54,False,,0.0,6.1,0.0,1.18,7.28,1
8,fetchdata,large,warm,200,88.46,88.44,0.02,79.05,9.39,False,79.01,0.0,0.03,0.0,,79.05,1
9,linpack,small,warm,200,23.53,23.51,0.02,6.21,17.3,False,,0.0,0.36,4.62,1.23,6.21,1
10,linpack,small,warm,200,23.31,23.29,0.02,6.71,16.58,False,,0.01,0.44,5.3,0.97,6.71,1
11,linpack,medium,warm,200,700.84,700.82,0.02,683.7,17.12,False,,0.0,0.58,6.37,676.75,683.7,1
12,fetchdata,medium,warm,200,102.95,102.93,0.02,93.31,9.62,False,93.28,0.0,0.02,0.0,,93.31,1
13,linpack,medium,warm,200,658.18,658.16,0.02,643.17,14.99,False,,0.0,0.35,3.99,638.83,643.17,1
14,fastfouriertransform,small,warm,200,28.27,28.26,0.01,4.56,23.7,False,,0.0,3.79,0.0,0.77,4.56,1
15,matrixmul,medium,cold,200,2266.88,2262.57,4.31,506.65,1755.91,True,,0.0,0.4,4.19,502.06,506.65,1
16,genmatrix,small,warm,200,16.77,14.88,1.89,0.16,14.73,False,,0.0,0.04,,0.12,0.16,2
17,fetchdata,medium,warm,200,109.56,109.54,0.02,99.7,9.84,False,99.66,0.0,0.03,0.0,,99.7,2
18,fastfouriertransform,small,warm,200,32.27,32.26,0.01,7.22,25.03,False,,0.0,6.04,0.0,1.17,7.22,1
19,matrixmul,small,warm,200,30.16,27.24,2.92,9.08,18.17,False,,0.0,0.36,8.09,0.62,9.08,1
20,genmatrix,medium,warm,200,23.06,17.59,5.48,0.29,17.3,False,,0.0,0.03,,0.25,0.29,1
21,linpack,medium,warm,200,694.49,694.46,0.02,674.8,19.66,False,,0.0,0.51,6.36,667.93,674.8,1
