index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,4000.0,3999.99,0.01,7.35,3992.65,True,,0.0,4.06,0.0,3.27,7.34,1
1,1,genmatrix,small,cold,200,3641.85,3641.85,0.01,10.38,3631.47,True,,0.0,0.04,,10.33,10.38,2
2,2,fetchdata,small,cold,200,3737.75,3737.75,0.01,148.15,3589.6,True,148.1,0.0,0.03,0.0,,148.14,3
3,3,fastfouriertransform,large,cold,200,6367.92,6367.91,0.0,4.73,6363.18,False,,0.0,3.95,0.0,0.77,4.73,4
4,4,linpack,small,cold,200,3671.56,3671.56,0.01,6.42,3665.14,True,,0.0,0.45,4.99,0.96,6.41,5
5,5,linpack,medium,cold,200,7360.31,7360.3,0.01,831.28,6529.02,False,,0.0,0.39,4.04,826.85,831.28,6
6,6,fastfouriertransform,small,cold,200,4779.36,4779.35,0.0,5.06,4774.29,False,,0.0,4.15,0.0,0.9,5.06,7
7,7,fastfouriertransform,small,cold,200,4946.42,4946.41,0.01,4.87,4941.54,False,,0.0,4.02,0.0,0.84,4.87,8
8,8,fetchdata,large,cold,200,25216.45,25216.43,0.02,88.25,25128.17,False,88.23,0.0,0.02,0.0,,88.25,9
9,9,linpack,small,cold,200,4328.81,4328.8,0.01,5.07,4323.74,False,,0.0,0.36,3.97,0.73,5.07,10
10,10,linpack,small,cold,200,5757.04,5757.03,0.01,5.07,5751.96,False,,0.0,0.37,3.98,0.72,5.07,11
11,11,linpack,medium,cold,200,5043.42,5043.41,0.01,726.8,4316.61,False,,0.0,0.36,3.98,722.45,726.8,12
12,12,fetchdata,medium,cold,200,25093.5,25093.48,0.02,5091.45,20002.03,False,5091.42,0.0,0.02,0.0,,5091.45,13
13,13,linpack,medium,cold,200,6445.96,6445.96,0.0,717.52,5728.44,False,,0.0,0.37,3.97,713.18,717.52,14
14,14,fastfouriertransform,small,cold,200,4713.7,4713.7,0.01,4.91,4708.79,False,,0.0,4.07,0.0,0.83,4.91,15
15,15,matrixmul,medium,cold,200,4024.86,4007.56,17.3,521.49,3486.07,True,,0.0,0.52,5.16,515.79,521.48,16
16,16,genmatrix,small,cold,200,3728.67,3728.66,0.01,0.11,3728.55,False,,0.0,0.02,,0.09,0.11,17
17,17,fetchdata,medium,cold,200,25393.79,25393.77,0.02,88.68,25305.09,False,88.66,0.0,0.02,0.0,,88.68,18
18,18,fastfouriertransform,small,cold,200,4582.94,4582.94,0.01,4.68,4578.25,False,,0.0,3.94,0.0,0.74,4.68,19
19,19,matrixmul,small,cold,200,4004.87,4004.87,0.0,5.05,3999.82,False,,0.0,0.38,4.04,0.63,5.05,20
20,20,genmatrix,medium,cold,200,3706.93,3653.48,53.45,0.54,3652.94,False,,0.0,0.03,,0.51,0.54,21
21,21,linpack,medium,cold,200,8955.31,8955.3,0.0,915.33,8039.97,False,,0.0,0.46,4.12,910.74,915.33,22
22,22,fastfouriertransform,large,cold,200,5367.84,5367.84,0.01,5.1,5362.73,False,,0.0,4.16,0.0,0.93,5.1,23
23,23,matrixmul,large,cold,200,5043.62,5020.27,23.34,4.92,5015.36,False,,0.0,0.39,3.95,0.57,4.92,24
24,24,fastfouriertransform,medium,cold,200,4509.76,4509.75,0.01,716.36,3793.39,False,,0.0,4.1,0.01,712.25,716.36,25
25,25,fastfouriertransform,large,cold,200,4557.78,4557.77,0.0,4.87,4552.91,False,,0.0,4.02,0.0,0.84,4.87,26
26,26,genmatrix,large,cold,200,4003.11,3586.87,416.23,1.66,3585.21,False,,0.0,0.03,,1.62,1.66,27
27,27,linpack,medium,cold,200,10523.46,10523.46,0.01,737.01,9786.45,False,,0.0,0.54,4.53,731.93,737.01,28
28,28,linpack,small,cold,200,8901.98,8901.97,0.0,7.65,8894.32,False,,0.0,0.48,6.17,0.99,7.65,29
29,29,fastfouriertransform,small,cold,200,4474.44,4474.43,0.01,4.72,4469.71,False,,0.0,3.93,0.01,0.78,4.72,30
30,30,fetchdata,medium,cold,200,25170.23,25170.21,0.02,85.72,25084.48,False,85.7,0.0,0.02,0.0,,85.72,31
31,31,fastfouriertransform,small,cold,200,4491.17,4491.16,0.01,4.84,4486.32,False,,0.0,3.95,0.0,0.88,4.84,32
