2026-08-04 18:11:48	adaptatif_10ms_rep10
2026-08-04 18:11:55	idle
2026-08-04 18:14:16	adaptatif_50ms_rep1
2026-08-04 18:14:24	idle
2026-08-04 18:17:46	adaptatif_50ms_rep2
2026-08-04 18:17:50	idle
2026-08-04 18:21:12	adaptatif_50ms_rep3
2026-08-04 18:21:16	idle
2026-08-04 18:24:41	adaptatif_50ms_rep4
2026-08-04 18:24:44	idle
2026-08-04 18:28:03	adaptatif_50ms_rep5
2026-08-04 18:28:06	idle
2026-08-04 18:31:31	adaptatif_50ms_rep6
2026-08-04 18:31:35	idle
2026-08-04 18:34:59	adaptatif_50ms_rep7
2026-08-04 18:35:04	idle
2026-08-04 18:38:26	adaptatif_50ms_rep8
2026-08-04 18:38:29	idle
2026-08-04 18:41:57	adaptatif_50ms_rep9
2026-08-04 18:42:00	idle
2026-08-04 18:45:22	adaptatif_50ms_rep10
2026-08-04 18:45:25	idle
2026-08-04 18:49:10	adaptatif_100ms_rep1
2026-08-04 18:49:22	idle
2026-08-04 18:54:21	adaptatif_100ms_rep2
2026-08-04 18:54:25	idle
2026-08-04 18:59:22	adaptatif_100ms_rep3
2026-08-04 18:59:25	idle
2026-08-04 19:04:26	adaptatif_100ms_rep4
2026-08-04 19:04:32	idle
2026-08-04 19:09:37	adaptatif_100ms_rep5
2026-08-04 19:09:41	idle
2026-08-04 19:14:42	adaptatif_100ms_rep6
2026-08-04 19:14:45	idle
2026-08-04 19:19:47	adaptatif_100ms_rep7
2026-08-04 19:19:51	idle
2026-08-04 19:24:55	adaptatif_100ms_rep8
2026-08-04 19:24:59	idle
2026-08-04 19:29:57	adaptatif_100ms_rep9
2026-08-04 19:29:59	idle
2026-08-04 19:35:01	adaptatif_100ms_rep10
2026-08-04 19:35:06	idle
2026-08-05 09:43:57	adaptatif_1s_rep1
2026-08-05 09:44:03	idle
2026-08-05 10:19:14	adaptatif_1s_rep2
2026-08-05 10:19:17	idle
2026-08-05 10:54:15	adaptatif_1s_rep3
2026-08-05 10:54:23	idle
2026-08-05 11:29:28	adaptatif_1s_rep4
2026-08-05 11:29:35	idle
2026-08-05 12:04:51	adaptatif_1s_rep5
2026-08-05 12:04:56	idle
2026-08-05 12:39:52	adaptatif_1s_rep6
2026-08-05 12:39:56	idle
2026-08-05 13:14:56	adaptatif_200ms_rep1
2026-08-05 13:15:01	idle
2026-08-05 13:23:23	adaptatif_200ms_rep2
2026-08-05 13:23:28	idle
2026-08-05 13:31:42	adaptatif_200ms_rep3
2026-08-05 13:31:46	idle
2026-08-05 13:40:01	adaptatif_200ms_rep4
2026-08-05 13:40:05	idle
2026-08-05 13:48:41	adaptatif_200ms_rep5
2026-08-05 13:48:45	idle
2026-08-05 13:57:25	adaptatif_200ms_rep6
2026-08-05 13:57:32	idle
2026-08-05 14:06:10	adaptatif_200ms_rep7
2026-08-05 14:06:13	idle
2026-08-05 14:14:28	adaptatif_200ms_rep8
2026-08-05 14:14:32	idle
2026-08-05 14:22:56	adaptatif_200ms_rep9
2026-08-05 14:23:03	idle
2026-08-05 14:31:18	adaptatif_200ms_rep10
2026-08-05 14:31:23	idle
