index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1924.0,0.007753,warm,200
1,grayscale,small,1337.7,0.014134,warm,200
2,genmatrix,small,1482.9,0.007563,warm,200
3,fastfouriertransform,large,1640.9,0.00554,warm,200
4,pagerank,small,1665.2,0.248823,warm,200
5,resnet,medium,1908.3,0.173135,warm,200
6,graphgen,small,1719.1,0.004262,warm,200
7,fastfouriertransform,small,1247.2,0.005417,warm,200
8,genmatrix,large,921.7,0.000973,warm,200
9,resnet,small,1961.8,0.170746,warm,200
10,pagerank,small,1079.3,0.010618,warm,200
11,pagerank,medium,1079.9,0.046206,warm,200
12,genmatrix,medium,489.6,0.000211,warm,200
13,resnet,medium,1388.3,0.160003,warm,200
14,graphgen,small,940.2,0.002798,warm,200
15,matrixmul,medium,1887.5,0.507611,warm,200
16,grayscale,small,14.0,0.007272,warm,200
17,genmatrix,medium,34.5,0.000222,warm,200
18,fastfouriertransform,small,135.1,0.005838,warm,200
19,matrixmul,small,1017.1,0.005101,warm,200
20,linpack,medium,2130.6,0.66474,cold,200
21,resnet,medium,427.0,0.12212,warm,200
22,graphgen,large,666.8,0.097954,warm,200
23,mobilenet,large,1941.1,0.038159,warm,200
24,fastfouriertransform,medium,628.9,0.616297,warm,200
25,fastfouriertransform,large,535.1,0.00489,warm,200
26,grayscale,large,2840.2,2.695018,cold,200
27,resnet,medium,285.7,0.1249,warm,200
28,resnet,small,308.9,0.12086,warm,200
29,fastfouriertransform,small,121.8,0.004792,warm,200
30,genmatrix,medium,9.5,0.000201,warm,200
31,fastfouriertransform,small,16.7,0.00488,warm,200
32,fastfouriertransform,medium,623.2,0.610997,warm,200
33,grayscale,medium,2153.2,0.058099,cold,200
34,linpack,small,739.5,0.005145,warm,200
35,linpack,medium,1303.6,0.662473,warm,200
36,genmatrix,large,35.9,0.000782,warm,200
37,grayscale,large,7199.7,2.672972,cold,200
38,fastfouriertransform,large,29.2,0.004781,warm,200
39,fetchdata,large,2279.5,0.146117,cold,200
40,genmatrix,small,7.4,0.000116,warm,200
41,mobilenet,medium,157.8,0.019114,warm,200
42,grayscale,large,6748.1,2.669617,cold,200
43,pagerank,small,22.7,0.013714,warm,200
44,linpack,small,410.7,0.005061,warm,200
45,genmatrix,small,5.0,0.000123,warm,200
46,linpack,medium,855.1,0.643085,warm,200
47,grayscale,small,660.5,0.00702,warm,200
48,genmatrix,large,34.9,0.000786,warm,200
49,linpack,small,561.2,0.005072,warm,200
50,mobilenet,medium,21.7,0.017628,warm,200
51,mobilenet,small,22.0,0.017608,warm,200
52,grayscale,small,170.5,0.006981,warm,200
