index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2003.9,0.00728,cold,200
1,grayscale,small,1576.5,0.017331,warm,200
2,genmatrix,small,1442.7,0.007235,warm,200
3,fastfouriertransform,large,1725.0,0.004961,warm,200
4,pagerank,small,9843.4,0.289564,cold,200
5,resnet,medium,2177.6,0.202413,cold,200
6,graphgen,small,1737.0,0.004824,warm,200
7,fastfouriertransform,small,1312.8,0.005498,warm,200
8,genmatrix,large,879.2,0.000957,warm,200
9,resnet,small,2025.5,0.244773,cold,200
10,pagerank,small,9332.4,0.053654,cold,200
11,pagerank,medium,9294.7,0.049737,cold,200
12,genmatrix,medium,500.2,0.000248,warm,200
13,resnet,medium,1174.2,0.20297,warm,200
14,graphgen,small,1461.5,0.002798,warm,200
15,matrixmul,medium,1849.8,0.506138,warm,200
16,grayscale,small,102.6,0.00702,warm,200
17,genmatrix,medium,9.6,0.000204,warm,200
18,fastfouriertransform,small,218.4,0.005194,warm,200
19,matrixmul,small,1461.9,0.005017,warm,200
20,linpack,medium,2056.9,0.647757,cold,200
21,resnet,medium,952.9,0.125992,warm,200
22,graphgen,large,673.9,0.099385,warm,200
23,mobilenet,large,2002.3,0.055366,cold,200
24,fastfouriertransform,medium,635.1,0.622166,warm,200
25,fastfouriertransform,large,542.1,0.004834,warm,200
26,grayscale,large,2876.3,2.713413,cold,200
27,resnet,medium,476.9,0.122577,warm,200
28,resnet,small,507.0,0.12858,warm,200
29,fastfouriertransform,small,130.1,0.004808,warm,200
30,genmatrix,medium,10.3,0.000202,warm,200
31,fastfouriertransform,small,17.2,0.004902,warm,200
32,fastfouriertransform,medium,619.9,0.607197,warm,200
33,grayscale,medium,2156.9,0.058088,cold,200
34,linpack,small,663.7,0.005066,warm,200
35,linpack,medium,1211.1,0.646283,warm,200
36,genmatrix,large,34.9,0.00078,warm,200
37,grayscale,large,7272.5,2.689449,cold,200
38,fastfouriertransform,large,26.0,0.004805,warm,200
39,fetchdata,large,1986.8,0.141705,warm,200
40,genmatrix,small,6.0,0.000115,warm,200
41,mobilenet,medium,219.1,0.018852,warm,200
42,grayscale,large,6798.5,2.669629,cold,200
43,pagerank,small,5960.5,0.010995,cold,200
44,linpack,small,318.0,0.005061,warm,200
45,genmatrix,small,5.2,0.000124,warm,200
46,linpack,medium,758.6,0.63879,warm,200
47,grayscale,small,681.4,0.006995,warm,200
48,genmatrix,large,35.0,0.000787,warm,200
49,linpack,small,465.0,0.005059,warm,200
50,mobilenet,medium,28.7,0.023628,warm,200
51,mobilenet,small,25.9,0.02114,warm,200
52,grayscale,small,192.6,0.006908,warm,200
53,genmatrix,large,35.2,0.000768,warm,200
54,pagerank,large,5482.2,0.337263,cold,200
55,grayscale,large,13686.9,2.671992,cold,200
56,resnet,medium,143.7,0.138606,warm,200
57,resnet,medium,203.0,0.157745,warm,200
58,linpack,small,11.7,0.005102,warm,200
59,fetchdata,large,84.0,0.079486,warm,200
60,mobilenet,small,30.7,0.025322,warm,200
61,graphgen,small,25.9,0.002807,warm,200
62,fetchdata,large,82.4,0.078076,warm,200
63,fetchdata,large,82.9,0.078367,warm,200
64,matrixmul,large,17.4,0.005047,warm,200
65,fastfouriertransform,medium,663.8,0.651448,warm,200
66,matrixmul,large,16.8,0.005011,warm,200
67,mobilenet,large,28.3,0.02301,warm,200
68,grayscale,large,6961.4,2.674825,cold,200
69,graphgen,large,520.6,0.063198,warm,200
70,fastfouriertransform,large,169.4,0.004806,warm,200
71,pagerank,medium,3348.9,0.047693,cold,200
72,linpack,small,11.3,0.00509,warm,200
73,grayscale,medium,3658.5,0.058254,cold,200
74,fetchdata,medium,84.0,0.079185,warm,200
75,graphgen,large,486.5,0.063882,warm,200
76,grayscale,large,14231.1,2.674687,cold,200
77,fetchdata,large,84.3,0.080367,warm,200
78,fastfouriertransform,large,17.3,0.005045,warm,200
79,grayscale,large,14006.0,2.675844,cold,200
80,pagerank,large,3177.2,0.292337,cold,200
81,genmatrix,small,5.8,0.00014,warm,200
82,linpack,small,11.8,0.005107,warm,200
83,pagerank,large,3237.3,0.296529,cold,200
84,graphgen,large,492.3,0.065848,warm,200
85,linpack,medium,652.5,0.645208,warm,200
86,graphgen,small,282.8,0.002784,warm,200
87,linpack,medium,1100.2,0.64522,warm,200
88,genmatrix,small,6.8,0.000145,warm,200
89,genmatrix,large,49.4,0.001179,warm,200
90,fastfouriertransform,small,17.9,0.004892,warm,200
91,mobilenet,small,21.6,0.017612,warm,200
92,pagerank,small,1075.8,0.010191,warm,200
93,fetchdata,large,80.8,0.076792,warm,200
94,mobilenet,large,22.4,0.017969,warm,200
95,fetchdata,medium,82.8,0.078616,warm,200
96,pagerank,large,2309.6,0.287326,cold,200
97,matrixmul,small,22.6,0.007881,warm,200
98,pagerank,large,2435.5,0.291836,cold,200
99,genmatrix,large,67.7,0.001116,warm,200
100,grayscale,medium,1013.4,0.058023,warm,200
101,linpack,medium,655.1,0.648803,warm,200
102,pagerank,medium,306.1,0.047128,warm,200
103,fastfouriertransform,small,17.0,0.00487,warm,200
104,genmatrix,small,5.4,0.000106,warm,200
105,linpack,small,262.7,0.005965,warm,200
106,resnet,large,154.1,0.134314,warm,200
107,genmatrix,large,35.0,0.000783,warm,200
108,genmatrix,small,4.9,0.000103,warm,200
109,fastfouriertransform,large,39.3,0.005346,warm,200
110,graphgen,small,26.4,0.002856,warm,200
111,fastfouriertransform,small,19.2,0.006235,warm,200
112,linpack,small,14.0,0.007633,warm,200
113,pagerank,small,258.5,0.246548,warm,200
114,grayscale,large,13207.9,2.678632,cold,200
115,mobilenet,small,25.6,0.01803,warm,200
116,pagerank,small,36.8,0.01047,warm,200
117,resnet,large,127.4,0.122987,warm,200
118,mobilenet,small,25.8,0.017721,warm,200
119,mobilenet,medium,24.6,0.018275,warm,200
120,genmatrix,small,6.8,0.000106,warm,200
121,fastfouriertransform,large,19.6,0.006807,warm,200
122,matrixmul,medium,541.8,0.529685,warm,200
123,matrixmul,medium,953.6,0.504006,warm,200
124,mobilenet,large,22.2,0.017894,warm,200
125,graphgen,large,518.4,0.092698,warm,200
126,fastfouriertransform,small,23.7,0.007691,warm,200
127,matrixmul,large,562.9,0.00505,warm,200
128,linpack,small,11.8,0.005113,warm,200
129,genmatrix,small,5.0,0.000108,warm,200
130,genmatrix,large,63.0,0.000788,warm,200
131,mobilenet,small,22.1,0.017852,warm,200
132,matrixmul,small,74.2,0.004979,warm,200
133,grayscale,medium,104.2,0.089536,warm,200
134,genmatrix,small,5.3,0.000103,warm,200
135,mobilenet,large,23.2,0.018354,warm,200
136,fastfouriertransform,small,17.4,0.004935,warm,200
137,pagerank,small,23.3,0.010657,warm,200
138,fastfouriertransform,small,17.4,0.004942,warm,200
139,fetchdata,medium,89.9,0.084873,warm,200
140,mobilenet,medium,29.8,0.022905,warm,200
141,genmatrix,medium,9.3,0.0002,warm,200
142,graphgen,small,25.8,0.002683,warm,200
143,matrixmul,small,16.8,0.00498,warm,200
144,matrixmul,medium,518.0,0.505766,warm,200
145,mobilenet,medium,27.0,0.022341,warm,200
146,matrixmul,large,328.4,0.005058,warm,200
147,pagerank,large,432.4,0.288765,warm,200
148,mobilenet,small,29.6,0.022532,warm,200
149,genmatrix,medium,9.4,0.000194,warm,200
150,genmatrix,small,5.1,0.000102,warm,200
151,resnet,large,125.1,0.119752,warm,200
152,pagerank,small,17.8,0.01014,warm,200
153,linpack,small,22.6,0.005177,warm,200
154,graphgen,large,488.7,0.064797,warm,200
155,mobilenet,large,30.5,0.02566,warm,200
156,pagerank,small,17.8,0.009873,warm,200
157,graphgen,large,634.7,0.064512,warm,200
158,fastfouriertransform,small,17.6,0.004944,warm,200
159,fastfouriertransform,large,17.7,0.004925,warm,200
160,fastfouriertransform,large,21.9,0.004966,warm,200
161,genmatrix,medium,12.5,0.000287,warm,200
162,fastfouriertransform,large,20.7,0.004939,warm,200
163,genmatrix,large,101.2,0.001212,warm,200
164,resnet,small,147.6,0.143161,warm,200
165,resnet,small,167.9,0.119612,warm,200
166,matrixmul,large,16.5,0.004995,warm,200
167,resnet,large,126.0,0.121707,warm,200
168,pagerank,medium,66.8,0.046695,warm,200
169,grayscale,small,12.8,0.007464,warm,200
170,linpack,small,15.3,0.008255,warm,200
171,grayscale,medium,69.4,0.059175,warm,200
172,fetchdata,large,81.4,0.077297,warm,200
173,grayscale,medium,70.0,0.060156,warm,200
174,linpack,small,14.7,0.008156,warm,200
175,graphgen,medium,107.0,0.012638,warm,200
176,resnet,large,127.0,0.12237,warm,200
177,fastfouriertransform,small,17.7,0.005013,warm,200
178,pagerank,small,18.1,0.010008,warm,200
179,pagerank,medium,65.6,0.046196,warm,200
180,fetchdata,medium,96.4,0.0923,warm,200
181,fastfouriertransform,small,16.5,0.004953,warm,200
182,linpack,medium,688.6,0.681967,warm,200
183,fetchdata,medium,81.5,0.077387,warm,200
184,pagerank,large,364.0,0.287188,warm,200
185,grayscale,large,2850.5,2.72166,cold,200
186,pagerank,small,68.9,0.010454,warm,200
187,pagerank,medium,65.4,0.045165,warm,200
188,fastfouriertransform,small,17.3,0.004936,warm,200
189,grayscale,small,2381.2,0.006992,cold,200
190,fastfouriertransform,large,17.4,0.00513,warm,200
191,pagerank,small,23.1,0.010376,warm,200
192,grayscale,medium,2162.3,0.057604,cold,200
193,resnet,small,123.3,0.119218,warm,200
194,linpack,small,11.6,0.005109,warm,200
195,grayscale,large,4652.3,2.722603,cold,200
196,mobilenet,medium,27.3,0.022585,warm,200
197,graphgen,small,37.9,0.004333,warm,200
198,matrixmul,medium,554.0,0.542219,warm,200
199,graphgen,small,37.3,0.004192,warm,200
200,linpack,small,11.4,0.005072,warm,200
201,grayscale,small,1749.3,0.007205,warm,200
202,mobilenet,large,23.7,0.019386,warm,200
203,matrixmul,large,65.4,0.004981,warm,200
204,graphgen,small,38.0,0.004604,warm,200
205,fastfouriertransform,large,18.1,0.004959,warm,200
206,fetchdata,large,90.5,0.085933,warm,200
207,graphgen,medium,140.9,0.019453,warm,200
208,resnet,large,124.4,0.120014,warm,200
209,fetchdata,medium,89.8,0.085416,warm,200
210,fetchdata,small,89.0,0.084804,warm,200
211,grayscale,medium,3501.7,0.058062,cold,200
212,graphgen,medium,118.2,0.012916,warm,200
213,genmatrix,large,62.9,0.000787,warm,200
214,genmatrix,large,34.5,0.000779,warm,200
215,fastfouriertransform,medium,624.8,0.608841,warm,200
216,pagerank,medium,70.0,0.047094,warm,200
217,resnet,large,154.8,0.147633,warm,200
218,fetchdata,small,97.6,0.089473,warm,200
219,fetchdata,small,97.2,0.092293,warm,200
220,matrixmul,small,17.1,0.005037,warm,200
221,fetchdata,large,83.0,0.078695,warm,200
222,linpack,medium,653.0,0.645839,warm,200
223,genmatrix,medium,9.7,0.000196,warm,200
224,fetchdata,large,84.9,0.080599,warm,200
225,fastfouriertransform,medium,623.2,0.607165,warm,200
226,graphgen,medium,105.1,0.01259,warm,200
227,genmatrix,small,18.0,0.000105,warm,200
228,mobilenet,medium,30.0,0.023266,warm,200
229,grayscale,small,1201.3,0.006885,warm,200
230,genmatrix,small,5.0,9.7e-05,warm,200
231,genmatrix,medium,8.9,0.000203,warm,200
232,linpack,medium,715.0,0.708139,warm,200
233,fastfouriertransform,medium,653.3,0.636759,warm,200
234,linpack,large,522.5,0.005085,warm,200
235,pagerank,medium,113.4,0.090305,warm,200
236,pagerank,medium,92.3,0.066366,warm,200
237,graphgen,small,26.1,0.002769,warm,200
238,grayscale,small,823.7,0.006777,warm,200
239,resnet,medium,128.9,0.121547,warm,200
240,graphgen,small,26.0,0.002923,warm,200
241,resnet,medium,130.6,0.124264,warm,200
242,linpack,large,12.2,0.005154,warm,200
243,linpack,medium,650.4,0.643622,warm,200
244,resnet,large,125.5,0.12095,warm,200
245,fastfouriertransform,medium,620.4,0.604001,warm,200
246,resnet,small,128.1,0.121532,warm,200
247,grayscale,small,11.6,0.006779,warm,200
248,matrixmul,small,17.4,0.005016,warm,200
249,pagerank,large,378.5,0.285687,warm,200
250,genmatrix,medium,13.6,0.000277,warm,200
251,matrixmul,small,22.7,0.007886,warm,200
252,linpack,large,12.1,0.005059,warm,200
253,linpack,large,12.1,0.005103,warm,200
254,fastfouriertransform,large,116.4,0.007064,warm,200
255,grayscale,large,2801.9,2.69067,cold,200
256,grayscale,large,2845.7,2.690147,cold,200
257,matrixmul,medium,542.8,0.530117,warm,200
258,matrixmul,large,455.6,0.00503,warm,200
259,grayscale,large,5298.8,2.715092,cold,200
260,fetchdata,small,84.8,0.080098,warm,200
261,matrixmul,large,166.4,0.005032,warm,200
262,matrixmul,large,76.3,0.005006,warm,200
263,fetchdata,large,84.5,0.079468,warm,200
264,resnet,medium,137.4,0.133143,warm,200
265,matrixmul,large,17.1,0.005013,warm,200
266,graphgen,medium,126.0,0.019595,warm,200
267,grayscale,small,1553.3,0.006932,warm,200
268,matrixmul,large,17.2,0.004988,warm,200
269,resnet,large,158.1,0.152417,warm,200
270,linpack,medium,648.7,0.641747,warm,200
271,mobilenet,medium,22.9,0.018139,warm,200
272,genmatrix,large,35.7,0.000813,warm,200
273,mobilenet,large,23.2,0.01879,warm,200
274,fetchdata,large,93.7,0.089244,warm,200
