index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2000.9,0.006885,cold,200
1,grayscale,small,2115.5,0.016452,cold,200
2,genmatrix,small,1788.9,0.00634,warm,200
3,fastfouriertransform,large,18.2,0.004937,warm,200
4,pagerank,small,1622.1,0.23985,warm,200
5,resnet,medium,1757.6,0.128891,warm,200
6,graphgen,small,1430.2,0.004221,warm,200
7,fastfouriertransform,small,20.9,0.007759,warm,200
8,genmatrix,large,37.0,0.001406,warm,200
9,resnet,small,146.9,0.141349,warm,200
10,pagerank,small,26.9,0.016955,warm,200
11,pagerank,medium,134.8,0.059536,warm,200
12,genmatrix,medium,12.8,0.000291,warm,200
13,resnet,medium,125.3,0.11949,warm,200
14,graphgen,small,37.7,0.004288,warm,200
15,matrixmul,medium,1915.3,0.533515,warm,200
16,grayscale,small,18.1,0.010836,warm,200
17,genmatrix,medium,13.2,0.000293,warm,200
18,fastfouriertransform,small,21.2,0.007752,warm,200
19,matrixmul,small,16.9,0.004971,warm,200
20,linpack,medium,2635.0,1.025174,cold,200
21,resnet,medium,198.9,0.190673,warm,200
22,graphgen,large,544.3,0.120421,warm,200
23,mobilenet,large,1621.6,0.042347,warm,200
24,fastfouriertransform,medium,619.0,0.606717,warm,200
25,fastfouriertransform,large,17.1,0.004944,warm,200
26,grayscale,large,2817.6,2.704496,cold,200
27,resnet,medium,151.2,0.145437,warm,200
28,resnet,small,124.7,0.119625,warm,200
29,fastfouriertransform,small,21.2,0.007704,warm,200
30,genmatrix,medium,10.3,0.0002,warm,200
31,fastfouriertransform,small,22.0,0.007742,warm,200
32,fastfouriertransform,medium,675.0,0.662015,warm,200
33,grayscale,medium,67.8,0.057462,warm,200
34,linpack,small,17.5,0.008315,warm,200
35,linpack,medium,1035.0,1.026392,warm,200
36,genmatrix,large,51.6,0.001171,warm,200
37,grayscale,large,2835.7,2.722558,cold,200
38,fastfouriertransform,large,24.9,0.007752,warm,200
39,fetchdata,large,2254.9,0.126344,cold,200
40,genmatrix,small,4.9,0.000114,warm,200
41,mobilenet,medium,31.8,0.024665,warm,200
42,grayscale,large,2785.5,2.674509,cold,200
43,pagerank,small,24.9,0.015617,warm,200
44,linpack,small,15.2,0.008119,warm,200
45,genmatrix,small,6.5,0.000162,warm,200
46,linpack,medium,1035.3,1.027658,warm,200
47,grayscale,small,12.0,0.006846,warm,200
48,genmatrix,large,50.0,0.001184,warm,200
49,linpack,small,15.1,0.008082,warm,200
50,mobilenet,medium,38.4,0.032746,warm,200
51,mobilenet,small,29.8,0.023387,warm,200
52,grayscale,small,11.6,0.006988,warm,200
53,genmatrix,large,35.7,0.000802,warm,200
54,pagerank,large,375.6,0.279978,warm,200
55,grayscale,large,2824.1,2.710763,cold,200
56,resnet,medium,125.2,0.119998,warm,200
57,resnet,medium,125.9,0.12077,warm,200
58,linpack,small,15.6,0.008063,warm,200
59,fetchdata,large,88.0,0.082474,warm,200
60,mobilenet,small,33.2,0.023196,warm,200
61,graphgen,small,38.4,0.004427,warm,200
62,fetchdata,large,79.0,0.074746,warm,200
63,fetchdata,large,80.6,0.075774,warm,200
64,matrixmul,large,18.2,0.005016,warm,200
65,fastfouriertransform,medium,654.9,0.637144,warm,200
66,matrixmul,large,17.9,0.005035,warm,200
67,mobilenet,large,26.5,0.018034,warm,200
68,grayscale,large,2834.1,2.722922,cold,200
69,graphgen,large,514.8,0.09005,warm,200
70,fastfouriertransform,large,17.9,0.005183,warm,200
71,pagerank,medium,89.9,0.066951,warm,200
72,linpack,small,15.1,0.00806,warm,200
73,grayscale,medium,68.1,0.057257,warm,200
74,fetchdata,medium,128.8,0.123786,warm,200
75,graphgen,large,515.0,0.094469,warm,200
76,grayscale,large,2812.9,2.704166,cold,200
77,fetchdata,large,88.0,0.082522,warm,200
78,fastfouriertransform,large,21.0,0.007832,warm,200
79,grayscale,large,2785.8,2.67392,cold,200
80,pagerank,large,414.9,0.271042,warm,200
81,genmatrix,small,6.1,0.000101,warm,200
82,linpack,small,15.4,0.008055,warm,200
83,pagerank,large,379.5,0.286371,warm,200
84,graphgen,large,487.2,0.062328,warm,200
85,linpack,medium,1034.7,1.026373,warm,200
86,graphgen,small,26.3,0.002766,warm,200
87,linpack,medium,1048.4,1.040747,warm,200
88,genmatrix,small,5.7,0.000104,warm,200
89,genmatrix,large,35.2,0.000767,warm,200
90,fastfouriertransform,small,20.1,0.007711,warm,200
91,mobilenet,small,30.2,0.024756,warm,200
92,pagerank,small,19.3,0.010343,warm,200
93,fetchdata,large,89.9,0.08414,warm,200
94,mobilenet,large,23.2,0.018256,warm,200
95,fetchdata,medium,90.8,0.085216,warm,200
96,pagerank,large,430.3,0.352134,warm,200
97,matrixmul,small,22.8,0.007895,warm,200
98,pagerank,large,406.9,0.278146,warm,200
99,genmatrix,large,35.5,0.000765,warm,200
100,grayscale,medium,68.3,0.057729,warm,200
101,linpack,medium,1035.4,1.027046,warm,200
102,pagerank,medium,96.0,0.068704,warm,200
103,fastfouriertransform,small,25.1,0.007806,warm,200
104,genmatrix,small,6.5,0.000139,warm,200
105,linpack,small,15.7,0.00802,warm,200
106,resnet,large,152.5,0.147449,warm,200
107,genmatrix,large,35.6,0.000767,warm,200
108,genmatrix,small,5.0,0.000103,warm,200
109,fastfouriertransform,large,17.2,0.00498,warm,200
110,graphgen,small,33.5,0.003885,warm,200
111,fastfouriertransform,small,21.5,0.004904,warm,200
112,linpack,small,15.7,0.008051,warm,200
113,pagerank,small,21.1,0.010127,warm,200
114,grayscale,large,2827.2,2.716577,cold,200
115,mobilenet,small,30.6,0.024055,warm,200
116,pagerank,small,24.5,0.015358,warm,200
117,resnet,large,144.2,0.139392,warm,200
118,mobilenet,small,42.1,0.035684,warm,200
119,mobilenet,medium,24.6,0.018199,warm,200
120,genmatrix,small,6.6,0.000137,warm,200
121,fastfouriertransform,large,21.8,0.005009,warm,200
122,matrixmul,medium,557.3,0.544131,warm,200
123,matrixmul,medium,517.2,0.50447,warm,200
124,mobilenet,large,27.4,0.022562,warm,200
125,graphgen,large,521.3,0.088902,warm,200
126,fastfouriertransform,small,18.4,0.004904,warm,200
127,matrixmul,large,17.1,0.005007,warm,200
128,linpack,small,15.7,0.008034,warm,200
129,genmatrix,small,7.2,0.000139,warm,200
130,genmatrix,large,48.2,0.001169,warm,200
131,mobilenet,small,22.6,0.017526,warm,200
132,matrixmul,small,24.2,0.007901,warm,200
133,grayscale,medium,103.7,0.09168,warm,200
134,genmatrix,small,5.2,0.000101,warm,200
135,mobilenet,large,29.1,0.023593,warm,200
136,fastfouriertransform,small,17.5,0.004983,warm,200
137,pagerank,small,25.5,0.016134,warm,200
138,fastfouriertransform,small,21.5,0.005011,warm,200
139,fetchdata,medium,125.8,0.121289,warm,200
140,mobilenet,medium,22.5,0.017737,warm,200
141,genmatrix,medium,13.5,0.000283,warm,200
142,graphgen,small,26.1,0.002692,warm,200
143,matrixmul,small,23.9,0.007969,warm,200
144,matrixmul,medium,542.4,0.52996,warm,200
145,mobilenet,medium,29.1,0.02285,warm,200
146,matrixmul,large,17.3,0.004994,warm,200
147,pagerank,large,375.9,0.280139,warm,200
148,mobilenet,small,30.3,0.02251,warm,200
149,genmatrix,medium,12.9,0.000277,warm,200
150,genmatrix,small,6.7,0.000138,warm,200
151,resnet,large,153.1,0.147445,warm,200
152,pagerank,small,24.9,0.015441,warm,200
153,linpack,small,15.3,0.008064,warm,200
