index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2350.0,0.006899,cold,200
1,grayscale,small,1598.9,0.017862,warm,200
2,genmatrix,small,1337.6,0.006229,warm,200
3,fastfouriertransform,large,17.3,0.005028,warm,200
4,pagerank,small,2052.9,0.244385,cold,200
5,resnet,medium,1821.1,0.142578,warm,200
6,graphgen,small,1872.5,0.005647,warm,200
7,fastfouriertransform,small,21.4,0.007776,warm,200
8,genmatrix,large,40.3,0.001832,warm,200
9,resnet,small,147.8,0.139682,warm,200
10,pagerank,small,87.0,0.016441,warm,200
11,pagerank,medium,130.7,0.060423,warm,200
12,genmatrix,medium,9.6,0.000201,warm,200
13,resnet,medium,135.0,0.129917,warm,200
14,graphgen,small,38.4,0.004288,warm,200
15,matrixmul,medium,1889.5,0.533655,warm,200
16,grayscale,small,19.0,0.011551,warm,200
17,genmatrix,medium,12.8,0.000288,warm,200
18,fastfouriertransform,small,22.0,0.007854,warm,200
19,matrixmul,small,23.2,0.00796,warm,200
20,linpack,medium,2833.1,1.036352,cold,200
21,resnet,medium,157.1,0.149622,warm,200
22,graphgen,large,552.8,0.12809,warm,200
23,mobilenet,large,1639.3,0.066379,warm,200
24,fastfouriertransform,medium,620.1,0.607343,warm,200
25,fastfouriertransform,large,17.3,0.004953,warm,200
26,grayscale,large,2825.2,2.713787,cold,200
27,resnet,medium,151.9,0.1458,warm,200
28,resnet,small,126.5,0.121493,warm,200
29,fastfouriertransform,small,20.7,0.007721,warm,200
30,genmatrix,medium,9.9,0.000198,warm,200
31,fastfouriertransform,small,20.9,0.007761,warm,200
32,fastfouriertransform,medium,663.5,0.650445,warm,200
33,grayscale,medium,68.3,0.057855,warm,200
34,linpack,small,16.2,0.008078,warm,200
35,linpack,medium,1031.6,1.023643,warm,200
36,genmatrix,large,50.7,0.001169,warm,200
37,grayscale,large,2828.4,2.715528,cold,200
38,fastfouriertransform,large,25.2,0.007741,warm,200
39,fetchdata,large,1700.3,0.124124,warm,200
40,genmatrix,small,5.7,0.000112,warm,200
41,mobilenet,medium,45.9,0.039547,warm,200
42,grayscale,large,2814.0,2.70339,cold,200
43,pagerank,small,25.2,0.015467,warm,200
44,linpack,small,15.0,0.008171,warm,200
45,genmatrix,small,6.2,0.000165,warm,200
46,linpack,medium,1031.3,1.024134,warm,200
47,grayscale,small,11.6,0.006848,warm,200
48,genmatrix,large,48.6,0.001207,warm,200
49,linpack,small,15.7,0.008664,warm,200
50,mobilenet,medium,33.1,0.024606,warm,200
51,mobilenet,small,28.8,0.023175,warm,200
52,grayscale,small,12.2,0.007006,warm,200
53,genmatrix,large,35.6,0.000786,warm,200
54,pagerank,large,399.3,0.291106,warm,200
55,grayscale,large,2864.2,2.749737,cold,200
56,resnet,medium,127.3,0.119995,warm,200
57,resnet,medium,125.0,0.119287,warm,200
58,linpack,small,16.2,0.008102,warm,200
59,fetchdata,large,88.1,0.082652,warm,200
60,mobilenet,small,28.5,0.023193,warm,200
61,graphgen,small,38.9,0.004577,warm,200
62,fetchdata,large,78.3,0.07426,warm,200
63,fetchdata,large,80.3,0.075523,warm,200
64,matrixmul,large,17.2,0.005027,warm,200
65,fastfouriertransform,medium,625.4,0.607873,warm,200
66,matrixmul,large,18.4,0.005036,warm,200
67,mobilenet,large,23.4,0.017818,warm,200
68,grayscale,large,2827.2,2.717447,cold,200
69,graphgen,large,554.2,0.090647,warm,200
70,fastfouriertransform,large,20.2,0.007264,warm,200
71,pagerank,medium,94.9,0.071242,warm,200
72,linpack,small,15.2,0.008172,warm,200
73,grayscale,medium,68.2,0.057085,warm,200
74,fetchdata,medium,127.7,0.122476,warm,200
75,graphgen,large,519.4,0.087883,warm,200
76,grayscale,large,2823.3,2.714368,cold,200
77,fetchdata,large,88.0,0.082765,warm,200
78,fastfouriertransform,large,21.2,0.00769,warm,200
79,grayscale,large,2784.7,2.674075,cold,200
80,pagerank,large,428.1,0.276239,warm,200
81,genmatrix,small,5.8,0.000102,warm,200
82,linpack,small,15.9,0.008141,warm,200
83,pagerank,large,382.8,0.290157,warm,200
84,graphgen,large,484.3,0.062835,warm,200
85,linpack,medium,1031.7,1.024516,warm,200
86,graphgen,small,27.0,0.002761,warm,200
87,linpack,medium,1053.6,1.046055,warm,200
88,genmatrix,small,7.0,0.000103,warm,200
89,genmatrix,large,35.4,0.000777,warm,200
90,fastfouriertransform,small,20.6,0.004901,warm,200
91,mobilenet,small,24.3,0.019291,warm,200
92,pagerank,small,19.0,0.010199,warm,200
93,fetchdata,large,79.9,0.075095,warm,200
94,mobilenet,large,22.8,0.018209,warm,200
95,fetchdata,medium,89.8,0.0844,warm,200
96,pagerank,large,399.9,0.271431,warm,200
97,matrixmul,small,22.7,0.008058,warm,200
98,pagerank,large,383.9,0.290308,warm,200
99,genmatrix,large,35.3,0.000772,warm,200
100,grayscale,medium,68.1,0.057503,warm,200
101,linpack,medium,1033.5,1.025061,warm,200
102,pagerank,medium,69.8,0.046583,warm,200
103,fastfouriertransform,small,21.5,0.004999,warm,200
104,genmatrix,small,6.6,0.00014,warm,200
105,linpack,small,16.1,0.008149,warm,200
106,resnet,large,154.5,0.148738,warm,200
107,genmatrix,large,35.4,0.000773,warm,200
108,genmatrix,small,5.0,0.000101,warm,200
109,fastfouriertransform,large,17.7,0.004973,warm,200
110,graphgen,small,38.4,0.004436,warm,200
111,fastfouriertransform,small,22.0,0.004935,warm,200
112,linpack,small,16.3,0.008131,warm,200
113,pagerank,small,20.1,0.010189,warm,200
114,grayscale,large,2829.6,2.71889,cold,200
115,mobilenet,small,32.2,0.02336,warm,200
116,pagerank,small,82.3,0.072975,warm,200
117,resnet,large,151.0,0.145367,warm,200
118,mobilenet,small,31.7,0.023995,warm,200
119,mobilenet,medium,23.5,0.018929,warm,200
120,genmatrix,small,6.9,0.000137,warm,200
121,fastfouriertransform,large,22.1,0.004925,warm,200
122,matrixmul,medium,549.3,0.535715,warm,200
123,matrixmul,medium,588.2,0.575198,warm,200
124,mobilenet,large,24.0,0.017432,warm,200
125,graphgen,large,526.8,0.093737,warm,200
126,fastfouriertransform,small,21.5,0.00772,warm,200
127,matrixmul,large,17.0,0.00504,warm,200
128,linpack,small,16.9,0.008293,warm,200
129,genmatrix,small,7.0,0.000137,warm,200
130,genmatrix,large,48.4,0.001166,warm,200
131,mobilenet,small,23.3,0.018509,warm,200
132,matrixmul,small,23.7,0.008019,warm,200
133,grayscale,medium,104.2,0.092132,warm,200
134,genmatrix,small,5.4,0.0001,warm,200
135,mobilenet,large,28.9,0.023344,warm,200
136,fastfouriertransform,small,18.1,0.004986,warm,200
137,pagerank,small,26.8,0.01597,warm,200
138,fastfouriertransform,small,21.1,0.004955,warm,200
139,fetchdata,medium,127.5,0.122834,warm,200
140,mobilenet,medium,24.6,0.017622,warm,200
141,genmatrix,medium,13.0,0.000284,warm,200
142,graphgen,small,26.9,0.002697,warm,200
143,matrixmul,small,23.5,0.007951,warm,200
144,matrixmul,medium,585.3,0.572828,warm,200
145,mobilenet,medium,30.8,0.023324,warm,200
146,matrixmul,large,17.1,0.005071,warm,200
147,pagerank,large,400.1,0.290669,warm,200
148,mobilenet,small,25.2,0.017672,warm,200
149,genmatrix,medium,13.4,0.000277,warm,200
150,genmatrix,small,6.4,0.000136,warm,200
151,resnet,large,137.0,0.12831,warm,200
