index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1669.5,0.006735,warm,200
1,grayscale,small,1714.0,0.019864,warm,200
2,genmatrix,small,1756.0,0.009335,warm,200
3,fastfouriertransform,large,17.9,0.004978,warm,200
4,pagerank,small,1798.9,0.248925,warm,200
5,resnet,medium,2075.8,0.306653,cold,200
6,graphgen,small,1462.0,0.004141,warm,200
7,fastfouriertransform,small,22.8,0.007869,warm,200
8,genmatrix,large,56.5,0.001719,warm,200
9,resnet,small,127.7,0.121903,warm,200
10,pagerank,small,31.6,0.014952,warm,200
11,pagerank,medium,122.3,0.04885,warm,200
12,genmatrix,medium,13.8,0.000288,warm,200
13,resnet,medium,151.2,0.145156,warm,200
14,graphgen,small,39.2,0.004412,warm,200
15,matrixmul,medium,2284.1,0.503973,cold,200
16,grayscale,small,17.6,0.010849,warm,200
17,genmatrix,medium,14.1,0.000293,warm,200
18,fastfouriertransform,small,21.2,0.007837,warm,200
19,matrixmul,small,17.5,0.004991,warm,200
20,linpack,medium,2779.2,0.678992,cold,200
21,resnet,medium,133.4,0.127354,warm,200
22,graphgen,large,536.5,0.10693,warm,200
23,mobilenet,large,1674.5,0.04825,warm,200
24,fastfouriertransform,medium,672.8,0.654977,warm,200
25,fastfouriertransform,large,18.9,0.005008,warm,200
26,grayscale,large,2833.8,2.718003,cold,200
27,resnet,medium,152.8,0.146586,warm,200
28,resnet,small,126.3,0.120391,warm,200
29,fastfouriertransform,small,17.7,0.004906,warm,200
30,genmatrix,medium,17.2,0.000291,warm,200
31,fastfouriertransform,small,21.0,0.007717,warm,200
32,fastfouriertransform,medium,734.2,0.720826,warm,200
33,grayscale,medium,69.3,0.057484,warm,200
34,linpack,small,12.7,0.005103,warm,200
35,linpack,medium,684.9,0.676664,warm,200
36,genmatrix,large,56.3,0.001206,warm,200
37,grayscale,large,2827.9,2.714875,cold,200
38,fastfouriertransform,large,25.4,0.007766,warm,200
39,fetchdata,large,2267.1,0.137674,cold,200
40,genmatrix,small,6.6,0.000179,warm,200
41,mobilenet,medium,38.5,0.030985,warm,200
42,grayscale,large,2827.2,2.711759,cold,200
43,pagerank,small,25.0,0.015447,warm,200
