index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1860.9,0.011685,warm,200
1,grayscale,small,2017.4,0.017698,cold,200
2,genmatrix,small,1506.9,0.008203,warm,200
3,fastfouriertransform,large,30.0,0.008374,warm,200
4,pagerank,small,2087.9,0.252953,cold,200
5,resnet,medium,1789.7,0.130402,warm,200
6,graphgen,small,1751.6,0.004864,warm,200
7,fastfouriertransform,small,21.9,0.007769,warm,200
8,genmatrix,large,53.0,0.001724,warm,200
9,resnet,small,129.0,0.123553,warm,200
10,pagerank,small,26.8,0.015843,warm,200
11,pagerank,medium,131.9,0.058195,warm,200
12,genmatrix,medium,10.8,0.000199,warm,200
13,resnet,medium,157.3,0.148341,warm,200
14,graphgen,small,30.3,0.002786,warm,200
15,matrixmul,medium,1948.0,0.50256,warm,200
16,grayscale,small,17.4,0.010856,warm,200
17,genmatrix,medium,13.2,0.000294,warm,200
18,fastfouriertransform,small,23.1,0.008096,warm,200
19,matrixmul,small,17.4,0.005007,warm,200
20,linpack,medium,2467.5,0.684804,cold,200
21,resnet,medium,166.0,0.156417,warm,200
22,graphgen,large,559.1,0.123897,warm,200
23,mobilenet,large,1694.1,0.066464,warm,200
24,fastfouriertransform,medium,986.6,0.970901,warm,200
25,fastfouriertransform,large,30.2,0.007691,warm,200
26,grayscale,large,2819.1,2.702616,cold,200
27,resnet,medium,148.2,0.141446,warm,200
28,resnet,small,149.8,0.143973,warm,200
29,fastfouriertransform,small,24.5,0.007997,warm,200
30,genmatrix,medium,13.3,0.000295,warm,200
31,fastfouriertransform,small,22.0,0.007818,warm,200
32,fastfouriertransform,medium,1048.8,1.028774,warm,200
33,grayscale,medium,95.8,0.082251,warm,200
34,linpack,small,13.7,0.0052,warm,200
35,linpack,medium,681.5,0.672604,warm,200
36,genmatrix,large,36.5,0.000829,warm,200
37,grayscale,large,2827.8,2.710911,cold,200
38,fastfouriertransform,large,23.6,0.00784,warm,200
39,fetchdata,large,1737.3,0.147955,warm,200
40,genmatrix,small,5.7,0.000119,warm,200
41,mobilenet,medium,32.3,0.026155,warm,200
42,grayscale,large,2809.2,2.692803,cold,200
43,pagerank,small,29.3,0.019019,warm,200
44,linpack,small,12.2,0.005107,warm,200
45,genmatrix,small,7.0,0.000172,warm,200
46,linpack,medium,649.4,0.641529,warm,200
47,grayscale,small,12.6,0.006907,warm,200
48,genmatrix,large,40.2,0.000855,warm,200
49,linpack,small,16.5,0.008063,warm,200
50,mobilenet,medium,30.3,0.024042,warm,200
51,mobilenet,small,31.8,0.025632,warm,200
52,grayscale,small,19.4,0.010833,warm,200
53,genmatrix,large,50.2,0.001184,warm,200
54,pagerank,large,390.3,0.295453,warm,200
55,grayscale,large,2875.0,2.763762,cold,200
56,resnet,medium,143.9,0.13812,warm,200
57,resnet,medium,129.7,0.122179,warm,200
58,linpack,small,12.7,0.005195,warm,200
59,fetchdata,large,93.4,0.087647,warm,200
60,mobilenet,small,23.5,0.017762,warm,200
61,graphgen,small,28.6,0.002798,warm,200
62,fetchdata,large,91.6,0.086186,warm,200
63,fetchdata,large,101.8,0.096196,warm,200
64,matrixmul,large,18.3,0.004991,warm,200
65,fastfouriertransform,medium,1086.0,1.061007,warm,200
66,matrixmul,large,25.9,0.007882,warm,200
67,mobilenet,large,25.0,0.017856,warm,200
68,grayscale,large,2856.2,2.745204,cold,200
69,graphgen,large,525.7,0.086648,warm,200
70,fastfouriertransform,large,24.2,0.008181,warm,200
71,pagerank,medium,70.2,0.047594,warm,200
72,linpack,small,16.2,0.008147,warm,200
73,grayscale,medium,69.0,0.057502,warm,200
74,fetchdata,medium,160.0,0.154484,warm,200
75,graphgen,large,525.4,0.086356,warm,200
76,grayscale,large,2836.4,2.723786,cold,200
77,fetchdata,large,96.5,0.091417,warm,200
78,fastfouriertransform,large,88.3,0.00782,warm,200
79,grayscale,large,2839.2,2.727914,cold,200
80,pagerank,large,439.8,0.290481,warm,200
81,genmatrix,small,6.9,0.000139,warm,200
82,linpack,small,12.2,0.005089,warm,200
83,pagerank,large,374.1,0.282171,warm,200
84,graphgen,large,491.2,0.062046,warm,200
85,linpack,medium,692.1,0.683006,warm,200
86,graphgen,small,27.2,0.00276,warm,200
87,linpack,medium,651.1,0.642981,warm,200
88,genmatrix,small,6.1,0.000107,warm,200
89,genmatrix,large,52.9,0.0012,warm,200
90,fastfouriertransform,small,26.7,0.00771,warm,200
91,mobilenet,small,34.0,0.02513,warm,200
92,pagerank,small,27.6,0.016136,warm,200
93,fetchdata,large,102.2,0.096681,warm,200
94,mobilenet,large,23.1,0.018073,warm,200
