index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1920.4,0.006514,warm,200
1,grayscale,small,1810.2,0.017485,warm,200
2,genmatrix,small,1504.1,0.009894,warm,200
3,fastfouriertransform,large,17.5,0.005095,warm,200
4,pagerank,small,2249.2,0.419841,cold,200
5,resnet,medium,1858.8,0.139639,warm,200
6,graphgen,small,1538.3,0.0044,warm,200
7,fastfouriertransform,small,24.7,0.007765,warm,200
8,genmatrix,large,50.7,0.001556,warm,200
9,resnet,small,134.5,0.128317,warm,200
10,pagerank,small,28.7,0.017459,warm,200
11,pagerank,medium,338.2,0.071221,warm,200
12,genmatrix,medium,11.1,0.000213,warm,200
13,resnet,medium,126.5,0.120621,warm,200
14,graphgen,small,27.5,0.002839,warm,200
15,matrixmul,medium,2175.2,0.504258,cold,200
16,grayscale,small,17.8,0.010985,warm,200
17,genmatrix,medium,14.4,0.000288,warm,200
18,fastfouriertransform,small,21.6,0.007286,warm,200
19,matrixmul,small,17.5,0.004999,warm,200
20,linpack,medium,1941.0,0.644196,warm,200
21,resnet,medium,231.8,0.224729,warm,200
22,graphgen,large,554.8,0.128587,warm,200
23,mobilenet,large,1357.3,0.030772,warm,200
24,fastfouriertransform,medium,626.2,0.612817,warm,200
25,fastfouriertransform,large,18.6,0.004933,warm,200
26,grayscale,large,2877.3,2.750191,cold,200
27,resnet,medium,150.6,0.14473,warm,200
28,resnet,small,126.4,0.120769,warm,200
29,fastfouriertransform,small,24.9,0.007811,warm,200
30,genmatrix,medium,13.2,0.000293,warm,200
31,fastfouriertransform,small,26.8,0.007776,warm,200
32,fastfouriertransform,medium,654.1,0.637134,warm,200
33,grayscale,medium,97.5,0.08613,warm,200
34,linpack,small,13.1,0.005414,warm,200
35,linpack,medium,649.4,0.641657,warm,200
36,genmatrix,large,52.0,0.001217,warm,200
37,grayscale,large,2821.3,2.709051,cold,200
38,fastfouriertransform,large,25.6,0.007797,warm,200
39,fetchdata,large,2765.7,0.135804,cold,200
40,genmatrix,small,7.5,0.000135,warm,200
41,mobilenet,medium,30.0,0.023336,warm,200
42,grayscale,large,2822.6,2.704967,cold,200
43,pagerank,small,31.3,0.015732,warm,200
44,linpack,small,17.4,0.008425,warm,200
45,genmatrix,small,6.7,0.00017,warm,200
46,linpack,medium,649.3,0.641472,warm,200
47,grayscale,small,12.0,0.006941,warm,200
48,genmatrix,large,48.5,0.001205,warm,200
49,linpack,small,12.8,0.005116,warm,200
50,mobilenet,medium,49.1,0.043426,warm,200
51,mobilenet,small,28.9,0.023244,warm,200
52,grayscale,small,17.4,0.011006,warm,200
53,genmatrix,large,36.3,0.000825,warm,200
