index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1422.4,0.007062,warm,200
1,grayscale,small,2017.2,0.015558,cold,200
2,genmatrix,small,1794.8,0.00803,warm,200
3,fastfouriertransform,large,1129.0,0.004909,warm,200
4,pagerank,small,2115.0,0.286657,cold,200
5,resnet,medium,1960.7,0.130385,warm,200
6,graphgen,small,1719.1,0.005165,warm,200
7,fastfouriertransform,small,734.4,0.00512,warm,200
8,genmatrix,large,1240.3,0.000856,warm,200
9,resnet,small,1885.0,0.181363,warm,200
10,pagerank,small,1529.3,0.010908,warm,200
11,pagerank,medium,1529.0,0.04592,warm,200
12,genmatrix,medium,811.2,0.000247,warm,200
13,resnet,medium,1612.2,0.122455,warm,200
14,graphgen,small,938.9,0.003203,warm,200
15,matrixmul,medium,2493.9,0.81996,cold,200
16,grayscale,small,526.4,0.007061,warm,200
17,genmatrix,medium,307.2,0.000261,warm,200
18,fastfouriertransform,small,18.5,0.005012,warm,200
19,matrixmul,small,2109.2,0.008985,cold,200
20,linpack,medium,2739.8,0.660881,cold,200
21,resnet,medium,506.2,0.137572,warm,200
22,graphgen,large,665.4,0.106726,warm,200
23,mobilenet,large,1734.0,0.044467,warm,200
24,fastfouriertransform,medium,667.4,0.653969,warm,200
25,fastfouriertransform,large,573.8,0.004859,warm,200
26,grayscale,large,2862.8,2.697986,cold,200
27,resnet,medium,329.8,0.121178,warm,200
28,resnet,small,353.0,0.12049,warm,200
29,fastfouriertransform,small,175.1,0.004881,warm,200
30,genmatrix,medium,9.1,0.000218,warm,200
31,fastfouriertransform,small,17.4,0.004906,warm,200
32,fastfouriertransform,medium,659.0,0.646108,warm,200
33,grayscale,medium,2150.1,0.058251,cold,200
34,linpack,small,1993.2,0.005246,warm,200
35,linpack,medium,1886.6,0.64185,warm,200
36,genmatrix,large,37.4,0.000914,warm,200
37,grayscale,large,7236.5,2.67463,cold,200
38,fastfouriertransform,large,66.0,0.004802,warm,200
39,fetchdata,large,1901.6,0.127677,warm,200
40,genmatrix,small,7.7,0.00013,warm,200
