timestamp,pod,container_id,container_name,node,createdAt,startedAt
1777297286.643292646,fastfouriertransform-00001-deployment-6bbbdc9c67-dhjsm,50fa70f9b4fcef21fd685c0be7e85082003b1e237f8620ee3e2db2875b47c7ed,queue-proxy,worker4,2026-04-27T15:41:27.900623488+02:00,2026-04-27T15:41:28.045211252+02:00
1777297286.643292646,linpack-00001-deployment-545d8788cc-qqg74,b39998ad6f7046847d809e342c6ef0d3365fefa631461156961a9bc4d9f61bd7,queue-proxy,worker5,2026-04-27T15:41:28.809152752+02:00,2026-04-27T15:41:28.913048541+02:00
1777297286.643292646,grayscale-00001-deployment-6c9cd67ccc-ggsxt,184f5715193c3ecf2cd80740f7a8938809ab3880554fb2913f664b0b2efa1abd,queue-proxy,worker6,2026-04-27T07:41:28.006789221-06:00,2026-04-27T07:41:28.114131935-06:00
1777297286.643292646,resnet-00001-deployment-7fcbc8c8cb-h2pwh,49c721451ab9a42f93781f9e9013dba37ab08278cb05584194b6aff0da1ced8f,queue-proxy,worker7,2026-04-27T07:41:28.220505984-06:00,2026-04-27T07:41:28.334424535-06:00
1777297286.643292646,mobilenet-00001-deployment-5d6d9ff4b-ghls7,026e9163c9a1ae03583ac52a56d4850420ba0e568aa6dab9a5f717104f6f232e,queue-proxy,worker8,2026-04-27T07:41:29.143524798-06:00,2026-04-27T07:41:29.236932653-06:00
1777297286.643292646,fetchdata-00001-deployment-7c46bb466c-4rf46,b89e7479b5484b3978737b5afb67a4b75bdb85707bbcdb0a6eb6c0cd7d29e560,queue-proxy,worker9,2026-04-27T07:41:29.855965691-06:00,2026-04-27T07:41:29.965427432-06:00
1777297286.643292646,pagerank-00001-deployment-54689999dc-fncsg,472390b5a6672efad69651599a1f03d4c34d8b77e7b8292f51df7b366ebe3890,queue-proxy,worker10,2026-04-27T07:41:28.332842147-06:00,2026-04-27T07:41:28.456483446-06:00
1777297286.643292646,graphgen-00001-deployment-545ff9c679-jwgvr,b26443ad99a5b420584f964f7b3e5b1019a76b0bdd4c5fd8afe9072efa06da8c,queue-proxy,worker11,2026-04-27T07:41:29.029228772-06:00,2026-04-27T07:41:29.119283509-06:00
1777297286.643292646,fastfouriertransform-00001-deployment-6bbbdc9c67-5hckk,decccdbf804fa831e667e03c39e2712d2678ff02fbac970fa4cb6d59685cc9ae,queue-proxy,worker12,2026-04-27T07:41:31.749435909-06:00,2026-04-27T07:41:31.837403304-06:00
1777297286.643292646,genmatrix-00001-deployment-7db687b66-p7f4r,4d1be8601c7fca097d7486e6e5683623e5e682224f6c3c84ab8cf3171a6fb21f,queue-proxy,worker13,2026-04-27T07:41:28.108863222-06:00,2026-04-27T07:41:28.212383937-06:00
1777297286.643292646,grayscale-00001-deployment-6c9cd67ccc-ntbz7,d795c514a419bddec33e8c2a992a89734222a6676a7943a6ef5612cd6e86f15f,queue-proxy,worker14,2026-04-27T07:41:35.813282189-06:00,2026-04-27T07:41:35.917763558-06:00
1777297304.435482937,matrixmul-00001-deployment-8468c5dd88-7w586,4c1f465545cf237c0e27dc5747c7e7cba3c12c90ecc010a84b8c7e75693273b9,queue-proxy,worker3,2026-04-27T15:41:28.579080091+02:00,2026-04-27T15:41:28.677110333+02:00
1777297304.435482937,grayscale-00001-deployment-6c9cd67ccc-q5rjf,a421fc04ac371cc836fa2d8e9d3329b2b364e8b0b5568c7e9bfa89c27f8916ef,queue-proxy,worker4,2026-04-27T15:41:33.669775293+02:00,2026-04-27T15:41:33.794305372+02:00
1777297304.435482937,linpack-00001-deployment-545d8788cc-np7z2,beb30130dec8428bab35039f65904c9a7bdbbdb31cdb117446568edebebf736c,queue-proxy,worker6,2026-04-27T07:41:35.788926045-06:00,2026-04-27T07:41:35.882752139-06:00
1777297304.435482937,grayscale-00001-deployment-6c9cd67ccc-mznbw,4c8d37b234dadb1219cf129223e6591ec22b15fff81fb14de02191ddc5fbf33a,queue-proxy,worker7,2026-04-27T07:41:41.816089651-06:00,2026-04-27T07:41:41.972408747-06:00
1777297304.435482937,matrixmul-00001-deployment-8468c5dd88-qfk8w,4f33b80a66a96e170b186b6e697b2f90fa793b72dab3ca0a15fa9f49ecd2532c,queue-proxy,worker11,2026-04-27T07:41:49.782748653-06:00,2026-04-27T07:41:49.928515234-06:00
1777297304.435482937,grayscale-00001-deployment-6c9cd67ccc-72ptp,4ec42f3c812a18278ed6bc711dc8933a96e91c6847de821b1b675c992d226624,queue-proxy,worker13,2026-04-27T07:41:43.792962937-06:00,2026-04-27T07:41:43.897267875-06:00
