index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1876.9,0.007215,warm,200
1,grayscale,small,2191.0,0.020382,cold,200
2,genmatrix,small,2029.1,0.009417,cold,200
3,fastfouriertransform,large,3923.2,0.004939,cold,200
4,pagerank,small,2420.9,0.271142,cold,200
5,resnet,medium,2529.5,0.136541,cold,200
6,graphgen,small,3190.4,0.004284,cold,200
7,fastfouriertransform,small,3885.6,0.004984,cold,200
8,genmatrix,large,2196.0,0.004141,cold,200
9,resnet,small,3887.1,0.14757,cold,200
10,pagerank,small,2447.8,0.05111,cold,200
11,pagerank,medium,2489.4,0.042904,cold,200
12,genmatrix,medium,2078.3,0.000326,cold,200
13,resnet,medium,4026.0,0.187103,cold,200
14,graphgen,small,3132.9,0.003117,cold,200
15,matrixmul,medium,3035.1,0.515026,cold,200
16,grayscale,small,2071.7,0.007579,cold,200
17,genmatrix,medium,2064.2,0.000201,cold,200
18,fastfouriertransform,small,3727.8,0.004951,cold,200
19,matrixmul,small,4121.3,0.005042,cold,200
20,linpack,medium,4820.7,0.703004,cold,200
21,resnet,medium,2549.7,0.173022,cold,200
22,graphgen,large,6383.4,0.066535,cold,200
23,mobilenet,large,3340.1,0.02878,cold,200
24,fastfouriertransform,medium,2295.9,0.64955,cold,200
25,fastfouriertransform,large,3652.3,0.005065,cold,200
26,grayscale,large,27195.7,3.282155,cold,200
27,resnet,medium,3188.7,0.162694,cold,200
28,resnet,small,2654.8,0.175016,cold,200
29,fastfouriertransform,small,1601.0,0.007773,warm,200
30,genmatrix,medium,1890.6,0.000892,warm,200
31,fastfouriertransform,small,2879.9,0.005249,cold,200
32,fastfouriertransform,medium,2854.9,0.638385,cold,200
33,grayscale,medium,1977.3,0.058624,warm,200
34,linpack,small,5387.5,0.005073,cold,200
35,linpack,medium,3262.8,0.675845,cold,200
36,genmatrix,large,1727.9,0.001147,warm,200
37,grayscale,large,24218.1,2.754279,cold,200
38,fastfouriertransform,large,3528.4,0.005029,cold,200
39,fetchdata,large,2811.2,0.147429,cold,200
40,genmatrix,small,1660.9,0.000109,warm,200
41,mobilenet,medium,3582.8,0.035198,cold,200
42,grayscale,large,24322.5,2.723892,cold,200
43,pagerank,small,2057.1,0.009857,cold,200
44,linpack,small,3194.9,0.005404,cold,200
45,genmatrix,small,1654.8,0.000131,warm,200
46,linpack,medium,3870.8,0.676629,cold,200
47,grayscale,small,1752.1,0.00761,warm,200
48,genmatrix,large,1832.2,0.000806,warm,200
49,linpack,small,3129.8,0.005152,cold,200
50,mobilenet,medium,3523.3,0.024057,cold,200
51,mobilenet,small,3103.1,0.018544,cold,200
52,grayscale,small,1690.7,0.007628,warm,200
53,genmatrix,large,1845.6,0.000986,warm,200
54,pagerank,large,2902.0,0.275466,cold,200
55,grayscale,large,24135.4,2.748026,cold,200
56,resnet,medium,2732.9,0.185752,cold,200
57,resnet,medium,2515.1,0.173162,cold,200
58,linpack,small,3037.7,0.005503,cold,200
59,fetchdata,large,3431.2,0.087832,cold,200
60,mobilenet,small,3001.5,0.017781,cold,200
61,graphgen,small,4657.4,0.002847,cold,200
62,fetchdata,large,3334.1,0.08913,cold,200
63,fetchdata,large,2691.8,0.08604,cold,200
64,matrixmul,large,2570.6,0.005009,cold,200
65,fastfouriertransform,medium,3210.4,0.669377,cold,200
66,matrixmul,large,2564.5,0.005071,cold,200
67,mobilenet,large,2987.8,0.042447,cold,200
68,grayscale,large,23870.2,3.128327,cold,200
69,graphgen,large,5663.8,0.062942,cold,200
70,fastfouriertransform,large,3203.6,0.004905,cold,200
71,pagerank,medium,1938.3,0.046101,warm,200
72,linpack,small,5008.0,0.005104,cold,200
73,grayscale,medium,1634.5,0.057905,warm,200
74,fetchdata,medium,2636.2,0.086094,cold,200
75,graphgen,large,5928.9,0.073722,cold,200
76,grayscale,large,23808.7,3.294078,cold,200
77,fetchdata,large,3065.4,0.087983,cold,200
78,fastfouriertransform,large,3127.6,0.00494,cold,200
79,grayscale,large,23858.7,3.081729,cold,200
80,pagerank,large,2969.3,0.290196,cold,200
81,genmatrix,small,1347.1,0.000119,warm,200
