index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1655.7,0.009438,warm,200
1,grayscale,small,1538.1,0.01717,warm,200
2,genmatrix,small,2606.9,0.006497,cold,200
3,fastfouriertransform,large,3719.3,0.005224,cold,200
4,pagerank,small,2773.6,0.308749,cold,200
5,resnet,medium,2562.1,0.206278,cold,200
6,graphgen,small,2354.8,0.005163,cold,200
7,fastfouriertransform,small,3684.8,0.00496,cold,200
8,genmatrix,large,2809.2,0.000985,cold,200
9,resnet,small,4459.1,0.38285,cold,200
10,pagerank,small,2731.7,0.011455,cold,200
11,pagerank,medium,2968.0,0.045443,cold,200
12,genmatrix,medium,2514.6,0.00022,cold,200
13,resnet,medium,2643.7,0.153382,cold,200
14,graphgen,small,4207.3,0.003082,cold,200
15,matrixmul,medium,3755.7,0.53205,cold,200
16,grayscale,small,1414.1,0.007737,warm,200
17,genmatrix,medium,2596.9,0.000172,cold,200
18,fastfouriertransform,small,1478.2,0.005082,warm,200
19,matrixmul,small,3739.2,0.005014,cold,200
20,linpack,medium,4013.7,0.722955,cold,200
21,resnet,medium,2743.4,0.176591,cold,200
22,graphgen,large,4371.0,0.109369,cold,200
23,mobilenet,large,2601.6,0.041354,cold,200
24,fastfouriertransform,medium,2774.5,0.687481,cold,200
25,fastfouriertransform,large,1413.4,0.004951,warm,200
26,grayscale,large,21944.5,2.922077,cold,200
27,resnet,medium,2867.8,0.175153,cold,200
28,resnet,small,3036.8,0.190816,cold,200
29,fastfouriertransform,small,2725.1,0.005072,cold,200
30,genmatrix,medium,2393.7,0.000877,cold,200
31,fastfouriertransform,small,2706.5,0.005338,cold,200
32,fastfouriertransform,medium,1963.3,0.61555,warm,200
33,grayscale,medium,1326.7,0.060858,warm,200
34,linpack,small,8753.6,0.005787,cold,200
35,linpack,medium,4538.3,0.663998,cold,200
36,genmatrix,large,2312.4,0.003251,cold,200
37,grayscale,large,19535.7,2.741023,cold,200
38,fastfouriertransform,large,2679.6,0.004833,cold,200
39,fetchdata,large,3236.2,0.158294,cold,200
40,genmatrix,small,2351.4,0.00011,cold,200
