index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2091.7,0.00699,cold,200
1,grayscale,small,2914.8,0.038723,cold,200
2,genmatrix,small,1642.4,0.008124,warm,200
3,fastfouriertransform,large,3391.8,0.005047,cold,200
4,pagerank,small,3480.5,0.298839,cold,200
5,resnet,medium,2970.7,0.164648,cold,200
6,graphgen,small,2282.6,0.004267,cold,200
7,fastfouriertransform,small,3348.6,0.005934,cold,200
8,genmatrix,large,1726.9,0.000839,warm,200
9,resnet,small,4156.0,0.205826,cold,200
10,pagerank,small,3584.4,0.010706,cold,200
11,pagerank,medium,3657.0,0.045732,cold,200
12,genmatrix,medium,1709.5,0.000248,warm,200
13,resnet,medium,4447.0,0.186551,cold,200
14,graphgen,small,4191.9,0.002923,cold,200
15,matrixmul,medium,2660.9,0.52354,cold,200
16,grayscale,small,2790.8,0.00944,cold,200
17,genmatrix,medium,1499.2,0.000226,warm,200
18,fastfouriertransform,small,3249.0,0.005545,cold,200
19,matrixmul,small,3197.6,0.005035,cold,200
20,linpack,medium,2488.7,0.655939,cold,200
21,resnet,medium,2964.4,0.150309,cold,200
22,graphgen,large,4309.1,0.07378,cold,200
23,mobilenet,large,2416.4,0.051977,cold,200
24,fastfouriertransform,medium,3849.2,0.66024,cold,200
25,fastfouriertransform,large,3842.4,0.005119,cold,200
26,grayscale,large,27046.2,2.936926,cold,200
27,resnet,medium,3079.2,0.169856,cold,200
28,resnet,small,3372.8,0.153345,cold,200
29,fastfouriertransform,small,3810.9,0.004942,cold,200
30,genmatrix,medium,1375.0,0.000208,warm,200
31,fastfouriertransform,small,1816.6,0.005276,warm,200
32,fastfouriertransform,medium,2437.6,0.624818,cold,200
33,grayscale,medium,2892.4,0.060451,cold,200
34,linpack,small,5212.1,0.005362,cold,200
35,linpack,medium,5959.2,0.814146,cold,200
36,genmatrix,large,1549.2,0.000916,warm,200
37,grayscale,large,27043.9,2.789858,cold,200
38,fastfouriertransform,large,1739.8,0.00512,warm,200
39,fetchdata,large,3288.3,0.146374,cold,200
40,genmatrix,small,1279.2,9.5e-05,warm,200
41,mobilenet,medium,2448.0,0.023916,cold,200
42,grayscale,large,26452.0,2.797347,cold,200
43,pagerank,small,3125.8,0.011379,cold,200
44,linpack,small,2271.0,0.005113,cold,200
45,genmatrix,small,1285.0,0.000144,warm,200
46,linpack,medium,2923.1,0.658734,cold,200
47,grayscale,small,2472.8,0.009137,cold,200
48,genmatrix,large,1229.4,0.000829,warm,200
49,linpack,small,2895.0,0.005187,cold,200
50,mobilenet,medium,2336.7,0.020278,cold,200
51,mobilenet,small,2183.4,0.018248,cold,200
52,grayscale,small,2442.0,0.009478,cold,200
53,genmatrix,large,1208.9,0.000857,warm,200
54,pagerank,large,4162.1,0.291014,cold,200
55,grayscale,large,26804.6,2.917974,cold,200
56,resnet,medium,2911.4,0.148293,cold,200
57,resnet,medium,3250.7,0.182032,cold,200
58,linpack,small,2116.7,0.005282,cold,200
59,fetchdata,large,4115.0,0.086633,cold,200
60,mobilenet,small,2112.1,0.01792,cold,200
61,graphgen,small,3219.4,0.003299,cold,200
62,fetchdata,large,3525.4,0.09023,cold,200
63,fetchdata,large,3333.9,0.090633,cold,200
64,matrixmul,large,2764.6,0.005031,cold,200
65,fastfouriertransform,medium,2745.2,0.635801,cold,200
66,matrixmul,large,2160.0,0.005236,cold,200
67,mobilenet,large,2062.2,0.018176,cold,200
68,grayscale,large,26535.7,2.898141,cold,200
69,graphgen,large,3699.3,0.066018,cold,200
70,fastfouriertransform,large,2700.5,0.004996,cold,200
71,pagerank,medium,3116.7,0.047904,cold,200
72,linpack,small,2672.7,0.005553,cold,200
73,grayscale,medium,2304.7,0.064662,cold,200
74,fetchdata,medium,3032.5,0.090172,cold,200
75,graphgen,large,3699.7,0.069242,cold,200
76,grayscale,large,26248.5,3.022758,cold,200
77,fetchdata,large,3829.9,0.089552,cold,200
78,fastfouriertransform,large,2628.1,0.005672,cold,200
79,grayscale,large,26259.3,2.919897,cold,200
80,pagerank,large,4219.3,0.284062,cold,200
81,genmatrix,small,914.4,0.000118,warm,200
82,linpack,small,2558.2,0.005291,cold,200
83,pagerank,large,5584.4,0.286207,cold,200
84,graphgen,large,3726.7,0.099114,cold,200
85,linpack,medium,3208.2,0.68938,cold,200
86,graphgen,small,1492.5,0.00277,warm,200
87,linpack,medium,3871.9,0.664143,cold,200
88,genmatrix,small,795.0,0.000118,warm,200
89,genmatrix,large,943.0,0.00086,warm,200
90,fastfouriertransform,small,2511.0,0.005088,cold,200
91,mobilenet,small,1849.5,0.018071,warm,200
92,pagerank,small,2638.2,0.010182,cold,200
93,fetchdata,large,3758.3,0.093654,cold,200
94,mobilenet,large,1862.1,0.017594,warm,200
95,fetchdata,medium,3391.3,0.089202,cold,200
96,pagerank,large,4462.5,0.283007,cold,200
97,matrixmul,small,1822.6,0.005129,warm,200
98,pagerank,large,5792.0,0.277911,cold,200
99,genmatrix,large,745.7,0.003396,warm,200
100,grayscale,medium,2066.6,0.058564,cold,200
101,linpack,medium,4452.7,0.719238,cold,200
102,pagerank,medium,2865.9,0.05271,cold,200
103,fastfouriertransform,small,1066.8,0.005111,warm,200
104,genmatrix,small,827.0,0.00011,warm,200
105,linpack,small,4435.9,0.005307,cold,200
106,resnet,large,2981.3,0.204121,cold,200
107,genmatrix,large,868.3,0.000779,warm,200
108,genmatrix,small,811.5,0.000119,warm,200
109,fastfouriertransform,large,1006.7,0.004984,warm,200
110,graphgen,small,1815.1,0.00305,warm,200
111,fastfouriertransform,small,992.7,0.004962,warm,200
112,linpack,small,1596.4,0.0051,warm,200
113,pagerank,small,2482.3,0.054026,cold,200
114,grayscale,large,25836.6,2.922342,cold,200
115,mobilenet,small,1746.1,0.030174,warm,200
116,pagerank,small,2466.8,0.010613,cold,200
117,resnet,large,3519.4,0.245229,cold,200
118,mobilenet,small,1493.3,0.026678,warm,200
119,mobilenet,medium,1611.1,0.017612,warm,200
120,genmatrix,small,926.6,0.000103,warm,200
121,fastfouriertransform,large,2903.9,0.005078,cold,200
122,matrixmul,medium,2156.9,0.543134,cold,200
