index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,3727.9,0.011035,cold,200
1,grayscale,small,2894.5,0.021931,cold,200
2,genmatrix,small,3602.8,0.008967,cold,200
3,fastfouriertransform,large,5936.3,0.005757,cold,200
4,pagerank,small,3194.9,0.28144,cold,200
5,resnet,medium,2966.7,0.161796,cold,200
6,graphgen,small,3280.5,0.005048,cold,200
7,fastfouriertransform,small,8180.4,0.005299,cold,200
8,genmatrix,large,3980.7,0.000819,cold,200
9,resnet,small,3864.7,0.177779,cold,200
10,pagerank,small,3234.2,0.055439,cold,200
11,pagerank,medium,3293.5,0.045251,cold,200
12,genmatrix,medium,3590.5,0.000268,cold,200
13,resnet,medium,3946.9,0.145764,cold,200
14,graphgen,small,5158.9,0.002887,cold,200
15,matrixmul,medium,3077.1,0.515561,cold,200
16,grayscale,small,2846.7,0.006844,cold,200
17,genmatrix,medium,3544.7,0.000219,cold,200
18,fastfouriertransform,small,5030.1,0.005327,cold,200
19,matrixmul,small,3051.4,0.005036,cold,200
20,linpack,medium,3326.6,0.677335,cold,200
21,resnet,medium,4039.3,0.227515,cold,200
22,graphgen,large,5584.7,0.064331,cold,200
23,mobilenet,large,2570.5,0.039146,cold,200
24,fastfouriertransform,medium,5724.3,0.713944,cold,200
25,fastfouriertransform,large,5716.3,0.005751,cold,200
26,grayscale,large,23465.9,2.922352,cold,200
27,resnet,medium,2898.6,0.157431,cold,200
28,resnet,small,3072.4,0.182811,cold,200
29,fastfouriertransform,small,4914.8,0.005325,cold,200
30,genmatrix,medium,3568.4,0.000223,cold,200
31,fastfouriertransform,small,4861.5,0.005545,cold,200
32,fastfouriertransform,medium,4058.7,0.655894,cold,200
33,grayscale,medium,2716.6,0.058257,cold,200
34,linpack,small,5247.8,0.005105,cold,200
35,linpack,medium,5959.4,0.699706,cold,200
36,genmatrix,large,3376.8,0.000891,cold,200
37,grayscale,large,23488.0,2.819836,cold,200
38,fastfouriertransform,large,4008.8,0.005331,cold,200
39,fetchdata,large,4201.4,0.318902,cold,200
40,genmatrix,small,3295.8,0.000133,cold,200
41,mobilenet,medium,2595.7,0.02885,cold,200
42,grayscale,large,23153.2,2.827413,cold,200
43,pagerank,small,2833.4,0.00986,cold,200
44,linpack,small,5868.8,0.005172,cold,200
45,genmatrix,small,3229.5,0.000129,cold,200
46,linpack,medium,6550.2,0.694389,cold,200
47,grayscale,small,2535.1,0.006907,cold,200
48,genmatrix,large,3461.5,0.000947,cold,200
49,linpack,small,6527.6,0.005374,cold,200
50,mobilenet,medium,2301.4,0.027693,cold,200
51,mobilenet,small,2329.5,0.026749,cold,200
52,grayscale,small,2485.1,0.006874,cold,200
53,genmatrix,large,3299.0,0.0009,cold,200
54,pagerank,large,4750.1,0.289692,cold,200
55,grayscale,large,23404.3,2.8051,cold,200
56,resnet,medium,2954.5,0.176555,cold,200
57,resnet,medium,3127.6,0.162235,cold,200
58,linpack,small,6432.7,0.005299,cold,200
59,fetchdata,large,4188.5,0.089423,cold,200
60,mobilenet,small,2258.7,0.029927,cold,200
61,graphgen,small,2744.8,0.003057,cold,200
62,fetchdata,large,4349.2,0.087594,cold,200
63,fetchdata,large,4243.1,0.09272,cold,200
64,matrixmul,large,2614.1,0.005078,cold,200
65,fastfouriertransform,medium,4455.0,0.712691,cold,200
66,matrixmul,large,2604.9,0.005052,cold,200
67,mobilenet,large,2221.9,0.031338,cold,200
68,grayscale,large,23210.3,2.839783,cold,200
69,graphgen,large,5220.8,0.066653,cold,200
70,fastfouriertransform,large,4414.3,0.005461,cold,200
71,pagerank,medium,2749.4,0.04618,cold,200
72,linpack,small,5588.4,0.005168,cold,200
73,grayscale,medium,8198.0,0.074908,cold,200
74,fetchdata,medium,3945.6,0.091099,cold,200
75,graphgen,large,3388.2,0.114754,cold,200
76,grayscale,large,8463.8,2.821894,cold,200
77,fetchdata,large,4378.0,0.088508,cold,200
78,fastfouriertransform,large,4324.0,0.005298,cold,200
79,grayscale,large,8364.8,2.765184,cold,200
80,pagerank,large,3795.8,0.294514,cold,200
81,genmatrix,small,2852.0,0.000127,cold,200
82,linpack,small,4029.4,0.005107,cold,200
