index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,1504.84,1504.83,0.0,6.23,1498.6,True,,0.0,4.0,0.01,2.21,6.23,1
1,1,genmatrix,small,cold,200,2188.18,2188.18,0.01,9.0,2179.18,True,,0.0,0.03,,8.95,8.99,2
2,2,fetchdata,small,cold,200,1678.35,1678.35,0.0,128.08,1550.27,True,128.0,0.0,0.06,0.0,,128.07,3
3,3,fastfouriertransform,large,cold,200,1408.14,1408.13,0.01,4.56,1403.57,False,,0.0,3.84,0.0,0.71,4.56,4
4,4,linpack,small,cold,200,1824.42,1824.42,0.01,7.91,1816.51,True,,0.0,0.61,5.79,1.5,7.9,5
5,5,linpack,medium,cold,200,3754.28,3754.28,0.0,646.28,3108.0,False,,0.0,0.38,4.07,641.83,646.28,6
6,6,fastfouriertransform,small,cold,200,1245.17,1245.16,0.0,4.57,1240.6,False,,0.0,3.86,0.0,0.7,4.57,7
7,7,fastfouriertransform,small,cold,200,1185.74,1185.74,0.0,4.7,1181.04,False,,0.0,3.93,0.01,0.76,4.69,8
8,8,fetchdata,large,cold,200,1462.97,1462.97,0.0,78.88,1384.09,False,78.84,0.0,0.03,0.0,,78.87,9
9,9,linpack,small,cold,200,3554.99,3554.99,0.0,5.15,3549.84,False,,0.0,0.38,4.05,0.72,5.15,10
10,10,linpack,small,cold,200,3511.01,3511.0,0.01,5.11,3505.89,False,,0.0,0.36,4.03,0.72,5.11,11
11,11,linpack,medium,cold,200,4112.16,4112.15,0.0,655.19,3456.96,False,,0.0,0.34,4.02,650.83,655.19,12
12,12,fetchdata,medium,cold,200,1500.32,1500.31,0.0,80.6,1419.71,False,80.55,0.0,0.05,0.0,,80.6,13
13,13,linpack,medium,cold,200,4669.0,4668.99,0.01,653.25,4015.75,False,,0.0,0.34,4.15,648.75,653.24,14
14,14,fastfouriertransform,small,warm,200,841.24,841.24,0.0,4.64,836.59,False,,0.0,3.92,0.0,0.71,4.64,15
15,15,matrixmul,medium,cold,200,2663.64,2654.7,8.95,511.58,2143.12,False,,0.0,0.36,3.95,507.26,511.58,16
16,16,genmatrix,small,cold,200,1533.41,1527.36,6.05,0.12,1527.24,False,,0.0,0.03,,0.09,0.12,17
17,17,fetchdata,medium,cold,200,1160.86,1160.85,0.0,77.0,1083.85,False,76.97,0.0,0.02,0.0,,77.0,18
18,18,fastfouriertransform,small,warm,200,625.38,625.38,0.0,4.59,620.79,False,,0.0,3.87,0.0,0.71,4.59,19
19,19,matrixmul,small,cold,200,1936.19,1924.93,11.27,4.86,1920.07,False,,0.0,0.35,3.96,0.55,4.86,20
20,20,genmatrix,medium,cold,200,1377.11,1368.67,8.44,0.47,1368.2,False,,0.0,0.03,,0.44,0.47,21
21,21,linpack,medium,warm,200,1634.63,1634.62,0.0,654.91,979.71,False,,0.0,0.35,4.0,650.55,654.91,22
22,22,fastfouriertransform,large,warm,200,425.26,425.25,0.01,4.59,420.67,False,,0.0,3.82,0.0,0.76,4.59,23
23,23,matrixmul,large,cold,200,1755.98,1744.38,11.6,4.9,1739.48,False,,0.0,0.37,3.96,0.56,4.9,24
24,24,fastfouriertransform,medium,warm,200,972.14,972.13,0.01,620.19,351.94,False,,0.0,3.86,0.0,616.32,620.19,25
25,25,fastfouriertransform,large,warm,200,262.96,262.96,0.0,4.63,258.33,False,,0.0,3.87,0.0,0.75,4.62,26
26,26,genmatrix,large,cold,200,1132.03,1053.13,78.91,1.33,1051.79,False,,0.0,0.03,,1.3,1.33,27
27,27,linpack,medium,cold,200,1992.34,1992.34,0.0,656.2,1336.14,False,,0.0,0.38,4.04,651.77,656.2,28
28,28,linpack,small,cold,200,1944.07,1944.07,0.0,5.4,1938.66,False,,0.0,0.39,4.18,0.82,5.4,29
29,29,fastfouriertransform,small,warm,200,724.65,724.65,0.0,4.64,720.01,False,,0.0,3.87,0.0,0.77,4.64,30
30,30,fetchdata,medium,warm,200,434.74,434.74,0.0,77.02,357.72,False,76.99,0.0,0.02,0.0,,77.02,31
31,31,fastfouriertransform,small,warm,200,639.2,639.19,0.01,4.56,634.63,False,,0.0,3.81,0.0,0.74,4.56,25
32,32,fastfouriertransform,medium,warm,200,1212.03,1212.03,0.0,629.47,582.56,False,,0.0,3.82,0.0,625.65,629.47,25
33,33,genmatrix,medium,warm,200,725.19,711.89,13.29,0.24,711.65,False,,0.0,0.03,,0.21,0.24,26
34,34,genmatrix,small,warm,200,633.18,633.18,0.0,0.13,633.05,False,,0.0,0.03,,0.09,0.13,27
35,35,genmatrix,medium,warm,200,574.57,542.88,31.69,0.26,542.62,False,,0.0,0.03,,0.23,0.26,28
36,36,fetchdata,large,warm,200,379.36,379.35,0.0,76.22,303.13,False,76.19,0.0,0.02,0.0,,76.22,28
37,37,genmatrix,large,warm,200,542.44,480.25,62.19,1.23,479.02,False,,0.0,0.03,,1.2,1.23,29
38,38,fastfouriertransform,large,warm,200,914.92,914.91,0.0,4.62,910.29,False,,0.0,3.85,0.0,0.77,4.62,29
39,39,fetchdata,large,warm,200,304.5,304.5,0.0,77.7,226.8,False,77.67,0.0,0.02,0.0,,77.7,29
40,40,fetchdata,small,warm,200,336.25,336.24,0.0,77.74,258.5,False,77.7,0.0,0.03,0.0,,77.74,30
41,41,matrixmul,medium,warm,200,824.77,814.19,10.59,507.54,306.64,True,,0.0,0.4,4.12,503.01,507.54,29
42,42,genmatrix,large,warm,200,198.39,172.61,25.79,0.96,171.65,False,,0.0,0.03,,0.93,0.96,29
43,43,linpack,small,cold,200,3179.43,3179.43,0.0,5.08,3174.35,False,,0.0,0.33,3.99,0.76,5.08,30
44,44,genmatrix,small,warm,200,92.05,79.77,12.28,0.12,79.65,False,,0.0,0.03,,0.09,0.12,27
45,45,fetchdata,small,warm,200,160.04,160.04,0.01,76.4,83.63,False,76.38,0.0,0.02,0.0,,76.4,27
