index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1477.4,0.007013,warm,200
1,grayscale,small,1355.9,0.014129,warm,200
2,genmatrix,small,1920.3,0.008329,warm,200
3,fastfouriertransform,large,19.4,0.005009,warm,200
4,pagerank,small,1996.4,0.262718,warm,200
5,resnet,medium,1826.4,0.138417,warm,200
6,graphgen,small,1444.8,0.004953,warm,200
7,fastfouriertransform,small,22.5,0.007831,warm,200
8,genmatrix,large,53.8,0.001718,warm,200
9,resnet,small,138.5,0.130808,warm,200
10,pagerank,small,27.4,0.01729,warm,200
11,pagerank,medium,127.9,0.053643,warm,200
12,genmatrix,medium,14.8,0.000288,warm,200
13,resnet,medium,151.0,0.144054,warm,200
14,graphgen,small,41.0,0.004366,warm,200
15,matrixmul,medium,2347.9,0.503996,cold,200
16,grayscale,small,19.6,0.010936,warm,200
17,genmatrix,medium,16.1,0.00027,warm,200
18,fastfouriertransform,small,18.9,0.004969,warm,200
19,matrixmul,small,21.9,0.005025,warm,200
20,linpack,medium,2533.2,0.64399,cold,200
21,resnet,medium,150.4,0.143861,warm,200
22,graphgen,large,550.1,0.119849,warm,200
23,mobilenet,large,2028.5,0.068988,cold,200
24,fastfouriertransform,medium,634.7,0.619891,warm,200
25,fastfouriertransform,large,17.9,0.004948,warm,200
26,grayscale,large,2819.1,2.705005,cold,200
27,resnet,medium,151.7,0.144879,warm,200
28,resnet,small,129.8,0.120269,warm,200
29,fastfouriertransform,small,19.7,0.005007,warm,200
30,genmatrix,medium,15.8,0.000284,warm,200
31,fastfouriertransform,small,19.6,0.005144,warm,200
32,fastfouriertransform,medium,618.6,0.603424,warm,200
33,grayscale,medium,71.4,0.058131,warm,200
34,linpack,small,17.4,0.008033,warm,200
35,linpack,medium,688.4,0.678713,warm,200
36,genmatrix,large,53.4,0.001158,warm,200
37,grayscale,large,2818.6,2.705685,cold,200
38,fastfouriertransform,large,21.5,0.007699,warm,200
39,fetchdata,large,1659.9,0.160188,warm,200
40,genmatrix,small,7.9,0.000151,warm,200
41,mobilenet,medium,24.6,0.019176,warm,200
42,grayscale,large,2793.9,2.681496,cold,200
43,pagerank,small,25.4,0.015415,warm,200
44,linpack,small,17.4,0.008106,warm,200
45,genmatrix,small,6.2,0.000121,warm,200
46,linpack,medium,674.9,0.665647,warm,200
47,grayscale,small,13.9,0.007011,warm,200
48,genmatrix,large,49.7,0.001176,warm,200
49,linpack,small,13.6,0.005117,warm,200
50,mobilenet,medium,33.9,0.027252,warm,200
51,mobilenet,small,23.3,0.017667,warm,200
52,grayscale,small,13.2,0.00699,warm,200
53,genmatrix,large,52.2,0.001161,warm,200
54,pagerank,large,416.5,0.322224,warm,200
55,grayscale,large,2826.6,2.712476,cold,200
56,resnet,medium,153.9,0.147202,warm,200
57,resnet,medium,126.3,0.120232,warm,200
58,linpack,small,17.5,0.008108,warm,200
59,fetchdata,large,89.1,0.083462,warm,200
60,mobilenet,small,29.9,0.023273,warm,200
61,graphgen,small,36.0,0.003567,warm,200
62,fetchdata,large,89.6,0.084013,warm,200
63,fetchdata,large,99.7,0.093907,warm,200
64,matrixmul,large,27.7,0.00795,warm,200
65,fastfouriertransform,medium,660.9,0.645854,warm,200
66,matrixmul,large,27.2,0.007954,warm,200
67,mobilenet,large,35.1,0.028791,warm,200
68,grayscale,large,2816.9,2.701478,cold,200
69,graphgen,large,528.8,0.098199,warm,200
70,fastfouriertransform,large,19.7,0.004975,warm,200
71,pagerank,medium,89.6,0.064183,warm,200
72,linpack,small,15.9,0.008085,warm,200
73,grayscale,medium,73.2,0.058107,warm,200
74,fetchdata,medium,148.3,0.142906,warm,200
75,graphgen,large,520.3,0.088413,warm,200
76,grayscale,large,2828.8,2.713506,cold,200
77,fetchdata,large,96.0,0.090553,warm,200
78,fastfouriertransform,large,22.7,0.007706,warm,200
79,grayscale,large,2795.3,2.680268,cold,200
80,pagerank,large,422.2,0.282005,warm,200
81,genmatrix,small,7.8,0.000104,warm,200
82,linpack,small,17.6,0.008054,warm,200
83,pagerank,large,364.8,0.287295,warm,200
84,graphgen,large,514.0,0.085657,warm,200
85,linpack,medium,651.4,0.643036,warm,200
86,graphgen,small,29.2,0.002752,warm,200
87,linpack,medium,652.5,0.642505,warm,200
88,genmatrix,small,8.2,0.000143,warm,200
89,genmatrix,large,52.0,0.001167,warm,200
90,fastfouriertransform,small,22.0,0.006849,warm,200
91,mobilenet,small,30.4,0.024257,warm,200
92,pagerank,small,26.5,0.015947,warm,200
93,fetchdata,large,98.0,0.091439,warm,200
94,mobilenet,large,28.8,0.022844,warm,200
95,fetchdata,medium,88.5,0.083234,warm,200
96,pagerank,large,372.1,0.296067,warm,200
97,matrixmul,small,22.0,0.005057,warm,200
98,pagerank,large,412.3,0.285985,warm,200
99,genmatrix,large,53.0,0.001163,warm,200
100,grayscale,medium,72.2,0.058139,warm,200
101,linpack,medium,655.9,0.647115,warm,200
102,pagerank,medium,88.2,0.063246,warm,200
103,fastfouriertransform,small,23.0,0.007704,warm,200
104,genmatrix,small,7.6,0.000143,warm,200
105,linpack,small,17.4,0.008058,warm,200
106,resnet,large,162.3,0.155436,warm,200
107,genmatrix,large,37.1,0.000817,warm,200
108,genmatrix,small,6.2,0.000107,warm,200
109,fastfouriertransform,large,21.9,0.007721,warm,200
110,graphgen,small,31.6,0.003255,warm,200
111,fastfouriertransform,small,22.7,0.007705,warm,200
112,linpack,small,13.3,0.005091,warm,200
113,pagerank,small,20.3,0.010422,warm,200
114,grayscale,large,2817.0,2.705361,cold,200
115,mobilenet,small,24.5,0.018533,warm,200
116,pagerank,small,27.1,0.016123,warm,200
117,resnet,large,154.8,0.14811,warm,200
118,mobilenet,small,30.6,0.024712,warm,200
119,mobilenet,medium,32.5,0.023113,warm,200
120,genmatrix,small,5.9,0.000104,warm,200
121,fastfouriertransform,large,20.3,0.004908,warm,200
122,matrixmul,medium,523.6,0.507168,warm,200
123,matrixmul,medium,521.4,0.50538,warm,200
124,mobilenet,large,23.6,0.01791,warm,200
125,graphgen,large,488.1,0.063857,warm,200
126,fastfouriertransform,small,22.7,0.007702,warm,200
127,matrixmul,large,27.1,0.007929,warm,200
128,linpack,small,17.1,0.008053,warm,200
129,genmatrix,small,8.0,0.000135,warm,200
130,genmatrix,large,36.9,0.000773,warm,200
131,mobilenet,small,31.2,0.023178,warm,200
132,matrixmul,small,21.2,0.005019,warm,200
133,grayscale,medium,72.5,0.058829,warm,200
134,genmatrix,small,5.9,0.000105,warm,200
135,mobilenet,large,33.1,0.023951,warm,200
136,fastfouriertransform,small,22.6,0.007718,warm,200
137,pagerank,small,19.9,0.010387,warm,200
138,fastfouriertransform,small,23.4,0.007699,warm,200
139,fetchdata,medium,159.1,0.153351,warm,200
140,mobilenet,medium,22.7,0.017589,warm,200
141,genmatrix,medium,14.7,0.000286,warm,200
142,graphgen,small,40.3,0.004245,warm,200
143,matrixmul,small,28.0,0.008032,warm,200
144,matrixmul,medium,547.7,0.522164,warm,200
145,mobilenet,medium,29.7,0.02328,warm,200
146,matrixmul,large,21.2,0.005076,warm,200
147,pagerank,large,360.9,0.282538,warm,200
148,mobilenet,small,28.4,0.022709,warm,200
149,genmatrix,medium,15.3,0.000277,warm,200
150,genmatrix,small,8.1,0.000141,warm,200
151,resnet,large,158.3,0.15176,warm,200
152,pagerank,small,26.2,0.015516,warm,200
153,linpack,small,17.0,0.008086,warm,200
154,graphgen,large,522.6,0.097739,warm,200
155,mobilenet,large,29.2,0.023075,warm,200
156,pagerank,small,26.7,0.015611,warm,200
157,graphgen,large,491.0,0.065482,warm,200
158,fastfouriertransform,small,20.1,0.005089,warm,200
159,fastfouriertransform,large,21.7,0.007783,warm,200
160,fastfouriertransform,large,23.0,0.007879,warm,200
161,genmatrix,medium,14.6,0.000288,warm,200
162,fastfouriertransform,large,23.0,0.006913,warm,200
163,genmatrix,large,51.9,0.00118,warm,200
164,resnet,small,150.0,0.143823,warm,200
165,resnet,small,126.7,0.119967,warm,200
166,matrixmul,large,26.7,0.007963,warm,200
167,resnet,large,128.5,0.121601,warm,200
168,pagerank,medium,92.9,0.067768,warm,200
169,grayscale,small,18.7,0.010726,warm,200
170,linpack,small,17.3,0.008047,warm,200
171,grayscale,medium,71.2,0.057726,warm,200
172,fetchdata,large,143.4,0.137991,warm,200
