index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1896.0,0.00663,warm,200
1,grayscale,small,1413.9,0.016744,warm,200
2,genmatrix,small,1698.5,0.008596,warm,200
3,fastfouriertransform,large,22.1,0.005361,warm,200
4,pagerank,small,2224.5,0.28198,cold,200
5,resnet,medium,1748.1,0.136131,warm,200
6,graphgen,small,1651.9,0.007094,warm,200
7,fastfouriertransform,small,22.8,0.005246,warm,200
8,genmatrix,large,96.0,0.001631,warm,200
9,resnet,small,127.1,0.121773,warm,200
10,pagerank,small,26.8,0.014436,warm,200
11,pagerank,medium,106.4,0.043865,warm,200
12,genmatrix,medium,18.9,0.000201,warm,200
13,resnet,medium,149.6,0.144147,warm,200
14,graphgen,small,38.4,0.004045,warm,200
15,matrixmul,medium,1937.2,0.504678,warm,200
16,grayscale,small,18.9,0.01082,warm,200
17,genmatrix,medium,21.8,0.000288,warm,200
18,fastfouriertransform,small,24.5,0.007775,warm,200
19,matrixmul,small,23.7,0.005027,warm,200
20,linpack,medium,2069.7,0.657652,cold,200
21,resnet,medium,129.2,0.120565,warm,200
22,graphgen,large,569.8,0.137239,warm,200
23,mobilenet,large,1477.4,0.04117,warm,200
24,fastfouriertransform,medium,666.2,0.649857,warm,200
25,fastfouriertransform,large,20.8,0.004953,warm,200
26,grayscale,large,2839.4,2.716831,cold,200
27,resnet,medium,153.6,0.145372,warm,200
28,resnet,small,132.6,0.126616,warm,200
29,fastfouriertransform,small,24.3,0.007712,warm,200
30,genmatrix,medium,21.9,0.000285,warm,200
31,fastfouriertransform,small,23.9,0.007736,warm,200
32,fastfouriertransform,medium,699.2,0.683284,warm,200
33,grayscale,medium,93.0,0.079525,warm,200
34,linpack,small,17.6,0.008024,warm,200
35,linpack,medium,697.9,0.689649,warm,200
36,genmatrix,large,82.2,0.000793,warm,200
37,grayscale,large,2828.2,2.711631,cold,200
38,fastfouriertransform,large,24.7,0.008289,warm,200
39,fetchdata,large,1598.4,0.127922,warm,200
40,genmatrix,small,8.5,0.00011,warm,200
41,mobilenet,medium,25.7,0.018454,warm,200
42,grayscale,large,2812.9,2.696631,cold,200
43,pagerank,small,26.1,0.015495,warm,200
44,linpack,small,16.9,0.008121,warm,200
45,genmatrix,small,9.7,0.000163,warm,200
46,linpack,medium,688.0,0.677341,warm,200
