index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1475.9,0.006446,warm,200
1,grayscale,small,2019.7,0.017267,cold,200
2,genmatrix,small,1596.3,0.0085,warm,200
3,fastfouriertransform,large,19.7,0.005078,warm,200
4,pagerank,small,1843.0,0.254418,warm,200
5,resnet,medium,2189.6,0.151838,cold,200
6,graphgen,small,1641.6,0.00646,warm,200
7,fastfouriertransform,small,21.7,0.007729,warm,200
8,genmatrix,large,98.2,0.001761,warm,200
9,resnet,small,304.7,0.298703,warm,200
10,pagerank,small,26.6,0.015817,warm,200
11,pagerank,medium,135.1,0.052572,warm,200
12,genmatrix,medium,18.5,0.000199,warm,200
13,resnet,medium,153.3,0.147737,warm,200
14,graphgen,small,46.9,0.004287,warm,200
15,matrixmul,medium,1838.0,0.504438,warm,200
16,grayscale,small,17.0,0.00962,warm,200
17,genmatrix,medium,20.4,0.000275,warm,200
18,fastfouriertransform,small,23.5,0.007735,warm,200
19,matrixmul,small,19.1,0.005039,warm,200
20,linpack,medium,2068.7,0.641735,cold,200
21,resnet,medium,127.8,0.121792,warm,200
22,graphgen,large,544.3,0.099193,warm,200
23,mobilenet,large,2014.0,0.035079,cold,200
24,fastfouriertransform,medium,681.9,0.666776,warm,200
25,fastfouriertransform,large,18.2,0.005058,warm,200
26,grayscale,large,2817.0,2.701938,cold,200
27,resnet,medium,156.4,0.150401,warm,200
28,resnet,small,126.7,0.121475,warm,200
29,fastfouriertransform,small,19.2,0.004895,warm,200
30,genmatrix,medium,21.9,0.000286,warm,200
31,fastfouriertransform,small,23.1,0.007692,warm,200
32,fastfouriertransform,medium,666.4,0.651483,warm,200
33,grayscale,medium,72.2,0.058322,warm,200
34,linpack,small,20.0,0.00801,warm,200
35,linpack,medium,675.4,0.664951,warm,200
36,genmatrix,large,96.7,0.0012,warm,200
37,grayscale,large,2827.5,2.711845,cold,200
38,fastfouriertransform,large,22.3,0.007683,warm,200
39,fetchdata,large,1993.9,0.140134,warm,200
40,genmatrix,small,7.2,0.000113,warm,200
41,mobilenet,medium,28.1,0.022523,warm,200
42,grayscale,large,2796.0,2.677358,cold,200
43,pagerank,small,26.5,0.015668,warm,200
44,linpack,small,19.0,0.008035,warm,200
45,genmatrix,small,8.3,0.000165,warm,200
46,linpack,medium,689.2,0.678805,warm,200
47,grayscale,small,14.8,0.007045,warm,200
48,genmatrix,large,81.7,0.000786,warm,200
49,linpack,small,15.7,0.005067,warm,200
50,mobilenet,medium,27.7,0.02192,warm,200
51,mobilenet,small,23.7,0.018281,warm,200
52,grayscale,small,14.0,0.006911,warm,200
53,genmatrix,large,96.6,0.001195,warm,200
54,pagerank,large,375.4,0.280729,warm,200
55,grayscale,large,2828.2,2.711609,cold,200
56,resnet,medium,146.8,0.140755,warm,200
57,resnet,medium,128.5,0.122621,warm,200
58,linpack,small,17.7,0.008034,warm,200
59,fetchdata,large,86.9,0.081146,warm,200
60,mobilenet,small,29.5,0.02305,warm,200
61,graphgen,small,29.5,0.002814,warm,200
62,fetchdata,large,87.1,0.081725,warm,200
63,fetchdata,large,98.5,0.092561,warm,200
64,matrixmul,large,26.5,0.007881,warm,200
65,fastfouriertransform,medium,647.0,0.631918,warm,200
66,matrixmul,large,26.7,0.008004,warm,200
67,mobilenet,large,32.3,0.025953,warm,200
68,grayscale,large,2834.1,2.719666,cold,200
69,graphgen,large,526.3,0.092191,warm,200
70,fastfouriertransform,large,19.5,0.005018,warm,200
71,pagerank,medium,92.3,0.069447,warm,200
72,linpack,small,17.2,0.00808,warm,200
73,grayscale,medium,70.8,0.057493,warm,200
74,fetchdata,medium,145.8,0.141158,warm,200
75,graphgen,large,523.2,0.096795,warm,200
76,grayscale,large,2835.2,2.721732,cold,200
77,fetchdata,large,99.9,0.094229,warm,200
78,fastfouriertransform,large,22.1,0.007753,warm,200
79,grayscale,large,2794.7,2.678246,cold,200
80,pagerank,large,419.0,0.272637,warm,200
81,genmatrix,small,8.5,0.00014,warm,200
82,linpack,small,17.8,0.008021,warm,200
83,pagerank,large,368.9,0.291331,warm,200
84,graphgen,large,490.4,0.062771,warm,200
85,linpack,medium,707.5,0.698772,warm,200
86,graphgen,small,28.7,0.002782,warm,200
87,linpack,medium,692.7,0.680725,warm,200
88,genmatrix,small,7.7,0.000106,warm,200
89,genmatrix,large,96.8,0.001194,warm,200
90,fastfouriertransform,small,23.0,0.007839,warm,200
91,mobilenet,small,23.1,0.017774,warm,200
92,pagerank,small,27.4,0.016103,warm,200
93,fetchdata,large,99.2,0.093712,warm,200
94,mobilenet,large,31.0,0.023268,warm,200
95,fetchdata,medium,87.5,0.08225,warm,200
96,pagerank,large,431.8,0.290815,warm,200
97,matrixmul,small,26.8,0.007869,warm,200
98,pagerank,large,361.0,0.284383,warm,200
99,genmatrix,large,81.5,0.000792,warm,200
100,grayscale,medium,98.8,0.083869,warm,200
101,linpack,medium,653.7,0.643945,warm,200
102,pagerank,medium,91.6,0.066033,warm,200
103,fastfouriertransform,small,21.7,0.0069,warm,200
104,genmatrix,small,9.0,0.00014,warm,200
105,linpack,small,18.1,0.008006,warm,200
106,resnet,large,157.3,0.151452,warm,200
107,genmatrix,large,96.5,0.001208,warm,200
108,genmatrix,small,8.9,0.000137,warm,200
109,fastfouriertransform,large,19.4,0.00496,warm,200
110,graphgen,small,29.8,0.002949,warm,200
111,fastfouriertransform,small,22.8,0.007757,warm,200
112,linpack,small,12.8,0.005094,warm,200
113,pagerank,small,19.3,0.010174,warm,200
114,grayscale,large,2849.1,2.735122,cold,200
115,mobilenet,small,28.2,0.022577,warm,200
116,pagerank,small,86.5,0.075796,warm,200
117,resnet,large,146.7,0.140586,warm,200
118,mobilenet,small,29.3,0.023095,warm,200
119,mobilenet,medium,37.7,0.031603,warm,200
120,genmatrix,small,8.1,0.000103,warm,200
121,fastfouriertransform,large,18.3,0.004966,warm,200
122,matrixmul,medium,560.6,0.54559,warm,200
123,matrixmul,medium,519.9,0.50398,warm,200
124,mobilenet,large,25.8,0.019863,warm,200
125,graphgen,large,522.3,0.092435,warm,200
126,fastfouriertransform,small,21.6,0.007761,warm,200
127,matrixmul,large,19.9,0.005063,warm,200
128,linpack,small,17.3,0.007999,warm,200
129,genmatrix,small,9.1,0.000145,warm,200
130,genmatrix,large,96.4,0.00122,warm,200
131,mobilenet,small,49.6,0.043338,warm,200
132,matrixmul,small,19.4,0.004949,warm,200
133,grayscale,medium,71.2,0.057525,warm,200
134,genmatrix,small,7.5,0.000104,warm,200
135,mobilenet,large,26.6,0.017682,warm,200
136,fastfouriertransform,small,22.1,0.007802,warm,200
137,pagerank,small,19.9,0.010282,warm,200
138,fastfouriertransform,small,23.2,0.007741,warm,200
139,fetchdata,medium,152.6,0.146426,warm,200
140,mobilenet,medium,33.9,0.023788,warm,200
141,genmatrix,medium,21.3,0.00029,warm,200
142,graphgen,small,41.4,0.004295,warm,200
143,matrixmul,small,20.0,0.004953,warm,200
144,matrixmul,medium,520.5,0.504802,warm,200
145,mobilenet,medium,28.9,0.022743,warm,200
146,matrixmul,large,25.9,0.007882,warm,200
147,pagerank,large,365.2,0.289985,warm,200
148,mobilenet,small,35.2,0.02471,warm,200
149,genmatrix,medium,21.6,0.000281,warm,200
150,genmatrix,small,8.3,0.000143,warm,200
151,resnet,large,155.6,0.150304,warm,200
152,pagerank,small,26.3,0.01588,warm,200
153,linpack,small,17.7,0.008009,warm,200
154,graphgen,large,492.2,0.064051,warm,200
155,mobilenet,large,29.8,0.023699,warm,200
156,pagerank,small,26.4,0.015667,warm,200
157,graphgen,large,490.0,0.064053,warm,200
158,fastfouriertransform,small,22.4,0.007677,warm,200
159,fastfouriertransform,large,22.3,0.007676,warm,200
160,fastfouriertransform,large,22.3,0.007723,warm,200
161,genmatrix,medium,21.1,0.000289,warm,200
162,fastfouriertransform,large,22.0,0.00769,warm,200
163,genmatrix,large,94.9,0.001224,warm,200
164,resnet,small,150.4,0.144111,warm,200
165,resnet,small,127.6,0.122803,warm,200
166,matrixmul,large,20.3,0.004963,warm,200
167,resnet,large,128.6,0.123587,warm,200
168,pagerank,medium,99.0,0.072413,warm,200
169,grayscale,small,13.3,0.006838,warm,200
170,linpack,small,14.1,0.005144,warm,200
171,grayscale,medium,71.8,0.057462,warm,200
172,fetchdata,large,193.2,0.187318,warm,200
173,grayscale,medium,91.7,0.077733,warm,200
174,linpack,small,12.9,0.005049,warm,200
175,graphgen,medium,144.9,0.021353,warm,200
176,resnet,large,150.4,0.144712,warm,200
177,fastfouriertransform,small,19.9,0.005172,warm,200
178,pagerank,small,29.7,0.0191,warm,200
179,pagerank,medium,139.3,0.058836,warm,200
180,fetchdata,medium,88.9,0.083088,warm,200
181,fastfouriertransform,small,18.9,0.004963,warm,200
182,linpack,medium,658.9,0.649065,warm,200
183,fetchdata,medium,88.3,0.083001,warm,200
184,pagerank,large,390.8,0.314035,warm,200
185,grayscale,large,2835.9,2.722822,cold,200
186,pagerank,small,19.7,0.010217,warm,200
187,pagerank,medium,69.4,0.047203,warm,200
188,fastfouriertransform,small,23.0,0.007667,warm,200
189,grayscale,small,13.5,0.006925,warm,200
190,fastfouriertransform,large,19.0,0.004893,warm,200
191,pagerank,small,27.2,0.01625,warm,200
192,grayscale,medium,72.8,0.058152,warm,200
193,resnet,small,289.4,0.283383,warm,200
194,linpack,small,14.3,0.005128,warm,200
195,grayscale,large,2839.0,2.721126,cold,200
196,mobilenet,medium,38.6,0.032637,warm,200
197,graphgen,small,42.2,0.004585,warm,200
198,matrixmul,medium,571.9,0.551799,warm,200
199,graphgen,small,40.3,0.004514,warm,200
200,linpack,small,17.3,0.008021,warm,200
201,grayscale,small,13.9,0.007592,warm,200
202,mobilenet,large,29.0,0.02353,warm,200
203,matrixmul,large,20.9,0.004977,warm,200
204,graphgen,small,29.6,0.002938,warm,200
205,fastfouriertransform,large,19.1,0.004894,warm,200
206,fetchdata,large,149.7,0.14466,warm,200
