index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2112.4,0.010783,cold,200
1,grayscale,small,1651.8,0.01808,warm,200
2,genmatrix,small,1450.3,0.008039,warm,200
3,fastfouriertransform,large,1523.1,0.008068,warm,200
4,pagerank,small,1800.2,0.292629,warm,200
5,resnet,medium,1761.5,0.129757,warm,200
6,graphgen,small,1697.7,0.005026,warm,200
7,fastfouriertransform,small,733.0,0.007956,warm,200
8,genmatrix,large,291.1,0.000965,warm,200
9,resnet,small,1268.8,0.134771,warm,200
10,pagerank,small,613.7,0.01086,warm,200
11,pagerank,medium,509.2,0.043249,warm,200
12,genmatrix,medium,9.9,0.000201,warm,200
13,resnet,medium,333.8,0.169909,warm,200
14,graphgen,small,103.6,0.002778,warm,200
15,matrixmul,medium,2014.8,0.507392,cold,200
16,grayscale,small,12.7,0.0069,warm,200
17,genmatrix,medium,9.9,0.0002,warm,200
18,fastfouriertransform,small,18.2,0.004942,warm,200
19,matrixmul,small,1218.6,0.004966,warm,200
20,linpack,medium,1994.5,0.648688,warm,200
21,resnet,medium,126.4,0.121809,warm,200
22,graphgen,large,566.3,0.105072,warm,200
23,mobilenet,large,1743.4,0.035765,warm,200
24,fastfouriertransform,medium,627.9,0.614044,warm,200
25,fastfouriertransform,large,426.6,0.004821,warm,200
26,grayscale,large,2912.3,2.715521,cold,200
27,resnet,medium,127.5,0.122937,warm,200
28,resnet,small,129.2,0.122958,warm,200
29,fastfouriertransform,small,17.8,0.004935,warm,200
30,genmatrix,medium,10.1,0.000232,warm,200
31,fastfouriertransform,small,18.6,0.004956,warm,200
32,fastfouriertransform,medium,647.6,0.63397,warm,200
33,grayscale,medium,1461.9,0.057847,warm,200
34,linpack,small,12.1,0.005084,warm,200
35,linpack,medium,680.2,0.672891,warm,200
36,genmatrix,large,53.9,0.001197,warm,200
37,grayscale,large,3665.1,2.675503,cold,200
38,fastfouriertransform,large,22.4,0.004906,warm,200
39,fetchdata,large,1538.9,0.126706,warm,200
40,genmatrix,small,7.5,0.000149,warm,200
41,mobilenet,medium,31.0,0.024464,warm,200
42,grayscale,large,5199.0,2.675222,cold,200
43,pagerank,small,19.9,0.011241,warm,200
44,linpack,small,11.5,0.005071,warm,200
45,genmatrix,small,6.2,0.000164,warm,200
46,linpack,medium,655.7,0.648629,warm,200
47,grayscale,small,1364.7,0.006931,warm,200
48,genmatrix,large,53.9,0.001218,warm,200
49,linpack,small,61.6,0.005061,warm,200
50,mobilenet,medium,28.6,0.023427,warm,200
51,mobilenet,small,29.0,0.02306,warm,200
52,grayscale,small,372.9,0.006815,warm,200
53,genmatrix,large,55.0,0.001193,warm,200
54,pagerank,large,362.0,0.267236,warm,200
55,grayscale,large,5311.8,2.679435,cold,200
56,resnet,medium,126.4,0.120901,warm,200
57,resnet,medium,127.5,0.122677,warm,200
58,linpack,small,12.1,0.005116,warm,200
