index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1624.2,0.007432,warm,200
1,grayscale,small,1659.6,0.018968,warm,200
2,genmatrix,small,1484.9,0.000124,warm,200
3,fastfouriertransform,large,1036.6,0.00519,warm,200
4,pagerank,small,1748.1,0.243391,warm,200
5,resnet,medium,2210.4,0.181201,cold,200
6,graphgen,small,1465.4,0.004188,warm,200
7,fastfouriertransform,small,230.6,0.005173,warm,200
8,genmatrix,large,296.9,0.009415,warm,200
9,resnet,small,1651.9,0.235955,warm,200
10,pagerank,small,564.5,0.012679,warm,200
11,pagerank,medium,461.8,0.043556,warm,200
12,genmatrix,medium,10.2,0.000202,warm,200
13,resnet,medium,981.8,0.127074,warm,200
14,graphgen,small,26.0,0.002732,warm,200
15,matrixmul,medium,2126.0,0.506234,cold,200
16,grayscale,small,13.0,0.007141,warm,200
17,genmatrix,medium,10.0,0.000197,warm,200
18,fastfouriertransform,small,24.3,0.004983,warm,200
19,matrixmul,small,1131.1,0.004985,warm,200
20,linpack,medium,2021.3,0.643615,cold,200
21,resnet,medium,132.2,0.126725,warm,200
22,graphgen,large,600.6,0.128666,warm,200
23,mobilenet,large,1614.2,0.046198,warm,200
24,fastfouriertransform,medium,657.7,0.643686,warm,200
25,fastfouriertransform,large,420.4,0.004975,warm,200
26,grayscale,large,2932.8,2.749422,cold,200
27,resnet,medium,138.9,0.133472,warm,200
28,resnet,small,134.7,0.129323,warm,200
29,fastfouriertransform,small,21.9,0.004909,warm,200
30,genmatrix,medium,13.9,0.000286,warm,200
31,fastfouriertransform,small,24.9,0.004924,warm,200
32,fastfouriertransform,medium,618.1,0.603954,warm,200
33,grayscale,medium,1483.3,0.058367,warm,200
34,linpack,small,12.1,0.005089,warm,200
35,linpack,medium,659.0,0.650875,warm,200
36,genmatrix,large,52.7,0.001194,warm,200
37,grayscale,large,3669.4,2.671932,cold,200
38,fastfouriertransform,large,19.2,0.004918,warm,200
39,fetchdata,large,1602.9,0.131849,warm,200
40,genmatrix,small,8.9,0.000136,warm,200
41,mobilenet,medium,24.2,0.019046,warm,200
42,grayscale,large,7964.9,2.67071,cold,200
43,pagerank,small,27.1,0.016943,warm,200
44,linpack,small,14.7,0.006523,warm,200
45,genmatrix,small,6.5,0.000148,warm,200
46,linpack,medium,649.2,0.64204,warm,200
47,grayscale,small,1387.0,0.006943,warm,200
48,genmatrix,large,55.5,0.001209,warm,200
49,linpack,small,56.7,0.005035,warm,200
50,mobilenet,medium,48.0,0.042663,warm,200
51,mobilenet,small,23.3,0.018185,warm,200
52,grayscale,small,394.4,0.006941,warm,200
53,genmatrix,large,58.7,0.00121,warm,200
54,pagerank,large,399.1,0.273413,warm,200
55,grayscale,large,5348.1,2.677179,cold,200
56,resnet,medium,151.8,0.14573,warm,200
57,resnet,medium,125.9,0.120663,warm,200
58,linpack,small,15.9,0.008048,warm,200
59,fetchdata,large,81.0,0.075847,warm,200
60,mobilenet,small,28.5,0.022663,warm,200
61,graphgen,small,27.4,0.00272,warm,200
62,fetchdata,large,80.8,0.076089,warm,200
63,fetchdata,large,81.7,0.077247,warm,200
64,matrixmul,large,17.9,0.004977,warm,200
65,fastfouriertransform,medium,624.9,0.60676,warm,200
66,matrixmul,large,17.3,0.004998,warm,200
67,mobilenet,large,29.5,0.023376,warm,200
68,grayscale,large,5481.9,2.666506,cold,200
69,graphgen,large,526.8,0.064798,warm,200
70,fastfouriertransform,large,22.8,0.004897,warm,200
71,pagerank,medium,72.0,0.043485,warm,200
72,linpack,small,15.0,0.008028,warm,200
73,grayscale,medium,1678.5,0.058335,warm,200
74,fetchdata,medium,89.2,0.084372,warm,200
75,graphgen,large,519.1,0.063225,warm,200
76,grayscale,large,9383.6,2.679365,cold,200
77,fetchdata,large,82.3,0.077721,warm,200
78,fastfouriertransform,large,18.5,0.004914,warm,200
79,grayscale,large,8767.8,2.669512,cold,200
80,pagerank,large,436.3,0.276694,warm,200
81,genmatrix,small,8.6,0.0001,warm,200
82,linpack,small,14.9,0.008307,warm,200
83,pagerank,large,422.9,0.276945,warm,200
84,graphgen,large,562.0,0.086185,warm,200
85,linpack,medium,672.6,0.665102,warm,200
86,graphgen,small,116.9,0.002841,warm,200
87,linpack,medium,918.6,0.644221,warm,200
88,genmatrix,small,5.2,0.000106,warm,200
89,genmatrix,large,39.1,0.000796,warm,200
90,fastfouriertransform,small,22.0,0.0077,warm,200
91,mobilenet,small,29.5,0.024381,warm,200
92,pagerank,small,17.8,0.009866,warm,200
93,fetchdata,large,81.0,0.076851,warm,200
94,mobilenet,large,27.9,0.022923,warm,200
95,fetchdata,medium,93.1,0.077402,warm,200
96,pagerank,large,446.3,0.266795,warm,200
97,matrixmul,small,23.7,0.007876,warm,200
98,pagerank,large,377.1,0.275247,warm,200
99,genmatrix,large,54.3,0.001191,warm,200
100,grayscale,medium,4445.3,0.058641,cold,200
101,linpack,medium,671.8,0.663986,warm,200
102,pagerank,medium,66.0,0.045185,warm,200
103,fastfouriertransform,small,21.2,0.007687,warm,200
104,genmatrix,small,7.0,0.000137,warm,200
105,linpack,small,11.9,0.005031,warm,200
106,resnet,large,151.3,0.145353,warm,200
107,genmatrix,large,54.4,0.001218,warm,200
108,genmatrix,small,6.1,0.000127,warm,200
109,fastfouriertransform,large,21.3,0.007288,warm,200
110,graphgen,small,37.3,0.004134,warm,200
111,fastfouriertransform,small,21.1,0.007265,warm,200
112,linpack,small,15.7,0.008159,warm,200
113,pagerank,small,23.7,0.014644,warm,200
114,grayscale,large,2835.3,2.696755,cold,200
115,mobilenet,small,22.7,0.018338,warm,200
116,pagerank,small,24.7,0.0156,warm,200
117,resnet,large,125.7,0.120755,warm,200
118,mobilenet,small,25.0,0.020064,warm,200
119,mobilenet,medium,21.8,0.017517,warm,200
120,genmatrix,small,6.4,0.000133,warm,200
121,fastfouriertransform,large,18.8,0.004913,warm,200
122,matrixmul,medium,535.8,0.505867,warm,200
123,matrixmul,medium,850.4,0.507726,warm,200
124,mobilenet,large,23.1,0.017576,warm,200
125,graphgen,large,528.2,0.063987,warm,200
126,fastfouriertransform,small,22.8,0.004917,warm,200
127,matrixmul,large,65.0,0.004992,warm,200
128,linpack,small,23.6,0.008015,warm,200
129,genmatrix,small,5.3,0.000104,warm,200
130,genmatrix,large,39.4,0.000793,warm,200
131,mobilenet,small,28.1,0.023046,warm,200
132,matrixmul,small,16.7,0.004986,warm,200
133,grayscale,medium,67.5,0.05756,warm,200
134,genmatrix,small,4.9,0.000103,warm,200
135,mobilenet,large,27.3,0.022479,warm,200
136,fastfouriertransform,small,18.1,0.004926,warm,200
137,pagerank,small,17.9,0.010149,warm,200
138,fastfouriertransform,small,18.4,0.004982,warm,200
139,fetchdata,medium,82.2,0.077831,warm,200
140,mobilenet,medium,27.3,0.022584,warm,200
141,genmatrix,medium,9.2,0.000196,warm,200
142,graphgen,small,38.1,0.004238,warm,200
143,matrixmul,small,23.0,0.007951,warm,200
144,matrixmul,medium,738.0,0.530806,warm,200
145,mobilenet,medium,28.8,0.023551,warm,200
146,matrixmul,large,350.3,0.005003,warm,200
147,pagerank,large,365.3,0.276784,warm,200
148,mobilenet,small,28.4,0.023516,warm,200
149,genmatrix,medium,12.8,0.000278,warm,200
150,genmatrix,small,6.2,0.000138,warm,200
151,resnet,large,161.7,0.156466,warm,200
152,pagerank,small,17.4,0.009814,warm,200
153,linpack,small,12.1,0.005047,warm,200
154,graphgen,large,585.1,0.088398,warm,200
155,mobilenet,large,22.2,0.017472,warm,200
156,pagerank,small,19.8,0.00986,warm,200
157,graphgen,large,531.0,0.063943,warm,200
158,fastfouriertransform,small,22.1,0.007786,warm,200
159,fastfouriertransform,large,21.7,0.007775,warm,200
160,fastfouriertransform,large,32.0,0.006994,warm,200
161,genmatrix,medium,12.9,0.000288,warm,200
162,fastfouriertransform,large,18.6,0.005098,warm,200
163,genmatrix,large,52.5,0.001243,warm,200
164,resnet,small,132.4,0.127833,warm,200
165,resnet,small,129.5,0.125484,warm,200
166,matrixmul,large,16.9,0.004993,warm,200
167,resnet,large,128.6,0.121894,warm,200
168,pagerank,medium,150.6,0.116537,warm,200
169,grayscale,small,15.1,0.009632,warm,200
170,linpack,small,11.8,0.005064,warm,200
