index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1684.1,0.006203,warm,200
1,grayscale,small,1461.3,0.017581,warm,200
2,genmatrix,small,1969.4,0.008222,warm,200
3,fastfouriertransform,large,1076.7,0.006081,warm,200
4,pagerank,small,1868.3,0.283381,warm,200
5,resnet,medium,2407.6,0.121797,cold,200
6,graphgen,small,1480.8,0.005303,warm,200
7,fastfouriertransform,small,268.2,0.011726,warm,200
8,genmatrix,large,807.7,0.001313,warm,200
9,resnet,small,1733.6,0.123831,warm,200
10,pagerank,small,683.7,0.011335,warm,200
11,pagerank,medium,581.4,0.049413,warm,200
12,genmatrix,medium,227.7,0.000201,warm,200
13,resnet,medium,685.8,0.17219,warm,200
14,graphgen,small,26.3,0.00279,warm,200
15,matrixmul,medium,2204.2,0.519393,cold,200
16,grayscale,small,12.3,0.006922,warm,200
17,genmatrix,medium,9.7,0.0002,warm,200
18,fastfouriertransform,small,18.5,0.004952,warm,200
19,matrixmul,small,1414.5,0.004969,warm,200
20,linpack,medium,1998.4,0.641124,warm,200
21,resnet,medium,125.7,0.120833,warm,200
22,graphgen,large,638.9,0.132153,warm,200
23,mobilenet,large,2281.3,0.037799,cold,200
24,fastfouriertransform,medium,665.4,0.650492,warm,200
25,fastfouriertransform,large,472.3,0.004919,warm,200
26,grayscale,large,2905.2,2.71498,cold,200
27,resnet,medium,124.5,0.119365,warm,200
28,resnet,small,132.5,0.127692,warm,200
29,fastfouriertransform,small,18.7,0.004958,warm,200
30,genmatrix,medium,12.9,0.000287,warm,200
31,fastfouriertransform,small,22.0,0.007728,warm,200
32,fastfouriertransform,medium,666.0,0.650429,warm,200
33,grayscale,medium,1450.1,0.057629,warm,200
34,linpack,small,12.0,0.005102,warm,200
35,linpack,medium,648.4,0.641474,warm,200
36,genmatrix,large,54.5,0.001101,warm,200
37,grayscale,large,3487.1,2.666917,cold,200
38,fastfouriertransform,large,18.3,0.004934,warm,200
39,fetchdata,large,1839.4,0.134225,warm,200
40,genmatrix,small,17.7,0.000145,warm,200
41,mobilenet,medium,30.8,0.025537,warm,200
