request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,fastfouriertransform,small,cold,200,1753.67,1753.66,0.01,6.04,1747.63,True,,0.0,3.89,0.0,2.14,6.03,1
1,fetchdata,small,cold,200,1551.48,1551.47,0.01,152.72,1398.75,True,152.69,0.0,0.03,0.0,,152.72,1
2,genmatrix,small,cold,200,1682.51,1681.33,1.18,6.2,1675.13,True,,0.0,0.03,,6.16,6.19,1
3,fastfouriertransform,large,warm,200,27.3,27.29,0.01,7.31,19.98,False,,0.0,6.14,0.0,1.16,7.31,1
4,fastfouriertransform,large,warm,200,26.05,26.04,0.01,7.23,18.81,False,,0.0,6.1,0.0,1.12,7.23,1
5,linpack,small,cold,200,1282.3,1282.29,0.01,5.32,1276.97,True,,0.0,0.39,4.06,0.87,5.32,1
6,fastfouriertransform,small,warm,200,26.19,26.18,0.01,7.24,18.93,False,,0.0,6.1,0.0,1.14,7.24,1
7,genmatrix,small,warm,200,12.32,10.51,1.81,0.15,10.36,False,,0.0,0.04,,0.11,0.15,1
8,fastfouriertransform,large,warm,200,26.65,26.64,0.01,7.22,19.43,False,,0.0,6.08,0.0,1.12,7.22,1
9,genmatrix,large,warm,200,74.49,45.85,28.63,1.38,44.48,False,,0.0,0.03,,1.34,1.38,1
10,linpack,small,warm,200,17.74,17.73,0.01,5.12,12.61,False,,0.0,0.37,3.98,0.76,5.12,1
11,linpack,large,warm,200,21.65,21.64,0.01,8.01,13.62,False,,0.0,0.52,6.33,1.15,8.01,1
12,fetchdata,small,warm,200,139.66,139.66,0.01,132.13,7.52,False,132.1,0.0,0.03,0.0,,132.13,1
13,genmatrix,large,warm,200,54.23,44.87,9.37,1.14,43.72,False,,0.0,0.03,,1.1,1.14,1
14,linpack,medium,warm,200,657.06,657.05,0.01,645.55,11.5,False,,0.0,0.35,3.98,641.22,645.55,1
15,fetchdata,small,warm,200,90.27,90.26,0.01,83.02,7.25,False,82.98,0.0,0.03,0.0,,83.01,1
16,genmatrix,medium,warm,200,17.38,13.2,4.18,0.3,12.91,False,,0.0,0.03,,0.26,0.29,1
17,fastfouriertransform,small,warm,200,26.6,26.59,0.01,7.25,19.34,False,,0.0,6.1,0.0,1.14,7.25,1
18,linpack,small,warm,200,18.38,18.37,0.01,5.1,13.27,False,,0.0,0.34,4.0,0.75,5.1,1
19,fetchdata,medium,warm,200,140.03,140.03,0.01,133.22,6.8,False,133.18,0.0,0.03,0.0,,133.22,1
20,fetchdata,small,warm,200,93.69,93.68,0.01,87.1,6.58,False,87.06,0.0,0.03,0.0,,87.1,1
21,linpack,large,warm,200,16.58,16.57,0.01,5.08,11.49,False,,0.0,0.35,3.98,0.75,5.08,1
22,fastfouriertransform,medium,warm,200,642.53,642.52,0.01,623.04,19.48,False,,0.0,6.17,0.0,616.86,623.04,1
23,fastfouriertransform,large,warm,200,21.54,21.54,0.01,4.61,16.93,False,,0.0,3.84,0.0,0.76,4.61,1
24,fetchdata,large,warm,200,89.38,89.37,0.01,82.62,6.75,False,82.58,0.0,0.03,0.0,,82.62,1
25,fetchdata,large,warm,200,134.65,134.65,0.01,128.5,6.14,False,128.46,0.0,0.03,0.0,,128.5,1
26,genmatrix,large,warm,200,56.76,46.33,10.42,1.23,45.1,False,,0.0,0.03,,1.19,1.23,1
27,fastfouriertransform,small,warm,200,26.03,26.02,0.01,7.22,18.8,False,,0.0,6.07,0.0,1.15,7.22,1
28,genmatrix,medium,warm,200,17.28,13.33,3.95,0.29,13.03,False,,0.0,0.03,,0.26,0.29,1
29,fastfouriertransform,small,warm,200,26.02,26.01,0.01,7.21,18.8,False,,0.0,6.06,0.0,1.14,7.21,1
