index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,genmatrix,small,cold,200,1442.15,1442.15,0.01,6.61,1435.54,True,,0.0,0.03,,6.58,6.61,1
1,1,fastfouriertransform,large,cold,200,1675.42,1675.41,0.0,6.09,1669.33,True,,0.0,3.9,0.0,2.18,6.09,2
2,2,matrixmul,small,cold,200,2042.95,2034.56,8.39,5.31,2029.26,True,,0.0,0.38,4.27,0.65,5.3,3
3,3,mobilenet,small,cold,200,1720.79,1720.78,0.0,27.24,1693.54,True,,,,,,,4
4,4,genmatrix,small,cold,200,1314.4,1314.39,0.0,0.14,1314.25,False,,0.0,0.03,,0.1,0.14,5
5,5,genmatrix,large,cold,200,1380.34,1307.96,72.38,0.82,1307.14,False,,0.0,0.02,,0.79,0.82,6
6,6,resnet,small,cold,200,2003.39,2003.38,0.01,178.4,1824.98,True,,,,,,,7
7,7,resnet,medium,cold,200,2971.05,2971.05,0.0,122.39,2848.66,False,,,,,,,8
8,8,fastfouriertransform,small,cold,200,1346.29,1346.29,0.01,4.6,1341.69,False,,0.0,3.82,0.0,0.77,4.6,9
9,9,fastfouriertransform,small,cold,200,1290.49,1290.48,0.01,4.57,1285.92,False,,0.0,3.81,0.0,0.75,4.56,10
10,10,mobilenet,large,cold,200,1421.53,1421.53,0.01,17.77,1403.76,False,,,,,,,11
11,11,resnet,small,cold,200,2003.0,2002.99,0.01,119.68,1883.31,False,,,,,,,12
12,12,resnet,small,cold,200,1833.42,1833.42,0.01,122.97,1710.45,False,,,,,,,13
13,13,genmatrix,large,warm,200,920.51,866.62,53.89,0.82,865.79,False,,0.0,0.03,,0.79,0.82,14
14,14,genmatrix,large,warm,200,825.63,779.57,46.06,0.87,778.7,False,,0.0,0.03,,0.83,0.86,15
15,15,fetchdata,small,cold,200,1637.98,1637.97,0.0,124.4,1513.57,True,124.37,0.0,0.02,0.0,,124.4,16
16,16,fetchdata,large,cold,200,1958.02,1958.01,0.0,73.04,1884.97,False,73.0,0.0,0.03,0.0,,73.04,17
17,17,matrixmul,small,cold,200,1819.0,1819.0,0.0,4.93,1814.07,False,,0.0,0.37,3.99,0.57,4.93,18
