index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,1548.8,0.006987,warm,200
1,grayscale,small,1609.8,0.020213,warm,200
2,genmatrix,small,2060.3,0.008528,cold,200
3,fastfouriertransform,large,2750.5,0.005187,cold,200
4,pagerank,small,3447.7,0.251126,cold,200
5,resnet,medium,6057.2,0.30921,cold,200
6,graphgen,small,2093.6,0.004685,cold,200
7,fastfouriertransform,small,1213.3,0.005031,warm,200
8,genmatrix,large,1838.5,0.000774,warm,200
9,resnet,small,8718.0,0.332747,cold,200
10,pagerank,small,3175.9,0.010009,cold,200
11,pagerank,medium,3220.0,0.04562,cold,200
12,genmatrix,medium,1569.5,0.000227,warm,200
13,resnet,medium,5984.7,0.328875,cold,200
14,graphgen,small,1719.7,0.003893,warm,200
15,matrixmul,medium,4645.2,0.505759,cold,200
16,grayscale,small,870.7,0.007275,warm,200
17,genmatrix,medium,1329.2,0.000206,warm,200
18,fastfouriertransform,small,1289.0,0.004972,warm,200
19,matrixmul,small,4859.7,0.005105,cold,200
20,linpack,medium,2021.2,0.658828,cold,200
21,resnet,medium,5886.4,0.298998,cold,200
22,graphgen,large,1880.9,0.100586,warm,200
23,mobilenet,large,1519.4,0.026467,warm,200
24,fastfouriertransform,medium,986.9,0.627472,warm,200
25,fastfouriertransform,large,951.4,0.004938,warm,200
26,grayscale,large,3393.4,2.804164,cold,200
27,resnet,medium,5873.2,0.285655,cold,200
28,resnet,small,6132.1,0.308227,cold,200
29,fastfouriertransform,small,744.6,0.004934,warm,200
30,genmatrix,medium,674.4,0.000203,warm,200
31,fastfouriertransform,small,658.9,0.004936,warm,200
32,fastfouriertransform,medium,1292.5,0.684249,warm,200
33,grayscale,medium,85.5,0.058104,warm,200
34,linpack,small,1987.8,0.005961,warm,200
35,linpack,medium,2600.5,0.660635,cold,200
36,genmatrix,large,411.6,0.000867,warm,200
37,grayscale,large,9110.1,2.897988,cold,200
38,fastfouriertransform,large,1006.4,0.005229,warm,200
39,fetchdata,large,1723.4,0.150841,warm,200
40,genmatrix,small,207.4,0.00013,warm,200
41,mobilenet,medium,653.4,0.023746,warm,200
42,grayscale,large,8979.6,3.206178,cold,200
43,pagerank,small,1513.8,0.010633,warm,200
44,linpack,small,821.5,0.00509,warm,200
45,genmatrix,small,4.9,0.000119,warm,200
46,linpack,medium,1380.3,0.662047,warm,200
