Date,Time,Power_W,Voltage_V,Current_A,Energy_kWh
2026-06-30,11:49:01,127.1,242.0,0.847,0.318
2026-06-30,11:49:02,127.1,242.0,0.847,0.318
2026-06-30,11:49:03,127.1,242.0,0.847,0.318
2026-06-30,11:49:04,127.1,242.0,0.847,0.318
2026-06-30,11:49:05,127.1,242.0,0.847,0.318
2026-06-30,11:49:06,127.1,242.0,0.847,0.318
2026-06-30,11:49:07,127.1,242.0,0.847,0.318
2026-06-30,11:49:08,127.1,242.0,0.847,0.318
2026-06-30,11:49:09,127.1,242.0,0.847,0.318
2026-06-30,11:49:10,127.1,242.0,0.847,0.318
2026-06-30,11:49:12,127.1,242.0,0.847,0.318
2026-06-30,11:49:13,127.1,242.0,0.847,0.318
2026-06-30,11:49:14,127.1,242.0,0.847,0.318
2026-06-30,11:49:15,127.1,242.0,0.847,0.318
2026-06-30,11:49:16,127.1,242.0,0.847,0.318
2026-06-30,11:49:17,127.1,242.0,0.847,0.318
2026-06-30,11:49:18,127.1,242.0,0.847,0.318
2026-06-30,11:49:19,127.1,242.0,0.847,0.318
2026-06-30,11:49:20,127.1,242.0,0.847,0.318
2026-06-30,11:49:21,127.1,242.0,0.847,0.318
2026-06-30,11:49:22,127.1,242.0,0.847,0.318
2026-06-30,11:49:23,127.1,242.0,0.847,0.318
2026-06-30,11:49:24,127.1,242.0,0.847,0.318
2026-06-30,11:49:25,127.1,242.0,0.847,0.318
2026-06-30,11:49:26,127.1,242.0,0.847,0.318
2026-06-30,11:49:27,127.1,242.0,0.847,0.318
2026-06-30,11:49:28,127.1,242.0,0.847,0.318
2026-06-30,11:49:29,127.1,242.0,0.847,0.318
2026-06-30,11:49:30,127.1,242.0,0.847,0.318
2026-06-30,11:49:31,127.1,242.0,0.847,0.318
2026-06-30,11:49:32,127.1,242.0,0.847,0.318
2026-06-30,11:49:33,127.1,242.0,0.847,0.318
2026-06-30,11:49:34,127.1,242.0,0.847,0.318
2026-06-30,11:49:35,127.1,242.0,0.847,0.318
2026-06-30,11:49:36,127.1,242.0,0.847,0.318
2026-06-30,11:49:37,127.1,242.0,0.847,0.318
2026-06-30,11:49:38,127.1,242.0,0.847,0.318
2026-06-30,11:49:39,127.1,242.0,0.847,0.318
2026-06-30,11:49:40,127.1,242.0,0.847,0.318
2026-06-30,11:49:41,127.1,242.0,0.847,0.318
2026-06-30,11:49:42,127.1,242.0,0.847,0.318
2026-06-30,11:49:43,127.1,242.0,0.847,0.318
2026-06-30,11:49:44,127.1,242.0,0.847,0.318
2026-06-30,11:49:45,127.1,242.0,0.847,0.318
2026-06-30,11:49:46,127.1,242.0,0.847,0.318
2026-06-30,11:49:47,127.1,242.0,0.847,0.318
2026-06-30,11:49:48,127.1,242.0,0.847,0.318
2026-06-30,11:49:49,127.1,242.0,0.847,0.318
2026-06-30,11:49:50,127.1,242.0,0.847,0.318
2026-06-30,11:49:51,127.1,242.0,0.847,0.318
2026-06-30,11:49:52,127.1,242.0,0.847,0.318
2026-06-30,11:49:53,127.1,242.0,0.847,0.318
2026-06-30,11:49:54,127.1,242.0,0.847,0.318
2026-06-30,11:49:55,127.1,242.0,0.847,0.318
2026-06-30,11:49:56,127.1,242.0,0.847,0.318
2026-06-30,11:49:57,127.1,242.0,0.847,0.318
2026-06-30,11:49:58,127.1,242.0,0.847,0.318
2026-06-30,11:49:59,127.1,242.0,0.847,0.318
2026-06-30,11:50:00,127.1,242.0,0.847,0.318
2026-06-30,11:50:01,127.1,242.0,0.847,0.318
2026-06-30,11:50:02,127.1,242.0,0.847,0.318
2026-06-30,11:50:03,127.1,242.0,0.847,0.318
2026-06-30,11:50:04,127.1,242.0,0.847,0.318
2026-06-30,11:50:05,127.1,242.0,0.847,0.318
2026-06-30,11:50:06,127.1,242.0,0.847,0.318
2026-06-30,11:50:07,127.1,242.0,0.847,0.318
2026-06-30,11:50:08,127.1,242.0,0.847,0.318
2026-06-30,11:50:09,127.1,242.0,0.847,0.318
2026-06-30,11:50:10,127.1,242.0,0.847,0.318
2026-06-30,11:50:11,127.1,242.0,0.847,0.318
2026-06-30,11:50:12,127.1,242.0,0.847,0.318
2026-06-30,11:50:13,127.1,242.0,0.847,0.318
2026-06-30,11:50:14,127.1,242.0,0.847,0.318
2026-06-30,11:50:15,127.1,242.0,0.847,0.318
2026-06-30,11:50:16,127.1,242.0,0.847,0.318
2026-06-30,11:50:17,127.1,242.0,0.847,0.318
2026-06-30,11:50:18,127.1,242.0,0.847,0.318
2026-06-30,11:50:19,127.1,242.0,0.847,0.318
2026-06-30,11:50:20,127.1,242.0,0.847,0.318
2026-06-30,11:50:21,127.1,242.0,0.847,0.318
2026-06-30,11:50:22,127.1,242.0,0.847,0.318
2026-06-30,11:50:23,127.1,242.0,0.847,0.318
2026-06-30,11:50:24,127.1,242.0,0.847,0.318
2026-06-30,11:50:25,127.1,242.0,0.847,0.318
2026-06-30,11:50:26,127.1,242.0,0.847,0.318
2026-06-30,11:50:27,127.1,242.0,0.847,0.318
2026-06-30,11:50:28,127.1,242.0,0.847,0.318
2026-06-30,11:50:29,127.1,242.0,0.847,0.318
2026-06-30,11:50:30,127.1,242.0,0.847,0.318
2026-06-30,11:50:31,127.1,242.0,0.847,0.318
2026-06-30,11:50:32,127.1,242.0,0.847,0.318
2026-06-30,11:50:33,127.1,242.0,0.847,0.318
2026-06-30,11:50:34,127.1,242.0,0.847,0.318
2026-06-30,11:50:35,127.1,242.0,0.847,0.318
2026-06-30,11:50:36,127.1,242.0,0.847,0.318
2026-06-30,11:50:37,127.1,242.0,0.847,0.318
2026-06-30,11:50:38,127.1,242.0,0.847,0.318
2026-06-30,11:50:39,127.1,242.0,0.847,0.318
2026-06-30,11:50:40,127.1,242.0,0.847,0.318
2026-06-30,11:50:41,127.1,242.0,0.847,0.318
2026-06-30,11:50:42,127.1,242.0,0.847,0.318
2026-06-30,11:50:43,127.1,242.0,0.847,0.318
2026-06-30,11:50:44,127.1,242.0,0.847,0.318
2026-06-30,11:50:45,127.1,242.0,0.847,0.318
2026-06-30,11:50:46,127.1,242.0,0.847,0.318
2026-06-30,11:50:47,127.1,242.0,0.847,0.318
2026-06-30,11:50:48,127.1,242.0,0.847,0.318
2026-06-30,11:50:49,127.1,242.0,0.847,0.318
2026-06-30,11:50:50,127.1,242.0,0.847,0.318
2026-06-30,11:50:51,127.1,242.0,0.847,0.318
