index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,1473.58,1473.57,0.01,7.48,1466.1,True,,0.0,4.03,0.01,3.42,7.47,1
1,1,genmatrix,small,cold,200,1626.29,1626.29,0.0,7.05,1619.23,True,,0.0,0.03,,7.02,7.05,2
2,2,fetchdata,small,cold,200,1772.87,1772.87,0.0,127.64,1645.22,True,127.6,0.0,0.03,0.0,,127.64,3
3,3,fastfouriertransform,large,cold,200,2153.75,2153.75,0.0,5.06,2148.69,False,,0.0,4.12,0.01,0.93,5.06,4
4,4,linpack,small,cold,200,1577.44,1577.44,0.01,5.33,1572.11,True,,0.0,0.42,4.06,0.85,5.33,5
5,5,linpack,medium,cold,200,7809.45,7809.45,0.01,725.8,7083.65,False,,0.0,0.43,4.06,721.29,725.79,6
6,6,fastfouriertransform,small,cold,200,3690.05,3690.04,0.0,4.87,3685.17,False,,0.0,3.95,0.0,0.91,4.87,7
7,7,fastfouriertransform,small,cold,200,2106.07,2106.06,0.01,4.93,2101.13,False,,0.0,4.02,0.01,0.9,4.93,8
8,8,fetchdata,large,cold,200,2879.52,2879.51,0.0,75.6,2803.91,False,75.57,0.0,0.03,0.0,,75.6,9
9,9,linpack,small,cold,200,7051.95,7051.95,0.01,5.19,7046.76,False,,0.0,0.36,4.0,0.83,5.18,10
10,10,linpack,small,cold,200,4364.62,4364.61,0.01,5.31,4359.29,False,,0.0,0.42,4.07,0.82,5.31,11
11,11,linpack,medium,cold,200,5667.14,5667.13,0.01,656.88,5010.25,False,,0.0,0.39,4.05,652.44,656.88,12
12,12,fetchdata,medium,cold,200,2680.34,2680.34,0.0,76.02,2604.32,False,75.98,0.0,0.03,0.0,,76.01,13
13,13,linpack,medium,cold,200,4992.48,4992.48,0.0,664.51,4327.97,False,,0.0,0.38,4.05,660.07,664.51,14
14,14,fastfouriertransform,small,cold,200,2052.33,2052.33,0.0,4.76,2047.56,False,,0.0,3.92,0.01,0.83,4.76,15
15,15,matrixmul,medium,cold,200,1994.81,1985.33,9.48,552.63,1432.7,True,,0.0,0.56,5.84,546.22,552.62,16
16,16,genmatrix,small,cold,200,1738.72,1738.72,0.0,0.15,1738.57,False,,0.0,0.03,,0.11,0.15,17
17,17,fetchdata,medium,cold,200,1879.23,1879.23,0.01,76.06,1803.16,False,76.03,0.0,0.03,0.0,,76.06,18
18,18,fastfouriertransform,small,cold,200,2024.8,2024.79,0.01,4.75,2020.04,False,,0.0,3.97,0.0,0.77,4.74,19
19,19,matrixmul,small,cold,200,3173.57,3152.27,21.3,5.83,3146.45,False,,0.0,0.73,4.52,0.57,5.83,20
20,20,genmatrix,medium,cold,200,1830.63,1752.03,78.59,0.6,1751.43,False,,0.0,0.27,,0.33,0.6,21
21,21,linpack,medium,cold,200,6899.08,6899.07,0.01,664.48,6234.6,False,,0.0,0.37,3.98,660.12,664.47,22
22,22,fastfouriertransform,large,cold,200,2721.04,2721.03,0.01,5.4,2715.63,False,,0.0,4.41,0.0,0.99,5.4,23
23,23,matrixmul,large,cold,200,3141.76,3125.02,16.74,5.6,3119.42,False,,0.0,0.91,4.11,0.57,5.6,24
24,24,fastfouriertransform,medium,cold,200,2688.6,2688.6,0.01,736.57,1952.03,False,,0.0,3.94,0.0,732.61,736.57,25
25,25,fastfouriertransform,large,cold,200,2724.55,2724.55,0.0,5.05,2719.5,False,,0.0,4.06,0.01,0.98,5.05,26
26,26,genmatrix,large,cold,200,1737.73,1681.72,56.01,1.68,1680.04,False,,0.0,0.02,,1.66,1.68,27
27,27,linpack,medium,cold,200,6170.52,6170.51,0.01,669.42,5501.09,False,,0.0,0.37,3.98,665.07,669.42,28
28,28,linpack,small,cold,200,6838.71,6838.7,0.0,5.09,6833.61,False,,0.0,0.37,3.99,0.73,5.09,29
29,29,fastfouriertransform,small,cold,200,2665.4,2665.4,0.0,5.4,2660.0,False,,0.0,4.42,0.01,0.97,5.4,30
30,30,fetchdata,medium,cold,200,1808.85,1808.85,0.01,77.31,1731.53,False,77.28,0.0,0.02,0.0,,77.31,31
31,31,fastfouriertransform,small,cold,200,2658.26,2658.26,0.01,8.19,2650.07,False,,0.0,5.99,0.0,2.18,8.18,32
32,32,fastfouriertransform,medium,cold,200,3420.95,3420.95,0.01,771.92,2649.02,False,,0.0,7.18,0.0,764.73,771.92,33
33,33,genmatrix,medium,cold,200,1551.92,1545.68,6.24,0.53,1545.15,False,,0.0,0.04,,0.49,0.53,34
34,34,genmatrix,small,cold,200,1608.9,1608.89,0.0,0.35,1608.55,False,,0.0,0.03,,0.31,0.35,35
35,35,genmatrix,medium,cold,200,1491.71,1476.07,15.63,0.27,1475.81,False,,0.0,0.04,,0.23,0.27,36
36,36,fetchdata,large,cold,200,1599.26,1599.26,0.0,78.42,1520.84,False,78.37,0.0,0.04,0.0,,78.42,37
37,37,genmatrix,large,cold,200,1561.91,1500.49,61.43,1.04,1499.44,False,,0.0,0.1,,0.94,1.04,38
38,38,fastfouriertransform,large,cold,200,3379.12,3379.11,0.01,4.93,3374.18,False,,0.0,4.02,0.01,0.9,4.93,39
39,39,fetchdata,large,cold,200,1493.96,1493.96,0.0,84.07,1409.88,False,84.03,0.0,0.03,0.0,,84.07,40
40,40,fetchdata,small,cold,200,1855.92,1855.92,0.01,75.98,1779.94,False,75.95,0.0,0.03,0.0,,75.98,41
41,41,matrixmul,medium,cold,200,2281.07,2273.69,7.38,534.14,1739.55,False,,0.0,0.55,4.05,529.54,534.14,42
42,42,genmatrix,large,cold,200,1559.0,1466.46,92.54,1.13,1465.33,False,,0.0,0.02,,1.1,1.13,43
43,43,linpack,small,cold,200,6700.72,6700.71,0.01,5.07,6695.64,False,,0.0,0.35,3.99,0.73,5.07,44
44,44,genmatrix,small,cold,200,1388.39,1388.38,0.01,0.34,1388.03,False,,0.0,0.03,,0.31,0.34,45
45,45,fetchdata,small,cold,200,1742.57,1742.57,0.01,77.34,1665.23,False,77.3,0.0,0.03,0.0,,77.34,46
46,46,genmatrix,medium,cold,200,1366.53,1366.52,0.01,0.5,1366.02,False,,0.01,0.13,,0.36,0.5,47
47,47,genmatrix,small,cold,200,1347.48,1347.48,0.01,0.29,1347.19,False,,0.0,0.18,,0.1,0.29,48
48,48,fetchdata,large,cold,200,2641.41,2641.41,0.01,75.07,2566.34,False,75.04,0.0,0.02,0.0,,75.07,49
49,49,genmatrix,small,cold,200,1330.76,1330.76,0.0,0.27,1330.49,False,,0.0,0.03,,0.23,0.26,50
50,50,matrixmul,medium,cold,200,2732.12,2725.83,6.29,534.02,2191.81,False,,0.0,0.86,4.4,528.74,534.01,51
